Current Date:,8/17/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
8/16/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.043,.045,C,C,.049,.045,.038,.030,.031,.038,.052,.067,.073,.077,.073,.071,.068,.062,.054,.042,.035,.026,.024,.032,.048,.077,13
,CHULA VISTA,.027,.026,C,C,.030,.029,.030,.028,.032,.037,.041,.047,.049,.050,.046,.049,.047,.043,.042,.042,.041,.039,.039,.035,.038,.050,13
,DOWNTOWN SES,.025,.027,C,C,.027,.026,.025,.025,.026,.037,.042,.042,.044,.044,.051,.051,.045,.045,.042,.044,.042,.040,.040,.038,.037,.051,14
,EL CAJON LES,.012,.014,C,C,C,.017,.016,.019,.024,M,M,M,M,.054,.057,.056,.056,.049,.043,.039,.037,.036,.037,.037,.035,.057,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.027,.023,C,C,.018,.016,.017,.019,.025,.029,.042,.047,.045,.047,.049,.052,.052,.047,.043,.038,.038,.036,.034,.035,.035,.052,15
,OTAY MESA DVN,.013,.012,C,C,.011,.012,.015,.018,.025,M,.038,.046,.053,.053,.049,.045,.046,.043,.038,.035,.035,.034,.032,.026,.032,.053,12
,PENDLETON,.032,.032,C,C,.036,.036,.035,.037,.039,.040,.041,.041,.042,.041,.039,.040,.038,.040,.041,.039,.038,.038,.038,.038,.038,.042,12
02 NOX PPM,ALPINE,.002,.002,C,C,.003,.004,.007,.021,.013,.010,.007,.007,.006,.007,.006,.005,.006,.007,.008,.009,.009,.012,.012,.010,.008,.021,07
,CARMEL MT RCH,.011,.012,C,C,.011,.018,.013,.035,.034,.033,.029,.028,.032,.031,.026,.020,.020,.020,.017,.017,.017,.013,.010,.006,.021,.035,07
,CHULA VISTA,.002,.002,C,C,.002,.003,.004,.007,.005,.006,.007,.004,.002,.002,.002,.002,.002,.002,.001,.001,.001,.002,.002,.003,.003,.007,07
,DOWNTOWN SES,.007,.006,C,C,.009,.009,.011,.013,.018,.010,.009,.010,.005,.004,.004,.004,.003,.003,.004,.003,.003,.004,.002,.003,.007,.018,08
,EL CAJON LES,.009,.007,C,C,C,.006,.009,.014,.014,M,M,M,M,.006,.006,.005,.006,.006,.005,.005,.005,.003,.003,.002,.007,.014,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.006,C,C,.008,.010,.011,.011,.014,.020,.012,.008,.005,.004,.004,.004,.003,.004,.004,.004,.003,.005,.006,.005,.007,.020,09
,OTAY MESA DVN,.012,.010,C,C,.009,.008,.007,.005,.006,M,.010,.009,.006,.005,.005,.004,.004,.004,.004,.003,.004,.004,.004,.008,.006,.012,00
,PENDLETON,.001,.001,C,C,.010,.001,.003,.002,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.001,.001,.010,04
03 NO2 PPM,ALPINE,.002,.002,C,C,.003,.004,.006,.014,.009,.008,.006,.007,.006,.006,.005,.005,.005,.006,.008,.009,.009,.012,.012,.009,.007,.014,07
,CARMEL MT RCH,.007,.009,C,C,.008,.010,.009,.015,.014,.017,.018,.017,.019,.017,.015,.012,.012,.013,.011,.011,.011,.010,.008,.006,.012,.019,12
,CHULA VISTA,.002,.003,C,C,.002,.003,.004,.006,.004,.004,.005,.004,.002,.002,.001,.001,.001,.001,.001,.001,.001,.002,.002,.003,.003,.006,07
,DOWNTOWN SES,.007,.006,C,C,.008,.009,.010,.011,.013,.007,.007,.008,.004,.003,.003,.003,.003,.003,.004,.003,.003,.003,.002,.003,.006,.013,08
,EL CAJON LES,.008,.006,C,C,C,.005,.007,.009,.009,M,M,M,M,.005,.005,.005,.005,.004,.005,.005,.004,.003,.003,.002,.005,.009,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.005,.006,C,C,.008,.010,.010,.009,.009,.014,.009,.006,.004,.003,.003,.003,.003,.004,.004,.004,.003,.005,.006,.005,.006,.014,09
,OTAY MESA DVN,.009,.008,C,C,.007,.005,.005,.003,.004,M,.007,.007,.004,.003,.003,.003,.002,.002,.003,.002,.002,.003,.003,.006,.004,.009,00
,PENDLETON,.001,.001,C,C,.004,.001,.003,.002,.002,.001,.001,.001,.001,.001,.001,.001,.000,.001,.001,.000,.001,.001,.001,.001,.001,.004,04
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.006,.004,.003,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.006,07
,CARMEL MT RCH,.004,.003,C,C,.003,.008,.004,.019,.021,.016,.011,.011,.013,.013,.010,.008,.008,.007,.006,.006,.006,.003,.002,.001,.008,.021,08
,CHULA VISTA,.000,.000,C,C,.000,.000,.000,.001,.001,.001,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,10
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.001,.002,.005,.003,.002,.003,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.005,08
,EL CAJON LES,.000,.000,C,C,C,.001,.002,.005,.005,M,M,M,M,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.005,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.001,.002,.004,.006,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.006,09
,OTAY MESA DVN,.004,.002,C,C,.003,.003,.002,.002,.002,M,.003,.002,.002,.001,.002,.002,.001,.001,.001,.001,.001,.001,.001,.003,.002,.004,00
,PENDLETON,.000,.000,C,C,.005,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.005,04
06 CO PPM,CARMEL MT RCH,.3,.2,C,C,C,.4,.3,.6,.5,.5,.4,.5,.5,.6,.4,.3,.4,.6,.6,.5,.4,.4,.4,.2,.4,.6,07
10 INTMP °C,ALPINE,24,25,25,25,25,25,25,24,23,23,23,23,23,23,23,23,23,23,24,24,24,24,25,26,24,26,23
,CARMEL MT RCH,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,25,25,25,25,24,24,24,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,25,25,00
,DOWNTOWN SES,25,25,25,25,24,25,24,25,24,24,24,24,23,23,24,24,24,24,24,24,24,25,24,25,24,25,00
,EL CAJON LES,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,25,25,25,25,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,01
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,26,26,26,25,24,24,25,25,25,25,25,26,27,27,27,26,27,00
,PENDLETON,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,00
11 PM2.5 µg/M3,ALPINE,3.2,3.2,2.9,2.9,3.3,5.3,5.5,5.2,2.8,1.9,4.0,5.7,7.1,10.4,9.4,10.1,11.5,8.8,7.5,16.5,9.3,9.5,12.2,11.9,7.0,16.5,19
,DOWNTOWN SES,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,EL CAJON LES,7.1,12.0,13.7,14.7,15.5,16.3,18.9,22.8,18.8,16.0,18.1,18.8,17.9,12.8,15.2,15.6,13.0,11.7,13.8,11.9,15.2,11.1,15.2,12.9,14.9,22.8,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.3,7.3,6.8,7.7,5.3,5.5,6.1,4.5,8.4,6.1,8.4,23
,PENDLETON,5.6,7.1,5.8,6.6,5.9,5.2,9.5,10.1,11.8,9.1,6.9,7.1,6.0,6.7,6.5,6.6,9.6,11.2,7.5,10.0,9.9,9.3,8.1,10.8,8.0,11.8,08
12 VWDR °,ALPINE,7,75,100,62,24,344,176,271,278,265,270,264,269,263,298,296,298,315,327,335,350,147,112,345,229,350,20
,CHULA VISTA,242,198,263,240,239,248,291,280,242,256,262,259,253,255,265,263,256,248,254,264,264,206,114,255,247,291,06
,DOWNTOWN SES,311,200,211,225,255,247,253,192,180,197,209,211,219,197,203,219,214,205,223,239,209,165,165,190,214,311,00
,EL CAJON LES,153,167,87,104,199,205,212,276,330,286,269,250,239,216,217,235,219,227,225,217,217,181,156,138,209,330,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,345,104,145,70,77,49,37,39,307,228,232,251,227,234,231,232,226,232,230,239,226,120,140,159,183,345,00
,OTAY MESA DVN,51,36,79,10,25,39,1,349,301,292,302,297,295,298,290,299,295,294,299,309,342,271,259,47,212,349,07
,PENDLETON,188,265,203,243,267,244,254,256,245,246,248,256,258,248,243,242,217,200,202,226,188,191,179,163,228,267,04
13 SIGTHETA °,ALPINE,45,28,27,34,18,49,60,42,16,27,29,36,30,31,26,25,26,23,17,16,32,45,21,27,30,60,06
,CHULA VISTA,52,33,35,27,29,24,24,31,28,38,29,24,21,24,23,23,25,24,20,30,32,50,27,68,31,68,23
,DOWNTOWN SES,43,55,21,26,27,64,40,51,26,20,25,26,21,19,24,25,25,23,20,25,48,42,57,54,34,64,05
,EL CAJON LES,26,26,40,38,48,42,56,59,46,45,37,34,22,25,24,23,18,19,18,22,19,17,48,42,33,59,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,46,41,29,46,53,56,42,27,52,33,23,23,16,25,21,23,18,15,11,11,35,61,54,28,33,61,21
,OTAY MESA DVN,20,41,52,54,33,44,51,45,29,30,18,20,15,18,17,14,15,13,13,14,22,42,37,17,28,54,03
,PENDLETON,24,37,27,44,22,25,27,23,15,14,12,14,15,13,17,17,18,20,23,24,52,22,21,31,23,52,20
14 VWSP MPH,ALPINE,1.3,.7,1.5,.6,1.1,.9,.2,.9,3.2,3.7,4.1,4.0,5.1,5.0,5.2,4.9,4.4,3.2,2.2,2.0,1.2,.6,1.0,.7,2.4,5.2,14
,CHULA VISTA,1.6,1.9,.9,2.1,1.9,1.9,2.3,2.2,3.6,4.0,4.3,6.0,7.4,6.5,6.6,6.1,5.2,4.3,4.0,2.6,2.0,1.2,1.5,.5,3.4,7.4,12
,DOWNTOWN SES,.9,1.0,2.7,2.5,1.9,1.3,1.6,1.3,3.7,6.4,6.2,7.2,8.8,8.6,7.3,6.6,6.2,5.2,4.7,3.3,2.0,1.5,2.0,2.1,4.0,8.8,12
,EL CAJON LES,1.4,1.4,.8,1.3,1.3,1.8,.6,1.2,2.1,2.7,3.8,4.0,7.1,6.1,6.0,5.4,6.1,4.5,4.3,2.9,2.7,2.1,1.7,1.7,3.0,7.1,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.9,1.3,1.9,1.3,1.6,.9,1.9,3.2,1.4,4.8,5.9,6.9,10.7,7.2,7.3,6.4,7.4,5.9,6.0,4.8,2.1,1.5,2.1,2.8,4.0,10.7,12
,OTAY MESA DVN,1.6,.7,.1,.2,.8,1.5,1.8,2.2,4.2,4.3,6.5,7.3,9.4,7.4,7.8,8.3,7.6,6.1,6.4,4.7,2.8,1.1,1.6,3.6,4.1,9.4,12
,PENDLETON,2.0,1.0,2.5,1.1,1.6,2.1,1.6,2.3,4.2,5.8,6.3,6.1,6.0,7.1,6.1,5.6,5.9,4.8,4.4,3.2,1.4,3.0,3.7,3.1,3.8,7.1,13
