,OTAY MESA DVN,.005,.005,C,C,.006,.012,.006,.005,.005,.007,.010,.006,.005,.005,.005,.005,.004,.003,.003,.004,.004,.004,.004,.005,.005,.012,05
,PENDLETON,.002,.002,.002,.003,.003,.005,.003,.003,.003,.003,M,M,M,M,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.002,.005,05
03 NO2 PPM,ALPINE,.008,.008,C,C,.005,.005,.007,.013,.009,.005,.006,.004,.004,.004,.003,.003,.003,.004,.004,.004,.007,.009,.007,.005,.006,.013,07
,CARMEL MT RCH,.006,.006,C,C,.011,.009,.015,.014,.014,.016,.015,.015,.012,.015,.013,.010,.011,.011,.010,.010,.012,.015,.008,.008,.012,.016,09
,CHULA VISTA,.004,.004,.004,.004,.004,.005,.007,.007,.007,.008,.003,.003,.002,.002,.003,.002,.002,.002,.002,.003,.004,.003,.004,.003,.004,.008,09
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.004,.003,C,C,C,.004,.005,.006,.005,.006,.005,.004,M,M,.003,.004,.003,.003,.005,.007,.007,.008,.008,.008,.005,.008,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.002,C,C,.003,.004,.005,.005,.005,.005,.005,.004,.003,.003,.003,.003,.003,.003,.003,.006,.006,.006,.007,.005,.004,.007,22
,OTAY MESA DVN,.004,.004,C,C,.004,.007,.004,.003,.003,.005,.008,.005,.004,.004,.003,.003,.002,.002,.002,.003,.003,.003,.003,.004,.004,.008,10
,PENDLETON,.002,.002,.002,.003,.003,.004,.003,.003,.002,.002,M,M,M,M,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.002,.004,05
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.001,.005,.003,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.005,07
,CARMEL MT RCH,.002,.003,C,C,.006,.004,.015,.017,.014,.013,.010,.009,.009,.012,.009,.006,.007,.006,.006,.006,.007,.008,.003,.004,.008,.017,07
,CHULA VISTA,.000,.000,.000,.000,.000,.000,.001,.001,.003,.003,.001,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.003,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.001,.001,.002,.002,.002,.001,.001,M,M,.001,.001,.001,.001,.001,.000,.000,.000,.001,.000,.001,.002,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.001,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,08
,OTAY MESA DVN,.001,.001,C,C,.002,.005,.002,.002,.002,.002,.003,.002,.001,.002,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.002,.005,05
,PENDLETON,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,M,M,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,09
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.2,.5,.5,.4,.4,.4,.5,.5,.6,.4,.4,.6,.6,.5,.4,.5,.5,.4,.3,.4,.6,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,24,24,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,25,00
,CARMEL MT RCH,26,26,26,26,26,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,26,00
,CHULA VISTA,24,24,24,24,25,24,25,24,24,25,24,25,25,25,25,24,24,25,25,25,25,24,25,25,25,25,04
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,25,26,26,26,25,26,26,26,25,25,24,26,26,25,24,24,25,25,25,25,25,25,25,25,25,26,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,24,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,24,25,02
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,26,26,26,25,24,25,25,25,25,25,25,26,26,26,27,26,27,00
,PENDLETON,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,10.2,11.3,10.3,10.6,10.4,7.9,7.2,9.1,8.9,9.7,11.0,11.4,10.0,14.1,11.4,14.1,11.3,9.5,8.4,12.3,10.4,9.9,7.3,7.6,10.1,14.1,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,12.3,14.5,13.2,15.3,13.1,16.6,18.3,16.2,17.2,20.3,18.6,19.1,22.9,15.2,11.2,14.0,11.1,9.5,12.7,11.7,11.1,12.3,14.3,11.5,14.6,22.9,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,14.3,18.5,14.5,10.2,12.8,15.5,12.5,17.9,13.9,22.6,18.9,17.9,19.2,12.5,13.6,15.1,14.6,12.3,12.7,10.9,9.5,7.9,12.7,10.3,14.2,22.6,09
,PENDLETON,11.0,9.3,7.2,8.1,9.1,14.2,13.7,11.4,9.1,9.4,11.5,7.6,9.2,6.4,11.1,10.8,7.7,11.1,9.6,7.9,8.5,8.4,11.1,12.1,9.8,14.2,05
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,4,125,135,37,339,45,155,266,260,279,289,288,296,281,290,286,279,312,309,328,102,131,56,89,208,339,04
,CHULA VISTA,346,29,22,18,293,4,12,348,301,268,267,261,264,269,272,278,266,264,270,264,254,239,236,280,222,348,07
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,330,23,118,92,332,1,319,265,267,316,250,245,258,256,249,242,249,258,259,242,176,163,189,173,220,332,04
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,311,272,279,26,334,15,308,322,332,315,306,310,300,300,288,293,290,289,285,289,288,282,284,286,275,334,04
,OTAY MESA DVN,336,309,326,344,8,35,354,304,324,299,299,297,295,296,295,293,292,287,288,286,301,352,2,359,274,359,23
,PENDLETON,0,6,44,45,63,77,48,255,284,275,M,M,M,M,272,271,274,266,269,266,241,289,251,211,185,289,21
13 SIGTHETA °,ALPINE,40,18,50,45,18,21,19,19,26,25,28,27,25,30,24,27,27,21,21,20,45,35,46,41,29,50,02
,CHULA VISTA,37,21,26,27,51,46,46,37,56,28,20,21,19,20,18,20,23,20,20,20,19,18,21,26,28,56,08
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,22,18,37,35,27,28,32,42,54,63,46,39,34,21,20,21,20,18,17,20,15,12,26,16,28,63,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,30,30,50,35,25,30,35,38,31,25,23,16,18,16,15,16,14,9,8,8,8,5,12,22,50,03
,OTAY MESA DVN,16,26,39,28,29,35,29,35,25,23,15,14,14,13,13,14,14,12,12,15,22,20,14,16,21,39,02
,PENDLETON,16,18,25,21,19,20,29,47,16,15,M,M,M,M,15,15,15,12,16,23,26,26,23,25,21,47,07
14 VWSP MPH,ALPINE,.5,.9,.4,.4,.8,.6,.7,2.2,2.9,3.8,4.2,5.0,5.4,5.6,5.9,5.0,4.4,3.9,2.2,.9,.7,.4,.3,.5,2.4,5.9,14
,CHULA VISTA,1.5,1.8,1.7,2.1,.6,1.4,1.3,2.3,1.8,5.3,7.6,7.9,8.5,9.2,9.2,8.6,7.3,6.3,4.5,3.5,2.3,1.8,1.5,2.3,4.2,9.2,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.4,1.8,1.3,1.3,2.1,2.0,1.9,1.6,1.3,1.5,3.0,3.4,4.9,6.7,7.3,7.2,6.7,5.4,4.3,2.4,2.7,2.7,1.9,1.9,3.2,7.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.0,2.0,1.7,.8,1.6,2.9,3.6,3.4,3.8,5.0,6.2,8.2,10.5,10.2,10.4,10.6,9.2,7.5,6.7,4.9,3.8,2.6,3.9,3.4,5.2,10.6,15
,OTAY MESA DVN,3.4,2.1,2.0,2.4,2.3,1.7,1.8,2.3,4.2,5.7,9.0,9.9,10.7,11.7,11.5,10.7,10.3,8.5,6.2,3.6,2.5,1.4,2.1,2.4,5.4,11.7,13
,PENDLETON,2.5,3.0,2.3,2.8,3.0,3.2,1.7,1.3,3.5,4.1,M,M,M,M,6.3,6.4,5.4,5.5,4.1,2.8,1.8,2.0,2.0,1.5,3.3,6.4,15
15 SWSP MPH,ALPINE,.8,1.0,.6,1.1,.9,1.1,1.0,2.4,3.3,4.1,4.6,5.5,6.0,6.5,6.4,5.6,4.9,4.2,2.3,1.1,1.1,.9,.8,1.1,2.8,6.5,13
,CHULA VISTA,1.9,2.0,1.9,2.3,1.2,1.9,1.9,2.6,2.7,6.0,8.1,8.4,8.9,9.7,9.6,9.1,7.8,6.7,4.8,3.7,2.5,1.9,2.0,2.6,4.6,9.7,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.6,2.0,1.6,1.4,2.5,2.5,2.7,2.2,2.5,2.6,3.8,4.2,5.7,7.1,7.7,7.6,7.1,5.7,4.5,3.5,2.8,2.8,2.1,2.0,3.7,7.7,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.4,2.2,2.0,1.5,2.0,3.1,4.3,4.1,4.7,5.9,6.9,8.8,11.0,10.8,10.9,10.9,9.5,7.8,6.7,5.0,3.9,2.7,4.0,3.5,5.6,11.0,12
,OTAY MESA DVN,3.5,2.4,2.3,2.7,2.5,2.1,2.0,3.0,4.6,6.2,9.3,10.2,11.0,12.0,11.8,11.1,10.6,8.7,6.3,3.8,2.9,1.5,2.1,2.5,5.6,12.0,13
,PENDLETON,2.6,3.2,2.6,2.9,3.2,3.4,2.2,1.9,3.7,4.3,M,M,M,M,6.5,6.6,5.6,5.6,4.3,3.1,2.0,2.4,2.2,2.1,3.5,6.6,15
16 AMBTEMP °F,ALPINE,66.3,65.3,66.8,65.6,67.8,68.2,73.4,76.7,79.7,84.3,87.3,89.6,92.6,94.5,93.6,91.7,87.8,82.1,77.0,72.6,71.5,71.5,72.2,71.0,77.9,94.5,13
,CARMEL MT RCH,63.6,63.1,63.5,63.8,64.3,63.8,64.7,65.9,69.8,75.6,79.1,81.6,82.4,82.1,81.2,79.4,77.9,75.3,71.5,68.0,67.2,66.9,65.6,64.9,70.9,82.4,12
,CHULA VISTA,67.4,67.4,67.2,66.8,66.6,67.0,67.8,68.8,72.4,74.8,75.3,76.8,77.2,77.3,76.2,74.8,73.4,71.6,69.5,68.3,67.9,67.5,67.8,67.5,70.7,77.3,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,66.3,66.3,66.1,66.2,66.2,65.9,66.1,66.9,72.1,78.4,82.7,86.7,89.2,89.6,89.0,86.7,83.8,81.0,77.4,73.9,70.9,69.1,68.1,66.9,74.8,89.6,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,66.7,66.5,66.5,66.7,66.6,66.4,66.6,67.0,70.5,75.3,78.6,80.5,80.0,79.6,77.8,76.5,74.6,71.8,69.1,67.1,66.4,66.3,65.6,65.7,70.8,80.5,11
,OTAY MESA DVN,65.7,65.8,65.7,65.3,64.5,64.5,64.5,67.4,71.7,77.4,78.9,79.6,80.4,80.3,79.3,77.8,75.7,72.9,69.6,67.3,66.7,66.3,66.0,65.7,70.8,80.4,12
,PENDLETON,69.3,68.9,68.7,68.5,68.3,68.0,68.5,69.7,70.0,71.3,72.1,72.5,72.5,72.7,73.1,72.9,72.1,71.4,70.7,70.2,69.6,69.5,69.2,69.0,70.4,73.1,14
17 RELHUM %,ALPINE,75,67,60,66,65,63,49,48,48,40,38,35,31,31,32,32,37,47,58,68,70,68,62,60,52,75,00
,EL CAJON LES,84,84,85,84,84,85,85,82,70,57,51,46,43,41,41,44,48,54,61,69,77,81,83,86,68,86,23
,KEARNY MESA,87,88,88,87,88,88,88,88,80,70,64,60,60,61,63,67,71,76,82,88,91,92,93,94,80,94,23
18 PRES mmHg,KEARNY MESA,746,746,746,746,746,747,747,747,747,747,747,747,746,746,745,745,745,745,745,746,746,746,746,746,746,747,05
19 SOLAR W/M2,KEARNY MESA,0,0,0,0,0,19,89,206,636,815,927,986,983,924,808,642,440,221,39,0,0,0,0,0,322,986,11
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.1,.1,.1,.2,.2,.2,.2,.1,.1,.1,.1,.1,.0,.1,.0,.0,.0,.2,11
29 CO Tr PPB,EL CAJON LES,153.0,154.1,C,C,C,218.7,223.5,244.8,276.9,269.8,293.2,247.1,250.7,228.7,228.9,234.4,224.0,208.0,244.0,257.7,261.2,258.1,263.8,279.9,239.0,293.2,10
