,CHULA VISTA,21,22,23,23,32,54,23,22,33,30,34,26,22,20,21,21,19,19,18,19,20,19,21,24,24,54,05
,DOWNTOWN SES,18,18,24,27,45,38,59,33,P,35,27,29,23,25,26,24,24,21,24,21,19,23,24,22,27,59,06
,EL CAJON LES,18,27,24,23,21,49,61,33,51,M,M,M,M,M,36,25,24,26,20,21,23,32,26,25,30,61,06
,KEARNY MESA,15,21,12,19,43,22,32,22,30,49,24,39,33,19,15,14,12,11,9,8,10,9,9,9,20,49,09
,OTAY MESA DVN,12,19,10,15,12,12,15,30,39,26,28,24,19,16,17,14,14,11,10,11,11,9,11,12,17,39,08
,PENDLETON,11,15,28,21,16,14,30,20,20,19,19,19,17,16,17,17,16,17,17,15,13,13,17,12,17,30,06
14 VWSP MPH,ALPINE,.8,2.7,2.2,4.5,3.9,3.6,1.9,5.3,6.2,5.6,6.1,6.4,7.4,8.0,7.5,8.6,7.7,7.2,5.7,4.2,5.5,4.6,4.6,4.1,.0,8.6,15
,CHULA VISTA,3.5,3.4,2.4,2.1,1.0,.9,2.7,4.0,3.1,3.8,4.7,6.6,7.8,8.3,8.1,7.9,8.1,7.0,5.9,5.8,4.9,4.3,3.7,2.4,.0,8.3,13
,DOWNTOWN SES,4.9,3.8,2.9,2.6,1.2,1.4,.2,3.6,P,3.3,5.3,5.9,8.7,7.4,7.8,7.2,7.3,6.5,5.0,5.6,5.1,4.2,3.5,3.3,.0,8.7,12
,EL CAJON LES,3.7,2.4,2.4,2.6,2.8,.5,1.1,2.5,2.1,M,M,M,M,M,5.2,6.4,6.3,5.1,5.2,4.1,4.2,3.0,3.1,2.6,.0,6.4,15
,KEARNY MESA,4.2,3.5,4.4,2.4,.4,1.6,2.2,4.5,4.2,3.1,5.0,6.2,6.9,9.8,11.1,11.9,10.8,8.9,7.6,7.0,6.4,5.6,5.5,4.6,.0,11.9,15
,OTAY MESA DVN,4.2,3.3,4.0,3.5,3.5,4.1,4.6,4.0,5.3,6.6,6.9,8.5,10.3,10.6,10.2,10.4,10.3,9.9,8.1,7.3,7.4,7.2,5.9,5.0,.0,10.6,13
,PENDLETON,4.9,3.9,2.0,1.9,2.1,3.1,1.5,2.3,2.7,2.8,4.1,3.5,4.4,4.4,4.0,4.3,5.1,4.3,3.9,4.2,4.8,4.5,4.4,3.4,.0,5.1,16
15 SWSP MPH,ALPINE,4.9,5.2,5.1,5.0,5.0,5.1,4.9,6.5,7.1,7.6,7.9,8.0,8.9,9.5,9.2,9.7,8.8,8.0,6.3,5.5,6.1,5.4,6.0,5.8,6.7,9.7,15
,CHULA VISTA,3.7,3.7,2.6,2.3,1.2,1.3,3.1,4.3,3.7,4.5,5.5,7.2,8.4,8.8,8.7,8.4,8.6,7.4,6.1,6.1,5.2,4.5,3.9,2.6,5.1,8.8,13
,DOWNTOWN SES,5.1,4.0,3.2,2.9,1.6,1.7,1.4,4.0,P,4.0,6.0,6.4,9.5,8.1,8.5,7.8,8.0,7.0,5.4,6.1,5.4,4.7,3.7,3.6,5.1,9.5,12
,EL CAJON LES,3.8,2.7,2.6,2.8,2.9,1.4,1.6,3.0,3.0,M,M,M,M,M,6.2,7.0,6.9,5.6,5.5,4.7,4.5,3.7,3.6,3.0,3.9,7.0,15
,KEARNY MESA,4.4,3.8,4.5,2.9,1.6,3.1,2.7,4.9,4.7,4.0,5.6,7.2,7.9,10.4,11.5,12.3,11.0,9.0,7.7,7.1,6.5,5.7,5.6,4.7,6.2,12.3,15
,OTAY MESA DVN,4.3,3.6,4.2,3.7,3.5,4.2,4.8,4.7,6.3,7.5,7.6,9.2,10.9,11.1,10.6,10.7,10.7,10.1,8.2,7.5,7.5,7.3,6.1,5.1,7.1,11.1,13
,PENDLETON,5.0,4.1,2.3,2.1,2.2,3.2,1.8,2.4,2.9,3.0,4.3,3.7,4.7,4.6,4.2,4.5,5.4,4.5,4.1,4.4,4.9,4.6,4.6,3.5,3.8,5.4,16
16 AMBTEMP °F,ALPINE,52.7,52.4,52.4,51.9,51.9,52.1,53.1,55.5,55.9,58.5,61.7,64.0,67.2,68.9,69.4,68.6,66.5,63.1,59.4,56.6,55.1,54.9,54.5,54.2,58.4,69.4,14
,CARMEL MT RCH,56.4,56.6,56.7,57.2,57.5,57.8,58.6,60.0,60.4,61.6,62.3,64.1,66.9,67.9,68.0,67.5,65.6,63.7,60.7,59.7,59.5,58.8,58.0,57.5,61.0,68.0,14
,CHULA VISTA,60.0,59.7,59.6,59.6,59.4,59.6,60.7,62.1,63.7,64.9,65.7,67.5,68.0,68.5,68.0,67.4,66.2,64.5,63.1,62.5,62.2,62.0,61.2,61.1,63.2,68.5,13
,DOWNTOWN SES,59.4,59.3,59.3,59.3,59.2,59.8,61.0,62.1,P,64.0,65.2,66.9,67.7,68.1,67.5,66.6,65.0,63.9,62.7,62.1,62.0,61.6,60.8,59.9,62.8,68.1,13
,EL CAJON LES,58.8,58.7,58.6,58.5,58.5,59.2,60.4,61.5,62.7,64.5,67.4,69.7,72.8,74.5,75.4,73.6,71.0,68.2,64.4,62.7,62.2,62.0,61.5,60.8,64.5,75.4,14
,KEARNY MESA,58.8,58.8,58.7,58.7,58.8,59.2,60.0,61.1,61.9,63.0,63.8,65.9,68.2,68.2,68.0,66.4,64.6,62.7,61.2,60.8,60.6,60.2,60.2,58.7,62.0,68.2,12
,OTAY MESA DVN,57.4,57.3,57.3,57.1,57.1,56.9,58.7,61.3,62.6,64.9,66.3,68.6,69.3,68.0,67.9,66.7,65.2,62.6,60.9,60.0,59.8,59.4,59.1,58.7,61.8,69.3,12
,PENDLETON,60.2,59.2,58.8,58.8,58.5,58.6,59.4,60.4,61.2,61.5,62.0,62.5,63.0,62.9,62.8,62.5,63.0,62.2,61.3,61.1,61.1,60.8,59.8,58.7,60.8,63.0,12
,SAN YSIDRO,60.2,60.0,59.9,59.9,59.9,60.2,61.6,62.6,63.2,64.9,66.5,68.7,68.5,68.2,68.1,67.4,65.5,64.5,62.9,62.4,62.4,62.2,62.0,61.2,63.5,68.7,11
17 RELHUM %,ALPINE,93,93,91,95,96,95,91,84,83,76,68,64,57,53,53,56,62,70,79,86,92,93,95,98,80,98,23
,EL CAJON LES,84,82,81,82,82,79,77,75,72,68,61,56,51,50,49,53,59,65,74,79,81,82,83,87,71,87,23
,KEARNY MESA,81,80,79,79,79,78,76,73,72,70,70,65,61,62,65,69,73,78,83,84,85,87,88,96,76,96,23
18 PRES mmHg,EL CAJON LES,748,748,748,748,748,748,748,748,748,748,748,748,748,747,747,747,747,747,747,748,748,749,749,749,748,749,21
,KEARNY MESA,749,749,749,749,749,748,748,749,749,749,749,749,749,748,748,748,748,748,748,748,749,749,750,750,749,750,22
19 SOLAR W/M2,EL CAJON LES,1,1,1,1,2,25,104,175,273,376,860,1029,1011,930,789,603,392,168,19,1,1,1,1,0,282,1029,11
,KEARNY MESA,0,0,0,0,1,26,115,177,238,321,387,834,959,906,820,633,402,161,10,0,0,0,0,0,250,959,12
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,2,7,11,17,24,48,57,55,50,41,31,19,8,1,0,0,0,0,0,15,57,11
25 NOY,EL CAJON LES,2.54,2.84,2.92,2.97,3.75,C,C,8.51,6.30,M,M,M,C,C,4.41,3.81,3.01,3.16,3.29,3.29,3.02,3.03,2.76,3.05,3.68,8.51,07
26 NOY-NO,EL CAJON LES,2.53,2.84,2.93,2.98,3.69,C,C,7.17,5.33,M,M,M,C,C,4.01,3.35,2.63,2.92,3.03,3.23,2.94,3.00,2.71,3.05,3.43,7.17,07
27 NO Trace,EL CAJON LES,.00,.00,-.01,-.01,.05,C,C,1.34,.96,M,M,M,C,C,.40,.46,.38,.24,.25,.06,.07,.02,.04,.00,.25,1.34,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.1,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,12
29 CO Tr PPB,EL CAJON LES,135.8,137.0,C,C,C,157.8,197.1,223.2,211.2,203.0,220.2,214.1,205.5,207.2,200.1,185.7,168.8,171.7,196.4,182.3,175.5,170.6,168.6,164.6,185.5,223.2,07
BCarbon ug/m3,10TH AVE MARINE TERM,.07,.09,.08,.08,.09,.17,1.10,.21,.32,.43,.38,.37,.24,.36,.20,.13,.18,.11,<,.09,.11,.06,.10,.05,.22,1.10,06
,ALPINE,.19,.19,.18,<,.18,.19,<,<,.20,.20,.23,.22,.23,.29,.30,.36,<,<,<,<,<,<,.20,.17,.22,.36,15
,BOSTON AVE,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
,CHICANO PARK,.15,<,.18,<,<,.22,.34,.47,.42,.50,<,<,<,.29,<,.22,.22,.16,.16,<,.14,.12,<,.11,.25,.50,09
,DOWNTOWN SES,.14,.11,.11,.10,.09,<,<,.22,.23,.38,<,.35,.24,<,.22,.19,.23,.20,.23,<,.19,.14,.11,.12,.19,.38,09
,OCEANVIEW BLVD,.14,.11,.14,.11,.17,.26,.27,.30,.29,<,.35,<,.35,.37,.29,.26,<,.24,.26,.28,.20,.18,.09,.11,.23,.37,13
,OTAY MESA DVN,2.31,.45,.44,.25,.22,.23,.14,.22,.21,<,.25,.25,.34,.31,.25,.20,.16,.13,.11,.10,.09,.08,.09,.08,.30,2.31,00
,SAN YSIDRO,.54,.20,.26,.37,.52,.26,.19,<,<,.32,<,<,<,.33,.22,.20,.19,.21,.17,.13,.14,.08,.08,.06,.24,.54,00
PM10 STD,ALPINE,18.8,21.9,18.0,15.7,15.4,15.9,15.6,17.8,17.8,19.9,18.9,19.9,23.0,19.8,26.4,26.1,24.3,16.1,14.2,13.7,13.0,15.4,15.5,14.2,18.2,26.4,14
,CARMEL MT RCH,14.8,14.7,10.4,9.2,10.6,13.1,15.5,19.4,13.7,13.5,16.2,16.6,16.3,22.4,20.3,16.5,11.2,9.1,8.4,7.8,8.4,9.5,8.1,7.3,13.0,22.4,13
,CHULA VISTA,9.4,9.1,10.6,11.1,11.3,9.9,13.2,13.9,14.5,16.4,17.1,20.3,24.5,16.6,15.5,15.2,12.7,12.5,12.1,8.8,8.1,7.4,8.3,8.2,12.7,24.5,12
,DOWNTOWN SES,7.9,8.4,9.9,7.3,9.9,11.3,12.4,15.8,P,15.5,17.2,20.1,15.2,13.9,14.1,11.4,10.9,11.2,9.3,8.6,7.4,8.0,9.3,8.9,11.4,20.1,11
,EL CAJON LES,9.8,10.9,11.1,9.9,9.9,11.8,13.3,15.9,13.9,14.6,15.9,17.4,19.1,19.7,21.0,16.7,13.1,12.1,10.5,9.5,9.1,10.5,9.1,8.5,13.0,21.0,14
,KEARNY MESA,9.2,8.7,8.6,9.6,9.1,10.6,18.4,18.5,14.5,15.7,17.9,18.9,19.6,15.9,13.9,11.8,9.9,8.0,8.0,7.8,7.8,7.7,7.5,7.3,11.8,19.6,12
,OTAY MESA DVN,25.1,13.5,15.2,15.9,15.0,28.3,14.4,15.1,23.6,19.2,M,M,29.9,29.0,25.1,16.8,14.2,12.4,11.4,9.8,9.5,11.7,16.9,10.5,17.3,29.9,12
,PENDLETON,7.3,8.3,7.8,10.9,13.9,12.4,13.2,14.3,10.0,11.6,14.1,11.7,11.9,11.4,11.3,10.2,11.3,9.6,11.7,13.1,11.2,10.5,9.2,8.5,11.0,14.3,07
,SAN YSIDRO,13.6,12.9,12.4,13.1,14.4,13.1,16.4,13.8,17.1,18.9,22.2,22.0,21.3,21.0,19.4,14.7,14.6,13.1,9.8,7.9,8.3,6.7,9.1,7.6,14.3,22.2,10
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
