,OTAY MESA DVN,27,27,27,27,27,27,26,26,26,27,27,26,26,26,26,25,25,26,26,26,26,26,26,27,26,27,00
,PENDLETON,25,24,24,24,24,24,23,23,P,,,,,,P,24,25,25,26,26,26,26,26,26,25,26,18
11 PM2.5 µg/M3,ALPINE,3.4,2.7,1.6,1.3,.9,1.0,1.1,.9,1.5,1.4,.9,1.0,1.8,1.9,2.6,3.8,5.3,5.9,6.1,4.8,4.1,3.7,4.0,5.1,2.7,6.1,18
,DOWNTOWN SES,18.5,13.5,10.4,7.0,5.8,4.9,4.8,5.7,4.0,4.0,5.8,11.4,9.6,10.4,10.2,7.3,12.3,15.2,17.3,15.4,17.9,22.2,24.1,25.2,11.7,25.2,23
,EL CAJON LES,16.0,8.0,7.1,8.5,9.3,9.4,7.8,8.5,11.3,9.5,9.6,6.0,3.2,4.8,4.8,4.2,5.2,9.7,17.7,21.0,23.0,24.0,23.6,17.4,11.2,24.0,21
,OTAY MESA DVN,9.9,9.0,13.5,3.9,4.3,3.1,4.7,3.6,13.6,12.5,11.4,15.9,9.5,9.3,5.6,6.4,8.8,7.5,16.8,35.7,17.1,31.2,27.5,18.5,12.4,35.7,19
,PENDLETON,12.1,7.8,6.3,5.3,4.4,3.9,3.9,3.7,P,,,,,,P,13.8,12.5,12.1,18.5,15.9,15.1,14.2,11.3,12.3,10.1,18.5,18
12 VWDR °,ALPINE,17,93,358,90,87,68,84,342,113,131,131,226,307,273,278,317,338,348,91,52,100,80,338,25,0,358,02
,CHULA VISTA,42,54,57,84,68,63,38,66,103,121,179,259,263,258,254,272,240,266,113,137,92,50,113,106,0,272,15
,DOWNTOWN SES,66,20,27,50,21,348,23,18,76,120,216,221,222,202,205,196,198,142,334,20,43,346,2,45,0,348,05
,EL CAJON LES,81,91,126,123,65,135,228,113,247,292,293,349,255,261,232,213,206,118,122,249,102,229,125,78,0,349,11
,KEARNY MESA,50,57,57,66,62,59,23,32,117,146,194,237,233,258,247,252,291,355,10,340,47,354,351,18,0,355,17
,OTAY MESA DVN,51,106,29,38,88,22,69,23,156,157,193,212,280,292,315,320,336,16,120,125,34,176,26,72,0,336,16
,PENDLETON,62,62,68,71,47,62,32,49,P,,,,,,P,277,319,79,311,14,92,351,70,86,0,351,21
13 SIGTHETA °,ALPINE,38,25,28,18,14,22,60,20,37,18,17,30,25,35,31,24,18,19,36,24,35,42,29,27,28,60,06
,CHULA VISTA,18,17,57,30,49,19,24,34,32,20,33,21,21,23,24,27,29,26,19,49,24,39,21,39,29,57,02
,DOWNTOWN SES,30,27,40,30,41,62,17,14,23,25,28,23,22,20,21,16,21,32,29,41,38,27,59,54,31,62,05
,EL CAJON LES,27,38,37,41,38,53,27,23,37,29,45,51,53,24,21,20,34,22,24,62,35,41,44,46,36,62,19
,KEARNY MESA,9,7,5,6,7,6,12,17,16,37,17,28,34,28,16,13,9,17,48,32,16,22,20,22,19,48,18
,OTAY MESA DVN,36,48,47,16,44,20,46,40,15,17,17,31,18,12,17,12,18,12,28,37,56,51,27,21,29,56,20
,PENDLETON,11,12,9,10,22,14,13,18,P,,,,,,P,19,16,42,14,22,9,39,37,7,18,42,17
14 VWSP MPH,ALPINE,1.8,2.1,.6,2.4,2.5,1.3,1.3,1.1,1.6,3.2,4.4,2.9,3.8,3.1,3.2,2.9,1.6,.6,.8,.6,2.0,1.6,2.2,.8,.0,4.4,10
,CHULA VISTA,4.1,4.8,1.0,1.4,1.6,2.5,1.5,1.7,1.9,3.0,1.8,5.0,5.2,5.0,3.8,2.2,1.2,.1,.7,.7,1.2,.5,1.7,.7,.0,5.2,12
,DOWNTOWN SES,2.0,1.7,2.1,1.8,2.1,.8,1.7,2.6,3.0,2.0,1.7,3.5,4.5,4.5,3.5,3.1,1.5,.6,.3,1.0,.6,1.3,.3,1.1,.0,4.5,12
,EL CAJON LES,1.4,.7,.6,.1,.1,.7,.9,1.6,.3,1.3,1.0,.6,2.1,4.3,4.5,2.7,1.5,1.5,.8,.4,1.3,.5,1.9,1.0,.0,4.5,14
,KEARNY MESA,5.8,5.7,6.1,5.4,6.3,5.2,4.7,3.8,2.5,.8,2.3,3.4,3.4,4.4,4.9,4.0,3.3,2.3,1.2,1.8,2.9,2.5,2.3,1.9,.0,6.3,04
,OTAY MESA DVN,3.7,1.0,1.6,2.2,1.5,3.4,1.8,2.4,4.0,4.0,6.1,3.6,6.6,7.4,5.6,3.9,3.0,4.0,3.0,2.2,1.3,.8,2.8,3.2,.0,7.4,13
,PENDLETON,8.7,7.2,9.3,9.4,5.2,5.4,6.3,4.2,P,,,,,,P,1.7,1.8,.9,4.6,2.5,5.2,1.5,2.1,5.5,.0,9.4,03
15 SWSP MPH,ALPINE,2.7,2.4,1.8,2.5,2.6,2.2,1.5,1.7,1.7,3.4,4.6,4.2,4.2,3.9,4.0,3.2,1.7,.7,1.0,1.7,2.5,2.5,2.8,1.5,2.5,4.6,10
,CHULA VISTA,4.3,5.0,1.7,1.6,2.2,2.7,1.7,1.8,2.1,3.3,2.7,5.4,5.5,5.4,4.1,2.5,1.5,.5,.7,1.0,1.3,.8,1.9,2.0,2.6,5.5,12
,DOWNTOWN SES,2.2,2.0,2.6,2.1,3.1,1.8,2.4,2.7,3.2,2.4,2.7,3.8,4.9,4.8,3.8,3.2,1.9,1.0,.8,1.5,.8,1.4,1.3,1.6,2.4,4.9,12
,EL CAJON LES,1.6,1.4,1.1,.7,2.0,1.7,1.5,1.9,.8,1.4,1.3,1.1,2.7,5.0,4.9,2.9,1.6,1.7,1.0,.5,1.8,1.0,2.2,2.2,1.8,5.0,13
,KEARNY MESA,6.0,5.7,6.2,5.4,6.3,5.2,5.2,4.8,2.6,1.1,2.7,3.8,4.0,4.9,5.2,4.1,3.6,3.1,2.3,2.4,3.0,2.9,2.8,2.9,4.0,6.3,04
,OTAY MESA DVN,4.2,2.3,2.1,2.6,4.0,3.5,4.0,2.8,4.1,4.2,6.8,4.1,7.0,7.6,5.9,4.0,3.6,4.1,3.6,3.2,2.2,1.5,3.1,4.4,4.0,7.6,13
,PENDLETON,9.0,7.4,9.4,9.6,5.6,5.7,6.5,4.4,P,,,,,,P,1.8,2.0,1.4,4.7,2.9,5.3,2.7,2.3,5.5,5.1,9.6,03
16 AMBTEMP °F,ALPINE,49.7,50.1,51.3,52.1,53.6,52.4,53.4,55.6,58.0,61.4,64.5,64.6,63.6,64.2,64.1,61.8,58.4,56.7,55.0,55.0,54.1,54.8,53.2,52.8,56.7,64.6,11
,CARMEL MT RCH,46.9,46.2,45.6,45.5,45.4,46.7,45.7,46.9,51.0,57.0,62.3,64.1,66.3,67.6,67.2,64.1,61.9,59.9,58.0,56.7,54.9,55.1,53.2,52.8,55.0,67.6,13
,CHULA VISTA,51.0,50.2,48.6,47.2,47.7,47.3,45.7,47.3,56.1,62.4,66.3,66.4,65.1,64.2,63.6,63.0,61.2,58.9,56.5,54.8,54.4,52.6,52.4,52.5,55.6,66.4,11
,DOWNTOWN SES,50.5,49.8,50.1,49.6,48.9,48.2,47.4,49.9,56.2,61.2,63.4,65.7,66.0,64.9,64.2,63.4,60.6,59.0,58.0,57.2,56.1,54.8,55.0,53.7,56.4,66.0,12
,EL CAJON LES,47.2,44.1,43.0,42.1,41.6,40.8,39.7,41.1,47.5,53.7,57.7,63.6,69.0,70.4,69.4,67.5,63.8,59.2,56.1,54.7,53.3,52.0,51.6,51.8,53.4,70.4,13
,KEARNY MESA,51.1,49.6,50.0,49.6,50.1,50.0,49.3,50.4,54.7,59.3,63.3,65.8,67.9,68.7,68.1,65.7,62.8,59.8,57.0,55.5,54.8,53.9,54.1,52.0,56.8,68.7,13
,OTAY MESA DVN,51.0,50.9,52.0,55.1,52.5,51.9,51.2,52.2,55.6,60.5,64.8,67.4,67.8,65.6,64.6,63.7,60.7,58.6,57.6,56.9,55.8,54.5,54.4,55.4,57.5,67.8,12
,PENDLETON,49.7,50.2,50.0,48.5,48.3,48.1,47.5,48.8,P,,,,,,P,60.5,58.8,58.4,57.2,56.6,56.0,55.5,55.2,53.3,53.1,60.5,15
17 RELHUM %,ALPINE,52,45,34,31,26,29,26,25,32,28,21,24,31,30,30,31,38,40,45,44,45,41,47,49,35,52,00
,EL CAJON LES,100,100,100,100,100,100,100,100,92,67,56,40,27,22,24,28,37,52,69,75,75,78,77,74,71,100,00
,KEARNY MESA,100,100,98,89,77,68,68,67,68,56,41,35,31,31,30,34,43,53,60,65,68,69,67,80,62,100,00
18 PRES mmHg,EL CAJON LES,753,753,753,753,752,753,753,754,754,754,753,753,752,752,752,752,752,752,752,753,753,753,754,754,753,754,07
,KEARNY MESA,754,754,754,753,753,753,754,754,755,755,755,754,754,753,753,753,753,753,753,754,754,754,755,755,754,755,08
19 SOLAR W/M2,EL CAJON LES,-4,-6,-6,-5,-4,-5,-2,33,139,262,352,587,569,494,346,147,17,-8,-5,-5,-4,-5,-3,-4,120,587,11
,KEARNY MESA,1,1,1,1,1,1,4,98,226,294,357,558,582,507,353,118,29,1,1,1,1,1,1,1,131,582,12
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,0,3,9,16,22,30,30,26,18,9,2,0,0,0,0,0,0,0,7,30,11
25 NOY,EL CAJON LES,16.04,8.93,12.36,20.31,23.62,C,C,33.83,32.70,38.03,32.95,20.05,10.60,10.90,8.20,7.33,11.77,14.68,21.15,29.52,22.35,27.32,26.21,18.31,20.32,38.03,09
26 NOY-NO,EL CAJON LES,14.45,8.08,10.90,13.78,13.51,C,C,10.77,15.26,17.23,18.30,12.94,7.62,8.52,6.63,6.28,10.74,13.96,19.22,24.06,19.49,22.10,21.37,16.73,14.17,24.06,19
27 NO Trace,EL CAJON LES,1.58,.85,1.45,6.53,10.11,C,C,23.05,17.43,20.79,14.64,7.11,2.97,2.37,1.57,1.04,1.03,.71,1.93,5.46,2.85,5.22,4.83,1.57,6.14,23.05,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.1,.1,.1,.0,.1,.1,.0,.1,.0,.0,.1,.1,.1,.1,.0,.0,.1,09
29 CO Tr PPB,EL CAJON LES,489.2,281.2,C,C,C,545.1,492.4,555.3,527.2,728.1,578.2,396.6,270.3,258.2,222.6,207.7,292.3,466.5,500.4,735.8,655.8,774.7,822.6,505.2,490.7,822.6,22
BCarbon ug/m3,10TH AVE MARINE TERM,1.39,1.09,1.11,1.33,1.27,1.25,1.03,1.82,.78,.83,1.08,1.56,.58,.59,.94,.88,1.25,2.98,1.52,1.63,2.82,3.58,4.02,3.76,1.63,4.02,22
,BOSTON AVE,2.02,1.27,1.31,1.31,.87,.96,.85,1.32,1.05,.94,.99,1.53,.67,.84,.99,1.46,.90,1.03,.97,1.72,4.36,3.95,5.16,6.17,1.78,6.17,23
,CHICANO PARK,1.04,.75,.70,.54,.45,.59,.57,.87,.68,.60,1.05,1.13,.57,.50,.55,.63,.84,.97,1.01,2.56,4.64,3.82,3.17,5.34,1.40,5.34,23
,DOWNTOWN SES,1.03,.71,.64,.50,.47,.30,.51,.74,.43,.39,.74,1.35,.69,.47,.48,.43,.80,1.17,1.17,1.58,2.27,3.02,2.55,2.88,1.06,3.02,21
,OCEANVIEW BLVD,.90,.78,.67,.85,.47,.64,.56,.86,.47,.35,.49,1.15,.71,.46,.58,.54,.73,1.04,1.78,4.04,3.15,3.88,3.92,4.35,1.39,4.35,23
,SAN YSIDRO,2.21,.93,1.45,.63,.79,1.89,1.67,2.42,1.74,1.22,1.44,.85,.36,.25,.24,.33,.42,.59,1.21,1.50,2.41,2.11,2.49,2.58,1.32,2.58,23
PM10 STD,ALPINE,8.1,6.8,4.0,2.5,2.7,3.2,2.8,2.1,5.1,6.1,3.2,5.4,6.3,7.8,9.3,13.9,18.1,19.5,19.9,13.1,11.2,10.3,10.9,15.6,8.6,19.9,18
,DOWNTOWN SES,34.2,23.0,20.6,14.0,12.0,10.6,11.9,12.8,10.9,12.9,18.7,43.5,35.4,32.3,32.8,22.8,42.2,43.3,42.6,34.8,36.6,41.2,41.8,43.2,28.0,43.5,11
,EL CAJON LES,24.9,15.6,14.0,14.9,15.1,14.5,12.7,14.1,19.1,20.1,23.1,15.0,10.3,16.5,17.9,14.2,15.7,22.9,34.3,36.7,36.5,39.0,37.5,29.8,21.4,39.0,21
,OTAY MESA DVN,25.9,23.4,30.7,12.0,13.6,9.4,16.5,12.1,61.9,63.3,80.3,96.9,50.2,40.2,19.8,18.8,25.2,22.6,59.3,103.0,57.1,109.6,86.5,55.5,45.5,109.6,21
,PENDLETON,23.5,15.7,13.7,11.6,9.4,8.7,8.9,8.5,P,,,,,,P,57.8,45.3,32.7,58.9,37.3,32.0,30.3,33.0,24.1,26.5,58.9,18
RAINFALL,EL CAJON LES,.00,.00,.01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.01,02
