Current Date:,1/20/2023,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
1/19/2023
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.036,.038,.037,.039,.038,.038,.038,.038,.026,.038,.038,.038,.040,.039,.044,.044,.041,.039,.037,.037,.037,.039,.040,.037,.038,.044,14
,CHULA VISTA,.005,.009,C,C,.011,.005,.008,.004,.013,.020,.029,.035,.043,.044,.043,.042,.040,.040,.039,.040,.041,.041,.039,.040,.028,.044,13
,DOWNTOWN SES,.003,.004,C,C,.007,.001,.000,.003,.010,.012,.018,.032,.040,.040,.039,.038,.037,.036,.037,.039,.038,.038,.038,.038,.024,.040,12
,EL CAJON LES,.006,.007,C,C,C,.001,.001,.002,.005,.011,.020,M,.036,.043,.041,.039,.037,.035,.032,.031,.034,.033,.026,.029,.023,.043,13
,KEARNY MESA,.017,.020,C,C,.016,.009,.006,.012,.015,.021,.030,.041,.044,.043,.043,.040,.037,.039,.040,.036,.040,.024,.027,.019,.028,.044,12
,OTAY MESA DVN,.007,.011,C,C,.007,.005,.005,.008,.006,.012,.021,.031,.041,.045,.043,.040,.037,.032,.032,.025,.025,.038,.037,.033,.024,.045,13
,PENDLETON,.014,.015,C,C,.017,.013,.008,.008,.013,M,.026,.032,.037,.041,.041,.041,.041,.043,.041,.043,.033,.027,.022,.025,.027,.043,17
03 NO2 PPB,ALPINE,1.0,1.0,1.9,.9,.9,1.4,1.4,1.7,9.7,3.2,2.2,2.7,4.1,6.0,3.5,3.8,3.6,2.9,3.1,3.1,2.5,1.5,1.4,2.6,2.7,9.7,08
,CARMEL MT RCH,17.9,19.2,C,C,20.9,22.5,14.6,24.4,14.4,15.3,14.0,13.9,12.7,M,14.7,13.1,13.3,12.6,21.8,12.0,6.4,10.3,16.1,7.6,15.1,24.4,07
,CHULA VISTA,20.5,16.0,C,C,11.4,17.3,16.3,21.2,13.6,9.8,9.6,8.1,3.6,3.8,3.3,2.4,3.6,3.5,3.9,3.5,2.8,2.6,2.6,2.3,8.2,21.2,07
,DOWNTOWN SES,21.1,16.8,C,C,13.4,19.3,21.0,20.5,16.9,16.9,M,M,3.2,4.2,3.1,2.6,3.7,5.0,4.1,3.8,4.3,3.7,3.0,2.9,9.4,21.1,00
,EL CAJON LES,10.5,9.4,C,C,C,13.2,13.1,14.5,17.3,16.3,12.1,M,6.8,3.3,4.5,4.4,4.3,5.2,6.3,4.5,3.3,4.9,7.6,4.7,8.3,17.3,08
,KEARNY MESA,7.2,4.9,C,C,6.8,15.6,18.3,13.2,13.3,12.1,8.2,3.4,2.5,3.1,2.7,2.6,5.0,4.0,2.9,4.6,1.8,15.7,11.1,13.5,7.8,18.3,06
,OTAY MESA DVN,24.5,17.9,C,C,18.5,21.0,23.1,18.5,22.5,27.2,20.6,13.0,3.3,2.0,2.7,2.2,2.2,5.3,5.9,13.8,15.4,2.5,2.8,5.0,12.2,27.2,09
,PENDLETON,9.2,6.0,C,C,5.8,8.9,11.1,10.8,7.6,M,5.8,4.8,3.3,2.3,2.3,.7,.6,.5,2.1,.6,7.0,9.6,12.3,7.0,5.6,12.3,22
04 NO PPB,ALPINE,.0,.0,.6,.0,.0,.0,.1,.1,5.2,1.0,.7,1.0,1.4,1.8,.6,.4,.1,.0,.0,.0,.0,.0,.0,.0,.5,5.2,08
,OTAY MESA DVN,7.3,5.8,C,C,6.0,8.3,14.4,20.9,40.0,42.3,15.5,7.3,1.2,.6,.9,.5,.3,.3,.3,1.0,2.9,.4,.5,.3,8.0,42.3,09
,PENDLETON,6.3,.6,C,C,.2,1.5,2.3,7.9,6.7,M,3.2,2.1,.9,.4,.2,-.2,-.2,-.2,-.2,-.2,-.2,.0,1.8,1.1,1.6,7.9,07
06 CO PPM,CARMEL MT RCH,.5,.6,C,C,.6,.5,.3,.9,.4,.4,.4,.4,.4,M,.5,.5,.5,.5,.6,.3,.3,.3,.3,.2,.4,.9,07
10 INTMP °C,ALPINE,27,27,27,27,27,27,27,27,27,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,27,00
,CARMEL MT RCH,22,22,22,22,22,22,22,22,21,22,23,25,25,26,26,26,26,26,25,25,25,25,24,24,24,26,13
,CHULA VISTA,25,26,25,26,25,26,26,25,27,25,25,25,25,25,25,26,26,25,25,25,25,24,24,26,25,27,08
,DOWNTOWN SES,26,26,26,26,26,26,26,25,25,26,24,23,23,23,23,23,24,25,25,26,25,26,26,26,25,26,00
,EL CAJON LES,25,26,26,27,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,03
,KEARNY MESA,24,23,23,23,23,22,24,23,23,24,24,25,25,25,25,25,25,25,25,25,24,25,24,24,24,25,11
,OTAY MESA DVN,27,27,27,27,26,26,25,25,25,25,26,27,27,26,26,26,26,25,26,26,26,26,26,26,26,27,00
