Current Date:,8/16/2023,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
8/15/2023
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.043,.041,C,C,.038,.036,.029,.029,P,P,.057,.069,.073,.074,.073,.071,.064,.062,.055,.047,.039,.036,.039,.037,.050,.074,13
,CHULA VISTA,.023,.023,C,C,.012,.016,.017,.018,.023,.029,.037,.041,.045,.041,.041,.039,.035,.032,.032,.030,.026,.019,.020,.021,.028,.045,12
,DOWNTOWN SES,.036,.031,C,C,.027,.025,.021,.023,.028,.033,.034,.036,M,.034,.039,.036,.033,.034,.036,.033,.028,.027,.026,.026,.030,.039,14
,EL CAJON LES,.031,.028,.026,.022,.022,.020,.019,.021,.030,.039,.050,.057,.064,.062,.056,.057,.050,.046,.042,.035,.023,.024,.021,.018,.035,.064,12
,KEARNY MESA,.034,.033,C,C,.028,.027,.026,.027,.030,.034,.041,.046,.048,.045,.048,.047,.042,.041,.038,.031,.030,.028,.024,.023,.035,.048,12
,OTAY MESA DVN,.021,.020,C,C,.014,.015,.015,.018,.030,.038,.043,.051,.053,.054,.050,.048,.044,.036,.033,.031,.031,.033,.026,.017,.032,.054,13
,PENDLETON,.029,.031,C,C,.027,.025,.024,.019,.022,.028,.036,.045,.049,.046,.043,.039,.041,.033,.031,.031,.027,.028,.029,.027,.032,.049,12
03 NO2 PPB,ALPINE,2.2,1.8,C,C,1.9,4.4,4.2,9.8,P,P,3.1,3.0,2.8,2.5,2.6,3.0,3.4,4.4,6.4,7.7,11.8,10.6,8.0,7.6,5.0,11.8,20
,CARMEL MT RCH,10.1,5.9,C,C,12.7,14.5,14.8,15.3,13.4,14.4,13.0,13.6,12.6,12.4,13.3,12.1,11.1,12.9,13.8,12.7,12.5,13.4,11.3,11.1,12.5,15.3,07
,CHULA VISTA,5.5,5.3,C,C,9.5,6.8,7.0,6.4,8.8,8.8,5.4,4.1,3.8,3.7,3.9,3.7,3.6,4.2,4.0,7.8,10.7,11.9,8.0,4.3,6.2,11.9,21
,DOWNTOWN SES,3.5,4.2,C,C,4.0,6.7,8.9,7.8,5.5,4.2,6.6,8.4,7.1,6.4,4.6,5.2,6.7,7.5,9.3,10.3,7.7,5.5,6.0,4.3,6.3,10.3,19
,EL CAJON LES,2.7,2.7,2.8,4.3,3.5,4.6,6.2,7.2,5.5,5.4,4.7,4.3,3.1,4.2,3.5,3.6,5.9,7.5,8.6,10.6,11.3,10.3,9.7,10.9,5.9,11.3,20
,KEARNY MESA,1.7,1.5,C,C,3.6,3.9,4.9,6.0,4.9,5.7,3.9,3.7,6.2,3.5,2.8,2.8,3.6,4.4,3.7,3.1,3.8,3.5,3.9,2.7,3.8,6.2,12
,OTAY MESA DVN,3.2,3.1,C,C,4.9,3.7,4.2,11.3,4.2,5.5,6.8,3.7,3.3,3.0,2.9,3.1,3.4,3.8,4.2,3.7,4.1,4.7,4.5,9.7,4.5,11.3,07
,PENDLETON,4.0,2.5,C,C,2.1,3.1,3.2,8.5,4.9,4.3,2.2,1.7,1.8,5.0,3.9,.8,2.4,2.0,1.8,2.5,4.9,2.0,1.3,3.4,3.1,8.5,07
04 NO PPB,ALPINE,.0,.0,C,C,.1,1.5,1.3,4.4,P,P,5.0,.4,.3,.3,.2,.2,.3,.2,.1,.1,.0,.1,.0,.1,.7,5.0,10
,OTAY MESA DVN,.0,.0,C,C,1.5,.4,1.3,7.6,1.4,1.5,1.8,.6,.5,.4,.4,.4,.4,.2,.0,.0,.0,.0,.1,.0,.8,7.6,07
,PENDLETON,.1,.1,C,C,.1,.1,.6,11.7,2.3,2.9,.9,.5,.7,3.1,2.6,.3,.5,.5,.5,.1,.7,.2,.1,.1,1.3,11.7,07
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,.5,.6,.6,.6,.5,.5,.5,.6,.6,.6,.7,.5,.5,.6,.5,.5,.5,.4,.4,.3,.5,.7,14
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,25,P,P,25,25,24,23,23,24,24,24,24,24,24,24,25,25,24,25,00
,CARMEL MT RCH,26,26,26,26,26,25,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,00
,CHULA VISTA,26,26,26,27,27,26,26,26,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,03
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,00
,EL CAJON LES,26,26,26,26,26,26,26,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,07
