Current Date:,8/30/2023,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
8/29/2023
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.052,.054,C,C,.051,.048,.045,.047,.054,.052,.068,.078,.084,.101,.103,.092,.083,.076,.068,.061,.050,.061,.061,.061,.065,.103,14
,CHULA VISTA,.003,.001,C,C,.000,.000,.002,.009,.018,.032,.041,.053,.046,.043,.041,.044,.039,.036,.029,.023,.020,.014,.012,.015,.023,.053,11
,DOWNTOWN SES,.018,.019,C,C,.004,.001,.006,.010,.012,.031,.040,.042,.050,.044,.043,.049,.039,.038,.029,.028,.016,.013,.017,.017,.025,.050,12
,EL CAJON LES,.009,.007,C,C,C,.004,.008,.009,.038,.055,.071,.082,.099,.088,.075,.069,.067,.058,.036,.027,.023,.018,.017,.016,.041,.099,12
,KEARNY MESA,.018,.012,C,C,.003,.003,.007,.015,.032,.040,.057,.065,.066,.066,.067,.068,.061,.048,.040,.031,.031,.025,.020,.012,.035,.068,15
,OTAY MESA DVN,.013,.009,C,C,.003,.006,.007,.021,<,.041,.060,.075,.075,.072,.063,.065,.058,.050,.035,.030,.025,.021,.015,.006,.035,.075,11
,PENDLETON,.007,.007,C,C,.003,M,M,M,M,.027,.034,.034,.039,.039,.043,.048,.048,.043,.052,.042,.036,.024,.025,.015,.031,.052,18
03 NO2 PPB,ALPINE,1.4,1.0,C,C,2.8,3.9,6.3,4.9,2.7,1.8,3.0,3.0,3.0,3.4,3.9,3.9,4.2,4.6,6.4,6.8,9.8,5.4,4.4,3.0,4.0,9.8,20
,CARMEL MT RCH,28.8,31.8,C,C,25.4,23.0,21.2,29.9,43.9,28.6,20.5,17.9,19.5,18.7,16.9,16.0,16.3,13.6,19.1,18.5,19.8,26.9,24.2,10.4,22.3,43.9,08
,CHULA VISTA,12.1,12.4,C,C,12.7,13.4,13.8,14.2,19.6,10.1,4.0,3.4,2.9,2.6,3.1,3.1,3.3,3.1,4.0,4.3,6.2,7.9,8.5,5.4,7.7,19.6,08
