Current Date:,8/9/2023,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
8/8/2023
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.034,.039,C,C,.038,.039,.033,.036,.033,.034,.044,.055,.057,.058,.042,.036,.034,.038,.038,.035,.034,.031,.028,.018,.037,.058,13
,CHULA VISTA,.027,.026,C,C,.016,.014,.015,.019,.039,.041,.036,.027,.025,.028,.028,.035,.035,.032,.031,.028,.027,.027,.028,.034,.028,.041,09
,DOWNTOWN SES,.034,.027,C,C,.014,.011,.011,.022,.037,.042,.041,.030,.031,.027,.037,.041,.039,.032,.033,.026,.026,.023,.023,.027,.028,.042,09
,EL CAJON LES,.019,.017,C,C,C,.015,.015,.026,.044,.050,.052,.051,.043,.037,.036,.037,.040,.036,.037,.034,.032,.027,.024,.021,.033,.052,10
,KEARNY MESA,.025,.027,C,C,.006,.008,.017,.035,.045,.042,M,.046,.037,.037,.036,.037,.037,.038,.035,.033,.030,.029,.025,.027,.031,.046,11
,OTAY MESA DVN,.024,.024,C,C,.023,.010,.013,.022,.041,.044,.056,.046,.035,.029,.032,.036,.038,.037,.032,.031,.029,.028,.027,.025,.031,.056,10
,PENDLETON,.025,.022,C,C,.014,.015,.018,.028,.032,.032,.036,.041,.035,.034,.031,.030,.031,.031,.031,.036,.034,.034,.033,.037,.030,.041,11
03 NO2 PPB,ALPINE,5.0,2.8,C,C,3.5,1.9,6.1,1.6,1.5,1.5,1.6,1.7,2.5,2.4,4.5,3.1,1.9,1.8,3.7,5.0,6.3,7.2,7.5,13.9,3.9,13.9,23
,CARMEL MT RCH,8.9,10.4,C,C,9.3,8.4,9.9,24.8,28.1,21.9,17.3,15.0,16.9,17.9,12.2,8.8,8.8,11.0,11.1,12.0,10.2,12.5,14.9,6.8,13.5,28.1,08
,CHULA VISTA,3.1,2.5,C,C,7.7,10.2,9.0,10.1,9.8,5.2,2.3,2.0,2.0,2.6,4.2,3.1,3.3,2.7,3.1,2.2,3.3,2.5,1.8,1.8,4.2,10.2,05
,DOWNTOWN SES,3.6,5.5,C,C,12.0,16.9,16.3,14.0,9.2,6.6,4.0,5.2,4.4,5.4,3.6,3.5,3.6,7.1,4.6,7.8,7.5,10.3,10.2,8.2,7.7,16.9,05
