Current Date:,10/5/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
10/4/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.018,.019,.021,.022,.023,.025,.027,.03,.031,.033,.033,.033,.032,.03,.029,.027,.025,.024,.023,.022,.022,.021,.021,.02,0.025,0.033,09
,CHULA VISTA,.015,.016,.018,.019,.019,.02,.022,.024,.024,.025,.025,.026,.026,.025,.024,.022,.022,.021,.019,.018,.018,.017,.016,.016,0.02,0.026,11
,EL CAJON LES,,,,.019,.021,.022,.024,.026,.027,.029,.03,.029,.029,.028,.026,.025,.023,.021,.019,.019,.018,,,,0.024,0.03,10
,KEARNY MESA,.011,.011,.012,.012,.014,.016,.02,.023,.024,.026,.026,.025,.024,.023,.022,.021,.019,.018,.018,.017,.016,.014,.012,.01,0.018,0.026,09
,OTAY MESA DVN,.015,.016,.016,.017,.018,.019,.021,.023,.025,.026,.028,.028,.028,.027,.025,.024,.023,.022,.021,.02,.019,.018,.019,.019,0.021,0.028,10
,PENDLETON,.013,.013,.014,.016,.017,.018,.02,.022,.024,.025,.026,.026,.026,.026,.025,.025,.022,.02,.018,.017,.015,.012,.009,.006,0.018,0.026,10
