Current Date:,10/11/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
10/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.028,,,.033,.036,.04,.042,,,.047,.047,.046,.044,.041,.04,.039,.036,.034,.033,.033,.032,.032,.031,.03,0.037,0.047,09
,CHULA VISTA,.017,.018,.019,.019,.019,.024,.029,.034,.036,.037,.037,.037,.036,.034,.031,.028,.025,.023,.02,.018,.016,.015,.014,.013,0.024,0.037,09
,EL CAJON LES,,,,,,.036,.038,.039,.042,.044,.044,.043,.042,.041,.039,.037,.035,.033,.031,.03,.03,,,,0.037,0.044,09
,KEARNY MESA,.017,.018,.019,.021,.024,.029,.034,.038,.041,.041,.041,.04,.04,.038,.037,.035,.033,.031,.028,.025,.023,.021,.019,.017,0.029,0.041,08
,OTAY MESA DVN,.026,.026,.027,.029,.031,.034,.037,.04,.042,.042,.042,.041,.04,.038,.035,.033,.032,.03,.028,.027,.026,.023,.02,.017,0.031,0.042,08
,PENDLETON,.017,.018,.021,.024,.026,.03,.034,.038,.04,.042,.042,.042,.041,.038,.036,.034,.032,.03,.029,.027,.026,.026,.024,.022,0.03,0.042,09
