Current Date:,10/8/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
10/7/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.033,C,C,.036,.038,.035,.037,.040,.041,.043,.046,.047,.049,.048,.047,.046,.043,.040,.037,.036,.034,.034,.034,.033,.039,.049,12
,CHULA VISTA,.024,C,C,.025,.023,.018,.018,.029,.037,.038,.039,.038,.038,.039,.039,.037,.038,.037,.035,.033,.031,.021,.018,.012,.030,.039,10
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.036,C,C,C,.027,.023,.025,.034,.039,.043,.046,.046,.045,.045,.045,.043,.040,.038,.036,.033,.031,.034,.032,.030,.036,.046,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.026,.023,.021,.028,.027,.017,.016,.030,.036,.039,.042,.042,.042,.042,.044,.043,.041,.039,.035,.031,.024,.016,.014,.014,.030,.044,14
,OTAY MESA DVN,.031,.032,.029,.033,.033,.032,.025,.035,.036,.041,.044,.045,.045,.045,.044,.043,.040,.037,.035,.034,.033,.032,.028,.025,.035,.045,11
,PENDLETON,.023,C,C,.024,.022,.022,.023,.024,.032,.037,.041,.041,.042,.041,.041,.042,.041,.040,.041,.038,.039,.032,.024,.018,.033,.042,12
02 NOX PPM,ALPINE,.002,C,C,.002,.001,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.003,.002,.002,.002,.002,.002,.002,.002,.003,16
,CARMEL MT RCH,.006,C,C,C,.005,.004,.004,.006,.009,.009,.011,.009,.009,.009,.010,.010,.012,.015,.016,.018,.019,.016,.019,.024,.011,.024,23
,CHULA VISTA,.008,C,C,.005,.005,.008,.010,.006,.003,.002,.002,.001,.002,.001,.001,.001,.001,.001,.001,.002,.003,.008,.010,.013,.004,.013,23
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,C,C,C,.004,.004,.005,.002,.002,.002,.002,.003,.002,.002,.003,.003,.003,.003,.004,.004,.004,.002,.003,.003,.003,.005,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.008,.009,.004,.005,.012,.009,.005,.004,.003,.002,.001,.001,.001,.001,.001,.001,.002,.002,.005,.009,.011,.013,.014,.005,.014,23
,OTAY MESA DVN,.005,.002,.004,.003,.002,.003,.007,.005,.007,.004,.003,.001,.001,.001,.001,.000,.000,.001,.001,.000,.003,.002,.001,.002,.002,.007,06
,PENDLETON,.006,C,C,.004,.005,.005,.006,.006,.005,.004,.002,.001,.001,.001,.001,.001,.001,.001,.001,.002,.001,.005,.007,.008,.003,.008,23
03 NO2 PPM,ALPINE,.002,C,C,.002,.001,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.003,.002,.003,.002,.002,.002,.002,.002,.003,16
,CARMEL MT RCH,.005,C,C,C,.004,.004,.003,.004,.006,.006,.006,.005,.005,.005,.005,.006,.007,.009,.010,.012,.014,.013,.015,.018,.008,.018,23
,CHULA VISTA,.007,C,C,.005,.005,.008,.009,.005,.002,.002,.001,.001,.001,.000,.001,.001,.001,.001,.001,.002,.003,.008,.010,.012,.004,.012,23
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,C,C,C,.003,.004,.004,.002,.002,.002,.002,.002,.002,.002,.002,.003,.003,.002,.004,.004,.004,.002,.003,.003,.003,.004,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.008,.009,.004,.005,.011,.008,.004,.003,.003,.002,.001,.001,.001,.001,.001,.001,.002,.002,.005,.009,.011,.013,.013,.005,.013,22
,OTAY MESA DVN,.005,.003,.005,.003,.003,.003,.006,.004,.006,.004,.003,.001,.001,.001,.001,.000,.000,.001,.001,.001,.003,.002,.002,.002,.003,.006,06
,PENDLETON,.005,C,C,.004,.005,.005,.006,.005,.004,.003,.001,.001,.001,.001,.001,.001,.001,.000,.001,.002,.001,.004,.007,.007,.003,.007,22
04 NO PPM,ALPINE,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
,CARMEL MT RCH,.001,C,C,C,.000,.000,.000,.002,.003,.003,.004,.004,.004,.004,.004,.004,.005,.006,.006,.005,.005,.003,.004,.006,.003,.006,17
,CHULA VISTA,.000,C,C,.000,.000,.000,.001,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,C,C,C,.000,.000,.000,.000,.000,.000,.000,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,.000,.000,.000,.000,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,OTAY MESA DVN,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,08
,PENDLETON,.001,C,C,.000,.000,.000,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,00
06 CO PPM,CARMEL MT RCH,.2,C,C,C,.2,.1,.1,.2,.3,.3,.4,.4,.4,.4,.4,.4,.5,.6,.6,.5,.5,.6,.5,.5,.4,.6,17
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,25,25,24,24,24,24,24,24,24,24,25,24,25,26,25,26,25,25,26,00
,CARMEL MT RCH,25,25,26,26,25,25,25,25,25,25,25,24,25,25,24,24,24,25,25,25,25,25,25,25,25,26,02
,CHULA VISTA,25,24,24,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,24,25,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,26,25,25,25,25,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,26,05
,OTAY MESA DVN,27,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,26,26,26,26,26,27,00
