,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.003,C,C,.003,.006,.005,.004,.004,.003,.002,.002,.002,.002,.002,.002,<,.001,.002,.002,.001,.002,.003,.001,.003,.006,05
,OTAY MESA DVN,.003,.002,C,C,.002,.002,.004,.005,.002,.002,.002,.002,.002,.002,.002,.002,.002,.001,.001,.001,.002,.002,.001,.001,.002,.005,07
,PENDLETON,.000,.004,C,C,.003,.004,.010,.012,.006,.003,.002,.003,.003,.002,.001,.001,.000,.000,.001,.001,.000,.000,.000,.000,.003,.012,07
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,CARMEL MT RCH,.003,.004,C,C,.012,.017,.021,.012,.014,.011,.014,.012,.013,.011,<,.008,.009,.008,.006,.007,.005,.005,.003,.002,.009,.021,06
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.001,.002,.002,.002,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.002,07
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,<,.000,.000,.000,.000,.000,.000,.000,.000,.001,05
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.001,.001,.001,.001,.000,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,PENDLETON,.000,.000,C,C,.000,.000,.003,.012,.007,.003,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.012,07
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,C,.6,.6,.4,.4,.4,.4,.4,.5,.5,<,.4,.5,.5,.5,.4,.4,.4,.3,.2,.4,.6,05
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,00
,CARMEL MT RCH,25,26,26,26,26,25,26,26,25,25,25,25,25,25,<,25,25,25,25,25,25,25,25,26,25,26,01
,CHULA VISTA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,DOWNTOWN SES,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,00
,EL CAJON LES,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,24,24,24,24,24,24,24,24,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,<,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,24,25,25,25,24,25,25,25,25,24,24,24,24,24,24,23,24,24,24,24,25,25,25,25,24,25,01
,PENDLETON,24,24,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,02
11 PM2.5 µg/M3,ALPINE,10.6,8.2,7.4,11.6,10.3,6.2,8.7,7.1,3.6,2.5,7.3,6.2,7.8,8.8,10.0,7.5,5.1,6.5,5.6,2.7,5.6,8.1,6.2,8.0,7.1,11.6,03
,DOWNTOWN SES,3.3,2.3,1.4,3.9,5.3,7.5,6.0,3.9,3.2,2.8,2.6,5.6,3.6,3.2,4.9,3.1,3.1,4.3,6.9,6.2,5.4,6.2,3.2,3.1,4.2,7.5,05
,EL CAJON LES,7.4,5.4,7.9,7.3,5.4,7.6,6.8,10.1,8.1,5.1,4.0,8.1,11.4,6.6,3.1,2.8,2.4,5.7,6.1,6.1,6.3,3.5,2.2,5.3,6.0,11.4,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,7.4,6.8,7.1,5.6,4.1,6.5,5.4,5.9,5.8,9.0,7.6,6.2,11.1,6.3,1.6,7.1,5.3,.2,2.9,5.1,7.8,8.5,7.5,5.3,6.0,11.1,12
,PENDLETON,5.5,6.5,11.6,10.3,7.2,10.1,8.4,8.7,11.0,8.1,6.2,7.0,7.7,5.4,4.6,3.8,5.1,5.8,3.0,5.9,6.4,6.3,7.1,5.4,6.9,11.6,02
12 VWDR °,ALPINE,334,298,262,303,321,197,210,265,277,265,278,240,233,265,257,263,261,279,252,261,261,279,291,275,0,334,00
,CHULA VISTA,291,291,268,248,276,275,263,281,283,268,264,261,256,256,260,260,264,252,264,253,268,270,278,277,0,291,00
,DOWNTOWN SES,269,246,208,227,275,284,281,279,281,276,266,275,278,266,269,261,258,277,261,267,272,279,262,271,0,284,05
,EL CAJON LES,237,197,220,223,240,204,210,197,247,263,247,240,248,241,221,222,220,252,208,198,234,262,253,251,0,263,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,278,309,294,302,289,271,278,271,252,258,235,251,245,238,261,280,<,277,279,282,289,274,272,292,0,309,01
,OTAY MESA DVN,279,317,293,291,339,275,287,287,285,280,289,260,289,271,270,287,292,295,281,281,291,308,312,303,0,339,04
,PENDLETON,301,341,292,310,321,316,341,273,260,258,253,262,267,267,268,259,260,252,260,261,259,268,299,311,0,341,01
13 SIGTHETA °,ALPINE,29,44,26,28,23,38,27,42,44,47,48,45,41,35,33,33,35,26,26,29,29,27,24,25,34,48,10
,CHULA VISTA,20,25,22,20,18,27,19,18,22,22,24,22,22,22,22,22,24,27,25,22,21,21,18,24,22,27,05
,DOWNTOWN SES,23,28,22,21,23,24,18,20,22,23,28,25,26,24,25,27,27,24,23,20,23,21,20,23,23,28,01
,EL CAJON LES,23,33,21,18,23,25,22,33,34,32,33,35,33,25,24,24,25,24,19,21,23,24,22,21,26,35,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,10,13,17,10,16,10,13,34,25,30,34,20,22,18,21,19,<,15,10,11,13,9,11,10,17,34,07
,OTAY MESA DVN,20,17,25,24,18,16,23,21,15,25,27,31,19,19,17,17,15,13,11,11,12,12,14,11,18,31,11
,PENDLETON,15,15,14,10,16,17,19,20,14,16,12,14,15,15,15,14,15,12,15,15,15,16,15,14,15,20,07
14 VWSP MPH,ALPINE,1.8,1.1,1.1,1.1,1.7,.8,1.9,2.3,2.5,3.4,3.3,4.6,5.1,5.9,6.1,6.1,5.3,5.0,3.4,2.9,2.6,2.5,2.4,2.3,.0,6.1,14
,CHULA VISTA,3.2,2.2,1.2,1.2,2.2,1.8,3.8,5.3,6.7,6.9,5.8,7.5,7.9,8.3,7.8,6.8,5.0,4.0,3.5,3.6,3.3,3.0,3.5,2.8,.0,8.3,13
,DOWNTOWN SES,2.4,1.7,1.9,2.0,2.4,2.9,4.1,5.0,6.9,6.3,5.8,6.2,6.9,7.5,6.9,6.0,5.2,4.9,4.6,4.4,3.9,3.7,3.4,3.0,.0,7.5,13
,EL CAJON LES,1.5,1.5,2.0,1.4,1.7,2.2,2.5,2.9,3.6,4.1,3.9,4.6,6.3,7.3,7.7,7.4,7.0,6.1,4.8,4.3,2.5,2.7,3.5,3.1,.0,7.7,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.1,2.3,1.2,3.2,2.7,3.8,4.6,3.5,5.2,6.8,7.1,9.2,9.1,10.1,9.7,8.9,<,7.2,6.2,5.8,5.0,5.2,5.1,4.6,.0,10.1,13
,OTAY MESA DVN,3.6,3.6,3.0,2.1,3.0,2.4,1.6,5.8,7.0,6.9,6.1,6.9,11.5,10.4,10.9,9.3,8.2,8.7,6.7,5.4,4.9,3.8,3.2,4.1,.0,11.5,12
,PENDLETON,2.0,1.7,1.3,3.6,1.9,1.4,2.7,2.4,5.2,6.0,8.1,7.8,7.6,7.6,7.0,8.8,8.3,7.9,5.7,5.4,4.7,3.2,3.1,4.3,.0,8.8,15
15 SWSP MPH,ALPINE,2.1,1.4,1.3,1.3,1.9,1.4,2.9,2.9,3.3,4.3,4.4,5.9,6.3,7.1,7.2,7.2,6.3,5.4,3.9,3.3,3.0,2.8,2.6,2.5,3.8,7.2,14
,CHULA VISTA,3.4,2.3,1.4,1.4,2.3,2.1,4.0,5.6,7.2,7.4,6.4,8.1,8.5,8.9,8.3,7.3,5.6,4.4,3.9,3.9,3.6,3.2,3.7,3.0,4.8,8.9,13
,DOWNTOWN SES,2.7,2.0,2.1,2.2,2.6,3.2,4.3,5.3,7.4,6.7,6.5,6.9,7.8,8.3,7.8,6.9,6.0,5.5,5.0,4.7,4.3,4.0,3.7,3.4,5.0,8.3,13
,EL CAJON LES,1.7,1.7,2.1,1.5,1.9,2.3,2.7,3.5,4.1,4.8,4.7,5.8,7.3,8.2,8.4,8.2,7.7,6.7,5.1,4.7,3.1,2.9,3.8,3.3,4.4,8.4,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.2,2.4,1.2,3.2,3.0,3.9,4.8,4.0,6.1,7.4,8.1,9.9,9.9,10.7,10.5,9.4,<,7.5,6.3,5.9,5.1,5.3,5.2,4.7,6.0,10.7,13
,OTAY MESA DVN,4.4,3.8,3.3,2.5,3.2,2.5,1.9,6.2,7.3,7.6,6.9,7.8,12.2,11.0,11.4,9.8,8.5,8.9,6.9,5.5,5.1,3.9,3.3,4.2,6.2,12.2,12
,PENDLETON,2.2,1.9,1.4,3.7,2.0,1.5,3.0,2.6,5.4,6.2,8.3,8.1,7.9,7.8,7.2,9.0,8.5,8.0,5.9,5.6,4.8,3.5,3.2,4.4,5.1,9.0,15
16 AMBTEMP °F,ALPINE,64.6,64.3,64.3,64.4,64.0,64.0,65.0,65.6,67.8,70.0,72.0,74.6,76.6,77.2,76.5,74.2,71.7,68.3,65.3,63.9,63.2,62.8,62.8,62.5,67.7,77.2,13
,CARMEL MT RCH,68.4,68.9,69.0,68.7,68.1,68.8,69.3,70.8,73.1,74.8,76.9,77.8,79.3,78.1,<,75.9,74.4,70.7,69.2,68.4,67.8,67.6,67.2,66.5,71.3,79.3,12
,CHULA VISTA,70.8,70.4,70.4,70.4,70.3,70.2,70.4,71.0,72.2,74.1,75.4,75.4,75.1,74.0,72.9,71.6,70.4,69.6,69.3,69.3,69.0,68.9,68.7,68.7,71.2,75.4,10
,DOWNTOWN SES,69.9,70.0,70.0,70.0,69.8,69.5,69.6,70.4,70.8,72.1,73.5,74.2,74.0,73.6,73.0,72.1,70.2,68.9,68.7,68.3,68.0,68.1,67.9,68.0,70.4,74.2,11
,EL CAJON LES,71.3,71.0,70.6,70.3,70.3,70.0,70.7,72.3,74.1,75.4,77.0,80.4,81.3,81.3,79.9,78.6,76.0,73.0,70.8,69.9,69.9,69.8,69.2,69.0,73.4,81.3,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,70.7,70.4,70.3,70.2,69.9,69.6,69.8,71.6,73.6,75.5,77.1,78.3,78.4,78.0,75.9,74.4,<,70.5,69.6,69.1,68.9,68.5,68.4,68.2,72.0,78.4,12
,OTAY MESA DVN,70.0,69.2,68.4,68.2,68.4,68.1,68.9,69.7,71.5,73.0,74.5,78.1,77.1,77.9,77.0,73.5,72.0,68.9,67.2,66.8,66.8,66.8,66.8,66.5,70.6,78.1,11
,PENDLETON,70.0,69.9,69.9,70.0,70.0,69.8,70.2,71.5,72.7,74.2,75.6,75.7,75.5,75.6,75.4,75.3,74.0,72.5,71.1,70.7,70.6,70.9,70.7,70.3,72.2,75.7,11
17 RELHUM %,ALPINE,94,94,94,94,96,98,95,93,82,73,69,58,51,52,56,64,73,83,92,96,98,99,99,99,83,99,21
,EL CAJON LES,74,76,79,79,79,80,80,75,69,63,59,51,50,51,55,57,62,68,73,75,74,74,76,77,69,80,05
,KEARNY MESA,85,87,87,88,90,90,89,82,74,69,63,61,62,61,67,70,<,77,78,79,80,82,82,84,78,90,04
18 PRES mmHg,EL CAJON LES,747,747,747,747,747,747,747,748,748,748,747,747,747,746,746,746,746,746,746,746,747,747,747,746,747,748,07
,KEARNY MESA,748,748,748,748,748,748,748,749,749,749,749,748,748,748,748,747,<,747,747,747,747,747,747,747,748,749,07
19 SOLAR W/M2,EL CAJON LES,-3,-3,-3,-3,-3,12,75,196,389,311,415,814,865,835,718,492,283,92,0,-3,-3,-3,-3,-3,228,865,12
,KEARNY MESA,0,0,0,0,0,15,98,248,474,761,821,1096,949,870,658,477,<,81,9,0,0,0,0,0,285,1096,11
25 NOY,EL CAJON LES,3.58,3.68,3.32,2.73,3.40,C,C,3.63,4.98,4.15,3.25,3.67,3.11,3.42,3.36,3.48,3.79,3.71,4.44,3.93,3.79,2.84,2.73,2.48,3.52,4.98,08
26 NOY-NO,EL CAJON LES,3.57,3.65,3.26,2.72,3.36,C,C,2.87,3.70,3.29,2.74,3.03,2.62,2.65,2.47,2.66,3.12,3.28,4.06,3.71,3.50,2.73,2.62,2.37,3.09,4.06,18
27 NO Trace,EL CAJON LES,.00,.02,.06,.00,.04,C,C,.76,1.28,.85,.50,.63,.48,.76,.89,.82,.67,.43,.37,.21,.28,.11,.11,.11,.42,1.28,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,189.3,194.6,C,C,C,192.6,200.1,183.3,203.1,198.5,190.5,201.7,198.3,183.0,177.4,177.6,180.7,188.8,196.8,194.4,193.0,180.8,170.0,161.1,188.3,203.1,08
BCarbon ug/m3,10TH AVE MARINE TERM,.15,.13,.18,.18,.14,.13,.14,.10,.12,.29,.14,.18,.19,.18,.12,.38,.22,.12,.18,.17,.18,.19,.15,.11,.17,.38,15
,ALPINE,.22,.19,.23,.25,.29,.28,.34,.34,.24,.27,.31,.32,.28,.24,.22,.20,.18,.15,.14,.14,.14,.15,.18,.17,.23,.34,06
,CHICANO PARK,.19,.30,.78,.72,.27,.28,.38,.35,.32,.25,.36,.26,.25,.28,.27,.50,.40,.18,.25,.22,.74,.70,.23,.16,.36,.78,02
,DOWNTOWN SES,.21,.20,.21,.21,.18,.23,.24,.26,.26,.25,.21,.17,.17,.16,.16,.16,.16,.15,.17,.19,.21,.20,.17,.14,.19,.26,07
,OCEANVIEW BLVD,.19,.23,.29,.26,.66,.42,.34,.34,.29,.29,.34,.27,.26,.33,.24,.27,.21,.23,.20,.22,.23,.32,.20,.17,.28,.66,04
,SAN YSIDRO,.20,.14,.11,.14,.56,.23,.19,.14,.11,<,.16,.12,.11,.11,.09,.11,1.93,.12,.14,.11,.15,.14,.13,.11,.23,1.93,16
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
