Current Date:,3/22/2023,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/21/2023
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.041,.043,C,C,.039,.038,.038,.040,.041,.041,.042,.056,.057,.057,.058,.057,.055,.051,.051,.053,.054,.054,.054,.054,.048,.058,14
,CHULA VISTA,.044,.043,C,C,.034,.033,.030,.028,.034,.037,.049,.052,.054,.055,.054,.053,.051,.048,.049,.048,.046,.049,.052,.053,.045,.055,13
,DOWNTOWN SES,.045,.043,C,C,.034,.035,.032,.032,.033,.035,.049,.052,.052,.053,.051,.051,.048,.047,.049,.048,.048,.049,.050,.051,.044,.053,13
,EL CAJON LES,.036,.033,C,C,C,.031,.055,.031,.036,M,M,M,.050,.051,.052,.055,.049,.045,.044,.047,.045,.044,.048,.047,.044,.055,06
,KEARNY MESA,.046,.045,C,C,.035,.031,.032,.029,.031,.033,.050,.052,.054,.055,.055,.053,.052,.048,.050,.046,.048,.051,.051,.051,.045,.055,13
,OTAY MESA DVN,.037,.039,C,C,.034,.032,.034,.033,.034,.033,.042,.050,.052,.051,.054,.052,.050,.045,.043,.045,.046,.047,.048,.047,.043,.054,14
,PENDLETON,.048,.046,C,C,.038,.038,.041,.038,.037,.039,.053,.054,.055,.054,.054,.055,.054,.053,.052,.051,.052,.053,.053,.054,.048,.055,12
03 NO2 PPB,ALPINE,1.1,1.2,C,C,1.3,1.9,2.2,1.8,1.7,1.2,1.2,1.2,1.1,1.4,1.6,2.2,2.4,1.8,1.6,1.6,1.0,1.2,.9,.6,1.4,2.4,16
,CARMEL MT RCH,4.9,3.4,C,C,3.4,2.3,3.8,4.2,3.1,3.3,17.1,20.8,11.7,13.4,10.4,4.8,4.7,3.0,6.1,11.5,11.8,11.7,4.4,6.7,7.5,20.8,11
,CHULA VISTA,1.4,1.0,C,C,3.0,4.8,8.6,9.8,5.5,3.3,2.0,2.4,1.9,1.2,1.2,1.7,2.9,4.5,3.5,2.0,2.7,1.5,1.0,1.0,3.0,9.8,07
,DOWNTOWN SES,1.7,1.1,C,C,3.9,3.8,6.2,5.7,5.4,3.9,4.1,2.1,2.1,2.2,2.3,2.3,4.1,3.6,2.1,1.7,1.6,1.4,1.8,1.6,2.9,6.2,06
,EL CAJON LES,2.1,2.1,C,C,C,1.7,1.6,2.3,2.7,M,M,M,2.4,2.2,1.8,2.3,2.7,3.7,4.0,1.9,2.3,2.9,1.5,1.5,2.3,4.0,18
,KEARNY MESA,1.1,1.1,C,C,4.1,6.2,6.8,8.7,8.1,6.1,2.7,3.2,1.6,1.1,1.2,1.3,1.8,3.1,2.8,4.9,2.4,1.5,1.0,.7,3.2,8.7,07
,OTAY MESA DVN,4.4,2.7,C,C,4.8,7.8,6.3,9.4,7.8,9.9,7.7,7.9,7.2,8.5,4.2,4.3,5.9,11.0,10.0,8.4,6.8,4.8,3.2,5.7,6.7,11.0,17
,PENDLETON,.9,1.5,C,C,4.2,3.4,.9,2.6,2.8,1.7,.7,.7,2.1,2.1,1.1,1.1,.9,1.0,.9,.8,.8,.6,.6,.6,1.4,4.2,04
04 NO PPB,ALPINE,.0,.0,C,C,.2,.2,.3,.3,.2,.2,.2,.1,.2,.3,.3,.2,.1,.1,.1,.0,.0,.0,.0,.0,.1,.3,06
,OTAY MESA DVN,.0,.0,C,C,.8,1.1,1.1,1.9,2.0,5.3,2.4,1.0,2.0,2.7,1.0,.6,.7,1.7,.8,1.3,2.1,.1,.1,.1,1.3,5.3,09
,PENDLETON,-.4,-.3,C,C,-.3,-.3,-.2,-.3,-.2,-.2,-.3,-.3,.1,.1,-.2,-.2,-.3,-.3,-.3,-.3,-.3,-.3,-.3,-.3,-.2,.1,12
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,.1,.2,.2,.2,.2,.2,.3,.4,.4,.4,.4,.2,.2,.2,.2,.2,.3,.2,.2,.2,.2,.4,11
10 INTMP °C,ALPINE,26,25,25,26,25,26,26,25,25,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,25,26,00
,CARMEL MT RCH,25,25,25,25,25,25,25,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,24,25,25,25,00
,CHULA VISTA,27,26,27,27,27,26,26,25,25,26,27,26,26,27,27,27,27,27,27,27,26,26,26,25,26,27,00
,DOWNTOWN SES,26,26,26,26,26,27,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,05
,EL CAJON LES,26,26,26,26,26,26,26,26,26,27,26,27,27,27,27,27,26,26,26,26,26,27,27,27,26,27,09
,KEARNY MESA,24,24,24,24,24,24,23,23,22,22,22,23,23,23,24,24,24,24,23,23,23,23,23,23,23,24,00
,OTAY MESA DVN,27,27,27,27,27,27,27,27,26,26,26,26,27,27,26,26,26,26,26,26,26,27,26,26,26,27,00
,PENDLETON,27,27,27,27,27,27,26,26,26,26,26,27,26,26,27,28,27,27,27,27,27,27,27,27,27,28,15
11 PM2.5 µg/M3,ALPINE,3.8,3.6,3.6,2.1,.9,.6,.7,.6,.5,.4,.3,1.6,7.7,9.4,7.6,7.2,6.8,6.1,6.5,4.6,2.9,3.4,6.5,7.8,3.9,9.4,13
,DOWNTOWN SES,5.3,4.3,3.3,2.4,2.8,2.6,3.5,3.7,3.1,3.2,6.4,9.0,10.8,12.0,12.2,12.3,11.2,9.3,7.8,7.0,6.2,8.9,9.8,9.3,6.9,12.3,15
,EL CAJON LES,5.4,5.3,3.7,2.9,2.0,1.0,.7,1.4,1.0,.8,1.6,4.5,9.1,10.1,9.0,8.6,8.2,8.5,8.2,4.0,3.1,4.9,8.8,8.9,5.0,10.1,13
,OTAY MESA DVN,7.1,6.5,4.8,4.1,2.1,1.5,1.8,2.4,2.4,2.1,2.2,5.0,6.1,9.6,10.0,8.7,9.5,9.4,9.8,4.3,3.7,5.2,8.6,9.8,5.6,10.0,14
,PENDLETON,5.1,6.0,5.7,5.6,4.3,4.2,6.1,6.0,6.2,7.7,15.2,13.9,14.9,14.0,15.0,14.3,12.4,13.0,9.8,6.7,9.9,10.6,10.3,9.1,9.4,15.2,10
12 VWDR °,ALPINE,242,209,175,179,161,153,153,150,141,149,179,235,202,202,196,185,176,170,169,202,193,208,245,234,0,245,22
,CHULA VISTA,227,230,178,171,160,160,149,149,155,163,202,177,195,213,194,181,171,169,182,185,181,220,244,238,0,244,22
,DOWNTOWN SES,221,186,200,196,171,174,155,156,162,176,210,186,184,191,182,180,178,179,195,194,186,232,239,240,0,240,23
,EL CAJON LES,201,202,223,188,148,147,136,128,133,167,217,193,190,198,182,181,182,183,211,207,165,198,230,221,0,230,22
,KEARNY MESA,226,155,180,190,160,158,151,143,146,159,210,203,190,198,188,182,179,176,186,193,202,232,234,232,0,234,22
,OTAY MESA DVN,195,175,180,147,137,141,137,142,142,142,213,157,130,158,185,187,178,164,169,180,129,202,252,191,0,252,22
,PENDLETON,205,140,89,129,133,163,165,162,162,172,230,235,221,202,183,171,175,180,207,213,220,240,246,240,0,246,22
13 SIGTHETA °,ALPINE,27,23,15,14,12,11,12,13,13,12,21,29,23,25,20,18,15,13,13,23,20,27,30,30,19,30,22
,CHULA VISTA,22,20,20,17,15,15,16,15,15,16,21,15,23,28,22,18,15,14,19,17,17,20,16,17,18,28,13
,DOWNTOWN SES,20,19,19,17,17,14,20,19,19,17,19,14,15,17,15,14,14,13,18,16,14,17,17,20,17,20,00
,EL CAJON LES,22,28,38,25,22,22,20,17,16,30,24,18,29,27,24,18,17,35,41,19,16,18,20,21,24,41,18
,KEARNY MESA,16,12,15,14,15,11,11,9,10,13,15,14,16,17,15,15,14,12,12,11,16,11,11,11,13,17,13
,OTAY MESA DVN,16,13,13,12,10,11,12,12,11,13,21,16,16,23,20,14,14,14,13,15,11,21,21,24,15,24,23
,PENDLETON,15,21,14,11,10,16,11,12,11,13,11,10,10,16,12,12,11,16,14,10,14,10,10,10,13,21,01
