,PENDLETON,27,27,27,27,27,27,28,27,27,27,27,26,26,26,26,26,26,26,26,27,27,27,27,27,27,28,06
11 PM2.5 µg/M3,ALPINE,.7,.5,.3,.2,.5,.3,1.4,.7,.2,.8,2.0,4.3,3.8,3.7,4.2,5.0,5.5,5.6,5.3,5.5,4.9,5.8,5.8,5.0,3.0,5.8,21
,DOWNTOWN SES,10.4,3.9,5.9,5.1,3.3,1.4,2.6,3.4,3.3,1.9,3.2,3.2,3.7,4.7,4.8,4.5,4.3,4.2,4.1,4.5,5.2,5.7,5.6,5.4,4.3,10.4,00
,EL CAJON LES,2.3,2.5,3.3,3.9,2.7,2.3,1.0,.8,2.0,3.4,3.6,3.6,3.5,3.5,4.4,4.9,4.4,4.6,4.9,5.9,5.2,4.9,4.8,4.7,3.6,5.9,19
,OTAY MESA DVN,7.5,4.4,3.7,7.2,3.9,3.2,3.1,2.0,3.8,5.6,5.3,5.4,5.5,5.3,4.9,5.0,5.0,5.2,5.7,5.3,5.6,6.5,7.7,7.8,5.1,7.8,23
,PENDLETON,4.5,4.5,.7,1.0,.9,1.9,3.1,2.9,1.8,1.7,3.0,3.0,3.5,4.5,3.8,3.7,3.2,3.8,3.7,4.5,5.8,4.6,3.9,4.5,3.2,5.8,20
12 VWDR °,ALPINE,155,175,193,212,237,216,194,209,212,227,245,220,217,225,249,251,235,243,209,179,179,231,204,208,0,251,15
,CHULA VISTA,155,164,193,193,204,235,233,228,216,228,229,235,243,261,261,254,258,247,257,239,237,220,166,203,0,261,13
,DOWNTOWN SES,135,192,199,194,200,229,233,210,208,219,207,202,201,247,255,243,250,261,253,230,247,218,190,210,0,261,17
,EL CAJON LES,135,157,198,212,206,182,230,217,218,211,222,185,213,219,239,225,232,228,221,201,231,225,193,199,0,239,14
,KEARNY MESA,143,168,193,190,189,210,217,200,187,219,217,217,253,281,280,271,244,251,262,232,249,223,146,189,0,281,13
,OTAY MESA DVN,137,136,135,171,183,184,215,254,259,235,252,203,247,271,271,272,267,274,258,274,275,262,191,193,0,275,20
,PENDLETON,67,182,215,216,213,194,159,209,190,189,273,264,265,268,268,268,254,259,229,216,203,224,212,217,0,273,10
13 SIGTHETA °,ALPINE,14,16,20,20,29,22,20,23,27,27,29,29,27,28,30,27,26,26,21,18,23,26,23,19,24,30,14
,CHULA VISTA,15,15,23,20,22,20,19,20,22,21,32,18,23,22,22,20,21,19,17,19,21,21,22,22,21,32,10
,DOWNTOWN SES,21,18,18,16,18,19,17,20,19,19,21,20,20,22,25,20,21,23,22,23,23,21,17,19,20,25,14
,EL CAJON LES,25,23,35,19,23,28,33,22,22,27,22,24,27,22,22,22,22,22,19,20,22,22,22,19,24,35,02
,KEARNY MESA,10,16,13,13,16,14,13,14,18,14,17,20,13,12,14,16,17,11,9,14,10,13,17,15,14,20,11
,OTAY MESA DVN,11,11,12,15,15,13,24,15,15,13,13,20,18,12,13,12,11,10,21,8,9,12,17,11,14,24,06
,PENDLETON,21,49,12,11,11,17,17,13,15,20,15,14,15,14,14,16,11,13,16,13,21,12,14,14,16,49,01
14 VWSP MPH,ALPINE,4.1,5.8,4.5,5.5,4.9,5.8,5.4,4.4,3.9,4.5,4.8,4.6,5.4,5.5,5.9,4.6,4.3,3.9,3.9,3.8,2.6,2.3,4.4,3.6,.0,5.9,14
,CHULA VISTA,4.8,5.6,3.9,5.8,5.1,4.3,4.7,5.2,5.0,6.5,4.7,7.5,7.7,7.6,7.0,5.6,5.3,4.7,5.1,4.1,3.0,2.4,2.5,2.4,.0,7.7,12
,DOWNTOWN SES,2.6,5.3,7.4,8.9,6.6,5.3,6.2,4.9,5.6,4.5,6.4,8.3,7.6,6.4,5.2,5.4,5.0,4.4,3.9,3.7,3.4,3.0,3.9,3.7,.0,8.9,03
,EL CAJON LES,3.1,3.3,1.7,6.3,5.4,3.9,2.7,4.0,5.2,4.8,5.4,5.9,6.3,6.9,6.4,5.7,5.5,5.3,3.7,3.3,3.1,3.2,3.0,2.7,.0,6.9,13
,KEARNY MESA,5.4,5.0,9.9,9.0,6.4,6.2,6.9,6.6,7.2,8.8,7.3,7.5,10.1,10.5,8.8,7.0,7.3,6.8,5.3,3.9,6.6,3.1,3.0,3.6,.0,10.5,13
,OTAY MESA DVN,7.4,7.2,6.4,5.6,6.4,6.4,3.0,4.7,5.7,6.7,6.1,6.4,7.0,9.9,9.5,7.9,7.7,6.3,2.5,4.3,4.0,3.5,3.2,4.0,.0,9.9,13
,PENDLETON,2.3,7.1,7.7,8.5,8.3,6.1,6.8,8.5,7.0,6.6,5.2,5.3,5.6,7.9,6.7,5.0,7.0,5.4,4.0,5.4,4.5,7.5,4.6,4.8,.0,8.5,03
15 SWSP MPH,ALPINE,4.3,6.1,4.7,5.9,5.6,6.3,5.7,4.8,4.3,5.2,5.4,5.2,6.0,6.1,6.6,5.1,4.8,4.3,4.1,4.3,2.8,2.6,4.8,3.9,5.0,6.6,14
,CHULA VISTA,5.0,5.8,4.3,6.2,5.6,4.5,5.0,5.6,5.4,7.1,5.6,7.9,8.4,8.2,7.5,6.0,5.7,5.0,5.3,4.3,3.3,2.8,2.9,2.6,5.4,8.4,12
,DOWNTOWN SES,3.1,5.8,7.8,9.2,7.0,5.6,6.4,5.2,5.9,4.8,6.9,8.9,8.2,7.0,5.7,5.7,5.4,5.0,4.2,4.0,3.6,3.3,4.0,3.9,5.7,9.2,03
,EL CAJON LES,3.3,3.6,2.3,6.6,5.9,4.3,3.1,4.3,5.6,5.3,5.9,6.8,7.0,7.5,6.9,6.2,5.9,5.6,3.9,3.5,3.4,3.5,3.3,3.0,4.9,7.5,13
,KEARNY MESA,5.5,5.3,10.1,9.3,7.0,6.5,7.2,6.9,7.6,9.2,7.7,8.0,10.5,10.9,9.1,7.4,7.6,7.0,5.4,4.1,6.8,3.5,3.3,4.2,7.1,10.9,13
,OTAY MESA DVN,7.6,7.4,6.6,6.1,6.7,6.8,5.4,5.0,6.0,7.0,6.4,7.0,8.1,10.3,9.8,8.1,7.9,6.5,2.6,4.3,4.0,3.9,3.5,4.2,6.3,10.3,13
,PENDLETON,2.5,8.6,7.9,8.6,8.4,6.4,7.1,8.9,7.3,7.2,5.3,5.5,5.8,8.2,6.9,5.1,7.1,5.5,4.4,5.6,4.9,7.6,4.7,5.0,6.4,8.9,07
16 AMBTEMP °F,ALPINE,50.9,51.5,51.7,51.5,51.1,50.3,50.2,50.1,50.6,50.9,50.6,50.9,52.5,54.8,53.5,52.1,50.9,49.9,48.8,48.2,48.5,48.2,47.5,47.1,50.5,54.8,13
,CARMEL MT RCH,53.7,54.2,54.2,53.6,53.4,53.6,53.2,53.3,53.8,54.6,55.7,57.3,58.3,57.7,57.2,56.7,56.4,55.2,53.8,53.3,52.9,51.7,51.3,51.0,54.4,58.3,12
,CHULA VISTA,58.1,58.6,58.5,57.5,57.0,55.8,55.6,55.8,57.5,60.1,61.6,62.8,63.4,60.9,60.7,59.7,58.9,58.2,57.1,56.6,56.4,56.5,56.2,56.3,58.3,63.4,12
,DOWNTOWN SES,57.0,57.8,56.8,56.6,56.0,54.9,54.8,55.4,57.5,57.3,58.9,61.0,60.9,59.2,59.1,58.5,57.8,57.1,56.4,56.3,55.7,56.0,56.1,56.3,57.2,61.0,11
,EL CAJON LES,55.7,55.9,56.4,56.2,55.5,55.3,54.8,54.8,55.0,57.1,57.8,60.1,63.0,61.6,59.6,58.7,58.1,57.1,56.1,55.6,55.2,54.9,54.4,54.1,56.8,63.0,12
,KEARNY MESA,55.8,56.2,56.2,55.8,55.7,55.1,54.8,54.8,56.2,56.6,57.9,60.0,60.5,59.6,58.6,58.1,57.5,56.7,55.5,55.3,54.8,54.2,54.8,54.9,56.5,60.5,12
,OTAY MESA DVN,56.1,56.1,56.4,55.8,55.3,55.0,54.5,54.0,54.3,54.6,56.0,58.6,60.7,60.1,58.9,58.0,56.4,55.1,54.0,53.2,52.8,52.9,53.3,53.2,55.6,60.7,12
,PENDLETON,55.6,56.9,56.3,55.6,55.2,55.1,55.7,56.2,57.0,56.4,58.0,58.8,59.3,59.7,59.3,58.6,57.7,57.0,56.7,56.6,55.9,56.4,56.1,56.2,56.9,59.7,13
17 RELHUM %,ALPINE,98,98,98,98,98,98,98,98,98,98,98,98,89,76,81,87,91,93,95,95,91,95,97,97,94,98,00
,EL CAJON LES,98,100,100,100,100,100,100,100,100,91,85,76,63,66,75,76,76,78,82,86,86,85,87,87,87,100,01
,KEARNY MESA,100,100,100,100,100,100,100,100,96,96,93,82,79,83,85,85,85,87,90,88,89,92,90,89,92,100,00
18 PRES mmHg,EL CAJON LES,748,748,747,747,747,747,748,748,749,749,749,749,748,748,748,748,747,747,747,747,747,747,747,746,748,749,08
,KEARNY MESA,749,749,749,748,748,749,749,749,750,750,750,750,750,749,749,749,748,748,748,748,748,748,748,748,749,750,08
19 SOLAR W/M2,EL CAJON LES,-3,-3,-3,-3,-3,-3,16,93,158,283,255,595,789,328,168,167,104,35,-4,-3,-3,-3,-3,-3,123,789,12
,KEARNY MESA,1,1,1,1,1,2,28,101,147,243,428,644,466,386,236,149,100,35,2,1,1,1,1,1,124,644,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,2,7,11,19,18,38,47,23,12,12,7,3,0,0,0,0,0,0,8,47,12
25 NOY,EL CAJON LES,1.23,1.22,1.74,1.98,1.75,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.58,1.98,03
26 NOY-NO,EL CAJON LES,.91,.90,1.41,1.61,1.40,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.24,1.61,03
27 NO Trace,EL CAJON LES,.32,.32,.32,.37,.35,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.33,.37,03
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,131.6,131.3,C,C,C,153.7,173.3,182.6,162.1,162.1,159.2,157.3,153.8,158.3,190.5,185.3,180.4,162.1,186.2,191.7,178.4,169.8,157.1,145.5,165.3,191.7,19
BCarbon ug/m3,10TH AVE MARINE TERM,.71,.20,.21,.09,.04,.09,.10,.13,.26,.10,.07,.07,.12,.41,.26,.13,.18,.24,.11,.23,.10,.17,.21,.13,.18,.71,00
,BOSTON AVE,1.03,.24,.27,.15,.27,.17,.22,.35,.38,.29,.26,.34,.24,.21,.21,.20,.18,.16,.13,.13,.17,.23,.24,.23,.26,1.03,00
,CHICANO PARK,.91,.13,.19,.11,.14,.21,.23,.27,.34,.28,.18,.18,.18,.43,.45,.43,.43,.57,.38,.35,.34,.25,.10,.05,.30,.91,00
,DOWNTOWN SES,.95,.17,.18,.11,.15,.15,.36,.38,.29,.26,.16,.07,.16,.19,.20,.20,.18,.21,.09,.13,.13,.20,.08,.05,.21,.95,00
,OCEANVIEW BLVD,.87,.29,.17,.10,.18,.18,.22,.23,.22,.22,.14,.13,.15,.20,.25,.19,.20,.23,.15,.12,.11,.13,.05,.05,.20,.87,00
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,1.2,.8,.5,.3,.9,.5,1.6,.8,.3,1.1,3.1,8.5,8.0,7.3,8.0,8.3,9.8,9.3,8.7,8.7,8.7,9.5,8.9,8.8,5.1,9.8,16
,DOWNTOWN SES,16.0,7.5,12.6,11.4,6.9,3.0,4.5,7.4,8.1,5.5,7.4,7.2,8.3,9.0,9.4,8.8,8.5,8.6,8.7,9.9,11.8,14.4,13.3,12.4,9.1,16.0,00
,EL CAJON LES,3.9,4.2,5.6,6.9,4.9,4.0,2.3,1.6,4.1,8.4,8.7,8.0,8.0,6.8,8.1,8.9,8.7,8.6,9.1,10.4,10.2,9.8,10.4,10.3,7.1,10.4,19
,OTAY MESA DVN,12.0,7.5,7.1,12.2,8.0,6.9,5.0,3.0,6.3,10.1,11.3,15.5,14.6,13.6,11.2,11.8,10.5,10.2,13.0,12.1,12.8,15.0,16.7,16.1,10.9,16.7,22
,PENDLETON,6.7,8.5,1.5,1.9,2.1,4.0,8.0,6.4,4.1,4.8,6.7,7.7,8.8,11.6,10.8,9.6,8.2,9.5,9.0,10.9,14.4,11.5,9.2,10.6,7.7,14.4,20
RAINFALL,EL CAJON LES,.00,.00,.01,.00,.00,.01,.00,.00,.01,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.01,02
