Current Date:,3/19/2023,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/18/2023
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.053,.054,C,C,.057,.058,.058,.056,.056,.056,.057,.056,.056,.057,.059,.063,.063,.059,.055,.055,.051,.043,.046,.050,.055,.063,15
,CHULA VISTA,.004,.008,C,C,.002,.003,.004,.012,.018,.034,.050,.056,.057,.064,.064,.059,.057,.053,.046,.034,.025,.026,.029,.027,.033,.064,13
,DOWNTOWN SES,.032,.022,C,C,.005,.002,.002,.008,.013,.028,.045,.048,.051,.051,.052,.053,.051,.050,.045,.038,.033,.027,.010,.007,.030,.053,15
,EL CAJON LES,.009,.009,C,C,C,.002,.003,.008,.017,.036,.047,.053,.053,.054,.059,.062,.057,.058,.046,.040,.037,.030,.026,.024,.034,.062,15
,KEARNY MESA,.028,.021,C,C,.010,.008,.007,.016,.025,.043,.047,.052,.057,.059,.060,.059,.055,.054,.051,.042,.027,.029,.031,.032,.036,.060,14
,OTAY MESA DVN,.023,.016,C,C,.018,.027,.020,.029,.028,.046,.054,.056,.057,.057,.065,.069,.059,.055,.045,.049,.040,.032,.040,.028,.041,.069,15
,PENDLETON,.031,.022,C,C,.018,.014,.014,P,P,.036,.033,.038,.045,.053,.060,.060,.062,.060,.061,.056,.041,.044,.041,.041,.041,.062,16
03 NO2 PPB,ALPINE,.8,.5,C,C,.4,.5,.7,.6,.6,.7,.7,.7,.7,.7,1.0,1.3,1.5,2.7,4.9,2.7,3.5,5.9,3.5,1.4,1.6,5.9,21
,CARMEL MT RCH,11.2,23.2,C,C,16.5,28.9,31.1,22.6,10.0,17.8,9.6,6.0,7.5,9.8,9.1,11.5,10.8,14.9,18.2,20.2,18.9,22.3,9.6,15.8,15.7,31.1,06
,CHULA VISTA,18.1,11.8,C,C,16.1,15.8,17.1,13.6,12.2,13.2,5.3,1.2,5.8,4.4,3.4,4.1,3.8,4.2,6.3,11.1,15.6,15.2,12.9,11.2,10.1,18.1,00
,DOWNTOWN SES,10.5,11.8,C,C,14.7,19.1,17.0,18.5,22.7,12.5,5.5,7.4,8.3,9.1,9.0,7.1,8.2,7.6,10.2,14.2,15.1,18.2,28.9,27.7,13.7,28.9,22
,EL CAJON LES,7.6,7.0,C,C,C,10.7,9.9,10.9,10.1,7.4,3.5,.9,.8,.9,1.8,2.6,2.9,4.3,8.7,9.8,8.5,8.1,8.4,7.6,6.3,10.9,07
,KEARNY MESA,6.7,5.5,C,C,11.1,15.1,16.5,10.7,7.9,3.1,2.3,1.8,1.6,2.7,2.2,2.1,2.3,3.5,5.8,11.3,12.6,12.0,11.7,8.7,7.1,16.5,06
,OTAY MESA DVN,8.1,15.6,C,C,15.8,8.2,14.8,9.0,8.7,6.3,1.4,.9,1.6,.9,2.6,3.3,2.1,2.7,3.5,3.0,8.1,12.3,6.2,15.3,6.8,15.8,04
,PENDLETON,3.3,3.1,C,C,4.5,7.3,9.3,P,P,3.9,5.8,4.3,1.7,1.7,2.1,3.3,2.0,2.3,2.4,5.0,13.3,10.0,5.0,4.8,4.7,13.3,20
04 NO PPB,ALPINE,.0,.0,C,C,.0,.0,.1,.1,.1,.3,.2,.2,.1,.1,.1,.1,.0,.0,.2,.1,.0,.0,.0,.0,.0,.3,09
,OTAY MESA DVN,.1,.4,C,C,3.8,.3,1.5,3.0,3.8,2.3,.4,.2,.5,.2,.4,.4,.2,.1,.1,.1,.1,.2,.2,.1,.8,3.8,04
,PENDLETON,-.2,-.1,C,C,.0,.4,1.6,P,P,2.8,2.6,1.3,.0,-.1,-.1,.0,-.3,-.3,-.4,-.4,-.3,-.3,-.4,-.4,.2,2.8,09
06 CO PPM,CARMEL MT RCH,.4,.6,C,C,.4,.7,.8,.7,.3,.5,.4,.4,.5,.6,.6,.6,.6,.6,.7,.7,.6,.6,.4,.5,.6,.8,06
10 INTMP °C,ALPINE,25,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,01
,CARMEL MT RCH,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,26,27,20
,CHULA VISTA,24,24,25,24,25,25,25,24,25,26,26,25,25,26,26,26,26,26,26,25,25,25,25,25,25,26,09
,DOWNTOWN SES,26,26,26,26,26,27,27,26,26,26,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,27,05
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,27,27,27,27,27,27,27,00
,KEARNY MESA,24,24,24,24,24,23,23,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,09
,OTAY MESA DVN,27,27,27,27,26,27,26,27,27,27,26,26,25,25,25,25,25,25,26,26,26,26,26,26,26,27,00
,PENDLETON,27,27,27,27,27,27,26,P,P,26,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,27,00
11 PM2.5 µg/M3,ALPINE,4.1,4.2,3.9,3.9,3.9,3.7,3.6,3.6,3.4,3.6,3.5,3.5,3.5,3.5,3.5,4.1,4.5,4.1,4.4,4.7,5.1,4.5,4.2,4.2,3.9,5.1,20
,DOWNTOWN SES,21.1,22.0,22.8,18.5,15.8,15.6,18.6,20.5,23.1,14.1,6.4,6.5,6.6,8.8,6.9,5.7,7.0,7.3,10.0,10.3,14.8,16.7,19.2,17.4,13.9,23.1,08
,EL CAJON LES,11.5,10.6,10.0,10.4,9.2,9.9,10.8,11.6,10.6,6.7,4.5,3.8,3.6,3.6,4.4,5.4,4.5,5.6,8.4,10.1,10.2,9.1,8.6,8.1,7.9,11.6,07
,OTAY MESA DVN,26.7,37.1,36.3,20.5,16.1,12.5,28.9,15.7,16.9,10.6,7.4,6.1,7.8,5.0,8.9,12.9,7.9,8.6,10.7,10.2,15.4,23.6,18.4,34.4,16.6,37.1,01
,PENDLETON,16.4,14.1,13.1,13.0,10.1,8.6,8.2,P,P,6.4,12.0,10.2,8.7,10.1,9.7,8.6,7.4,7.8,9.0,10.8,14.4,11.2,8.8,8.8,10.3,16.4,00
12 VWDR °,ALPINE,323,308,83,126,84,79,76,79,91,100,99,73,42,143,178,254,289,306,76,77,91,108,97,91,0,323,00
,CHULA VISTA,97,53,54,69,84,37,71,110,239,141,109,145,249,266,252,249,231,167,161,156,113,74,93,104,0,266,13
,DOWNTOWN SES,21,109,32,312,61,351,68,188,181,204,123,217,244,291,304,293,299,332,355,69,118,83,54,342,0,355,18
,EL CAJON LES,113,178,103,150,127,123,129,299,199,305,292,225,159,185,280,263,287,290,246,126,107,100,76,147,0,305,09
,KEARNY MESA,25,20,70,41,76,64,45,86,121,141,175,171,319,294,305,303,304,297,272,43,58,62,58,59,0,319,12
,OTAY MESA DVN,114,81,74,40,69,359,21,44,347,118,125,118,129,122,281,289,280,319,96,103,111,95,62,118,0,359,05
,PENDLETON,39,23,18,43,40,45,51,P,P,141,223,281,293,307,312,309,322,303,260,158,67,59,43,44,0,322,16
13 SIGTHETA °,ALPINE,40,70,64,63,40,40,37,32,28,24,39,54,45,39,21,33,24,23,43,33,23,14,17,20,36,70,01
,CHULA VISTA,48,19,23,53,28,20,29,39,53,45,22,26,22,22,21,19,20,16,27,37,33,29,14,37,29,53,03
,DOWNTOWN SES,46,50,21,39,25,13,49,50,38,54,78,53,20,20,22,21,21,23,20,49,33,16,45,20,34,78,10
,EL CAJON LES,19,36,46,40,47,35,42,42,52,32,58,64,30,30,40,27,18,22,54,30,35,53,51,50,40,64,11
,KEARNY MESA,6,27,17,15,49,59,26,28,28,44,54,52,58,12,13,10,10,9,13,44,26,7,6,10,26,59,05
,OTAY MESA DVN,49,47,61,50,63,28,26,31,49,45,13,14,18,60,32,15,14,30,47,7,9,18,27,14,32,63,04
,PENDLETON,11,31,12,12,19,18,42,P,P,35,18,16,17,13,11,12,12,24,24,31,14,12,10,8,18,42,06
14 VWSP MPH,ALPINE,1.5,1.0,3.0,1.9,5.0,4.6,5.1,5.6,6.3,6.8,4.3,3.3,4.0,4.3,7.8,3.9,4.9,1.9,.6,.7,2.2,3.4,3.0,2.4,.0,7.8,14
,CHULA VISTA,1.0,1.2,2.0,.7,1.0,1.6,1.4,.8,.1,1.8,5.8,6.9,7.0,6.3,6.8,7.1,4.6,1.6,1.2,1.0,1.1,.8,3.9,1.2,.0,7.1,15
,DOWNTOWN SES,.7,.5,1.4,.6,1.1,1.8,.3,.6,1.4,.4,1.2,3.3,5.8,6.8,7.3,7.4,5.5,3.1,2.4,.7,1.4,1.3,.5,1.2,.0,7.4,15
,EL CAJON LES,1.0,.4,1.3,.5,.6,.8,.4,.6,.9,2.3,1.6,.8,7.0,6.1,2.6,6.3,6.7,3.2,.5,1.2,1.7,1.0,.8,.4,.0,7.0,12
,KEARNY MESA,5.6,2.3,1.8,3.9,1.4,.2,2.3,1.1,1.8,1.7,2.0,2.5,1.1,10.9,9.4,9.7,7.7,6.5,3.9,1.3,2.3,2.1,3.0,3.6,.0,10.9,13
,OTAY MESA DVN,1.7,1.2,1.1,1.4,.7,3.5,3.4,1.9,1.1,5.0,13.3,13.1,9.9,3.4,8.2,8.6,3.9,1.7,1.0,3.0,3.0,2.0,1.5,2.9,.0,13.3,10
,PENDLETON,5.0,3.5,4.8,4.1,3.9,5.0,2.0,P,P,1.5,3.7,4.3,6.3,7.4,8.8,8.8,7.9,3.3,1.6,2.0,1.7,2.7,4.5,4.4,.0,8.8,14
15 SWSP MPH,ALPINE,2.0,2.3,4.6,4.1,5.9,5.5,6.0,6.5,7.0,7.4,5.3,4.7,5.2,5.9,8.4,6.1,5.4,2.3,.8,.9,2.4,3.5,3.2,2.6,4.5,8.4,14
,CHULA VISTA,1.2,1.3,2.1,1.2,1.1,1.9,1.7,1.2,.5,2.4,6.4,7.8,7.5,6.8,7.3,7.5,4.9,1.8,1.5,1.3,1.4,1.0,4.0,1.6,3.1,7.8,11
,DOWNTOWN SES,1.1,.6,1.6,1.1,1.5,1.9,.7,.9,1.9,2.0,2.4,4.4,7.2,7.2,7.9,8.0,5.9,3.4,2.6,1.1,1.7,1.4,.9,1.4,2.9,8.0,15
,EL CAJON LES,1.1,.9,1.4,.7,1.4,1.0,1.2,1.3,1.4,2.8,3.0,4.3,8.2,7.0,6.9,6.9,7.0,3.5,1.2,1.6,1.9,1.3,1.2,1.0,2.8,8.2,12
,KEARNY MESA,5.6,2.9,2.0,4.2,1.8,.2,2.4,1.3,2.2,2.4,2.9,3.7,5.3,11.4,9.7,9.9,7.8,6.6,4.1,2.2,2.4,2.1,3.1,3.7,4.2,11.4,13
,OTAY MESA DVN,2.0,1.5,1.9,2.1,1.8,3.9,3.7,2.7,1.5,6.8,13.7,13.5,10.4,4.9,9.6,9.1,4.1,2.2,1.1,3.0,3.0,2.1,2.2,3.1,4.6,13.7,10
,PENDLETON,5.3,3.7,4.9,4.4,4.4,5.2,3.1,P,P,3.3,4.0,4.6,6.6,7.6,9.0,9.0,8.1,3.7,2.0,2.2,2.2,2.8,4.6,4.5,4.8,9.0,14
16 AMBTEMP °F,ALPINE,55.7,57.0,58.4,57.7,57.9,57.7,58.3,60.7,63.6,65.8,67.3,68.3,69.6,70.4,70.1,68.5,64.8,62.6,61.1,59.6,58.0,56.5,56.3,57.2,61.8,70.4,13
,CARMEL MT RCH,50.4,50.4,49.5,48.8,49.4,51.1,52.7,56.9,64.1,68.1,72.0,73.6,74.2,73.1,73.3,71.6,67.6,65.0,63.5,61.3,60.0,59.7,59.3,59.4,61.5,74.2,12
,CHULA VISTA,51.9,51.5,51.0,50.0,48.8,48.4,49.9,56.0,61.5,69.0,74.8,77.3,73.8,73.5,73.9,69.6,65.0,63.5,63.2,62.3,61.6,61.7,62.0,60.7,61.7,77.3,11
,DOWNTOWN SES,53.6,52.8,52.3,51.2,50.8,50.4,50.3,55.2,59.8,66.2,72.3,75.9,75.2,72.5,71.7,70.8,66.3,64.7,64.5,64.5,62.3,62.0,61.6,60.9,62.0,75.9,11
,EL CAJON LES,49.7,49.0,47.8,46.8,45.8,45.0,45.9,51.1,58.0,67.0,73.0,75.5,77.4,77.7,77.5,75.6,72.3,69.0,66.1,63.3,61.4,60.4,59.5,58.6,61.4,77.7,13
,KEARNY MESA,51.7,50.5,50.6,51.9,49.5,49.2,50.2,56.9,64.1,69.0,71.7,74.5,75.9,72.7,71.9,69.6,66.2,62.2,60.2,60.3,58.7,58.8,59.5,59.2,61.0,75.9,12
,OTAY MESA DVN,51.6,51.7,51.2,52.2,51.7,52.1,52.3,57.5,62.0,69.7,72.4,73.5,74.3,75.0,71.7,68.1,63.7,62.2,61.2,60.0,60.0,60.2,60.5,59.2,61.4,75.0,13
,PENDLETON,52.1,50.3,49.9,50.9,50.0,49.4,50.2,P,P,67.4,63.6,64.1,63.7,64.8,66.0,66.0,65.1,63.1,61.9,61.3,61.1,60.9,59.4,59.0,59.1,67.4,09
17 RELHUM %,ALPINE,37,34,29,28,25,23,21,19,18,17,15,16,17,15,14,20,25,26,29,31,35,38,36,31,25,38,21
,EL CAJON LES,90,90,91,93,94,95,94,83,64,35,22,16,12,12,16,20,22,27,36,48,59,55,56,58,54,95,05
,KEARNY MESA,97,98,98,90,91,96,88,80,59,35,29,23,20,37,35,36,39,58,64,63,69,66,59,62,62,98,01
18 PRES mmHg,EL CAJON LES,750,749,749,749,749,750,750,751,751,750,750,749,749,749,748,748,749,749,749,750,750,750,749,749,749,751,07
,KEARNY MESA,751,750,750,750,750,751,751,752,752,751,751,751,750,750,750,750,750,750,751,751,751,751,750,750,751,752,07
19 SOLAR W/M2,EL CAJON LES,-5,-5,-6,-5,-5,-4,42,216,565,680,802,873,874,799,602,371,124,23,-7,-6,-5,-5,-4,-4,246,874,12
,KEARNY MESA,1,1,1,1,1,2,81,276,498,667,788,850,832,762,602,359,135,33,1,1,1,1,1,1,246,850,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,4,13,25,36,43,47,47,43,32,20,8,2,0,0,0,0,0,0,13,47,11
25 NOY,EL CAJON LES,8.74,8.46,9.54,10.51,13.39,C,C,23.99,18.85,10.96,5.76,2.16,2.07,2.16,3.68,4.72,4.48,5.70,10.22,11.30,10.00,9.15,9.22,8.31,8.78,23.99,07
26 NOY-NO,EL CAJON LES,8.28,7.89,8.89,9.68,10.98,C,C,10.79,9.60,6.73,3.88,1.09,1.03,1.07,2.49,3.51,3.54,4.99,9.69,10.77,9.60,8.76,8.86,7.86,6.81,10.98,04
27 NO Trace,EL CAJON LES,.46,.56,.65,.82,2.40,C,C,13.20,9.25,4.23,1.88,1.06,1.04,1.08,1.19,1.21,.93,.70,.52,.53,.39,.39,.36,.45,1.96,13.20,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.1,.0,.0,.0,.0,.0,.0,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.1,08
29 CO Tr PPB,EL CAJON LES,330.5,311.8,C,C,C,429.1,561.5,508.4,437.1,308.6,233.5,156.1,147.4,147.5,180.9,227.1,192.5,238.6,321.6,369.9,370.1,346.4,373.8,330.5,310.6,561.5,06
BCarbon ug/m3,10TH AVE MARINE TERM,1.61,.69,1.59,.94,1.34,1.81,1.67,2.06,1.70,1.90,2.78,2.14,1.07,1.05,1.06,.97,1.04,.56,1.07,1.36,.45,.68,1.88,1.64,1.38,2.78,10
,BOSTON AVE,.89,.88,1.01,.86,1.31,1.21,1.80,1.29,1.33,.79,.70,.65,.69,.51,.69,.86,.78,.54,.70,.59,.47,1.30,2.06,1.99,1.00,2.06,22
,CHICANO PARK,.69,.72,.85,.75,1.07,1.00,1.36,1.58,1.75,.67,.56,.80,.61,.47,.70,.47,.52,.41,.57,.73,.79,1.72,1.64,1.62,.92,1.75,08
,DOWNTOWN SES,.52,.57,.73,.58,.67,.87,1.12,1.13,1.45,.65,.37,.48,.46,.57,.47,.35,.40,.33,.44,.64,.95,.96,1.40,1.42,.73,1.45,08
,OCEANVIEW BLVD,.68,.98,.62,.80,.93,1.23,1.24,.89,.77,.50,.40,.35,.46,.50,.48,.41,.44,.44,1.69,.85,.62,1.11,1.66,1.69,.82,1.69,18
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,10.4,11.1,11.4,11.4,10.9,10.0,9.1,9.6,9.8,9.3,8.8,9.5,10.7,9.2,9.5,13.7,13.5,11.3,13.5,12.5,13.1,13.0,13.3,11.5,11.0,13.7,15
,DOWNTOWN SES,32.6,34.5,36.1,29.6,25.0,25.8,32.6,36.5,40.2,30.4,20.5,26.3,24.6,22.1,18.7,18.2,19.9,17.7,21.9,22.5,30.9,36.6,36.7,31.5,27.9,40.2,08
,EL CAJON LES,22.0,19.9,19.2,17.5,16.1,17.0,20.3,22.2,20.3,16.0,11.3,10.4,10.1,10.1,13.9,18.6,15.3,17.1,21.5,25.9,23.8,20.8,18.7,18.1,17.7,25.9,19
,OTAY MESA DVN,51.1,84.3,99.3,49.0,46.9,33.4,64.4,49.5,53.7,127.6,150.1,95.4,130.1,47.8,28.9,44.8,23.4,21.2,27.8,33.4,54.8,88.9,138.0,117.5,69.2,150.1,10
,PENDLETON,26.6,23.2,21.3,21.1,17.5,15.4,16.0,P,P,17.1,24.4,22.0,18.1,23.0,25.1,25.8,23.9,26.3,26.3,26.7,35.4,20.9,17.7,17.3,22.3,35.4,20
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
