,KEARNY MESA,.015,.014,C,C,.026,.038,.028,.026,.022,.022,.011,.005,.003,.003,.003,.004,.003,.005,.004,.005,.004,.006,.006,.006,.012,.038,05
,OTAY MESA DVN,.012,.028,C,C,.042,.061,.066,.047,.116,.044,M,M,M,M,.003,.004,.003,.003,.004,.005,.005,.008,.010,.008,.026,.116,08
,PENDLETON,.010,.010,C,C,.012,.026,.016,.013,M,M,M,M,.003,.003,.001,.001,.001,.001,.001,.001,.000,.001,.001,.003,.006,.026,05
03 NO2 PPM,ALPINE,.002,.001,C,C,.001,.002,.003,.004,.002,.002,.002,.005,.005,.004,.004,.004,.004,.005,.007,.008,.008,.008,.007,.005,.004,.008,19
,CARMEL MT RCH,.017,.017,C,C,.026,.029,.021,.013,.013,.017,.024,.014,.016,.015,.016,.012,.013,.017,.012,.012,.009,.004,.007,.003,.015,.029,05
,CHULA VISTA,.019,.015,C,C,.016,.020,.021,.014,M,M,M,.001,.002,.002,.001,.001,.001,.001,.001,.002,.002,.005,.006,.010,.007,.021,06
,DOWNTOWN SES,.005,.010,C,C,.007,.014,.019,.021,.016,.009,.006,.004,.004,.005,.003,.003,.003,.007,.004,.002,.002,.003,.003,.002,.007,.021,07
,EL CAJON LES,.012,.007,C,C,C,.014,.015,,,,,,,,,,,,,,,,,,.012,.015,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.015,.014,C,C,.020,.019,.016,.014,.014,.015,.008,.004,.002,.002,.002,.003,.003,.005,.004,.005,.004,.006,.006,.006,.009,.020,04
,OTAY MESA DVN,.011,.027,C,C,.024,.030,.024,.023,.053,.030,M,M,M,M,.003,.003,.002,.002,.004,.005,.005,.007,.008,.007,.015,.053,08
,PENDLETON,.009,.010,C,C,.010,.015,.011,.010,M,M,M,M,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.004,.015,05
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,CARMEL MT RCH,.002,.003,C,C,.017,.019,.012,.006,.007,.013,.016,.009,.013,.013,.013,.010,.011,.010,.006,.005,.002,.000,.001,.000,.009,.019,05
,CHULA VISTA,.003,.001,C,C,.003,.010,.008,.004,M,M,M,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,.010,05
,DOWNTOWN SES,.000,.000,C,C,.000,.001,.003,.010,.011,.003,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.002,.011,08
,EL CAJON LES,.000,.000,C,C,C,.004,.009,,,,,,,,,,,,,,,,,,.003,.009,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.006,.019,.012,.011,.007,.007,.002,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.003,.019,05
,OTAY MESA DVN,.000,.001,C,C,.017,.031,.042,.024,.063,.014,M,M,M,M,.001,.001,.000,.000,.000,.000,.001,.000,.002,.001,.011,.063,08
,PENDLETON,.000,.000,C,C,.002,.011,.004,.003,M,M,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.011,05
06 CO PPM,CARMEL MT RCH,.4,.4,C,C,C,.7,.5,.3,.4,.4,.6,.4,.5,.6,.6,.5,.6,.6,.5,.5,.3,.2,.2,.2,.4,.7,05
10 INTMP °C,ALPINE,25,24,25,25,25,25,25,24,23,23,22,22,23,22,23,23,23,23,24,24,24,25,25,25,24,25,00
,CARMEL MT RCH,26,26,26,27,27,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,27,03
,CHULA VISTA,25,24,25,24,24,24,24,24,26,26,26,26,26,26,25,25,25,25,25,26,26,25,24,24,25,26,08
,DOWNTOWN SES,25,26,26,25,26,26,26,26,25,25,25,24,24,24,25,25,24,25,25,25,25,25,26,25,25,26,01
,EL CAJON LES,27,26,27,27,26,27,27,26,25,25,24,24,25,25,24,24,24,24,24,25,25,25,25,25,25,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,27,26,27,23
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,25,24,24,24,25,26,26,26,26,25,26,00
,PENDLETON,25,25,25,25,25,26,25,25,24,M,M,24,24,24,24,25,25,25,25,25,25,25,26,26,25,26,05
11 PM2.5 µg/M3,ALPINE,5.5,4.5,5.4,5.6,4.0,5.5,5.8,4.1,1.1,2.4,4.7,7.8,14.0,11.4,13.1,11.6,10.4,12.3,13.1,13.2,12.3,14.4,12.5,9.4,8.5,14.4,21
,DOWNTOWN SES,12.6,11.5,8.4,6.4,5.7,5.7,10.1,17.3,19.3,14.3,12.9,10.5,11.1,15.8,9.9,8.2,12.3,9.4,8.1,11.6,10.6,10.6,9.1,9.1,10.8,19.3,08
,EL CAJON LES,12.3,9.9,11.4,6.7,7.3,10.1,8.0,9.7,8.3,22.0,18.8,13.7,15.8,13.0,12.7,14.1,14.7,16.3,12.9,13.7,11.6,18.0,6.0,7.8,12.2,22.0,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,17.5,41.2,45.2,20.3,35.7,60.1,41.5,35.5,54.6,30.9,15.8,16.9,M,13.4,13.0,17.3,16.3,12.5,10.6,14.9,11.8,10.9,14.9,9.7,24.3,60.1,05
,PENDLETON,7.4,10.7,9.1,14.6,9.1,10.3,9.6,11.4,15.1,13.7,12.4,11.9,10.9,14.9,11.6,10.0,11.4,10.6,11.9,8.4,9.8,12.1,10.1,12.3,11.2,15.1,08
12 VWDR °,ALPINE,117,97,94,103,90,88,194,205,219,211,235,248,253,256,248,254,268,258,320,351,335,56,102,340,0,351,19
,CHULA VISTA,121,116,26,99,117,129,116,181,194,253,249,246,251,248,249,250,245,232,239,223,179,170,143,129,0,253,09
,DOWNTOWN SES,345,18,342,4,354,354,287,161,182,211,208,217,201,269,268,279,281,227,223,216,211,197,228,215,0,354,04
,EL CAJON LES,91,117,250,108,181,140,123,8,336,246,220,221,234,216,255,217,215,208,211,212,205,176,167,128,0,336,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,35,13,358,6,4,330,339,147,151,206,231,235,237,245,245,244,293,266,234,263,194,147,154,169,0,358,02
,OTAY MESA DVN,85,134,21,37,127,141,44,274,M,M,M,M,303,302,300,296,292,276,288,321,25,0,33,33,0,321,19
,PENDLETON,54,51,57,70,59,88,75,92,201,231,251,248,249,246,248,259,241,219,185,182,177,169,151,119,0,259,15
13 SIGTHETA °,ALPINE,68,19,14,17,10,17,37,32,44,36,36,32,30,28,32,29,29,24,31,56,22,37,22,41,31,68,00
,CHULA VISTA,23,18,28,13,15,10,25,58,36,32,21,21,22,19,24,21,23,22,20,21,22,21,36,20,24,58,07
,DOWNTOWN SES,13,39,13,13,14,15,46,57,25,26,22,25,21,26,26,26,21,30,17,21,18,20,19,21,24,57,07
,EL CAJON LES,53,51,47,30,39,39,48,48,62,46,29,23,25,23,24,23,21,18,20,16,23,18,17,18,32,62,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,13,24,12,21,10,35,30,22,23,28,25,18,17,18,19,19,16,16,15,10,17,13,14,12,19,35,05
,OTAY MESA DVN,27,13,43,30,15,12,53,49,M,M,M,M,17,15,18,19,15,9,14,18,18,56,16,9,23,56,21
,PENDLETON,11,9,13,10,13,9,11,28,24,20,14,16,16,16,15,16,18,20,16,17,17,16,16,20,16,28,07
14 VWSP MPH,ALPINE,.1,1.5,1.4,1.1,1.1,1.4,.5,1.7,2.4,3.1,4.2,5.5,6.0,6.6,5.4,5.0,4.8,3.3,1.2,.4,1.7,.7,1.1,.6,.0,6.6,13
,CHULA VISTA,.9,1.2,.5,1.1,1.1,2.2,1.1,.7,2.6,4.1,6.5,7.7,7.2,7.4,7.2,5.7,5.4,3.6,3.6,2.5,2.4,1.4,.6,1.1,.0,7.7,11
,DOWNTOWN SES,2.3,.7,2.3,2.6,2.5,1.6,.3,1.0,3.6,4.5,6.7,6.7,7.3,5.5,5.8,5.2,5.0,3.2,5.2,3.3,2.9,3.1,2.7,2.7,.0,7.3,12
,EL CAJON LES,.5,.9,.8,.7,.3,.1,.3,.4,.8,2.4,4.7,7.3,6.6,6.7,6.4,7.0,5.7,5.4,3.2,4.1,2.6,2.3,2.2,1.1,.0,7.3,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,1.3,.9,2.0,1.2,2.4,1.4,.2,3.4,4.0,4.2,6.2,8.1,8.4,9.3,8.8,7.4,6.6,4.2,5.0,3.8,3.6,5.1,4.9,3.1,.0,9.3,13
,OTAY MESA DVN,1.1,1.9,.9,1.3,1.5,2.0,.3,.7,M,M,M,M,8.4,8.6,7.9,6.5,7.5,6.1,3.2,3.0,2.4,.3,1.9,2.6,.0,8.6,13
,PENDLETON,3.8,3.2,3.0,4.7,3.5,3.7,3.8,2.5,3.9,4.8,4.5,5.7,5.8,6.5,6.9,6.2,4.7,3.8,3.9,4.0,4.0,4.2,4.7,4.5,.0,6.9,14
15 SWSP MPH,ALPINE,.5,1.6,1.4,1.2,1.1,1.5,.9,2.0,3.0,3.9,5.1,6.4,6.9,7.3,6.2,5.6,5.4,3.7,1.6,1.0,1.8,1.0,1.2,.8,3.0,7.3,13
,CHULA VISTA,1.0,1.3,.9,1.2,1.1,2.2,1.2,1.4,3.1,4.6,7.0,8.2,7.8,7.7,7.8,6.1,5.9,3.8,3.8,2.7,2.5,1.6,.8,1.2,3.5,8.2,11
,DOWNTOWN SES,2.3,1.0,2.4,2.7,2.6,1.8,1.4,1.6,3.9,5.0,7.2,7.4,7.8,6.5,6.5,5.7,5.3,4.0,5.5,3.6,3.1,3.3,2.8,3.0,4.0,7.8,12
,EL CAJON LES,.7,1.0,.9,.8,.5,.2,.4,.7,1.4,3.3,5.3,7.8,7.3,7.3,7.1,7.5,6.1,5.7,3.5,4.2,2.8,2.4,2.4,1.2,3.4,7.8,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.4,1.4,2.2,1.5,2.5,1.9,1.3,3.6,4.3,5.2,6.8,8.5,8.8,9.8,9.3,8.4,6.8,4.5,5.6,3.9,4.1,5.2,5.1,3.2,4.8,9.8,13
,OTAY MESA DVN,1.7,1.9,2.0,1.7,1.6,2.1,1.1,1.4,M,M,M,M,8.7,8.9,8.3,6.9,7.8,6.2,3.4,3.3,2.5,.5,2.0,2.7,3.7,8.9,13
,PENDLETON,3.8,3.3,3.1,4.7,3.8,3.7,4.0,2.8,4.3,5.2,4.7,5.9,6.0,6.7,7.2,6.4,5.0,4.1,4.3,4.3,4.1,4.4,5.0,5.0,4.7,7.2,14
16 AMBTEMP °F,ALPINE,62.6,63.0,62.9,62.0,61.1,61.5,63.0,64.8,67.3,69.5,72.0,72.6,72.0,71.6,71.1,69.6,66.9,63.5,60.3,58.9,56.2,54.7,55.1,54.6,64.0,72.6,11
,CARMEL MT RCH,56.9,56.7,55.0,54.8,54.4,54.5,57.1,62.5,67.5,71.1,73.0,72.5,73.7,74.5,73.4,70.5,68.5,65.8,61.5,58.7,56.7,55.7,55.1,55.3,62.7,74.5,13
,CHULA VISTA,57.5,56.6,55.5,55.2,55.1,54.3,55.1,57.7,61.2,65.0,65.5,65.8,65.6,65.0,64.7,64.0,63.0,61.9,59.9,59.0,58.6,57.8,57.3,56.5,59.9,65.8,11
,DOWNTOWN SES,59.0,58.2,57.9,57.0,55.5,55.9,56.9,59.1,61.6,63.7,64.7,64.8,65.6,66.6,65.6,65.2,63.8,62.9,59.5,58.8,58.4,58.3,57.7,58.0,60.6,66.6,13
,EL CAJON LES,57.6,56.1,54.8,53.5,52.4,52.1,55.0,61.5,67.6,72.6,75.0,74.5,74.3,74.3,74.5,72.4,70.7,67.0,63.2,60.3,57.7,56.4,55.5,54.9,63.1,75.0,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,55.2,54.7,54.2,52.8,52.0,51.4,54.0,60.8,65.4,68.9,70.0,69.4,70.0,70.5,69.8,68.7,66.5,64.9,61.2,57.5,58.2,58.0,57.4,56.5,61.2,70.5,13
,OTAY MESA DVN,58.8,58.5,57.1,56.6,55.9,55.1,56.2,60.8,66.5,71.4,71.8,70.0,69.9,68.6,67.7,66.9,64.8,61.2,58.9,57.4,56.1,55.8,55.2,54.7,61.5,71.8,10
,PENDLETON,56.6,55.9,55.3,54.8,53.2,52.4,53.8,56.6,60.0,60.7,62.9,64.6,64.6,64.5,65.3,65.8,65.3,63.2,60.6,60.2,60.1,59.7,59.7,59.7,59.8,65.8,15
17 RELHUM %,ALPINE,38,36,32,33,34,33,31,30,26,26,26,32,36,34,40,46,53,63,73,78,90,94,83,80,48,94,21
,EL CAJON LES,78,73,81,75,79,77,71,55,47,43,38,41,41,43,45,51,54,62,70,78,86,90,90,90,65,90,21
,KEARNY MESA,86,88,87,90,92,90,93,73,68,60,58,59,55,55,56,62,64,68,78,89,89,89,88,89,76,93,06
18 PRES mmHg,EL CAJON LES,750,750,750,750,750,750,750,750,750,750,750,750,749,749,748,748,748,748,748,749,749,749,749,749,749,750,00
,KEARNY MESA,751,751,751,751,751,751,751,751,751,751,751,751,751,750,750,750,750,749,749,750,750,750,750,750,750,751,00
19 SOLAR W/M2,EL CAJON LES,-2,-2,-2,-2,-1,11,179,425,645,824,973,1042,1030,930,774,570,329,94,-1,-2,-2,-2,-2,-1,325,1042,11
,KEARNY MESA,0,0,0,0,0,14,190,416,622,809,930,994,982,900,762,579,360,123,3,0,1,1,1,1,320,994,11
25 NOY,EL CAJON LES,13.00,7.54,10.16,8.07,10.02,C,C,M,M,14.38,11.72,9.73,6.88,6.65,7.07,6.99,7.18,8.26,7.95,7.52,4.20,4.36,4.20,4.05,7.99,14.38,09
26 NOY-NO,EL CAJON LES,12.79,7.53,10.09,7.98,9.32,C,C,M,M,11.66,10.00,8.00,5.74,5.40,5.72,5.54,5.85,7.32,7.58,7.25,4.04,4.05,4.01,4.02,7.19,12.79,00
27 NO Trace,EL CAJON LES,.21,.01,.06,.09,.70,C,C,M,M,2.72,1.71,1.73,1.14,1.25,1.34,1.45,1.32,.94,.36,.27,.16,.31,.18,.02,.79,2.72,09
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,M,M,.4,.4,.3,.3,.2,.2,.2,.2,.2,.1,.1,.0,.0,.0,.0,.1,.4,09
29 CO Tr PPB,EL CAJON LES,357.3,260.6,C,C,C,415.6,452.3,M,M,366.7,329.4,215.2,182.8,195.0,217.6,203.8,215.3,250.5,251.6,246.0,195.3,281.7,253.9,185.4,267.1,452.3,06
BCarbon ug/m3,10TH AVE MARINE TERM,.41,.29,.42,.28,.50,.40,.42,.61,.86,.72,.38,.30,.25,.29,.35,.21,.21,.28,.30,.13,.10,.10,.10,.08,.33,.86,08
,ALPINE,.14,.13,.11,.11,.10,.13,.16,.16,.12,.17,.32,<,<,.19,.23,.25,.25,.24,.26,.28,.30,.32,.32,.27,.21,.32,10
,CHICANO PARK,.57,1.01,.95,.49,.58,.80,.81,1.32,.77,.57,.47,.48,.29,.33,.32,.40,.30,.30,.29,.32,.37,.15,.14,.13,.51,1.32,07
,DOWNTOWN SES,.55,.82,.64,.34,.37,.65,.78,1.24,1.21,.68,.46,.30,.28,.31,.25,.30,.21,.28,.25,.14,.14,.15,.18,.15,.45,1.24,07
,OCEANVIEW BLVD,1.29,1.32,1.10,.99,1.06,1.11,1.03,1.10,1.60,.93,.43,.38,.29,.32,.24,.37,.35,.28,.30,.18,.15,.31,.17,.16,.64,1.60,08
,SAN YSIDRO,.740,.654,.708,1.038,.456,.917,.766,1.366,1.337,.308,.161,.236,.140,.130,.153,.128,.139,.173,.156,.241,.215,.189,.387,.555,.471,1.366,07
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
