06 CO PPM,CARMEL MT RCH,.3,.3,C,C,.5,1.0,.7,.6,.9,.8,.8,.7,.6,.7,.6,.5,.6,.8,.7,.8,.7,.8,.6,1.0,.7,1.0,05
,SAN YSIDRO,M,C,C,C,C,C,M,M,M,M,C,C,M,M,M,M,C,C,M,M,M,M,C,C,,M,M
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,25,25,24,24,24,25,25,24,25,25,25,25,25,25,25,25,25,25,25,00
,CARMEL MT RCH,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,03
,CHULA VISTA,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26,00
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,25,25,25,25,25,26,26,26,26,25,26,00
,EL CAJON LES,27,27,27,27,27,27,27,26,26,27,27,26,26,26,26,26,26,26,26,26,26,27,26,26,26,27,00
,KEARNY MESA,25,25,25,25,P,,,,P,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,25,25,25,25,25,25,25,25,25,24,23,24,25,25,26,25,25,24,23,23,22,24,24,22,24,26,14
,PENDLETON,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,SAN YSIDRO,24,24,24,25,25,24,24,24,24,24,26,24,23,24,23,23,23,25,26,25,25,25,24,24,24,26,10
11 PM2.5 µg/M3,ALPINE,7.8,6.4,5.2,3.7,2.7,2.8,2.8,2.7,3.2,3.1,3.7,5.9,8.4,10.0,9.9,9.2,8.8,9.2,8.7,8.2,7.3,6.2,4.5,3.6,6.0,10.0,13
,CARMEL MT RCH,5.6,4.7,3.6,4.0,5.6,8.1,6.6,7.2,11.2,11.2,9.7,9.8,11.8,12.4,12.5,12.4,11.8,11.7,11.8,12.7,13.3,14.0,14.7,14.8,10.0,14.8,23
,CHULA VISTA,11.0,11.0,13.0,13.0,12.1,14.1,15.1,14.6,18.8,M,M,M,17.6,17.0,16.6,14.4,12.6,11.2,11.9,13.5,14.7,15.3,15.0,15.6,14.1,18.8,08
,DOWNTOWN SES,10.0,11.8,17.7,20.5,20.7,20.2,19.8,18.6,23.5,27.2,22.6,15.8,15.5,14.1,12.4,11.7,12.1,14.0,15.4,17.2,18.1,21.1,22.9,22.7,17.7,27.2,09
,EL CAJON LES,13.9,11.7,12.7,10.8,12.1,15.5,14.4,10.6,14.7,14.6,12.5,11.0,16.3,12.6,12.3,12.4,11.9,12.1,12.4,12.7,13.5,14.8,14.8,15.9,13.1,16.3,12
,KEARNY MESA,16.5,16.2,9.5,4.5,P,,,,P,14.0,M,M,15.3,15.8,15.6,15.4,12.8,12.4,13.5,14.4,15.4,12.1,8.1,6.9,12.8,16.5,00
,OTAY MESA DVN,11.8,10.6,9.9,11.3,22.8,18.1,13.5,8.4,16.8,28.1,29.3,24.6,19.7,19.9,17.5,15.3,14.6,14.5,14.3,16.4,16.8,20.9,27.2,35.7,18.2,35.7,23
,PENDLETON,7.5,10.7,11.6,9.3,6.2,6.0,6.4,9.5,10.0,11.1,12.3,13.7,13.3,16.6,17.9,16.5,14.8,14.7,14.9,14.4,14.6,17.1,14.6,12.4,12.3,17.9,14
,SAN YSIDRO,15.4,16.6,17.3,15.2,13.5,11.4,15.3,21.0,26.2,30.7,M,M,17.6,18.8,17.7,15.2,13.0,11.5,13.0,13.1,14.9,16.2,16.4,17.3,16.6,30.7,09
12 VWDR °,ALPINE,343,65,113,119,115,167,186,315,311,305,306,306,319,298,279,326,324,347,113,81,17,83,58,112,0,347,17
,CHULA VISTA,352,0,357,35,60,357,358,67,360,275,266,247,254,263,259,259,242,230,243,220,151,130,125,40,0,360,08
,DOWNTOWN SES,162,64,4,21,358,356,40,135,174,221,240,267,264,280,283,283,313,316,319,335,340,347,351,345,0,358,04
,EL CAJON LES,76,77,80,71,59,88,75,16,317,259,282,260,238,252,246,215,248,198,130,79,94,112,177,109,0,317,08
,KEARNY MESA,54,59,8,27,P,,,,P,216,220,235,236,231,277,292,301,287,290,314,318,310,330,317,0,330,22
,OTAY MESA DVN,4,42,13,115,121,348,353,294,268,290,302,297,296,297,296,298,295,311,343,315,359,3,127,5,0,359,20
,PENDLETON,152,26,41,19,31,37,26,349,288,240,245,263,271,267,269,266,278,310,296,316,318,328,314,17,0,349,07
13 SIGTHETA °,ALPINE,28,50,45,18,29,40,31,38,28,28,35,24,26,32,32,25,31,73,18,24,67,21,13,24,33,73,17
,CHULA VISTA,33,34,26,28,28,33,36,47,56,49,25,27,22,25,23,26,22,19,21,19,22,17,20,32,29,56,08
,DOWNTOWN SES,46,44,47,34,30,34,31,49,60,26,30,27,27,23,23,21,24,22,23,19,17,22,19,26,30,60,08
,EL CAJON LES,47,22,48,34,43,48,28,68,52,61,58,26,28,25,30,27,19,29,32,53,36,36,43,47,39,68,07
,KEARNY MESA,47,42,30,20,P,,,,P,41,39,24,18,18,29,16,13,8,9,8,7,10,11,13,21,47,00
,OTAY MESA DVN,17,24,39,22,26,22,18,26,20,16,20,14,17,11,13,11,13,14,10,24,58,41,24,29,22,58,20
,PENDLETON,32,16,15,10,14,11,11,23,33,23,22,18,16,15,17,24,23,22,19,15,15,17,25,32,20,33,08
14 VWSP MPH,ALPINE,.9,1.0,.9,2.7,1.6,1.6,.6,1.3,2.1,2.5,3.2,4.4,4.9,3.9,3.6,3.3,1.8,.2,1.3,1.3,.4,1.4,1.1,1.2,.0,4.9,12
,CHULA VISTA,1.1,1.5,2.1,2.0,2.0,1.0,1.6,1.0,.6,2.0,4.3,4.6,5.7,5.1,4.8,3.8,2.9,2.2,1.1,.8,.5,.8,.3,.4,.0,5.7,12
,DOWNTOWN SES,.8,.5,1.1,1.7,2.4,1.6,2.1,1.2,.4,3.8,4.0,4.4,4.4,4.7,4.7,4.7,3.6,3.1,2.8,2.6,2.3,2.2,2.8,1.9,.0,4.7,13
,EL CAJON LES,.8,2.0,.9,1.2,.3,.8,1.4,.2,.8,.6,1.5,4.3,5.0,4.3,3.5,3.7,3.0,2.0,.9,.4,.5,.3,.2,.5,.0,5.0,12
,KEARNY MESA,1.5,1.1,1.8,2.6,P,,,,P,2.9,3.3,5.5,7.3,6.1,4.7,5.4,5.4,4.9,4.6,4.7,4.3,4.1,4.0,3.2,.0,7.3,12
,OTAY MESA DVN,1.9,2.2,1.6,2.1,1.5,2.2,2.5,1.1,2.2,4.1,4.3,6.6,5.7,7.4,6.8,6.5,4.7,2.8,3.0,1.0,1.2,1.5,.9,.1,.0,7.4,13
,PENDLETON,1.2,2.8,3.1,4.1,3.5,3.2,3.6,1.5,1.9,2.8,2.9,4.0,4.8,5.6,4.6,3.1,2.7,2.6,2.8,3.6,3.7,2.5,1.3,1.7,.0,5.6,13
15 SWSP MPH,ALPINE,1.1,1.5,1.1,2.8,1.8,2.0,2.7,1.5,2.3,2.9,3.7,4.8,5.4,5.1,4.3,3.7,2.0,1.0,1.4,1.4,.6,1.5,1.1,1.3,2.4,5.4,12
,CHULA VISTA,1.9,1.9,2.4,2.5,2.3,1.3,1.8,1.4,2.0,2.8,4.8,5.1,6.2,5.6,5.2,4.3,3.1,2.3,1.2,.9,.5,.8,.3,.4,2.5,6.2,12
,DOWNTOWN SES,1.3,1.7,1.9,2.4,2.9,2.1,2.3,1.8,1.8,4.2,4.8,4.9,5.0,5.1,5.1,5.0,4.0,3.5,3.1,2.7,2.4,2.4,3.0,2.2,3.2,5.1,13
,EL CAJON LES,1.6,2.2,1.3,1.5,.8,.9,1.6,1.0,1.4,1.8,2.6,5.0,5.6,4.8,4.1,4.2,3.3,2.2,1.1,.6,.5,.5,.4,.5,2.1,5.6,12
,KEARNY MESA,1.6,1.9,2.1,2.8,P,,,,P,3.5,3.9,6.0,7.7,6.4,5.3,5.7,5.6,5.0,4.6,4.9,4.3,4.3,4.2,3.3,4.4,7.7,12
,OTAY MESA DVN,2.0,2.5,1.8,2.3,2.4,2.3,2.7,1.6,2.4,4.3,4.7,6.8,6.0,7.6,7.0,6.6,4.9,3.2,3.1,1.2,1.4,1.6,1.3,.3,3.3,7.6,13
,PENDLETON,1.5,3.0,3.2,4.2,3.6,3.3,3.6,2.0,2.1,3.0,3.0,4.2,4.9,5.8,4.8,3.4,3.0,2.9,3.0,3.8,3.9,2.7,1.5,1.8,3.3,5.8,13
16 AMBTEMP °F,ALPINE,70.8,69.9,70.6,68.7,70.7,73.2,76.4,80.3,82.5,85.8,88.2,88.7,86.7,84.9,85.4,83.5,81.2,78.7,77.7,78.2,78.0,78.9,79.7,77.7,79.0,88.7,11
,CARMEL MT RCH,60.2,59.5,59.1,58.6,57.8,56.9,56.7,59.7,65.5,71.0,76.0,79.6,80.3,81.9,79.0,77.7,74.8,70.6,67.5,64.5,64.2,63.3,61.8,62.3,67.0,81.9,13
,CHULA VISTA,64.6,64.2,64.2,63.3,62.1,62.0,61.9,62.2,65.1,69.5,70.5,71.2,71.5,71.4,71.5,70.6,69.9,67.4,66.4,65.7,65.1,64.5,63.6,62.8,66.3,71.5,12
,DOWNTOWN SES,64.7,64.6,64.3,64.0,63.0,62.6,62.4,63.0,65.5,68.3,71.1,73.1,74.5,73.7,73.4,72.0,70.6,67.7,66.6,66.2,65.4,64.6,63.2,62.4,67.0,74.5,12
,EL CAJON LES,62.4,61.7,61.1,60.3,59.3,59.1,58.8,59.4,66.0,74.4,80.3,83.6,85.0,85.1,85.6,84.0,80.1,75.6,72.1,69.8,68.1,66.5,64.9,63.7,70.3,85.6,14
,KEARNY MESA,64.2,63.6,62.6,60.8,P,,,,P,69.2,75.4,79.6,79.7,78.9,78.9,76.4,72.9,66.7,64.0,63.1,63.0,62.1,62.1,61.3,68.7,79.7,12
,OTAY MESA DVN,59.3,58.3,58.6,57.8,57.8,55.7,54.9,58.0,63.5,69.1,75.9,77.5,78.9,77.3,76.1,74.0,70.9,67.0,64.8,63.3,63.7,63.8,63.9,63.3,65.6,78.9,12
,PENDLETON,64.7,63.8,62.8,61.1,60.4,59.8,58.5,59.5,60.6,61.9,63.5,65.1,65.8,66.5,66.8,66.0,65.4,64.9,64.3,64.1,63.9,63.7,63.0,62.6,63.3,66.8,14
,SAN YSIDRO,63.7,64.3,64.1,63.3,62.1,60.7,61.1,62.4,65.0,70.1,71.6,71.5,72.1,72.4,71.6,70.5,68.6,66.2,65.3,64.8,64.3,63.7,62.9,62.2,66.0,72.4,13
17 RELHUM %,ALPINE,38,36,32,29,23,21,19,18,18,17,17,22,27,31,28,30,30,33,33,32,31,28,24,22,27,38,00
,EL CAJON LES,97,98,98,99,99,99,99,98,75,58,46,41,42,41,40,45,53,63,70,75,78,82,85,87,74,99,03
,KEARNY MESA,100,100,100,100,P,,,,P,90,63,55,56,58,57,62,71,87,95,99,100,100,100,100,84,100,00
18 PRES mmHg,EL CAJON LES,746,746,746,746,746,746,746,747,747,747,747,746,746,746,746,746,746,746,746,747,747,747,747,747,746,747,07
,KEARNY MESA,748,748,748,747,P,,,,P,749,748,748,748,747,747,748,748,748,748,748,749,749,749,749,748,749,09
19 SOLAR W/M2,EL CAJON LES,1,1,1,1,0,1,36,133,331,611,700,740,688,596,452,273,46,-2,-4,-2,-1,-2,-1,-1,192,740,11
,KEARNY MESA,0,0,0,0,P,,,,P,653,756,792,743,645,494,311,96,3,0,0,0,0,0,0,236,792,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,2,10,20,33,37,39,36,30,22,13,4,0,0,0,0,0,0,0,10,39,11
25 NOY,EL CAJON LES,10.10,10.54,10.68,9.96,10.82,C,C,15.83,20.29,18.93,20.95,16.14,27.93,14.79,13.98,15.28,19.62,18.11,16.86,17.10,19.10,16.87,16.70,16.72,16.24,27.93,12
26 NOY-NO,EL CAJON LES,9.81,10.25,10.38,9.67,10.53,C,C,10.73,13.40,13.83,15.99,13.46,22.71,12.94,12.60,13.82,18.27,17.51,16.42,16.77,18.69,16.45,16.04,16.26,14.38,22.71,12
27 NO Trace,EL CAJON LES,.28,.29,.29,.29,.29,C,C,5.10,6.88,5.10,4.95,2.68,5.22,1.85,1.38,1.46,1.35,.59,.43,.33,.40,.42,.66,.45,1.84,6.88,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.1,.1,.2,.3,.4,.3,.2,.2,.1,.0,.0,.0,.0,.0,.0,.0,.4,13
29 CO Tr PPB,EL CAJON LES,289.8,312.1,C,C,C,411.9,488.8,479.3,502.4,505.8,598.3,484.0,518.7,392.6,376.5,390.1,489.6,466.0,466.0,453.3,502.1,486.0,485.1,503.3,457.2,598.3,10
BCarbon ug/m3,10TH AVE MARINE TERM,<,.34,.46,.66,.73,.75,.80,<,1.35,<,<,.60,<,<,.44,.46,.45,.42,.66,.80,.86,.75,.78,.56,.66,1.35,08
,BOSTON AVE,.25,.34,.84,.88,1.14,1.06,1.03,1.48,1.82,1.76,1.41,1.01,.82,.69,.61,.70,1.04,.71,1.14,1.07,.90,.96,.97,.71,.97,1.82,08
,CHICANO PARK,<,<,.59,.53,.67,.83,<,.95,1.50,1.78,1.36,1.04,.60,.69,.60,.54,.55,.56,.93,.96,<,<,.72,.63,.84,1.78,09
,DOWNTOWN SES,<,<,<,.47,.52,.60,.69,.79,<,1.70,<,<,.86,<,<,.69,.73,<,<,.72,.59,.77,.68,.58,.74,1.70,09
,OCEANVIEW BLVD,.20,<,.37,<,.74,<,.63,<,.82,1.41,1.46,1.07,.66,.74,.79,.74,.84,<,<,.53,<,1.00,.67,.52,.78,1.46,10
,SAN YSIDRO,<,<,.86,.56,1.14,.86,1.02,1.51,1.49,1.33,.93,.77,.83,.80,.75,.57,.64,.55,.50,<,.81,.79,.82,<,.88,1.51,07
PM10 STD,ALPINE,22.9,18.6,18.3,13.5,14.0,14.4,15.5,15.1,19.7,17.0,19.6,24.6,33.6,34.1,28.4,30.2,25.6,31.3,30.2,25.5,23.0,21.2,14.6,11.0,21.7,34.1,13
,CARMEL MT RCH,7.9,6.9,5.2,6.2,9.2,15.8,14.0,16.5,26.0,28.1,23.4,25.8,27.6,30.7,32.1,28.9,27.0,24.6,27.6,27.3,26.2,26.6,25.4,27.4,21.5,32.1,14
,CHULA VISTA,26.1,24.6,27.0,23.5,22.3,26.2,28.0,26.6,35.5,M,M,M,33.9,36.5,37.4,33.9,30.4,27.7,26.3,31.0,28.1,30.0,27.0,28.1,29.0,37.4,14
,DOWNTOWN SES,23.3,26.4,31.3,35.0,35.7,36.3,36.5,35.5,45.0,50.7,41.4,35.9,36.9,38.0,29.1,27.0,26.5,29.7,30.1,33.2,33.2,39.4,40.5,37.0,34.7,50.7,09
,EL CAJON LES,23.2,17.1,18.2,15.1,16.7,24.4,22.2,21.9,31.8,35.2,35.6,32.0,40.7,39.6,35.1,34.0,31.7,30.5,27.4,28.8,31.9,29.7,28.8,29.0,28.3,40.7,12
,KEARNY MESA,30.8,27.6,13.6,6.4,P,,,,P,29.7,M,M,36.1,38.3,54.9,58.2,30.4,29.8,31.2,28.4,29.6,18.8,11.3,9.3,28.4,58.2,15
,OTAY MESA DVN,19.6,17.1,20.4,15.6,31.0,28.1,39.8,19.4,42.6,64.0,76.3,74.8,58.8,67.2,56.9,46.2,35.3,37.1,32.3,34.0,52.8,78.6,143.8,140.3,51.3,143.8,22
,PENDLETON,18.5,24.1,21.6,15.5,9.6,9.6,11.4,17.7,18.6,21.8,23.8,29.1,25.5,31.7,33.3,31.3,27.8,31.4,29.9,26.7,26.9,32.2,22.5,17.7,23.2,33.3,14
,SAN YSIDRO,31.5,33.5,31.1,26.6,22.5,18.4,26.5,38.6,48.0,60.4,M,M,36.4,40.7,38.4,36.4,32.0,28.6,33.6,27.3,29.3,32.6,30.7,31.3,33.3,60.4,09
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
