Current Date:,3/20/2024,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/19/2024
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.047,.043,C,C,.042,.045,.041,.032,.043,.045,.047,.048,.050,.054,.060,.063,.061,.050,.041,.041,.044,.047,.047,.049,.047,.063,15
,CHULA VISTA,.020,.021,C,C,.012,.014,.007,.017,.018,.033,.044,.048,.057,.057,.052,.046,.046,.044,.040,.039,.032,.019,.008,.006,.030,.057,12
,DOWNTOWN SES,.014,.020,C,C,.005,.003,.007,.013,.024,.026,.039,.047,.053,.054,.049,.042,.035,.045,.044,.039,.031,.020,.014,.006,.028,.054,13
,EL CAJON LES,.013,.007,C,C,C,.002,.003,.010,.016,.029,.039,.047,.055,.061,.064,.060,.053,.048,.043,.030,.021,.017,.022,.011,.031,.064,14
,KEARNY MESA,.024,.024,C,C,.016,.014,.011,.020,.024,.038,.040,.050,.058,.060,.059,.054,.051,.045,.037,.030,.017,.016,.017,.014,.032,.060,13
,OTAY MESA DVN,.028,.023,C,C,.014,.012,.012,.010,.021,.031,.041,.052,.058,.060,.059,.055,.051,.044,.039,.035,.028,.022,.024,.023,.033,.060,13
,PENDLETON,.017,.016,C,C,.017,.014,.017,.012,.019,.030,.032,.036,.047,.047,.046,.044,.045,.044,.047,.038,.027,.021,.021,.021,.029,.047,12
03 NO2 PPB,ALPINE,.3,.6,C,C,2.5,2.2,6.3,7.9,3.2,2.6,1.5,2.8,4.8,5.4,3.7,2.8,2.1,4.6,7.1,4.7,3.9,1.8,1.6,1.1,3.3,7.9,07
,CARMEL MT RCH,14.6,13.1,C,C,23.3,24.3,20.0,15.4,12.2,23.4,19.4,17.5,17.6,14.6,13.5,11.3,11.1,13.4,14.4,18.5,20.7,16.5,17.6,22.0,17.0,24.3,05
,CHULA VISTA,8.2,5.8,C,C,12.9,13.3,20.6,14.6,23.9,14.8,3.6,2.7,2.7,2.4,2.8,2.3,3.0,3.2,6.2,5.7,7.7,14.0,20.8,18.7,9.5,23.9,08
,DOWNTOWN SES,13.1,8.0,C,C,18.5,23.0,22.6,19.1,13.9,18.5,6.7,4.9,5.4,6.6,6.2,9.7,18.0,9.4,8.5,9.9,13.4,18.2,20.6,23.6,13.5,23.6,23
,EL CAJON LES,6.2,9.9,C,C,C,12.9,12.9,12.9,14.7,11.0,7.1,7.4,3.5,3.5,2.8,2.9,3.7,4.4,6.3,9.9,11.8,10.8,5.8,10.0,8.1,14.7,08
,KEARNY MESA,3.1,3.3,C,C,10.7,13.4,15.0,9.9,10.7,6.7,12.2,7.2,3.0,2.4,2.3,2.1,4.0,3.6,4.8,8.7,14.2,13.8,13.2,15.2,8.1,15.2,23
,OTAY MESA DVN,5.4,10.2,C,C,14.6,16.4,16.2,24.9,18.4,20.5,16.4,5.4,2.6,2.7,2.0,2.4,2.2,2.3,2.6,3.2,4.9,13.1,9.8,11.3,9.4,24.9,07
,PENDLETON,7.8,5.6,C,C,6.0,7.2,8.1,11.3,10.9,6.5,4.7,5.6,3.6,2.7,8.4,2.9,1.6,1.3,1.3,6.1,10.2,11.0,9.5,6.8,6.3,11.3,07
,SAN YSIDRO,29.1,18.2,C,C,15.7,20.9,24.7,29.1,27.6,22.1,8.0,6.1,4.3,4.3,5.2,3.7,5.0,7.3,9.9,9.9,10.9,9.6,19.7,17.1,14.0,29.1,00
06 CO PPM,CARMEL MT RCH,.4,.3,C,C,.8,.8,.6,.3,.3,.5,.5,.5,.5,.5,.5,.4,.4,.5,.5,.5,.6,.4,.4,.5,.5,.8,04
,SAN YSIDRO,.6,.4,C,C,.4,.5,.6,.9,.7,.5,.3,.3,.3,.2,.2,.2,.2,.3,.4,.3,.3,.3,.5,.5,.4,.9,07
07 H2S PPB,SAN YSIDRO,.0,.0,.0,.0,.0,.0,.0,.3,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,4.0,3.7,1.7,.0,.0,10.1,.8,10.1,23
10 INTMP °C,ALPINE,23,23,23,23,23,24,23,23,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,25,10
,CARMEL MT RCH,25,25,25,25,25,25,24,24,25,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,00
,CHULA VISTA,23,24,24,24,25,25,24,24,25,27,27,26,27,26,26,26,26,26,26,26,26,26,25,25,25,27,09
,DOWNTOWN SES,23,23,23,23,23,23,23,23,23,22,22,21,22,22,21,22,22,22,22,22,22,23,23,23,22,23,00
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,26,26,26,26,26,26,26,26,00
,KEARNY MESA,25,25,25,25,25,24,24,24,25,25,25,25,25,25,26,25,25,25,25,25,26,26,26,26,25,26,14
,OTAY MESA DVN,24,23,23,23,23,23,24,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,00
,PENDLETON,23,23,23,23,23,23,23,23,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,24,25,12
,SAN YSIDRO,22,23,23,23,23,23,23,23,22,22,23,23,24,24,23,23,23,24,25,24,24,23,23,22,23,25,18
11 PM2.5 µg/M3,ALPINE,1.6,1.6,1.7,1.7,2.3,2.6,2.8,2.6,2.5,2.6,2.5,2.9,4.3,5.5,6.2,5.2,4.3,5.4,6.6,5.9,5.0,4.8,4.6,4.0,3.7,6.6,18
,CARMEL MT RCH,6.5,3.0,3.3,3.2,3.6,3.5,3.7,3.1,3.0,M,4.2,4.6,5.3,5.5,4.9,4.8,4.6,5.0,5.9,6.0,6.1,6.7,6.4,6.0,4.7,6.7,21
,CHULA VISTA,4.4,4.5,3.4,3.7,3.9,4.8,10.9,5.9,13.6,12.2,5.6,6.1,6.7,6.2,7.7,7.9,7.6,7.5,7.9,8.0,14.1,9.7,10.9,10.4,7.6,14.1,20
,DOWNTOWN SES,5.9,3.7,2.9,3.0,3.8,4.1,3.8,4.3,4.9,7.2,9.4,7.2,9.6,6.0,7.3,8.1,8.0,10.3,10.4,11.2,12.0,12.9,15.5,16.3,7.8,16.3,23
,EL CAJON LES,3.4,3.9,4.2,3.5,4.0,4.0,5.2,5.2,5.4,4.4,3.9,8.2,4.4,5.3,6.0,4.7,4.9,5.1,5.4,7.4,9.2,9.7,7.5,8.9,5.5,9.7,21
,KEARNY MESA,2.8,2.6,2.7,2.7,2.8,2.8,3.0,2.9,3.1,3.4,5.3,11.1,5.5,6.0,5.0,5.1,5.1,5.4,6.9,7.6,6.9,5.7,7.2,6.6,4.9,11.1,11
,OTAY MESA DVN,7.3,6.8,7.1,9.5,7.5,9.5,9.9,14.2,10.4,11.5,11.8,8.2,5.1,4.7,4.7,5.9,5.6,6.8,8.0,9.4,11.3,16.4,13.7,17.2,9.2,17.2,23
,PENDLETON,3.9,4.2,4.1,3.4,3.4,3.4,3.3,3.7,3.7,5.0,4.1,6.3,7.7,5.8,5.8,5.7,5.9,5.9,6.4,7.2,8.4,8.0,7.0,6.6,5.3,8.4,20
,SAN YSIDRO,28.8,13.1,20.4,20.9,13.6,10.5,13.7,15.3,13.8,14.5,8.0,6.8,6.9,8.0,7.0,7.3,7.2,7.5,8.5,8.5,9.3,10.8,19.1,15.9,12.3,28.8,00
12 VWDR °,ALPINE,75,121,117,75,88,40,59,137,187,283,261,278,315,318,317,305,294,285,252,100,16,122,88,44,0,318,13
,CHULA VISTA,41,124,101,80,75,91,90,122,137,231,244,253,266,275,268,269,260,265,249,205,151,155,64,66,0,275,13
,DOWNTOWN SES,28,44,45,101,66,58,76,110,137,210,M,M,M,279,273,270,273,284,319,347,341,90,97,360,0,360,23
,EL CAJON LES,88,273,117,105,232,154,215,244,337,M,M,M,M,287,259,261,255,261,267,128,117,90,82,150,0,337,08
,KEARNY MESA,46,55,58,60,68,57,87,98,164,184,212,228,243,287,300,291,269,296,294,309,23,81,310,28,0,310,22
,OTAY MESA DVN,27,109,49,104,101,107,111,149,145,148,257,283,288,279,259,271,281,284,294,344,146,106,82,25,0,344,19
,PENDLETON,63,75,55,59,56,63,69,32,131,190,211,235,255,272,260,248,255,234,229,348,83,24,38,60,0,348,19
13 SIGTHETA °,ALPINE,17,49,21,13,37,15,48,22,46,29,29,33,40,34,26,28,24,25,39,26,42,17,26,31,30,49,01
,CHULA VISTA,31,54,41,20,22,25,34,22,28,33,18,23,22,23,19,19,22,21,27,43,17,17,28,41,27,54,01
,DOWNTOWN SES,26,30,20,40,24,26,17,23,47,30,M,M,M,25,18,23,22,24,22,25,14,30,40,17,26,47,08
,EL CAJON LES,45,39,69,45,34,28,71,62,62,M,M,M,M,54,37,24,23,24,30,45,56,47,40,47,44,71,06
,KEARNY MESA,16,8,5,7,13,7,14,25,52,36,23,16,23,21,18,13,15,8,5,14,29,13,23,15,17,52,08
,OTAY MESA DVN,19,62,43,20,41,10,18,25,16,27,29,18,19,18,13,10,13,13,20,19,48,7,32,20,23,62,01
,PENDLETON,14,16,17,8,10,11,9,41,22,13,12,12,12,17,17,13,15,12,28,24,17,7,9,11,15,41,07
14 VWSP MPH,ALPINE,3.9,2.5,4.8,5.5,3.4,5.4,3.1,5.3,3.0,6.2,7.0,7.8,5.6,5.9,7.8,7.6,7.3,5.5,2.0,4.2,3.1,4.7,4.3,4.0,.0,7.8,11
,CHULA VISTA,2.2,1.1,1.7,2.7,2.0,3.4,3.5,3.2,3.7,4.5,7.7,6.4,6.2,6.4,7.7,7.2,5.5,4.2,2.2,1.2,1.5,1.7,.8,.8,.0,7.7,10
,DOWNTOWN SES,3.4,2.0,3.6,1.6,1.4,2.5,3.5,2.6,2.0,3.6,M,M,M,6.1,7.4,6.0,4.9,4.5,3.4,2.0,2.2,1.2,1.1,1.4,.0,7.4,14
,EL CAJON LES,1.3,.6,.7,1.0,1.2,.6,.1,.5,.8,M,M,M,M,3.3,4.6,5.9,5.9,4.2,2.5,1.1,1.0,1.1,1.0,.5,.0,5.9,15
,KEARNY MESA,4.2,6.5,5.3,6.0,4.1,5.5,3.5,2.7,1.3,3.2,7.1,8.5,6.9,7.2,7.8,7.9,6.1,6.3,5.2,3.0,2.0,2.2,1.8,2.8,.0,8.5,11
,OTAY MESA DVN,3.4,1.4,1.7,2.4,1.5,4.9,3.0,2.1,6.5,4.6,3.6,8.3,7.6,10.1,11.4,10.6,7.5,5.6,3.2,3.1,1.0,5.3,.7,2.3,.0,11.4,14
,PENDLETON,5.5,3.3,5.6,6.0,6.6,6.9,8.3,2.1,3.4,6.0,8.2,7.1,6.8,4.6,4.9,5.3,4.2,4.0,1.9,1.2,2.6,4.2,4.4,3.8,.0,8.3,06
