Current Date:,3/13/2024,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/12/2024
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.038,.033,C,C,.023,.032,.034,.034,.040,.037,.037,.038,.041,.044,.046,.045,.045,.042,.038,.038,.038,.038,.037,.039,.038,.046,14
,CHULA VISTA,.022,.019,C,C,.007,.003,.004,.017,.034,.044,.047,.046,.046,.047,.045,.046,.045,.045,.043,.040,.041,.033,.022,.029,.032,.047,10
,DOWNTOWN SES,.020,.026,C,C,.021,.023,.016,.010,.023,.042,.046,.045,.046,.047,.046,.044,.043,.043,.040,.040,.040,.036,.027,.021,.033,.047,13
,EL CAJON LES,.016,.012,C,C,C,.032,.022,M,.031,.036,.039,.044,.047,.047,.047,.047,.043,.041,.040,.036,.030,.029,.029,.031,.034,.047,12
,KEARNY MESA,.026,.020,.025,.028,.027,.031,.029,.025,.026,.036,.045,.048,.049,M,.047,.047,.045,.042,.038,.037,.039,.032,.021,.018,.033,.049,12
,OTAY MESA DVN,.030,.028,.025,.020,.015,.013,.011,.008,.014,.035,M,M,.048,.047,.047,.045,.044,.042,.042,.039,.038,.035,.034,.034,.031,.048,12
,PENDLETON,.024,.020,C,C,.016,.013,.015,.017,.025,M,.042,.045,.043,.042,.045,.044,.045,.048,.048,.045,.044,.037,.018,.023,.033,.048,17
03 NO2 PPB,ALPINE,.7,1.1,C,C,4.6,2.2,2.7,2.2,1.1,1.6,2.8,3.9,4.4,3.2,2.9,2.8,3.0,4.1,4.8,3.2,2.9,2.4,2.4,1.9,2.7,4.8,18
,CARMEL MT RCH,11.9,12.6,C,C,4.1,5.4,6.5,4.9,10.5,19.5,14.8,12.6,17.0,12.3,12.9,12.0,10.2,9.6,11.0,15.2,13.2,9.8,5.8,5.0,10.7,19.5,09
,CHULA VISTA,6.9,8.5,C,C,21.0,18.9,22.3,18.3,7.8,2.8,1.4,1.2,1.0,1.0,1.2,1.3,1.6,2.0,2.2,3.5,2.5,5.0,11.0,6.7,6.7,22.3,06
,DOWNTOWN SES,13.3,8.4,C,C,9.9,10.6,16.5,21.6,17.3,4.6,2.7,2.6,1.7,1.9,2.5,3.4,3.9,2.8,6.0,6.8,4.5,6.2,10.6,13.6,7.7,21.6,07
,EL CAJON LES,5.6,8.7,C,C,C,3.2,7.0,M,5.1,M,M,3.8,2.7,2.9,2.7,3.2,4.6,4.6,4.5,6.1,6.3,5.5,3.8,2.4,4.5,8.7,01
,KEARNY MESA,3.1,5.0,4.2,4.3,7.3,5.2,7.4,8.4,11.9,7.0,2.2,1.4,1.5,M,1.4,1.7,1.8,2.1,2.7,3.7,3.2,7.5,9.6,10.0,4.8,11.9,08
,OTAY MESA DVN,3.7,2.9,3.7,3.4,13.1,14.5,14.2,27.3,25.9,9.7,M,M,2.0,1.7,1.6,1.9,1.6,1.8,1.0,1.2,2.4,2.5,2.9,3.6,6.4,27.3,07
,PENDLETON,5.0,6.8,C,C,8.1,10.0,8.5,9.7,6.7,M,3.3,1.9,6.1,5.3,1.6,2.7,1.7,1.4,1.6,1.3,1.3,6.1,19.3,9.1,5.5,19.3,22
,SAN YSIDRO,7.4,6.8,C,C,26.5,27.2,28.8,27.8,23.1,4.7,3.8,3.3,3.7,3.1,3.6,4.1,4.4,6.6,7.9,9.7,9.4,10.6,8.2,10.1,10.9,28.8,06
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,.2,.2,.2,.2,.3,.4,.4,.3,.5,.5,.5,.5,.5,.4,.4,.5,.4,.3,.2,.2,.4,.5,12
,SAN YSIDRO,.2,.2,C,C,.6,.7,.7,.7,.6,.2,.2,.2,.2,.2,.2,.2,.3,.3,.3,.3,.3,.3,.3,.3,.3,.7,05
07 H2S PPB,SAN YSIDRO,.0,.0,.0,.0,.0,.4,.4,.0,.3,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,5.9,6.2,.0,.0,.5,6.2,21
10 INTMP °C,ALPINE,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,25,25,25,24,24,24,24,24,24,24,25,15
,CARMEL MT RCH,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,24,25,25,24,25,03
,CHULA VISTA,25,24,25,24,24,25,24,23,23,25,25,25,26,26,26,26,26,26,26,25,25,24,24,24,25,26,12
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,KEARNY MESA,24,24,23,23,23,23,23,23,23,23,24,24,24,24,25,25,25,26,25,25,25,25,25,25,24,26,17
,OTAY MESA DVN,25,24,25,25,24,25,24,25,24,24,24,23,23,24,24,23,23,23,24,24,24,24,24,24,24,25,00
,PENDLETON,24,24,24,24,24,23,23,23,23,25,25,25,24,24,25,25,25,25,25,25,25,25,25,25,24,25,09
,SAN YSIDRO,23,23,23,22,23,23,23,22,22,23,23,23,23,24,25,23,23,23,24,23,23,23,22,22,23,25,14
11 PM2.5 µg/M3,ALPINE,5.2,5.2,5.1,4.7,4.7,4.5,3.6,2.7,2.1,3.7,5.0,6.3,8.3,6.3,5.2,5.6,5.6,6.0,5.7,6.2,7.8,7.9,7.7,7.2,5.5,8.3,12
,CARMEL MT RCH,5.3,5.0,4.6,4.1,3.9,3.9,3.4,3.5,4.3,5.0,4.3,3.9,4.1,4.6,4.8,4.8,5.2,5.5,5.4,5.3,4.7,5.2,6.1,5.2,4.6,6.1,22
,CHULA VISTA,5.0,4.9,5.0,8.7,17.0,11.5,16.8,23.3,12.5,6.8,4.7,4.9,5.5,5.6,6.1,6.0,5.9,5.9,6.2,6.1,5.2,5.6,7.1,5.8,8.0,23.3,07
,DOWNTOWN SES,7.5,6.5,6.5,6.9,6.9,8.2,11.3,22.9,15.2,6.4,4.1,4.5,4.7,4.8,4.9,5.0,5.2,5.6,5.7,5.7,5.2,5.4,6.5,6.6,7.1,22.9,07
,EL CAJON LES,6.3,6.6,6.2,5.4,5.0,3.8,4.7,4.9,5.9,M,M,M,4.8,5.2,5.5,5.6,5.5,5.7,5.9,6.5,6.8,7.1,6.5,6.2,5.7,7.1,21
,KEARNY MESA,4.1,4.4,4.3,3.9,3.4,3.1,3.6,5.2,7.3,6.1,4.1,4.0,4.5,4.8,4.8,5.1,5.5,5.7,5.7,5.4,5.0,4.9,5.2,5.1,4.8,7.3,08
,OTAY MESA DVN,5.6,5.5,5.7,5.2,11.7,16.0,13.8,31.6,28.7,9.1,5.1,4.9,5.3,5.8,5.5,5.7,5.7,5.6,5.4,6.1,6.5,7.0,6.4,6.3,8.9,31.6,07
,PENDLETON,4.1,4.8,5.0,5.0,4.7,5.2,4.9,4.2,4.0,4.4,4.6,3.9,4.3,4.6,4.5,4.8,5.2,4.8,5.7,6.0,5.9,5.1,5.8,5.9,4.8,6.0,19
,SAN YSIDRO,5.0,5.2,14.1,29.3,48.5,40.6,26.1,17.2,15.5,4.8,4.4,4.9,5.4,5.3,5.6,6.0,5.8,5.6,6.2,6.5,6.4,7.4,6.3,7.6,12.0,48.5,04
12 VWDR °,ALPINE,13,125,105,78,169,209,164,170,257,275,293,290,264,288,284,284,298,269,275,214,245,252,153,212,0,298,16
,CHULA VISTA,88,114,53,144,135,17,177,146,213,262,257,259,253,257,256,260,248,256,261,259,274,121,128,131,0,274,20
,DOWNTOWN SES,7,104,120,93,99,100,112,119,178,221,253,234,230,222,225,221,245,263,302,281,244,91,110,88,0,302,18
,EL CAJON LES,136,250,150,108,170,113,358,175,189,227,251,240,210,245,246,223,223,246,256,228,188,138,162,154,0,358,06
,KEARNY MESA,63,92,76,117,133,140,129,132,179,252,273,220,241,238,232,256,287,285,286,266,269,105,116,88,0,287,16
,OTAY MESA DVN,41,106,56,333,129,94,137,135,153,M,M,257,253,262,268,273,268,269,272,268,256,46,128,213,0,333,03
,PENDLETON,99,76,57,75,82,76,65,74,69,208,237,229,240,247,246,249,260,279,272,261,262,198,80,86,0,279,17
13 SIGTHETA °,ALPINE,31,24,29,42,46,40,20,22,31,30,35,30,39,27,28,26,26,28,29,21,27,27,17,37,30,46,04
,CHULA VISTA,43,52,33,18,30,39,55,18,32,23,23,24,24,23,27,24,23,20,19,22,20,53,12,18,28,55,06
,DOWNTOWN SES,58,40,49,20,22,31,21,21,21,26,29,24,26,22,30,22,28,23,25,29,29,54,33,19,29,58,00
,EL CAJON LES,58,24,39,39,20,43,28,57,39,30,28,42,35,26,29,27,19,20,22,20,28,34,13,10,30,58,00
,KEARNY MESA,22,26,14,16,10,10,12,15,31,22,20,37,27,18,28,20,13,8,10,8,16,27,49,7,19,49,22
,OTAY MESA DVN,37,18,29,53,39,25,40,11,33,M,M,24,20,17,23,18,13,9,13,10,11,27,43,38,25,53,03
,PENDLETON,16,13,13,15,9,8,10,12,56,23,20,13,11,11,12,12,14,19,17,13,19,23,11,13,16,56,08
14 VWSP MPH,ALPINE,3.2,4.6,3.9,1.0,3.8,3.1,5.0,4.7,5.3,6.1,4.6,5.7,6.0,7.1,6.6,6.5,6.2,6.5,5.9,5.9,5.6,5.2,5.2,4.0,.0,7.1,13
,CHULA VISTA,1.0,.7,.9,1.4,1.1,.7,1.0,3.3,2.5,5.0,5.9,6.2,7.2,6.9,6.1,5.9,5.3,5.0,3.9,2.1,2.4,.6,2.2,2.2,.0,7.2,12
,DOWNTOWN SES,.7,.9,1.2,1.7,2.1,1.7,1.7,3.1,3.5,4.5,5.5,6.1,6.6,7.1,5.5,6.6,4.8,5.2,4.1,3.1,2.1,.8,1.3,2.3,.0,7.1,13
,EL CAJON LES,1.0,1.1,1.0,.7,2.3,1.2,1.0,.7,2.1,3.3,3.3,3.3,4.2,5.7,4.1,5.5,6.6,5.9,3.7,2.3,1.5,1.7,3.3,3.9,.0,6.6,16
,KEARNY MESA,1.9,1.7,2.1,2.4,3.2,3.7,3.2,4.3,2.0,4.3,6.9,4.0,6.6,8.9,6.7,7.6,8.8,7.6,3.8,2.5,3.2,1.7,1.4,3.1,.0,8.9,13
,OTAY MESA DVN,2.6,2.6,1.3,.1,3.7,1.6,.4,4.4,3.4,M,M,6.5,7.3,10.5,7.1,8.1,8.8,7.1,4.4,2.6,2.3,2.2,1.9,1.4,.0,10.5,13
,PENDLETON,4.0,3.9,3.4,3.6,3.3,4.7,4.2,4.3,2.0,3.1,3.3,6.8,8.1,7.1,6.2,5.9,5.0,3.2,3.6,3.7,2.4,1.7,2.5,3.9,.0,8.1,12
15 SWSP MPH,ALPINE,4.8,5.0,4.4,4.2,4.8,4.7,5.3,5.8,6.2,7.0,6.5,7.1,7.5,7.9,7.6,7.3,6.8,7.4,6.8,6.4,6.3,6.2,5.6,5.0,6.1,7.9,13
,CHULA VISTA,1.4,2.1,1.9,1.5,1.8,1.3,1.8,3.5,3.5,5.4,6.4,6.8,7.9,7.5,6.8,6.5,5.7,5.3,4.1,2.2,2.6,1.3,2.3,2.4,3.8,7.9,12
,DOWNTOWN SES,1.5,1.2,1.7,1.8,2.2,1.9,1.8,3.3,3.8,5.2,6.1,6.9,7.3,7.7,6.4,7.2,5.3,5.7,4.5,3.6,2.3,2.2,1.5,2.5,3.9,7.7,13
,EL CAJON LES,2.0,1.2,1.9,1.0,2.6,1.6,1.6,1.4,2.8,4.0,3.8,4.3,4.9,6.4,4.7,6.0,7.0,6.7,3.9,2.6,1.7,2.0,3.5,4.0,3.4,7.0,16
,KEARNY MESA,2.0,2.9,2.2,2.5,3.3,3.7,3.3,4.4,3.4,5.2,7.7,5.0,7.4,9.4,7.6,8.1,9.0,7.7,3.9,2.6,3.4,2.1,1.6,3.1,4.6,9.4,13
,OTAY MESA DVN,3.0,2.7,2.0,.8,3.9,4.2,2.0,4.4,4.1,M,M,7.3,7.8,11.0,7.8,8.4,9.1,7.2,4.6,2.7,2.4,2.5,2.1,1.8,4.6,11.0,13
,PENDLETON,4.2,4.0,3.6,3.9,3.4,4.7,4.4,4.4,2.6,3.5,3.4,7.0,8.3,7.3,6.3,6.1,5.2,3.4,3.8,3.8,2.5,2.6,2.6,4.4,4.4,8.3,12
16 AMBTEMP °F,ALPINE,47.3,47.1,47.3,47.8,48.0,47.0,46.5,47.5,48.3,48.8,50.5,52.6,54.2,55.0,55.0,54.6,54.3,52.8,51.0,49.9,49.2,48.8,47.9,48.2,50.0,55.0,13
,CARMEL MT RCH,51.7,51.8,51.7,51.7,51.3,51.4,51.3,51.6,53.1,55.1,57.7,59.0,60.2,61.1,62.2,62.6,60.3,57.4,56.0,55.3,55.1,54.8,53.5,53.1,55.4,62.6,15
,CHULA VISTA,53.7,53.7,53.5,53.9,54.2,54.2,55.0,56.4,58.4,60.9,62.1,62.9,63.7,63.4,63.3,62.5,61.8,59.7,58.7,58.3,58.2,57.2,56.5,57.2,58.3,63.7,12
,DOWNTOWN SES,54.9,54.6,53.8,53.7,53.9,54.0,54.3,56.0,57.6,60.1,61.8,62.8,63.7,63.5,63.8,62.8,61.6,59.3,58.5,58.4,57.8,57.6,57.2,57.2,58.3,63.8,14
,EL CAJON LES,50.5,51.0,51.7,51.7,51.5,52.0,52.9,54.6,56.7,58.1,60.1,61.0,63.6,62.8,63.1,64.4,62.2,59.9,58.1,56.7,55.3,55.1,53.9,54.2,56.7,64.4,15
,KEARNY MESA,52.5,52.4,52.7,53.1,53.6,53.8,54.0,55.1,56.3,57.6,59.5,61.5,61.9,62.4,62.5,62.3,60.4,58.0,56.6,56.4,56.7,55.6,53.5,52.5,56.7,62.5,14
,OTAY MESA DVN,51.9,51.1,51.6,51.7,52.2,52.0,51.7,53.0,54.8,56.6,58.6,61.4,M,61.3,61.8,61.0,59.4,56.7,55.2,54.6,54.3,54.7,54.8,54.4,55.4,61.8,14
,PENDLETON,53.6,53.4,53.2,53.5,54.0,53.8,53.7,54.6,57.0,59.2,59.6,60.8,61.2,61.5,61.4,61.2,60.9,60.0,59.6,59.0,58.7,58.1,57.0,55.8,57.5,61.5,13
,SAN YSIDRO,53.2,54.0,54.7,55.1,55.6,54.8,54.2,55.6,57.9,60.5,61.3,62.6,63.3,63.6,63.4,63.2,61.6,59.7,58.8,58.1,58.0,57.1,56.1,56.5,58.3,63.6,13
17 RELHUM %,ALPINE,97,93,90,87,87,93,99,100,100,99,91,82,75,72,70,72,72,77,83,88,93,95,94,93,88,100,07
,EL CAJON LES,92,91,90,94,100,98,95,90,83,78,69,65,55,56,56,54,60,67,73,79,85,86,90,89,79,100,04
,KEARNY MESA,94,99,100,100,100,100,100,97,94,89,77,68,67,67,65,68,74,83,87,90,91,92,97,99,87,100,02
18 PRES mmHg,EL CAJON LES,753,753,752,752,752,752,752,753,753,753,753,753,752,752,751,751,751,751,751,751,752,752,751,751,752,753,00
,KEARNY MESA,753,753,753,752,752,753,753,753,754,754,754,754,753,752,752,752,752,752,752,752,752,752,752,752,753,754,08
19 SOLAR W/M2,EL CAJON LES,-1,-1,-1,-1,-1,0,28,154,192,297,303,391,513,300,313,408,167,18,-2,-3,-3,-2,-3,-1,128,513,12
,KEARNY MESA,1,1,1,1,1,1,27,138,103,287,350,617,491,729,624,452,189,30,1,1,1,0,0,1,169,729,13
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,2,10,13,19,21,26,32,20,21,22,10,1,0,0,0,0,0,0,8,32,12
25 NOY,EL CAJON LES,6.57,9.93,7.61,4.20,3.79,C,C,9.51,7.06,M,M,5.71,4.40,4.37,5.41,4.92,5.81,5.27,5.35,6.51,7.02,6.17,4.47,3.07,5.85,9.93,01
26 NOY-NO,EL CAJON LES,6.51,9.79,7.45,4.19,3.68,C,C,7.61,5.91,M,M,4.73,3.64,3.71,4.81,3.99,5.05,5.00,4.81,6.18,6.42,6.07,4.40,3.01,5.34,9.79,01
27 NO Trace,EL CAJON LES,.06,.14,.15,.00,.11,C,C,1.89,1.15,M,M,.97,.75,.66,.59,.93,.76,.26,.53,.33,.59,.09,.07,.05,.50,1.89,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,M,.0,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,09
29 CO Tr PPB,EL CAJON LES,241.9,269.5,C,C,C,194.9,253.8,M,244.6,230.3,275.4,197.0,179.4,189.0,189.3,193.4,198.8,202.6,204.9,230.8,248.0,231.1,197.9,175.0,217.3,275.4,10
BCarbon ug/m3,10TH AVE MARINE TERM,<,.68,.39,.41,.55,.64,1.40,2.47,.99,<,<,<,<,.07,.07,.06,.21,.23,<,<,.18,.18,<,.25,.55,2.47,07
,BOSTON AVE,.72,.46,.36,.35,.38,1.12,2.27,2.10,1.17,.36,.11,.15,.17,.13,.14,.15,.17,.21,.25,.18,.27,.36,.19,.37,.51,2.27,06
,CHICANO PARK,.53,<,.24,<,<,.89,1.56,2.32,1.27,.76,.22,<,<,.25,<,.33,.25,.20,.16,.16,.39,.30,.10,.32,.57,2.32,07
,DOWNTOWN SES,.36,.21,<,<,.27,.52,<,1.97,1.20,.25,<,.08,<,.07,.09,.10,.12,.11,.17,.15,.08,<,.25,.30,.35,1.97,07
