11 PM2.5 µg/M3,ALPINE,7.1,5.9,4.7,4.1,3.8,4.2,3.8,2.7,2.5,2.8,3.4,3.6,4.2,4.9,5.0,5.3,5.4,6.7,6.1,6.5,6.8,7.4,8.0,6.8,5.0,8.0,22
,CARMEL MT RCH,5.4,5.6,5.6,5.2,4.9,4.9,5.1,5.6,4.7,4.1,4.3,5.2,4.5,4.6,5.0,5.0,5.1,5.4,5.4,5.6,5.9,6.0,5.9,6.5,5.2,6.5,23
,CHULA VISTA,5.8,5.8,5.5,11.5,14.5,12.7,7.2,6.9,9.2,4.8,4.4,4.4,4.9,6.5,6.1,6.7,7.0,7.5,8.0,7.6,6.8,6.6,7.0,7.3,7.2,14.5,04
,DOWNTOWN SES,6.7,6.3,6.1,7.7,14.0,15.7,11.5,7.6,6.2,M,M,4.8,5.2,5.2,5.3,5.6,5.8,6.5,6.6,6.7,7.7,7.7,7.8,7.7,7.4,15.7,05
,EL CAJON LES,6.2,6.1,5.5,5.4,5.3,5.6,7.3,5.5,3.8,3.9,4.4,4.7,4.6,4.6,4.6,4.6,4.9,5.3,5.7,5.8,6.1,6.6,6.8,7.0,5.4,7.3,06
,KEARNY MESA,5.8,5.7,5.4,5.4,5.6,7.6,10.0,6.1,5.1,4.7,4.7,3.9,3.9,4.4,4.7,4.8,5.0,5.1,5.3,5.7,6.2,6.6,5.7,6.4,5.5,10.0,06
,OTAY MESA DVN,5.4,5.7,7.0,8.1,10.2,9.2,5.1,5.4,10.7,13.0,8.2,5.0,4.4,5.3,5.4,5.3,5.9,6.2,7.1,8.1,9.3,10.3,11.4,10.5,7.5,13.0,09
,PENDLETON,5.4,5.7,5.4,5.0,4.6,5.0,5.5,M,M,7.8,9.7,6.7,5.0,5.0,5.3,5.5,5.9,6.5,7.3,6.9,5.9,6.5,6.7,7.1,6.1,9.7,10
,SAN YSIDRO,7.3,8.1,8.7,11.4,11.5,11.8,14.4,13.3,12.7,5.4,3.7,3.7,4.8,5.3,5.1,5.5,6.0,6.6,6.8,7.5,9.1,8.8,8.4,8.3,8.0,14.4,06
12 VWDR °,ALPINE,224,145,135,120,155,154,154,187,331,315,309,294,295,300,291,260,253,293,301,315,322,325,260,69,0,331,08
,CHULA VISTA,108,107,152,145,140,126,119,137,190,230,248,252,251,265,268,268,275,270,268,266,352,13,85,116,0,352,20
,DOWNTOWN SES,90,106,138,151,110,105,116,135,184,194,201,205,223,262,247,272,274,260,320,330,339,340,24,25,0,340,21
,EL CAJON LES,115,116,140,146,175,135,119,122,197,226,245,233,233,252,248,248,267,265,286,293,306,328,171,173,0,328,21
,KEARNY MESA,100,109,131,132,139,123,115,130,150,176,235,232,256,265,280,282,285,278,295,303,321,14,74,51,0,321,20
,OTAY MESA DVN,54,111,139,129,138,131,110,136,141,153,M,M,M,M,266,261,264,270,278,285,298,278,250,16,0,298,20
,PENDLETON,53,70,63,42,47,75,66,70,199,213,212,229,251,258,261,269,273,278,266,254,229,115,38,72,0,278,17
13 SIGTHETA °,ALPINE,38,16,15,24,17,14,21,28,58,35,36,35,32,33,26,31,29,21,23,25,24,34,66,37,30,66,22
,CHULA VISTA,24,19,24,15,13,14,13,16,19,24,22,22,22,21,20,21,20,19,19,21,21,58,39,30,22,58,21
,DOWNTOWN SES,25,16,21,20,22,18,17,23,24,19,19,21,22,25,22,22,24,20,21,18,16,24,46,44,23,46,22
,EL CAJON LES,20,21,14,36,61,42,15,27,44,43,46,54,31,25,27,23,22,21,21,15,23,32,38,34,31,61,04
,KEARNY MESA,13,13,13,12,10,10,12,22,18,25,45,20,20,14,15,13,11,8,8,7,64,34,17,16,18,64,20
,OTAY MESA DVN,48,19,14,11,12,12,22,9,17,30,M,M,M,M,13,15,11,10,11,18,17,18,42,32,19,48,00
,PENDLETON,11,11,8,15,13,9,10,18,27,14,13,11,9,11,11,14,17,18,14,12,14,22,9,8,13,27,08
14 VWSP MPH,ALPINE,3.7,6.1,6.2,4.7,4.9,5.4,4.7,4.7,3.8,5.7,6.1,6.5,7.1,7.7,7.6,7.3,7.2,7.8,6.2,5.4,4.3,3.5,1.2,2.4,.0,7.8,17
,CHULA VISTA,1.7,2.1,3.1,4.9,4.8,4.7,5.0,4.4,4.2,4.7,6.3,6.8,6.8,7.4,7.6,6.9,6.1,4.9,3.7,2.3,1.2,.8,.7,1.2,.0,7.6,14
,DOWNTOWN SES,2.3,2.7,4.2,4.3,3.1,3.8,4.2,4.3,4.4,6.5,7.6,7.5,7.4,7.2,7.6,6.3,5.5,5.5,4.1,3.7,2.7,1.7,1.0,1.4,.0,7.6,10
,EL CAJON LES,2.9,2.2,3.2,3.1,1.3,.7,3.0,2.7,1.6,2.4,2.5,2.7,5.5,6.7,6.9,6.2,6.2,6.3,4.8,4.4,3.2,1.9,1.2,.6,.0,6.9,14
,KEARNY MESA,2.3,2.7,3.2,4.0,5.2,5.5,4.0,3.2,5.2,4.1,5.5,7.7,8.4,9.8,8.8,8.6,8.5,7.2,4.8,3.7,1.7,.8,1.8,1.8,.0,9.8,13
,OTAY MESA DVN,2.3,1.9,4.4,6.4,6.1,4.5,2.8,6.2,5.1,3.8,M,M,M,M,11.3,9.0,8.7,7.3,5.5,3.9,3.2,3.8,1.4,1.2,.0,11.3,14
,PENDLETON,4.4,4.4,5.1,4.9,4.0,4.8,5.6,3.8,3.5,5.8,7.2,8.3,8.2,8.1,8.1,5.7,4.3,3.6,4.0,4.1,2.5,1.8,5.9,4.7,.0,8.3,11
15 SWSP MPH,ALPINE,5.3,6.4,6.6,5.1,5.7,5.8,5.1,5.8,5.8,6.7,7.5,7.8,9.1,9.1,8.7,8.4,8.2,8.3,6.7,6.0,4.7,4.6,4.2,4.6,6.5,9.1,12
,CHULA VISTA,1.9,2.2,3.4,5.2,4.9,4.9,5.1,4.6,4.7,5.5,6.7,7.3,7.4,7.8,8.0,7.4,6.4,5.2,3.9,2.4,1.6,1.0,1.0,1.4,4.6,8.0,14
,DOWNTOWN SES,2.6,2.8,4.4,4.5,3.5,4.0,4.4,4.6,5.3,6.9,8.1,8.0,8.3,8.0,8.2,6.8,6.1,5.9,4.6,3.9,2.8,1.8,1.1,1.5,4.9,8.3,12
,EL CAJON LES,3.0,2.4,3.4,3.7,1.6,2.1,3.4,2.9,2.8,3.4,3.5,4.0,6.4,7.4,7.7,6.7,6.8,6.7,5.3,4.5,3.4,2.4,1.4,1.4,4.0,7.7,14
,KEARNY MESA,2.6,2.9,3.3,4.2,5.2,5.7,4.2,3.7,5.6,5.0,6.4,8.1,9.0,10.1,9.2,8.8,8.7,7.2,4.8,3.7,2.8,1.9,2.0,2.1,5.3,10.1,13
,OTAY MESA DVN,2.9,2.1,4.8,6.6,6.3,4.6,3.2,6.3,5.3,4.4,M,M,M,M,11.7,9.3,8.9,7.4,5.7,4.2,3.4,4.1,1.7,1.8,5.2,11.7,14
,PENDLETON,4.5,4.7,5.4,5.1,4.4,4.9,5.7,3.9,3.9,5.9,7.4,8.4,8.3,8.2,8.2,5.9,4.5,3.8,4.1,4.2,2.6,2.7,6.0,4.9,5.3,8.4,11
16 AMBTEMP °F,ALPINE,48.2,48.2,48.5,48.8,49.1,48.7,49.3,50.6,52.6,53.9,55.8,58.3,59.8,60.5,59.6,57.9,56.3,54.8,53.0,51.7,51.1,50.7,51.2,51.0,52.9,60.5,13
,CARMEL MT RCH,53.5,53.5,53.8,54.0,53.9,53.5,53.8,55.7,59.0,60.6,61.7,63.7,63.9,67.1,65.3,64.0,61.7,58.8,57.3,55.9,55.4,55.0,53.9,53.3,57.8,67.1,13
,CHULA VISTA,57.5,57.4,57.3,56.4,55.9,55.9,56.3,58.0,60.7,63.1,63.7,65.0,65.4,64.0,64.3,63.6,61.8,60.7,59.6,59.2,58.7,57.8,56.8,55.2,59.8,65.4,12
,DOWNTOWN SES,57.1,57.2,56.8,56.3,55.6,55.9,56.3,58.0,60.3,62.3,63.2,64.4,64.4,64.8,64.5,63.9,62.0,60.4,59.6,59.0,58.3,57.8,57.4,56.3,59.7,64.8,13
,EL CAJON LES,54.5,55.0,55.4,55.6,55.4,54.5,53.9,56.7,60.0,63.0,64.2,65.2,65.6,67.3,67.2,66.8,64.2,61.5,59.9,58.5,58.3,57.9,55.8,54.4,59.6,67.3,13
,KEARNY MESA,54.2,55.1,55.7,56.0,56.0,55.8,55.7,57.7,60.5,62.2,62.9,63.9,64.1,63.9,63.6,63.1,61.3,59.1,57.3,56.2,55.3,54.6,53.7,53.1,58.4,64.1,12
,OTAY MESA DVN,55.1,55.1,55.1,54.8,53.8,53.6,53.9,55.0,57.1,59.6,72.1,150.0,M,M,62.7,62.0,60.3,57.9,56.5,56.0,55.8,55.4,54.9,54.2,61.4,150.0,11
,PENDLETON,55.4,55.3,55.2,54.7,54.8,55.5,55.2,56.9,59.8,60.9,61.6,62.3,63.1,63.5,63.2,62.1,61.6,60.6,60.0,59.9,59.6,58.6,55.5,54.9,58.8,63.5,13
,SAN YSIDRO,57.3,58.0,56.8,55.7,55.5,55.7,56.5,58.2,59.9,61.4,63.4,65.3,65.9,64.5,64.2,63.7,62.6,60.7,59.5,58.5,57.6,57.6,56.2,55.1,59.6,65.9,12
17 RELHUM %,ALPINE,95,92,89,89,90,96,94,89,75,71,66,60,57,60,65,73,77,81,86,91,94,96,94,92,82,96,05
,EL CAJON LES,88,86,83,81,84,93,91,84,76,68,62,61,62,59,59,58,65,73,77,81,83,84,90,92,77,93,05
,KEARNY MESA,99,98,96,94,95,96,97,91,83,75,73,72,72,73,72,72,77,85,90,92,94,95,97,98,87,99,00
18 PRES mmHg,EL CAJON LES,751,751,750,749,750,750,750,750,750,750,750,749,749,748,748,747,747,747,747,747,747,747,747,747,749,751,00
,KEARNY MESA,752,751,750,750,750,750,750,751,751,751,751,750,749,749,749,748,748,748,748,748,748,748,747,747,749,752,00
19 SOLAR W/M2,EL CAJON LES,-1,0,0,0,-1,-2,31,170,328,537,429,497,393,680,491,437,147,27,-1,-2,0,-2,-4,-3,173,680,13
,KEARNY MESA,1,1,1,1,1,1,35,191,384,474,441,580,510,642,504,387,189,44,1,0,0,0,0,0,183,642,13
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,3,11,20,29,27,30,26,38,28,22,7,1,0,0,0,0,0,0,10,38,13
25 NOY,EL CAJON LES,2.76,2.75,1.96,1.77,2.37,C,C,4.32,3.07,M,M,M,M,M,3.59,3.66,3.53,3.43,3.99,3.32,5.22,5.57,5.75,6.85,3.75,6.85,23
26 NOY-NO,EL CAJON LES,2.73,2.75,1.94,1.74,2.32,C,C,3.62,2.37,M,M,M,M,M,2.91,3.06,3.09,3.24,3.88,3.22,4.98,5.53,5.73,6.81,3.52,6.81,23
27 NO Trace,EL CAJON LES,.03,.00,.02,.02,.05,C,C,.69,.70,M,M,M,M,M,.67,.60,.43,.18,.10,.09,.23,.03,.02,.03,.22,.70,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.2,.1,.0,.0,.2,21
29 CO Tr PPB,EL CAJON LES,170.1,168.3,C,C,C,231.5,240.5,191.0,170.7,180.7,209.6,203.9,193.8,190.0,190.2,190.2,187.9,190.0,191.8,174.8,187.0,205.8,227.4,239.7,196.9,240.5,06
BCarbon ug/m3,10TH AVE MARINE TERM,<,1.35,.58,.51,1.92,<,<,1.21,<,.27,.13,<,<,<,.12,.15,<,.11,.23,.20,.31,.56,.33,1.20,.57,1.92,04
,BOSTON AVE,.22,.15,.12,.68,2.63,1.93,1.06,.81,.73,.21,.31,.25,.19,.23,.23,.21,.22,.35,.42,.48,.50,.43,.45,.74,.56,2.63,04
,CHICANO PARK,.21,.13,.14,.43,2.38,2.11,1.51,.81,.74,.14,.15,<,.30,.20,.24,.17,.16,.18,.29,.32,<,.45,.30,.50,.54,2.38,04
,DOWNTOWN SES,.26,<,<,.38,<,<,.86,.59,.42,.08,.10,.08,.12,.13,.10,.09,.09,.10,.18,.17,.23,.27,.25,<,.24,.86,06
,OCEANVIEW BLVD,<,<,.09,.52,2.42,1.96,<,.55,.53,.16,.19,<,<,<,<,.19,.20,<,.43,.27,<,2.06,1.45,<,.79,2.42,04
,SAN YSIDRO,.44,.54,.66,1.70,<,<,2.41,2.48,2.02,.60,.29,.21,<,<,.13,.15,<,<,.35,.36,.51,<,.53,.43,.81,2.48,07
PM10 STD,ALPINE,17.0,14.2,10.9,9.9,9.9,9.8,9.2,5.8,5.8,6.4,8.2,10.3,10.4,13.0,14.1,14.0,15.0,27.6,14.2,15.4,15.9,16.8,17.7,15.3,12.7,27.6,17
,CARMEL MT RCH,13.8,14.7,14.7,13.6,13.9,13.4,14.6,16.8,12.5,11.9,13.5,16.9,14.0,16.6,18.1,15.5,16.0,16.1,17.0,16.2,15.4,15.1,13.6,14.2,14.9,18.1,14
,CHULA VISTA,18.2,17.3,16.6,26.2,30.5,28.4,16.9,17.5,19.3,12.7,13.0,12.8,13.6,17.3,17.0,17.9,20.4,21.9,27.5,24.1,19.1,16.7,17.3,16.3,19.1,30.5,04
,DOWNTOWN SES,18.6,17.4,16.4,21.4,31.2,33.6,25.0,20.1,15.6,M,M,14.2,15.9,19.0,14.1,15.0,15.8,17.1,17.7,17.5,20.6,19.7,19.0,19.3,19.2,33.6,05
,EL CAJON LES,16.0,15.6,13.8,14.5,13.7,13.4,18.0,14.8,9.1,9.1,12.4,14.3,13.1,14.5,15.2,15.0,15.1,16.0,15.5,15.2,17.1,17.7,15.4,15.7,14.5,18.0,06
,KEARNY MESA,14.0,14.5,13.8,14.5,15.3,21.0,23.6,14.8,12.4,10.7,13.4,11.2,11.5,13.1,12.8,13.4,13.5,12.7,14.0,14.8,20.4,22.7,13.9,17.0,14.9,23.6,06
,OTAY MESA DVN,21.1,28.6,18.7,19.9,26.3,22.5,10.4,12.9,26.3,34.3,22.0,14.0,14.2,16.1,16.4,15.4,16.6,16.0,17.9,23.9,25.5,29.6,39.7,30.4,21.6,39.7,22
,PENDLETON,12.8,13.3,13.0,12.2,11.2,12.5,12.9,M,M,26.5,22.3,16.7,16.2,19.6,20.2,20.1,20.7,22.6,22.5,22.1,16.7,18.1,17.3,16.0,17.5,26.5,09
,SAN YSIDRO,21.9,25.5,21.7,24.0,23.0,22.9,28.2,30.5,27.9,15.0,10.5,11.6,15.9,14.4,14.5,15.5,16.5,18.7,22.6,20.6,27.3,25.9,24.8,22.3,20.9,30.5,07
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
