,EL CAJON LES,62,32,20,31,27,13,16,46,60,72,51,38,34,21,25,25,23,20,15,18,22,27,31,21,31,72,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,8,16,9,17,11,7,14,41,57,34,35,26,17,18,19,17,16,9,8,8,7,36,16,18,19,57,08
,OTAY MESA DVN,33,24,17,11,13,10,24,38,61,42,M,M,16,18,17,16,15,11,13,15,11,11,26,10,21,61,08
,PENDLETON,13,11,10,13,13,11,12,32,19,20,16,13,11,12,13,17,16,17,14,15,18,14,9,12,15,32,07
14 VWSP MPH,ALPINE,1.7,1.0,.4,.9,1.8,.8,1.5,1.8,2.6,3.3,3.4,4.2,4.6,6.0,5.7,5.4,4.7,3.0,1.2,.8,.7,.5,1.0,.5,2.4,6.0,13
,CHULA VISTA,.8,.5,.6,1.5,1.0,2.7,3.0,2.0,1.4,1.3,4.9,6.2,7.5,6.4,6.4,6.0,5.3,4.1,3.5,2.3,.9,.8,.1,.3,2.9,7.5,12
,DOWNTOWN SES,2.8,1.9,1.9,1.7,1.6,3.1,3.4,2.7,1.8,3.9,5.5,5.5,7.2,5.5,6.3,6.2,5.7,5.0,4.0,3.5,2.2,1.7,.8,1.2,3.5,7.2,12
,EL CAJON LES,1.1,1.0,1.5,1.5,1.2,3.0,3.0,1.5,.4,1.1,2.9,3.5,6.4,7.3,6.4,5.3,4.7,4.4,3.8,2.6,2.8,1.6,1.0,1.2,2.9,7.3,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.3,2.5,2.7,1.6,2.6,3.9,3.6,2.5,.9,3.6,5.1,7.0,9.2,8.7,8.4,7.6,7.3,6.6,5.7,4.3,3.2,1.1,1.2,1.0,4.4,9.2,12
,OTAY MESA DVN,1.5,1.2,2.0,1.5,2.2,3.3,2.8,2.2,1.5,3.1,M,M,10.0,8.3,8.1,8.1,7.9,7.2,4.6,2.6,2.4,2.1,1.3,2.2,3.9,10.0,12
,PENDLETON,3.7,4.3,4.6,2.8,3.2,4.1,3.2,1.3,4.0,4.9,6.3,7.0,8.6,6.3,5.8,5.3,4.4,4.0,3.5,2.4,1.7,2.0,4.0,2.9,4.2,8.6,12
15 SWSP MPH,ALPINE,2.1,1.4,.8,2.0,1.9,1.1,1.6,2.1,2.9,3.9,4.4,4.9,5.5,7.1,6.4,6.0,5.2,3.3,1.3,1.0,.8,.8,1.0,.9,2.9,7.1,13
,CHULA VISTA,1.0,.6,.6,1.5,1.2,2.8,3.1,2.4,2.0,2.3,5.4,6.7,8.1,7.1,7.1,6.4,5.6,4.4,3.6,2.5,1.0,.9,.1,.3,3.2,8.1,12
,DOWNTOWN SES,3.0,2.0,2.1,1.9,1.8,3.1,3.5,3.4,2.9,4.4,6.1,6.2,7.8,6.4,7.0,6.8,6.1,5.4,4.5,3.7,2.3,1.8,.8,1.2,3.9,7.8,12
,EL CAJON LES,1.5,1.2,1.7,1.8,1.5,3.1,3.1,1.9,1.7,2.5,4.0,4.6,7.5,7.9,7.2,5.8,5.1,4.7,3.9,2.8,3.0,1.8,1.1,1.3,3.4,7.9,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.4,2.6,2.7,2.1,2.7,4.0,3.9,3.1,3.6,4.2,6.2,7.8,9.6,9.1,8.8,7.9,7.5,6.7,5.7,4.4,3.2,1.3,1.2,1.1,4.7,9.6,12
,OTAY MESA DVN,2.1,1.7,2.1,1.8,2.7,3.3,2.9,2.5,2.2,4.1,M,M,10.4,8.8,8.5,8.4,8.1,7.4,4.8,2.8,2.4,2.1,1.6,2.3,4.2,10.4,12
,PENDLETON,3.8,4.5,4.7,2.9,3.4,4.2,3.3,2.4,4.2,5.2,6.5,7.2,8.8,6.5,6.0,5.6,4.6,4.2,3.6,2.5,1.8,2.4,4.1,2.9,4.4,8.8,12
16 AMBTEMP °F,ALPINE,56.0,54.4,52.9,51.8,53.2,52.7,55.5,62.2,67.5,72.1,75.6,78.5,80.9,80.6,79.1,76.7,73.6,69.4,65.3,63.2,61.5,60.3,59.7,59.9,65.1,80.9,12
,CARMEL MT RCH,61.9,61.4,59.7,58.9,58.7,58.0,60.7,64.4,66.8,71.9,M,76.8,76.7,76.8,76.0,75.0,73.0,70.0,67.0,65.7,65.3,65.2,64.6,63.2,66.9,76.8,11
,CHULA VISTA,63.7,62.1,60.8,59.7,59.3,59.0,60.8,64.5,67.4,70.9,73.0,72.9,72.1,72.1,72.1,71.7,70.7,69.3,67.9,67.4,67.3,66.7,65.9,64.9,66.8,73.0,10
,DOWNTOWN SES,64.0,63.0,62.3,61.3,60.6,60.1,62.3,65.1,68.0,70.4,71.9,72.7,72.1,72.5,72.1,71.7,71.2,69.1,68.2,67.8,67.4,67.1,66.9,66.6,67.3,72.7,11
,EL CAJON LES,62.1,60.9,59.1,57.9,57.4,56.3,58.8,63.6,67.6,73.1,76.7,80.0,81.0,80.0,79.3,78.8,77.3,74.2,70.8,68.9,67.4,66.3,64.9,63.9,68.6,81.0,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,63.4,60.6,59.5,58.9,57.8,58.0,61.4,65.7,68.8,72.2,75.5,76.4,M,75.1,75.0,73.9,72.5,69.6,66.8,65.9,65.6,65.4,63.7,63.8,66.8,76.4,11
,OTAY MESA DVN,63.3,61.7,60.4,59.6,58.8,58.9,60.6,64.5,68.2,72.4,M,M,75.7,75.2,74.3,73.8,72.2,68.9,66.7,65.5,64.9,64.6,64.3,63.6,66.3,75.7,12
,PENDLETON,63.4,62.7,62.4,62.1,60.2,59.9,61.9,66.0,68.8,70.4,71.1,71.8,72.7,72.9,73.0,72.8,72.2,70.7,69.9,69.6,69.6,68.2,66.0,65.3,67.7,73.0,14
17 RELHUM %,ALPINE,91,94,93,80,63,60,41,26,25,23,28,25,23,33,39,44,51,61,70,79,84,84,82,82,58,94,01
,EL CAJON LES,78,80,84,86,83,79,71,68,58,47,36,33,38,43,44,44,50,56,65,73,78,82,85,84,64,86,03
,KEARNY MESA,76,81,83,84,84,85,83,75,66,54,47,51,M,56,57,61,65,73,82,86,87,87,88,89,74,89,23
18 PRES mmHg,EL CAJON LES,746,746,746,746,746,746,746,747,747,746,746,746,745,745,745,745,745,745,745,746,746,746,746,746,746,747,07
,KEARNY MESA,744,744,743,743,744,744,744,744,745,744,744,744,743,743,743,743,743,743,743,743,744,744,744,744,744,745,08
19 SOLAR W/M2,EL CAJON LES,-2,-1,0,0,1,8,135,365,590,764,888,932,900,793,637,440,203,34,-1,-1,0,0,0,0,279,932,11
,KEARNY MESA,-1,-1,-1,-1,-1,10,153,384,602,782,897,941,925,828,681,481,254,50,-1,-1,-1,-1,-1,-1,291,941,11
25 NOY,EL CAJON LES,3.96,4.35,4.87,4.91,6.10,C,C,5.60,5.68,5.73,7.29,6.26,10.21,9.71,8.07,7.55,5.97,5.92,5.42,6.56,8.28,6.99,7.78,8.58,6.62,10.21,12
26 NOY-NO,EL CAJON LES,3.94,4.36,4.87,4.90,5.67,C,C,4.01,3.88,4.13,5.47,5.42,8.74,8.26,7.28,6.56,5.46,5.42,5.35,6.40,7.86,6.79,7.76,8.59,5.96,8.74,12
27 NO Trace,EL CAJON LES,.01,-.01,.00,.00,.43,C,C,1.58,1.79,1.60,1.81,.84,1.46,1.45,.78,.98,.51,.49,.06,.16,.42,.19,.02,.00,.66,1.81,10
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,M,M,.1,.3,.3,.4,.2,.2,.1,.0,.0,.0,.0,.0,.0,.0,.4,14
29 CO Tr PPB,EL CAJON LES,168.9,171.3,C,C,C,163.1,182.8,187.4,187.3,M,C,241.6,301.1,310.8,296.7,256.4,245.7,204.0,215.5,235.5,245.9,210.7,227.1,248.6,226.3,310.8,13
BCarbon ng/m3,DOWNTOWN SES,270.2,394.0,557.2,676.1,1054.8,1420.5,1336.0,1258.7,1514.8,1889.5,1617.0,1050.6,790.8,740.4,354.9,270.6,317.2,389.7,462.4,704.5,691.4,498.2,485.9,752.5,812.4,1889.5,09
