Current Date:,9/11/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
9/10/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.024,.019,C,C,.019,.025,.024,.026,.030,M,M,M,M,M,M,M,.043,.038,.032,.028,.024,.024,.027,.025,.027,.043,16
,CHULA VISTA,.032,.032,C,C,.034,.034,.033,.033,.035,.039,<,.036,.036,.034,.033,.033,.032,.032,.031,.030,.032,.030,.025,.027,.032,.039,09
,DOWNTOWN SES,.033,.033,C,C,.036,.036,.035,.036,.037,.040,.036,.036,.035,.033,.033,.031,.031,.032,.031,.033,.036,.034,.037,.030,.034,.040,09
,EL CAJON LES,.024,.024,C,C,C,.025,.026,.025,.032,.039,.047,.048,.047,.044,.040,.037,.035,.030,.029,.029,.027,.029,.031,.027,.033,.048,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.031,.029,C,C,.028,.030,.033,.033,.034,.038,.043,M,M,M,.036,.034,,.030,.029,.029,.028,.026,.018,.021,.030,.043,10
,OTAY MESA DVN,.025,.023,C,C,.027,.027,.026,.028,M,.039,.044,.043,.042,.044,.039,.033,.030,.029,.028,.026,.020,.020,.024,.031,.030,.044,10
,PENDLETON,.033,.033,C,C,.029,.026,.026,.030,.033,.032,.038,.043,.036,.031,.030,.028,.034,.032,.032,.032,.027,.019,.020,.019,.030,.043,11
02 NOX PPM,ALPINE,.003,.004,.001,.096,.005,.004,.005,.005,.004,M,M,M,M,M,M,M,M,.002,.002,.003,.004,.003,.002,.003,.009,.096,03
,CARMEL MT RCH,.003,.004,C,C,.008,.018,.040,.025,.025,.028,.021,.028,.028,.030,.018,.020,.020,.018,.026,.027,.020,.018,.003,.004,.020,.040,06
,CHULA VISTA,.001,.001,C,C,.002,.004,.005,.007,.007,.005,<,.001,.001,.002,.001,.001,.001,.001,.002,.003,.002,.003,.007,.006,.003,.007,07
,DOWNTOWN SES,.003,.002,C,C,.003,.004,.007,.007,.006,.004,.003,.002,.002,.003,.003,.002,.002,.002,.003,.002,.003,.005,.002,.005,.003,.007,06
,EL CAJON LES,.006,.005,C,C,C,.004,.005,.005,.004,.005,.006,.003,.006,.002,.003,.003,.003,.003,.003,.003,.004,.003,.002,.004,.004,.006,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.004,C,C,.005,.005,.004,.006,.007,.007,.005,M,M,M,.003,.003,,.003,.004,.004,.005,.006,.009,.005,.005,.009,22
,OTAY MESA DVN,.005,.006,C,C,.007,.010,.013,.014,M,.010,.008,.006,.006,.010,.009,.007,.009,.004,.003,.004,.009,.010,.008,.004,.008,.014,07
,PENDLETON,.002,.002,C,C,.004,.006,.006,.004,.004,.014,.011,M,.009,.016,.015,.010,.000,.000,.001,.000,.005,.011,.008,.005,.006,.016,13
03 NO2 PPM,ALPINE,.003,.004,.000,.017,.005,.004,.004,.004,.003,M,M,M,M,M,M,M,M,.002,.002,.003,.004,.003,.002,.003,.004,.017,03
,CARMEL MT RCH,.003,.004,C,C,.006,.011,.019,.014,.014,.015,.013,.016,.016,.016,.009,.010,.010,.009,.015,.016,.012,.012,.003,.004,.011,.019,06
,CHULA VISTA,.002,.001,C,C,.002,.004,.005,.006,.006,.004,<,.001,.001,.001,.001,.001,.001,.001,.002,.003,.003,.004,.007,.006,.003,.007,22
,DOWNTOWN SES,.003,.002,C,C,.003,.004,.006,.006,.005,.003,.002,.002,.001,.002,.002,.002,.001,.002,.002,.002,.003,.005,.002,.004,.003,.006,06
,EL CAJON LES,.006,.005,C,C,C,.004,.004,.004,.003,.004,.005,.002,.005,.002,.002,.002,.002,.002,.002,.003,.004,.003,.002,.004,.003,.006,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.004,C,C,.005,.005,.004,.005,.006,.005,.004,M,M,M,.002,.003,,.003,.004,.004,.005,.007,.009,.005,.005,.009,22
