11 PM2.5 µg/M3,ALPINE,7.0,7.3,12.3,9.3,9.9,7.6,8.3,9.5,8.7,4.7,5.1,7.1,7.0,6.5,8.3,4.4,3.0,2.9,2.8,5.0,3.9,5.4,4.5,3.4,6.4,12.3,02
,DOWNTOWN SES,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.3,8.2,9.4,7.6,7.3,7.6,12.5,10.1,11.2,9.7,9.2,12.5,20
,EL CAJON LES,10.0,12.4,10.0,13.9,11.3,9.4,11.9,20.1,11.8,14.8,10.5,13.4,13.1,8.4,7.9,6.6,9.5,8.7,5.9,5.6,6.7,8.8,14.7,11.6,10.7,20.1,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,13.8,11.6,9.2,7.3,24.8,24.9,18.2,28.4,24.1,17.9,13.1,14.7,11.0,15.0,14.7,11.9,8.2,4.8,5.9,5.8,4.9,4.1,12.9,17.8,13.5,28.4,07
,PENDLETON,6.4,12.9,10.7,8.6,9.7,9.6,10.9,16.3,17.9,13.1,13.3,9.6,10.2,9.1,7.5,9.6,8.0,8.5,11.1,8.4,10.6,9.9,9.5,10.9,10.5,17.9,08
12 VWDR °,ALPINE,55,7,2,337,83,69,170,204,259,264,293,274,284,284,267,284,283,290,344,72,94,84,40,88,185,344,18
,CHULA VISTA,246,345,266,46,103,4,341,336,271,264,253,259,260,259,253,255,264,255,249,239,205,185,132,143,226,345,01
,DOWNTOWN SES,209,102,201,157,96,79,183,183,214,255,271,281,271,272,266,283,278,304,307,316,332,327,14,89,220,332,20
,EL CAJON LES,107,200,168,132,97,126,353,291,282,278,238,258,M,256,248,254,264,265,265,244,91,93,109,101,205,353,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,59,5,334,75,80,86,305,336,306,242,274,272,276,276,285,302,289,294,280,297,303,300,19,26,222,336,07
,OTAY MESA DVN,4,359,342,9,144,129,4,320,308,293,300,298,299,301,295,288,295,302,306,337,53,231,33,90,223,359,01
,PENDLETON,156,56,42,37,29,25,18,253,246,250,252,252,250,263,268,267,272,286,288,280,322,341,1,38,187,341,21
13 SIGTHETA °,ALPINE,16,28,41,27,14,23,45,28,29,32,27,31,28,29,27,26,26,27,25,15,14,16,22,13,25,45,06
,CHULA VISTA,34,41,49,34,23,30,22,55,50,23,23,20,20,20,23,21,21,20,17,21,21,18,14,16,27,55,07
,DOWNTOWN SES,24,24,66,36,12,21,33,59,24,22,25,24,21,22,24,23,17,24,23,18,18,26,36,20,27,66,02
,EL CAJON LES,34,40,42,37,26,38,58,61,58,38,29,30,M,24,24,20,19,19,15,32,39,52,21,21,34,61,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,22,15,25,21,38,21,17,52,45,34,23,17,17,19,16,14,12,11,6,6,9,39,24,13,22,52,07
,OTAY MESA DVN,35,31,18,16,20,22,39,58,33,14,12,15,13,13,15,14,12,11,11,13,27,30,21,14,21,58,07
,PENDLETON,22,30,15,14,11,12,30,16,13,14,14,15,14,13,13,13,14,18,18,15,16,31,20,20,17,31,21
14 VWSP MPH,ALPINE,1.6,.5,.9,.8,1.9,.6,.2,1.1,3.2,3.7,5.2,5.0,5.3,5.8,6.0,6.1,5.7,3.6,1.7,.3,1.3,.8,.6,1.8,2.7,6.1,15
,CHULA VISTA,.5,.7,.4,.4,.9,.4,1.2,.3,1.8,4.6,5.6,6.1,6.2,6.4,5.6,6.4,5.6,4.4,3.1,2.1,1.3,1.2,1.9,.8,2.8,6.4,13
,DOWNTOWN SES,.9,.5,.1,.4,1.2,1.0,.5,.8,3.9,4.6,6.1,6.1,6.7,6.6,6.2,6.5,7.8,4.6,3.5,3.3,2.7,1.5,.6,1.1,3.2,7.8,16
,EL CAJON LES,1.1,.3,.4,.9,1.6,.9,.2,.6,1.3,3.5,4.3,5.2,M,7.0,6.2,7.4,6.8,4.9,3.9,1.6,1.2,.7,1.1,1.5,2.7,7.4,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.0,2.0,1.7,.6,1.7,.8,2.5,1.3,2.5,4.3,7.6,8.1,9.2,9.0,9.5,9.5,9.4,6.7,5.0,4.4,3.9,1.7,.6,1.0,4.3,9.5,14
,OTAY MESA DVN,1.8,2.2,1.8,2.3,1.3,3.5,.6,1.2,2.7,6.7,8.4,9.8,10.1,10.2,8.8,10.2,9.0,7.6,5.1,3.3,.8,.5,1.1,2.0,4.6,10.2,13
,PENDLETON,2.3,1.3,2.7,2.5,2.3,3.1,2.2,2.1,4.1,5.0,5.4,5.7,6.1,5.6,4.7,4.9,4.4,4.5,4.1,3.0,3.1,1.1,.8,2.0,3.5,6.1,12
15 SWSP MPH,ALPINE,1.7,.6,1.1,1.0,2.0,.7,.4,1.6,3.7,4.4,5.8,5.8,6.0,6.5,6.7,6.6,6.3,3.9,1.8,1.2,1.4,1.0,.9,1.9,3.0,6.7,14
,CHULA VISTA,.6,1.0,.5,.5,.9,.8,1.3,1.1,2.3,5.0,6.0,6.5,6.5,6.8,6.0,6.8,6.0,4.7,3.3,2.3,1.4,1.3,2.0,.8,3.1,6.8,13
,DOWNTOWN SES,1.0,.7,.2,.5,1.2,1.1,.8,1.5,4.2,5.4,6.6,6.7,7.2,7.2,6.8,7.1,8.1,5.0,3.8,3.6,2.9,1.7,.8,1.3,3.6,8.1,16
,EL CAJON LES,1.3,.5,.7,1.1,1.7,1.1,.4,1.2,1.9,4.1,4.9,6.0,M,7.6,6.8,8.0,7.2,5.1,4.0,2.1,1.5,.8,1.2,1.5,3.1,8.0,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.7,2.1,1.9,1.2,1.7,1.1,2.7,2.0,3.3,5.2,8.3,8.5,9.6,9.6,9.9,9.8,9.6,6.9,5.0,4.5,3.9,2.2,1.1,1.3,4.7,9.9,14
,OTAY MESA DVN,2.0,2.4,2.0,2.6,1.4,3.7,1.0,1.6,3.1,6.9,8.5,10.1,10.4,10.4,9.1,10.5,9.2,7.8,5.2,3.8,1.6,.8,1.3,2.9,4.9,10.5,15
,PENDLETON,2.6,2.0,2.9,2.6,2.4,3.3,2.3,2.2,4.2,5.1,5.6,5.9,6.3,5.7,4.8,5.0,4.6,4.7,4.4,3.1,3.3,1.2,.9,2.1,3.6,6.3,12
16 AMBTEMP °F,ALPINE,73.9,73.8,74.2,73.1,72.8,73.9,77.1,81.9,85.0,88.9,91.0,93.5,94.5,94.9,94.1,93.1,89.4,85.0,79.5,76.3,75.0,75.0,74.4,74.1,81.9,94.9,13
,CARMEL MT RCH,70.5,70.2,70.2,70.3,69.6,70.0,73.6,77.5,82.2,85.8,87.3,89.7,90.1,89.8,89.9,88.5,85.9,81.8,79.0,75.8,75.5,75.1,73.1,71.6,78.9,90.1,12
,CHULA VISTA,70.7,70.7,70.6,70.3,70.2,69.9,71.2,74.7,78.9,80.3,81.0,81.5,81.9,82.1,82.4,81.2,79.7,77.5,76.1,75.2,74.1,73.4,72.3,71.9,75.7,82.4,14
,DOWNTOWN SES,71.2,71.2,71.3,71.2,70.8,70.7,72.4,75.5,78.1,80.2,81.6,81.7,81.9,82.1,83.3,82.8,79.7,78.5,77.2,75.8,75.0,75.0,74.9,74.0,76.5,83.3,14
,EL CAJON LES,71.5,71.4,70.9,70.3,69.7,69.7,73.1,77.8,82.9,88.4,91.4,93.2,93.8,94.4,94.4,94.1,92.4,88.4,83.8,81.0,78.2,76.5,74.6,72.8,81.4,94.4,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,70.6,69.3,69.4,68.8,68.6,69.5,72.4,77.2,82.2,86.5,88.9,89.2,89.9,89.5,89.8,87.4,83.6,79.8,76.7,74.4,73.4,72.6,71.4,70.8,78.0,89.9,12
,OTAY MESA DVN,71.0,71.0,69.7,69.5,70.5,71.1,73.4,77.7,82.6,85.9,86.2,86.9,87.3,86.8,87.5,86.5,82.8,78.7,75.3,73.7,73.2,72.5,72.7,72.1,77.7,87.5,14
,PENDLETON,73.4,72.5,70.9,69.8,69.2,69.7,71.6,74.3,75.7,77.3,78.8,79.7,80.0,80.1,79.9,79.6,79.0,77.8,76.8,76.5,75.7,75.1,74.8,73.2,75.5,80.1,13
17 RELHUM %,ALPINE,64,65,63,65,65,57,51,44,39,34,32,28,31,26,25,24,26,29,35,41,44,42,44,43,42,65,01
,EL CAJON LES,77,78,79,80,82,82,75,65,54,43,34,36,32,30,29,28,23,29,36,43,58,65,70,76,54,82,04
,KEARNY MESA,85,86,86,87,88,88,85,73,60,52,47,39,36,38,33,32,42,52,57,66,74,77,79,72,64,88,04
18 PRES mmHg,EL CAJON LES,749,749,749,749,749,749,749,750,750,750,749,749,749,749,748,748,748,748,748,749,749,749,749,749,749,750,07
,KEARNY MESA,747,747,747,746,747,747,747,748,748,748,747,747,747,747,746,746,746,746,746,746,747,747,746,746,747,748,07
19 SOLAR W/M2,EL CAJON LES,1,1,1,1,1,18,157,375,586,769,889,903,939,816,712,511,285,72,-1,-2,-1,0,0,0,293,939,12
,KEARNY MESA,0,0,0,0,0,18,175,404,616,788,911,943,951,863,742,559,335,109,2,0,0,0,0,0,309,951,12
25 NOY,EL CAJON LES,7.81,8.83,9.23,9.63,9.51,C,C,32.06,20.58,15.80,8.25,9.92,M,10.85,8.40,8.40,6.43,6.40,8.31,10.10,12.43,13.61,14.75,15.34,11.74,32.06,07
26 NOY-NO,EL CAJON LES,7.80,8.81,9.17,9.40,9.22,C,C,18.21,15.06,12.70,7.13,8.75,M,10.15,7.43,7.19,5.59,5.95,8.10,9.81,12.40,13.61,14.68,15.32,10.30,18.21,07
27 NO Trace,EL CAJON LES,.01,.02,.05,.23,.28,C,C,13.85,5.52,3.09,1.12,1.17,M,.69,.97,1.21,.83,.45,.21,.29,.03,.00,.06,.01,1.43,13.85,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.2,.1,.1,.1,.2,.1,.1,.1,.1,.1,.0,.1,.1,.1,.1,.1,.1,.0,.2,07
29 CO Tr PPB,EL CAJON LES,207.8,215.8,C,C,C,246.9,395.0,519.6,368.4,358.9,241.3,299.5,215.6,206.5,204.7,204.3,154.2,178.2,222.8,259.5,309.4,322.6,366.5,306.5,276.3,519.6,07
BCarbon ng/m3,DOWNTOWN SES,439.9,215.9,348.4,335.1,458.4,1041.7,1052.0,1262.6,2186.2,1383.7,814.4,746.8,863.1,656.6,503.6,471.9,523.3,618.1,420.5,782.1,839.6,959.2,998.5,1023.9,789.4,2186.2,08
