,DOWNTOWN SES,24,25,24,25,24,25,24,24,24,24,23,22,22,23,23,23,23,23,23,24,24,24,24,24,24,25,01
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,00
,OTAY MESA DVN,27,27,27,27,28,27,27,27,27,26,26,25,25,24,24,24,24,23,24,25,26,26,26,26,26,28,04
,PENDLETON,26,26,26,26,26,26,26,26,25,25,24,24,24,25,25,25,25,25,25,25,25,26,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,4.9,1.1,.2,1.1,4.6,3.3,3.3,6.9,2.5,-1.6,-1.1,-1.8,-1.3,-1.3,-.1,5.0,6.1,6.1,9.5,9.1,9.3,7.6,6.0,3.5,3.4,9.5,18
,DOWNTOWN SES,7.2,7.5,7.5,8.6,10.8,12.7,13.3,12.3,8.3,9.0,15.3,12.4,12.1,12.2,12.8,12.4,11.1,7.5,11.0,9.9,10.6,9.5,14.8,10.4,10.8,15.3,10
,EL CAJON LES,9.4,8.8,5.4,6.2,11.6,12.8,9.0,10.4,9.5,10.0,8.9,11.3,11.6,9.0,8.3,5.9,13.2,9.8,11.4,12.6,13.8,12.1,11.3,14.6,10.2,14.6,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,14.7,21.9,14.9,13.0,15.8,28.5,42.2,25.0,15.0,9.4,7.3,13.3,11.0,11.4,10.7,10.2,17.6,9.8,9.8,10.9,9.3,7.2,20.1,29.0,15.7,42.2,06
,PENDLETON,7.2,11.8,9.3,9.9,8.7,9.1,10.3,10.9,10.7,11.0,12.2,15.7,23.4,20.2,11.0,12.3,12.4,11.6,10.6,8.4,8.0,9.1,10.1,11.2,11.4,23.4,12
12 VWDR °,ALPINE,16,74,338,355,22,111,99,298,294,259,22,60,52,92,50,306,288,260,96,21,39,51,82,72,140,355,03
,CHULA VISTA,89,57,46,43,43,53,60,8,351,289,260,277,280,273,279,280,247,243,248,238,149,121,115,323,182,351,08
,DOWNTOWN SES,40,359,4,358,9,99,34,355,341,292,282,269,283,277,300,292,285,271,281,319,58,125,132,213,220,359,01
,EL CAJON LES,81,122,131,105,113,130,53,8,286,272,246,251,244,243,250,263,303,270,211,183,176,114,103,100,177,303,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,38,36,16,21,15,57,22,329,332,321,318,314,307,305,293,312,324,282,289,289,119,145,148,90,197,332,08
,OTAY MESA DVN,67,38,35,29,24,146,130,345,327,314,306,294,312,300,291,299,286,318,318,340,274,93,133,87,213,345,07
,PENDLETON,55,46,69,31,58,53,63,92,250,278,294,298,296,291,285,277,280,274,184,167,161,79,77,52,167,298,11
13 SIGTHETA °,ALPINE,34,55,50,15,34,16,36,36,27,35,60,53,40,37,38,35,26,35,21,20,22,55,16,26,34,60,10
,CHULA VISTA,25,34,25,28,16,23,31,24,33,32,24,21,20,19,20,22,19,20,19,39,23,15,54,55,27,55,23
,DOWNTOWN SES,17,27,17,28,20,42,60,27,29,32,25,17,21,20,24,25,27,22,23,32,26,22,28,31,27,60,06
,EL CAJON LES,31,47,55,65,54,52,58,61,51,76,52,27,26,21,21,25,22,28,20,23,25,18,48,47,40,76,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,11,11,14,12,8,17,24,15,18,20,16,15,14,14,15,14,15,13,8,37,20,18,19,15,16,37,19
,OTAY MESA DVN,16,32,15,13,29,15,28,15,15,19,18,13,14,12,14,14,14,18,17,24,15,40,14,27,19,40,21
,PENDLETON,13,16,12,11,12,11,12,35,18,18,18,19,18,19,18,16,17,15,27,17,31,14,13,18,17,35,07
14 VWSP MPH,ALPINE,1.3,.6,.8,2.5,1.7,2.1,1.6,1.8,2.9,3.3,2.2,3.9,5.0,6.4,5.1,4.3,4.5,1.8,1.6,1.3,1.1,.9,1.7,1.2,2.5,6.4,13
,CHULA VISTA,.6,.9,1.2,1.1,2.9,2.5,1.0,2.1,2.8,2.8,5.5,6.3,7.4,7.1,7.9,6.6,6.2,4.1,3.2,2.0,1.6,3.0,1.8,.4,3.4,7.9,14
,DOWNTOWN SES,1.7,.9,2.0,1.3,2.4,.7,.5,3.1,3.3,3.6,7.4,7.5,7.0,7.9,7.3,6.1,4.3,4.1,3.5,2.5,1.7,3.2,1.2,1.0,3.5,7.9,13
,EL CAJON LES,.5,.7,.6,1.5,.8,.4,.3,.5,.8,.9,2.5,5.6,6.6,7.5,6.8,5.7,5.8,2.0,2.8,2.5,2.4,3.0,1.0,1.0,2.6,7.5,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.5,2.0,3.6,3.7,3.7,2.3,1.6,6.1,6.0,6.5,9.8,11.2,11.4,11.1,11.3,11.7,9.1,5.2,4.8,3.1,3.4,2.7,1.7,1.9,5.7,11.7,15
,OTAY MESA DVN,1.8,1.9,2.9,2.3,3.0,3.5,2.4,4.5,6.4,6.3,8.7,10.1,10.0,10.9,10.3,8.2,8.2,5.1,4.3,2.4,1.6,1.6,5.0,1.6,5.1,10.9,13
,PENDLETON,3.4,3.7,4.7,5.2,4.4,4.2,3.9,3.1,3.1,3.7,5.8,8.1,8.0,7.1,6.0,5.4,5.8,4.2,1.7,3.3,.8,2.5,2.9,2.6,4.3,8.1,11
15 SWSP MPH,ALPINE,1.6,1.2,1.5,2.6,2.5,2.2,2.1,2.0,3.2,4.1,4.9,5.7,6.1,7.5,6.1,5.2,4.9,2.3,1.9,1.6,1.6,1.3,1.8,1.6,3.1,7.5,13
,CHULA VISTA,.8,1.0,1.3,1.2,3.0,2.8,1.8,2.3,3.2,3.4,6.0,6.8,7.8,7.6,8.4,7.0,6.6,4.3,3.4,2.3,1.7,3.2,2.6,1.3,3.7,8.4,14
,DOWNTOWN SES,1.9,1.0,2.1,1.5,2.6,1.0,1.3,3.5,3.8,4.1,8.0,7.8,7.6,8.3,8.0,6.7,4.8,4.4,3.8,2.8,2.9,3.4,1.4,1.3,3.9,8.3,13
,EL CAJON LES,.6,.9,.9,1.6,1.0,.6,.6,1.2,2.0,1.9,3.4,6.3,7.2,8.0,7.3,6.2,6.3,2.3,3.0,2.7,2.7,3.1,1.8,1.3,3.0,8.0,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.7,2.1,3.9,3.8,3.8,2.7,2.4,6.3,6.4,6.9,10.2,11.6,11.9,11.5,11.7,12.1,9.4,5.3,4.8,3.5,3.7,2.9,2.2,2.0,6.0,12.1,15
,OTAY MESA DVN,2.3,2.1,3.1,2.7,3.5,3.6,3.7,4.7,6.7,6.7,9.1,10.4,10.6,11.2,10.6,8.5,8.5,5.5,4.5,3.0,1.7,2.2,5.2,2.0,5.5,11.2,13
,PENDLETON,3.5,3.9,4.8,5.3,4.7,4.3,4.1,3.5,3.3,3.9,6.2,8.5,8.4,7.5,6.3,5.6,6.2,4.5,2.2,3.5,1.7,2.6,3.0,2.8,4.6,8.5,11
16 AMBTEMP °F,ALPINE,64.2,64.0,64.4,64.1,62.6,63.8,68.2,72.5,76.8,81.6,88.7,91.9,92.8,92.8,92.7,88.8,83.1,76.5,73.5,72.7,71.7,71.9,72.7,73.6,76.1,92.8,12
,CARMEL MT RCH,60.1,59.7,59.3,59.5,59.6,59.3,60.7,65.6,70.4,74.8,78.8,82.3,83.1,83.5,82.2,78.7,78.4,76.8,73.2,70.5,69.8,69.6,69.3,67.3,70.5,83.5,13
,CHULA VISTA,62.0,61.5,61.0,60.7,60.0,60.5,61.8,65.6,70.1,75.6,76.9,79.2,79.7,80.5,79.6,79.1,75.6,71.9,70.3,69.6,69.3,69.3,69.5,68.2,69.9,80.5,13
,DOWNTOWN SES,63.6,62.9,62.8,62.5,62.3,61.7,63.0,67.0,71.0,75.2,75.6,77.0,78.9,78.3,77.0,77.7,75.9,72.6,70.9,70.6,70.2,69.8,69.5,69.1,70.2,78.9,12
,EL CAJON LES,60.7,59.6,58.6,57.6,57.0,56.9,59.5,65.0,70.2,77.4,83.6,86.7,89.5,89.9,90.0,88.0,84.0,81.3,77.2,72.9,70.3,69.4,69.3,68.7,72.6,90.0,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,60.7,60.3,58.7,59.2,59.6,59.5,61.6,65.7,70.9,75.4,78.6,81.4,81.9,82.0,80.0,79.7,77.9,75.2,71.2,69.2,68.7,68.9,68.9,67.6,70.1,82.0,13
,OTAY MESA DVN,62.2,62.3,61.5,61.2,60.7,60.1,62.5,66.1,72.4,79.2,82.9,82.6,84.4,85.3,82.8,81.0,79.2,73.6,71.0,68.7,67.4,68.2,70.1,69.4,71.5,85.3,13
,PENDLETON,62.6,61.1,60.4,59.8,59.7,59.5,61.2,65.3,68.5,69.7,71.5,73.0,74.0,74.7,74.7,73.7,72.6,70.7,70.3,70.0,69.6,68.6,68.2,68.2,67.8,74.7,13
17 RELHUM %,ALPINE,45,35,35,29,41,27,25,21,17,21,20,16,16,17,17,25,32,42,45,47,49,48,42,39,31,49,20
,EL CAJON LES,83,85,84,84,80,76,66,57,49,33,33,36,29,29,28,34,36,36,50,70,80,83,81,71,58,85,01
,KEARNY MESA,90,89,91,92,92,90,88,86,72,59,54,47,45,45,53,49,51,63,78,87,87,86,86,88,74,92,03
18 PRES mmHg,EL CAJON LES,747,747,747,746,747,747,747,747,747,747,746,745,744,744,743,743,744,744,744,745,745,745,744,744,745,747,00
,KEARNY MESA,745,745,744,744,744,744,745,745,745,745,744,743,743,742,741,741,742,742,742,742,742,742,742,742,743,745,00
19 SOLAR W/M2,EL CAJON LES,0,0,0,0,0,6,94,334,546,716,842,892,851,750,599,402,175,24,-2,-1,-1,0,0,1,260,892,11
,KEARNY MESA,-1,-1,-1,-1,-1,7,129,351,572,755,865,928,901,802,646,450,225,38,0,0,-1,-1,-1,-1,278,928,11
25 NOY,EL CAJON LES,5.73,6.21,6.15,6.57,7.95,C,C,29.01,23.43,14.69,11.52,7.43,6.41,7.46,6.79,8.68,7.76,6.58,11.42,11.08,9.37,9.06,9.35,7.82,10.02,29.01,07
26 NOY-NO,EL CAJON LES,5.74,6.19,6.08,6.51,7.71,C,C,17.31,15.29,11.24,9.51,6.56,5.16,6.53,5.86,7.63,7.18,6.33,11.15,10.94,9.27,8.97,9.29,7.82,8.55,17.31,07
27 NO Trace,EL CAJON LES,-.01,.01,.06,.05,.24,C,C,11.69,8.13,3.45,2.01,.86,1.24,.93,.92,1.04,.57,.25,.27,.14,.10,.08,.05,.00,1.45,11.69,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.1,.2,.1,.1,.1,.1,.1,.1,.1,.2,.1,.1,.1,.1,.1,.1,.1,.0,.2,08
29 CO Tr PPB,EL CAJON LES,195.1,198.6,C,C,C,296.0,340.2,518.6,420.2,319.7,302.2,242.7,216.7,233.7,234.0,253.3,258.5,220.0,290.0,271.2,253.0,246.2,256.6,303.2,279.5,518.6,07
BCarbon ng/m3,DOWNTOWN SES,643.9,605.0,641.6,617.4,751.7,847.2,1438.5,1076.1,931.9,801.1,768.8,718.7,747.1,644.8,789.0,882.2,622.3,535.0,632.7,710.7,483.7,525.2,425.0,479.1,721.6,1438.5,06
