,KEARNY MESA,.008,.026,C,C,.028,.046,.043,.020,.022,.022,.010,.005,.005,.005,.004,.006,.006,.005,.005,.007,.010,.011,.011,.014,.015,.046,05
,OTAY MESA DVN,.026,.028,C,C,.059,.049,.052,.062,M,M,M,M,.006,.007,.006,.005,.004,.006,.006,.007,.008,.012,.014,.008,.020,.062,07
,PENDLETON,.012,.007,C,C,.022,.021,.020,.024,.007,.006,.003,.001,.001,.005,.001,.000,.001,.002,.000,.000,.001,.002,.005,.001,.006,.024,07
03 NO2 PPM,ALPINE,.007,.006,C,C,.006,.007,.010,.007,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.007,.010,06
,CARMEL MT RCH,.014,.019,C,C,.020,.018,.021,.017,.016,.028,.025,.022,.019,.020,.015,.011,.015,.013,.012,.013,.012,.011,.012,.015,.017,.028,09
,CHULA VISTA,.004,.006,C,C,.011,.013,.013,.014,.009,.003,.002,.002,.003,.002,.002,.002,.002,.002,.002,.002,.005,.008,.003,.002,.005,.014,07
,DOWNTOWN SES,.007,.006,C,C,.013,.016,.017,.019,.014,M,.005,.004,.004,.003,.004,.007,.004,.005,.003,.005,.006,.008,.003,.007,.008,.019,07
,EL CAJON LES,.020,.018,C,C,C,.016,.015,.015,.015,.013,M,M,.005,.005,.005,.005,.006,.007,.008,.007,.006,.005,.007,.005,.010,.020,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.019,C,C,.016,.018,.017,.014,.016,.016,.008,.004,.004,.004,.004,.005,.005,.005,.005,.007,.011,.011,.011,.014,.010,.019,01
,OTAY MESA DVN,.020,.022,C,C,.029,.027,.026,.031,M,M,M,M,.005,.006,.004,.004,.003,.005,.005,.007,.006,.007,.010,.007,.012,.031,07
,PENDLETON,.012,.007,C,C,.016,.015,.014,.016,.006,.004,.002,.001,.001,.002,.001,.000,.001,.001,.000,.000,.001,.002,.005,.001,.005,.016,04
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.001,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.000,.001,06
,CARMEL MT RCH,.005,.005,C,C,.023,.006,.018,.009,.006,.018,.015,.013,.014,.018,.015,.012,.014,.010,.008,.007,.007,.004,.002,.006,.011,.023,04
,CHULA VISTA,.000,.000,C,C,.001,.004,.011,.010,.005,.001,.001,.000,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.002,.011,06
,DOWNTOWN SES,.000,.000,C,C,.001,.003,.010,.020,.012,M,.001,.001,.001,.001,.001,.003,.001,.001,.000,.000,.000,.001,.000,.000,.003,.020,07
,EL CAJON LES,.000,.001,C,C,C,.006,.009,.008,.007,.003,M,M,.001,.001,.001,.001,.002,.001,.001,.000,.000,.000,.001,.000,.002,.009,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.007,C,C,.012,.028,.027,.007,.006,.006,.002,.000,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.005,.028,05
,OTAY MESA DVN,.006,.006,C,C,.030,.022,.026,.031,M,M,M,M,.001,.002,.002,.002,.001,.001,.001,.001,.002,.005,.004,.001,.008,.031,07
,PENDLETON,.000,.000,C,C,.006,.006,.006,.008,.001,.002,.001,.000,.000,.003,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,.008,07
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,C,.4,.5,.4,.3,.5,.5,.5,.6,.7,.6,.5,.6,.6,.6,.5,.4,.3,.3,.4,.5,.7,13
10 INTMP °C,ALPINE,24,24,24,25,24,24,24,24,23,22,22,22,22,23,23,23,23,23,23,23,23,23,24,23,23,25,03
,CARMEL MT RCH,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,CHULA VISTA,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,24,24,23,23,24,24,24,24,00
,DOWNTOWN SES,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,00
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,24,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,24,25,25,25,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,25,24,25,25,24,24,24,24,23,23,25,26,26,27,27,25,27,22
,PENDLETON,25,25,26,26,26,26,26,25,25,25,25,24,24,24,24,25,25,25,25,25,25,25,25,25,25,26,02
11 PM2.5 µg/M3,ALPINE,4.0,6.8,6.5,6.8,7.0,7.6,9.8,5.8,3.8,7.0,15.1,15.6,16.0,19.3,13.6,11.0,14.0,10.6,9.4,10.4,16.8,10.7,8.4,7.2,10.1,19.3,13
,DOWNTOWN SES,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,EL CAJON LES,12.2,17.0,8.8,16.7,12.8,12.6,17.4,10.4,16.7,13.7,19.3,20.5,15.1,11.7,15.9,13.4,12.6,12.7,13.5,10.0,9.0,8.4,12.4,11.2,13.5,20.5,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,8.7,16.9,27.4,20.7,23.7,20.0,26.0,31.4,34.0,22.8,21.1,10.7,14.0,16.4,10.5,9.5,12.4,8.8,10.0,7.9,10.8,9.6,14.1,8.8,16.5,34.0,08
,PENDLETON,9.9,10.0,14.2,12.4,11.8,13.5,13.0,13.8,11.8,12.2,14.3,M,9.9,10.5,9.3,13.5,9.8,10.6,10.4,11.4,8.2,12.3,9.5,9.0,11.3,14.3,10
12 VWDR °,ALPINE,101,40,74,22,87,21,24,214,237,255,291,250,242,251,254,273,278,313,303,329,344,99,85,333,197,344,20
,CHULA VISTA,148,148,165,272,148,174,61,88,247,255,255,250,252,250,249,258,242,236,243,253,250,315,246,258,219,315,21
,DOWNTOWN SES,333,77,109,144,13,87,110,190,208,213,203,196,198,213,197,234,214,198,206,211,161,164,210,207,179,333,00
,EL CAJON LES,272,111,337,106,192,91,180,35,282,243,274,259,256,226,247,239,217,230,199,205,191,117,218,133,203,337,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,292,30,347,346,317,71,78,127,146,221,225,224,232,229,235,254,275,256,238,225,150,148,157,137,207,347,02
,OTAY MESA DVN,353,41,129,118,155,14,26,128,301,302,300,298,301,298,297,295,297,305,325,345,12,99,11,354,213,354,23
,PENDLETON,1,315,26,84,68,64,72,141,245,214,243,249,256,258,254,250,235,218,223,207,169,159,162,168,178,315,01
13 SIGTHETA °,ALPINE,38,40,17,17,29,28,37,58,30,29,26,31,31,31,28,30,26,22,18,16,11,45,24,45,29,58,07
,CHULA VISTA,31,20,20,55,30,60,48,69,27,24,23,23,21,22,21,22,23,21,16,18,46,25,18,21,29,69,07
,DOWNTOWN SES,24,57,29,51,37,14,18,35,21,25,23,17,17,21,18,27,24,16,16,18,20,25,17,19,25,57,01
,EL CAJON LES,36,26,56,50,33,38,58,56,62,37,27,25,29,26,26,22,23,20,15,16,16,33,21,21,32,62,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,19,19,44,33,31,30,22,32,28,27,22,18,16,17,15,17,24,16,10,14,17,11,14,15,21,44,02
,OTAY MESA DVN,19,18,15,36,23,42,37,43,32,17,12,16,17,16,14,13,15,15,13,13,10,25,50,12,22,50,22
,PENDLETON,23,25,27,14,14,19,25,42,21,21,14,12,12,13,14,16,16,18,16,16,15,17,41,18,20,42,07
14 VWSP MPH,ALPINE,.9,.8,1.1,1.1,1.2,1.2,.6,.3,2.8,3.9,4.6,5.5,5.9,5.1,6.2,5.4,4.2,3.9,2.3,1.6,1.3,1.1,1.3,.6,2.6,6.2,14
,CHULA VISTA,1.0,1.5,1.0,.2,.7,.1,.6,.2,3.9,5.2,5.7,5.4,6.1,6.0,6.2,6.0,4.9,3.4,3.6,3.1,.7,.7,2.4,1.5,2.9,6.2,14
,DOWNTOWN SES,1.6,.2,1.3,.2,.8,1.3,1.9,2.1,4.5,4.4,6.6,6.7,7.3,6.9,7.4,4.8,4.5,4.8,5.0,3.9,2.0,1.8,3.0,1.9,3.5,7.4,14
,EL CAJON LES,1.2,2.5,.2,.8,.7,1.2,.3,.4,.8,3.2,5.4,6.3,5.3,5.5,6.1,6.8,5.1,3.9,4.1,3.8,3.0,1.5,1.4,1.4,3.0,6.8,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.6,2.0,.3,1.0,2.7,1.1,1.3,2.2,3.6,5.3,6.8,7.5,9.0,8.4,9.1,8.5,5.0,4.4,5.8,4.5,3.1,3.5,3.1,1.8,4.3,9.1,14
,OTAY MESA DVN,2.3,1.7,2.5,1.3,1.3,1.5,.7,.7,2.5,5.9,8.7,7.6,7.0,8.1,9.1,9.4,7.0,5.5,4.4,3.3,3.5,1.7,1.4,3.1,4.2,9.4,15
,PENDLETON,1.6,1.1,1.7,2.2,2.6,3.3,2.0,.5,2.1,4.1,4.9,6.2,6.3,6.0,5.9,4.3,4.2,4.0,4.1,3.6,2.8,2.3,1.3,3.0,3.3,6.3,12
15 SWSP MPH,ALPINE,1.9,1.3,1.2,1.3,1.4,1.8,1.6,1.4,3.6,4.4,5.1,6.3,6.7,5.9,6.9,6.1,4.9,4.1,2.5,1.6,1.3,1.2,1.5,1.4,3.1,6.9,14
,CHULA VISTA,1.5,1.7,1.3,.8,.9,.8,1.1,1.2,4.2,5.6,6.2,5.9,6.4,6.4,6.7,6.5,5.2,3.7,3.8,3.3,1.0,1.4,2.5,1.6,3.3,6.7,14
,DOWNTOWN SES,1.7,1.0,1.5,.7,1.2,1.4,2.0,2.6,4.9,5.1,7.2,7.1,7.7,7.5,7.8,6.1,5.6,5.1,5.3,4.1,2.5,2.3,3.2,2.1,4.0,7.8,14
,EL CAJON LES,1.6,2.7,.5,1.2,1.1,1.5,.6,.6,1.7,3.9,5.9,7.0,5.9,6.2,6.8,7.3,5.6,4.2,4.3,4.0,3.2,1.6,1.5,1.5,3.4,7.3,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.8,2.2,1.3,1.8,2.8,1.3,1.9,3.0,4.0,5.8,7.3,7.8,9.4,8.8,9.4,9.2,5.7,4.5,6.0,4.7,3.4,3.6,3.1,2.1,4.7,9.4,12
,OTAY MESA DVN,2.6,2.5,2.6,2.0,1.6,1.7,1.3,1.1,3.0,6.1,8.9,7.9,7.3,8.4,9.4,9.6,7.3,6.0,4.8,3.5,3.6,2.2,2.2,3.2,4.5,9.6,15
,PENDLETON,1.7,1.3,2.1,2.4,2.8,3.4,2.3,1.0,2.3,4.3,5.1,6.4,6.4,6.2,6.0,4.5,4.4,4.2,4.3,3.7,2.9,2.4,1.9,3.2,3.6,6.4,11
16 AMBTEMP °F,ALPINE,77.6,76.7,77.4,77.5,76.5,78.3,78.9,83.5,88.3,89.8,91.6,93.5,93.6,93.4,92.6,91.0,87.3,82.7,78.1,75.5,73.6,73.2,74.3,73.5,82.4,93.6,12
,CARMEL MT RCH,72.8,72.1,72.5,72.8,73.6,72.4,74.5,76.5,83.2,87.5,89.5,91.3,92.4,92.6,91.9,86.4,85.7,83.5,79.1,76.1,74.0,73.7,73.1,71.9,80.0,92.6,13
,CHULA VISTA,72.2,71.8,71.8,71.7,71.7,71.5,72.9,76.9,79.3,78.5,78.9,80.2,80.6,79.6,78.9,78.0,77.4,76.6,74.5,72.8,72.2,72.6,71.7,71.0,75.1,80.6,12
,DOWNTOWN SES,74.1,73.8,72.9,73.1,73.2,72.9,74.0,77.0,77.7,78.9,80.0,80.5,80.5,80.2,79.9,79.9,78.6,75.3,72.9,72.3,72.4,72.7,71.9,71.4,75.7,80.5,11
,EL CAJON LES,75.3,73.4,73.9,73.7,73.2,72.6,73.6,77.7,83.7,88.7,90.9,91.6,93.0,93.4,92.4,88.9,87.0,84.0,80.1,76.6,74.4,73.5,73.6,72.8,80.8,93.4,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,72.7,71.9,71.6,71.8,71.4,71.3,74.4,79.8,84.0,86.1,87.1,88.4,89.0,88.5,86.9,85.2,84.1,81.8,78.4,74.9,74.1,73.6,72.9,71.7,78.8,89.0,12
,OTAY MESA DVN,72.2,72.6,73.9,73.6,73.7,72.9,74.3,78.1,84.6,86.3,85.2,85.9,87.9,88.0,85.3,83.2,81.2,79.1,76.3,74.0,73.0,74.3,73.9,71.3,78.4,88.0,13
,PENDLETON,73.8,73.6,73.0,72.1,71.8,71.7,73.2,75.5,76.7,79.0,79.8,79.9,80.2,80.2,80.4,80.0,79.5,78.4,76.2,74.9,74.5,74.3,74.0,73.8,76.1,80.4,14
17 RELHUM %,ALPINE,49,54,53,54,56,50,51,43,37,38,39,35,36,37,37,37,45,50,58,64,70,70,65,67,50,70,20
,EL CAJON LES,72,81,80,79,80,81,80,69,55,44,45,45,43,41,42,47,50,55,63,68,71,73,73,74,63,81,01
,KEARNY MESA,90,90,88,88,88,88,84,70,59,57,55,51,49,49,48,53,51,61,63,74,78,79,81,82,70,90,00
18 PRES mmHg,EL CAJON LES,746,746,746,746,746,747,747,748,748,748,748,748,747,747,747,747,747,748,748,749,749,749,749,749,748,749,19
,KEARNY MESA,744,743,744,744,744,744,745,745,746,746,746,746,745,745,745,745,745,745,746,746,747,747,747,747,745,747,20
19 SOLAR W/M2,EL CAJON LES,1,1,2,2,1,12,73,308,548,742,834,907,913,828,680,488,273,72,1,0,0,0,1,0,279,913,12
,KEARNY MESA,0,0,0,0,0,9,157,382,541,771,893,949,941,863,730,544,325,105,2,0,0,0,0,0,301,949,11
25 NOY,EL CAJON LES,21.95,20.34,18.71,20.63,22.44,C,C,26.25,24.23,17.72,M,M,8.62,8.74,9.06,8.63,9.56,10.00,9.80,8.34,7.16,6.51,8.31,6.92,13.69,26.25,07
26 NOY-NO,EL CAJON LES,21.84,20.01,18.48,19.91,19.47,C,C,16.37,17.47,15.11,M,M,8.03,8.15,7.86,7.25,8.11,9.01,9.28,8.09,7.01,6.50,7.65,6.90,12.12,21.84,00
27 NO Trace,EL CAJON LES,.10,.33,.22,.71,2.96,C,C,9.88,6.76,2.61,M,M,.58,.58,1.19,1.37,1.44,.99,.51,.25,.15,.00,.65,.01,1.56,9.88,07
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.0,.1,.1,.2,.3,M,M,.3,.3,.2,.2,.2,.2,.1,.1,.1,.0,.0,.0,.1,.3,09
29 CO Tr PPB,EL CAJON LES,416.4,361.4,C,C,C,336.3,417.7,387.5,409.3,390.2,C,C,268.1,262.9,259.1,251.8,247.4,234.4,245.3,217.4,199.1,199.2,227.9,200.6,291.1,417.7,06
BCarbon ng/m3,DOWNTOWN SES,382.1,396.6,469.1,500.6,603.9,586.4,818.1,1461.0,1391.3,1412.2,681.5,369.6,362.3,390.8,320.9,709.3,418.9,328.2,247.4,380.6,234.3,249.4,187.1,266.8,548.7,1461.0,07
