,CHULA VISTA,251,339,304,256,261,295,300,276,256,251,259,265,247,259,257,254,265,260,260,233,241,201,4,322,0,339,01
,DOWNTOWN SES,229,252,187,223,238,229,225,212,214,218,229,244,237,236,209,229,213,216,212,216,190,210,2,203,0,252,01
,EL CAJON LES,259,325,347,325,178,44,356,327,311,271,M,M,M,250,238,253,264,261,233,211,224,186,166,144,0,356,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,257,195,149,270,155,66,54,336,289,243,239,260,248,241,241,247,242,261,257,273,319,315,299,300,0,336,07
,OTAY MESA DVN,287,311,346,340,351,11,358,311,289,297,300,296,299,297,294,296,299,297,295,307,297,325,1,6,0,358,06
,PENDLETON,156,263,253,227,203,228,210,232,248,243,244,247,246,247,248,245,234,250,250,219,205,196,190,161,0,263,01
13 SIGTHETA °,ALPINE,56,28,54,38,48,48,51,18,25,33,34,35,37,30,28,26,21,21,21,24,35,33,78,23,35,78,22
,CHULA VISTA,27,32,47,44,25,33,39,35,25,24,24,23,26,25,28,22,25,28,26,29,26,48,56,46,32,56,22
,DOWNTOWN SES,22,33,55,30,25,47,24,30,25,20,18,27,21,26,19,23,27,21,18,28,21,27,53,37,28,55,02
,EL CAJON LES,21,33,21,49,41,58,43,35,41,52,M,M,M,24,25,25,21,20,24,17,22,19,18,18,30,58,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,14,39,35,50,47,49,52,51,37,21,21,23,19,20,19,18,19,20,14,12,17,15,14,7,26,52,06
,OTAY MESA DVN,18,45,57,23,20,19,44,31,19,26,15,15,18,17,17,13,14,13,12,12,12,19,14,19,21,57,02
,PENDLETON,49,36,23,38,24,19,51,55,13,14,13,12,13,13,13,15,18,20,26,24,26,20,70,22,26,70,22
14 VWSP MPH,ALPINE,.8,1.2,1.0,.5,.5,.2,.2,3.0,3.4,3.8,4.2,4.7,4.9,5.6,5.5,5.3,5.4,4.5,3.1,2.2,2.1,.5,.3,1.5,.0,5.6,13
,CHULA VISTA,1.9,1.3,1.2,1.1,2.1,1.4,1.7,2.4,3.6,4.3,5.1,5.8,5.7,5.6,5.8,5.9,4.5,3.7,4.0,2.9,1.9,1.0,.5,.8,.0,5.9,15
,DOWNTOWN SES,2.5,1.2,1.0,1.8,1.9,.8,2.9,2.5,4.0,5.7,6.5,5.8,7.3,6.6,7.8,6.0,4.6,4.8,4.8,3.4,2.6,2.4,.7,1.0,.0,7.8,14
,EL CAJON LES,1.7,.6,1.3,.4,.5,.9,1.6,1.8,2.2,2.9,M,M,M,7.2,6.5,6.3,5.9,5.3,4.2,3.8,2.6,2.5,2.1,1.1,.0,7.2,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.3,.6,1.3,1.4,1.6,.5,.6,2.3,3.9,7.8,8.7,7.5,8.6,8.5,8.9,7.2,6.4,5.5,5.6,4.6,2.5,2.2,1.5,2.6,.0,8.9,14
,OTAY MESA DVN,2.7,.4,.3,1.1,2.3,2.7,.8,3.2,6.5,5.8,8.5,9.7,7.5,7.9,7.9,8.8,8.3,7.8,6.9,5.3,4.6,3.1,2.7,1.0,.0,9.7,11
,PENDLETON,.6,.7,1.7,1.1,2.0,2.2,.9,1.2,4.0,6.7,7.3,7.0,7.0,7.0,7.4,6.6,4.9,3.4,2.8,2.5,1.8,2.6,1.1,1.5,.0,7.4,14
15 SWSP MPH,ALPINE,1.5,1.4,1.2,1.5,1.0,1.2,1.4,3.2,3.8,4.4,4.9,5.4,5.8,6.4,6.1,5.9,5.7,4.7,3.3,2.4,2.4,.9,.5,1.8,3.2,6.4,13
,CHULA VISTA,2.2,1.5,1.7,1.7,2.3,2.0,2.0,2.8,3.9,4.7,5.5,6.3,6.3,6.1,6.4,6.4,5.0,4.1,4.4,3.3,2.2,1.7,1.6,1.4,3.6,6.4,14
,DOWNTOWN SES,2.8,1.4,1.6,2.0,2.1,1.4,3.1,2.8,4.5,6.1,6.8,6.5,7.8,7.3,8.4,6.5,5.2,5.2,5.0,3.7,2.9,2.7,1.6,1.8,4.1,8.4,14
,EL CAJON LES,1.9,1.3,1.4,.6,.9,1.4,1.9,2.5,2.9,3.9,M,M,M,7.8,7.4,7.0,6.4,5.6,4.6,4.0,3.0,2.7,2.2,1.2,3.4,7.8,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.4,1.2,1.8,2.5,2.0,.8,1.8,3.4,5.1,8.4,9.2,8.2,9.2,9.0,9.4,7.6,6.8,5.8,5.9,4.8,2.7,2.3,1.6,2.7,4.8,9.4,14
,OTAY MESA DVN,3.0,.5,.5,1.4,2.6,3.1,.9,3.6,6.9,6.4,8.8,10.0,7.8,8.2,8.2,9.0,8.5,8.0,7.1,5.5,4.7,3.4,2.8,1.0,5.1,10.0,11
,PENDLETON,1.3,1.3,1.8,1.4,2.3,2.3,1.3,2.6,4.1,6.9,7.5,7.1,7.1,7.1,7.6,6.8,5.1,3.7,3.0,2.8,2.0,3.0,1.7,1.9,3.8,7.6,14
16 AMBTEMP °F,ALPINE,64.5,63.7,65.1,66.5,62.1,65.7,70.8,70.8,73.3,76.6,78.9,81.2,83.1,84.2,83.4,80.7,77.5,74.6,71.2,67.3,64.6,64.3,63.9,64.6,71.6,84.2,13
,CARMEL MT RCH,63.4,62.7,62.6,63.0,63.4,64.1,65.2,67.0,70.4,75.0,76.0,77.2,78.9,79.6,78.8,78.0,74.0,70.6,66.9,64.7,64.1,64.1,63.8,63.0,69.0,79.6,13
,CHULA VISTA,65.3,65.5,65.5,65.6,65.4,65.6,65.9,66.3,67.0,68.0,69.1,69.6,70.5,70.7,70.3,68.0,66.9,66.1,65.6,64.9,64.9,64.7,64.9,65.0,66.7,70.7,13
,DOWNTOWN SES,64.5,64.7,65.2,65.2,65.1,65.4,65.6,66.5,67.2,67.2,67.5,68.8,69.6,70.3,69.9,67.3,66.8,65.9,65.1,64.7,64.5,64.5,64.4,64.5,66.3,70.3,13
,EL CAJON LES,65.2,65.6,65.7,65.5,65.4,66.1,67.4,70.6,74.1,77.8,79.6,81.2,83.3,82.0,81.3,78.9,77.1,75.1,71.6,67.6,66.1,65.1,64.7,64.2,71.7,83.3,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,65.1,65.4,65.7,65.5,65.5,65.8,67.4,70.1,73.0,73.8,73.6,75.2,76.1,76.0,75.1,72.8,71.1,70.1,67.4,66.0,65.6,65.5,65.2,64.1,69.2,76.1,12
,OTAY MESA DVN,63.4,63.7,63.8,63.8,63.9,64.4,65.1,67.9,70.5,72.1,72.7,73.8,74.9,75.1,75.6,73.1,70.5,68.5,65.7,63.4,62.6,62.8,62.4,62.0,67.6,75.6,14
,PENDLETON,65.9,66.0,66.0,65.9,65.8,65.8,66.2,66.8,67.7,69.3,69.8,70.2,70.2,69.9,69.2,68.3,67.3,66.3,65.8,65.6,65.5,65.5,65.4,65.6,67.1,70.2,11
17 RELHUM %,ALPINE,86,88,83,77,92,81,70,74,68,62,53,48,45,44,45,50,55,61,71,83,90,90,90,88,71,92,04
,EL CAJON LES,84,83,82,83,84,81,78,71,64,58,55,53,49,52,52,55,58,62,69,78,82,85,86,87,70,87,23
,KEARNY MESA,89,88,87,88,88,87,83,76,70,69,70,67,65,64,65,70,75,77,83,87,87,87,88,90,79,90,23
18 PRES mmHg,EL CAJON LES,746,746,746,746,747,747,747,747,747,747,747,747,747,746,746,746,746,746,747,747,748,748,748,747,747,748,20
,KEARNY MESA,747,747,747,747,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,749,749,749,749,748,749,20
19 SOLAR W/M2,EL CAJON LES,-4,-3,-5,-3,-1,33,182,470,633,787,894,955,947,877,754,585,390,190,35,-6,-6,-5,-5,-6,320,955,11
,KEARNY MESA,0,0,0,0,2,29,182,498,688,843,950,1007,1001,938,821,658,457,241,45,1,0,0,0,0,348,1007,11
25 NOY,EL CAJON LES,4.22,3.93,4.23,4.62,4.29,C,C,9.40,10.32,M,M,M,M,11.15,9.27,8.46,8.19,8.56,8.63,8.71,8.25,7.57,6.47,6.12,7.35,11.15,13
26 NOY-NO,EL CAJON LES,4.17,3.94,4.22,4.62,4.29,C,C,6.28,6.89,M,M,M,M,9.60,8.15,7.30,7.29,7.58,7.99,8.03,8.11,7.34,6.45,6.12,6.57,9.60,13
27 NO Trace,EL CAJON LES,.05,.00,.01,.00,.00,C,C,3.11,3.42,M,M,M,M,1.55,1.11,1.16,.90,.97,.63,.67,.13,.22,.02,.00,.77,3.42,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.1,.1,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.1,10
29 CO Tr PPB,EL CAJON LES,165.0,161.4,C,C,C,200.3,221.7,254.5,285.3,280.8,324.7,279.2,276.2,240.4,223.0,228.6,240.6,240.7,227.2,213.5,219.5,207.6,204.0,197.2,232.9,324.7,10
BCarbon ug/m3,10TH AVE MARINE TERM,.29,.51,.50,.69,.89,1.12,1.03,1.10,1.20,1.13,.46,.27,.30,.39,.56,.76,.28,.24,.23,.23,.23,.14,.13,.21,.54,1.20,08
,ALPINE,.31,.30,.38,.31,.46,.66,.54,.44,.35,.41,.39,.51,.60,.56,.52,.44,.42,.42,.45,.48,.36,.38,.40,.46,.44,.66,05
,CHICANO PARK,.38,.56,.48,.91,.98,1.40,1.28,1.26,1.30,1.02,.61,.42,.33,.45,.67,.61,.28,.32,.30,.30,.27,.26,.21,.55,.63,1.40,05
,DOWNTOWN SES,.32,.36,.32,.51,.85,.92,1.09,1.17,1.28,1.10,.49,.33,.26,.36,.53,.43,.27,.29,.29,.25,.24,.23,.20,.25,.51,1.28,08
,OCEANVIEW BLVD,.19,.28,.28,.39,.76,.98,.95,.91,1.10,1.07,.69,.44,.29,.38,.52,.40,.29,.27,.27,.24,.19,.15,.16,.21,.48,1.10,08
,SAN YSIDRO,.45,.45,.40,.77,.73,.85,.76,.82,.83,.94,1.02,.48,.32,.24,.23,.18,.19,.14,.14,.11,.20,.33,.27,.30,.46,1.02,10
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
