Current Date:,7/21/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
7/20/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.015,.017,.021,.025,.027,.032,.037,.042,.046,.048,.049,.049,.046,.043,.039,.035,.031,.028,.025,.022,.021,.019,.018,.017,0.031,0.049,10
,CHULA VISTA,.022,.022,.023,.023,.024,.025,.027,.029,.03,.03,.03,.03,.03,.029,.027,.026,.025,.024,.023,.023,.022,.022,.021,.02,0.025,0.03,08
,EL CAJON LES,,,,.022,.024,.026,.03,.034,.037,.039,.04,.039,.037,.035,.033,.03,.028,.026,.025,.025,.025,,,,0.03,0.04,10
,KEARNY MESA,.018,.018,.019,.021,.023,.025,.026,.029,.031,.033,.034,.033,.033,.032,.031,.029,.027,.025,.024,.024,.023,.023,.023,.023,0.026,0.034,10
,OTAY MESA DVN,.018,.019,.021,.023,.025,.027,.03,.033,.036,.038,.038,.037,.035,.033,.031,.029,.026,.024,.023,.022,.022,.021,.02,.02,0.027,0.038,09
,PENDLETON,.022,.022,.022,.023,.024,.026,.028,.029,.029,.029,.029,.029,.028,.027,.027,.027,.026,.026,.025,.025,.025,.024,.023,.022,0.025,0.029,07
