Current Date:,7/19/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
7/18/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.015,.017,.022,.026,.03,.038,.045,.052,.057,.059,.06,.058,.055,.049,.043,.036,.031,.027,.025,.023,.022,.019,.017,.017,0.035,0.06,10
,CHULA VISTA,.025,.024,.025,.026,.026,.027,.028,.029,.03,.03,.03,.029,.029,.028,.028,.027,.027,.026,.025,.025,.024,.024,.023,.022,0.026,0.03,08
,EL CAJON LES,,,,.028,.03,.032,.035,.038,.04,.042,.042,.041,.038,.036,.032,.029,.027,.024,.022,.021,.019,,,,0.032,0.042,09
,KEARNY MESA,.022,.022,.022,.022,.024,.027,.029,.031,.034,.035,.035,.034,.032,.03,.027,.025,.023,.021,.02,.019,.018,.018,.018,,0.025,0.035,09
,OTAY MESA DVN,.019,.019,.019,.021,.023,.026,.029,.032,.034,.035,.036,.036,.034,.031,.029,.027,.025,.024,.022,.022,.021,.021,.02,.019,0.026,0.036,10
,PENDLETON,.028,.027,.028,.029,.03,.032,.033,.033,.034,.035,.035,.034,.034,.033,.032,.032,.031,.03,.03,.029,.029,.028,.028,.027,0.03,0.035,09
