Current Date:,7/2/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
7/1/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.02,.023,.025,.027,.03,.034,.039,.045,.049,.051,.053,.053,.05,.046,.042,.037,.032,.029,.026,.024,.023,.024,.025,.026,0.034,0.053,10
,CHULA VISTA,.024,.024,.025,.026,.028,.03,.032,.033,.035,.035,.035,.035,.034,.033,.031,.029,.027,.025,.024,.023,.022,.021,.021,.021,0.028,0.035,08
,EL CAJON LES,,,.026,.029,.032,.035,.039,.042,.045,.047,.046,.044,.041,.039,.036,.033,.03,.029,.028,.027,.027,,,,0.035,0.047,09
,KEARNY MESA,.024,.025,.026,.027,.029,.032,.034,.036,.037,.038,.038,.037,.036,.034,.033,.031,.03,.027,.026,.025,.025,.025,.026,.026,0.03,0.038,09
,OTAY MESA DVN,.024,.024,.026,.028,.031,.034,.037,.04,.042,.043,.043,.041,.04,.037,.035,.032,.03,.028,.026,.025,.024,.023,.023,.023,0.031,0.043,09
,PENDLETON,.03,.03,.03,.03,.031,.032,.033,.033,.034,.035,.036,.036,.036,.035,.035,.035,.034,.032,.031,.03,.03,.028,.025,.024,0.031,0.036,10
