Current Date:,7/17/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
7/16/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.02,.022,.024,.027,.031,.035,.04,.047,.052,.055,.056,.055,.051,.046,.041,.035,.029,.025,.022,.018,.016,.014,.013,.012,0.032,0.056,10
,CHULA VISTA,.019,.019,.02,.021,.022,.024,.026,.027,.028,.029,.029,.029,.029,.029,.029,.028,.028,.027,.027,.027,.027,.026,.025,.025,0.025,0.029,09
,EL CAJON LES,,,,.022,.026,.028,.032,.036,.038,.04,.04,.039,.037,.034,.032,.029,.028,.027,.026,.025,.025,,,,0.031,0.04,09
,KEARNY MESA,.016,.017,.018,.018,.021,.024,.027,.03,.032,.033,.033,.032,.031,.03,.028,.027,.026,.026,.025,.024,.024,.023,.022,.021,0.025,0.033,09
,OTAY MESA DVN,.017,.017,.018,.021,.023,.026,.028,.031,.033,.034,.035,.034,.033,.031,.03,.028,.027,.026,.025,.025,.024,.023,.022,.021,0.026,0.035,10
,PENDLETON,.023,.022,.022,.023,.025,.025,.027,.028,.029,.03,.03,.029,.029,.028,.028,.027,.027,.027,.027,.027,.027,.027,.027,.027,0.026,0.03,09
