Current Date:,7/25/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
7/24/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.041,.046,C,C,.054,.050,.050,.048,.056,.063,.075,.084,.090,.102,.086,.079,.077,.065,.047,.038,.026,.020,.019,.021,.056,.102,13
,CHULA VISTA,.027,.025,C,C,.025,.022,.020,.022,.029,.035,.035,.035,.037,.036,.033,.031,.031,.028,.027,.026,.020,.018,.018,.016,.027,.037,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.020,.020,C,C,C,.012,.015,.021,.026,.045,.063,.073,.068,.063,.057,.055,.051,.045,.033,.028,.026,.025,.024,.024,.037,.073,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.018,.016,C,C,.008,.003,.014,.018,.024,.044,.052,.052,.046,.045,.041,.042,.038,.029,.026,.021,.021,.026,.026,.026,.028,.052,10
,OTAY MESA DVN,.022,.021,C,C,.019,.016,.014,.019,.028,.039,.056,.056,.054,.054,.050,.048,.046,.033,.026,.023,.023,.022,.021,.018,.032,.056,10
,PENDLETON,.020,.023,C,C,.025,.024,.021,.022,.027,.031,.030,.029,.025,.033,.033,.034,.030,.031,.030,.026,.028,.027,.027,.027,.027,.034,15
02 NOX PPM,ALPINE,.004,.003,C,C,.002,.004,.003,.010,.005,.005,.005,.004,.004,.006,.005,.004,.005,.007,.008,.007,.012,.013,.014,.012,.006,.014,22
,CARMEL MT RCH,.011,.014,C,C,C,.052,.017,.040,.050,.044,M,.028,.026,.027,.025,.028,.024,.019,.021,.016,.019,.020,.017,.014,.026,.052,05
,CHULA VISTA,.001,.001,C,C,.002,.004,.006,.008,.005,.004,.003,.003,.004,.004,.003,.002,.002,.002,.001,.002,.007,.008,.007,.008,.004,.008,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.002,C,C,C,.006,.009,.011,.019,.012,.008,.008,.007,.009,.005,.005,.004,.003,.002,.002,.001,.001,.001,.001,.006,.019,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.008,C,C,.018,.035,.017,.019,.022,.019,.015,.009,.008,.009,.005,.005,.004,.004,.006,.005,.005,.003,.003,.003,.010,.035,05
,OTAY MESA DVN,.002,.002,C,C,.002,.003,.006,.008,.013,.009,.006,.004,.003,.004,.003,.003,.003,.004,.003,.003,.003,.003,.003,.003,.004,.013,08
,PENDLETON,.005,.002,C,C,.003,.004,.007,.006,.005,.004,.001,.001,.007,.002,.001,.001,.000,.000,.001,.002,.001,.002,.001,.002,.003,.007,06
03 NO2 PPM,ALPINE,.004,.003,C,C,.002,.004,.003,.008,.004,.005,.005,.004,.004,.006,.004,.004,.005,.006,.007,.007,.011,.012,.014,.011,.006,.014,22
,CARMEL MT RCH,.008,.009,C,C,C,.018,.010,.016,.022,.026,M,.018,.016,.015,.015,.016,.013,.010,.011,.008,.010,.011,.010,.009,.014,.026,09
,CHULA VISTA,.001,.001,C,C,.002,.003,.005,.005,.003,.003,.002,.002,.003,.003,.002,.001,.002,.001,.001,.001,.007,.007,.007,.007,.003,.007,20
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.002,C,C,C,.005,.005,.007,.011,.008,.007,.007,.006,.007,.004,.004,.003,.002,.001,.001,.001,.001,.001,.001,.004,.011,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.008,C,C,.013,.018,.011,.012,.015,.015,.012,.008,.006,.008,.005,.004,.003,.003,.006,.005,.005,.003,.003,.003,.008,.018,05
,OTAY MESA DVN,.002,.002,C,C,.002,.003,.004,.005,.009,.007,.005,.003,.003,.003,.003,.003,.002,.003,.003,.003,.003,.002,.003,.003,.003,.009,08
,PENDLETON,.005,.002,C,C,.003,.004,.006,.004,.003,.003,.001,.001,.003,.002,.001,.000,.000,.000,.001,.002,.001,.002,.001,.002,.002,.006,06
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,07
,CARMEL MT RCH,.003,.005,C,C,C,.034,.007,.024,.028,.018,M,.010,.010,.012,.010,.012,.011,.009,.010,.008,.009,.008,.006,.005,.012,.034,05
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.002,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.001,.003,.004,.008,.004,.001,.001,.001,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.008,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
