Current Date:,12/6/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
12/5/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.042,.043,C,C,.046,.045,.045,.042,.040,.044,.044,.043,.042,.047,.047,.045,.044,.042,.041,.044,.044,.043,.045,.046,.043,.047,13
,CHULA VISTA,.016,.021,C,C,.023,.025,.022,.020,.017,.031,.036,.042,.043,.047,.049,.048,.044,.034,.013,.007,.008,.007,.006,.010,.025,.049,14
,DOWNTOWN SES,.011,.019,C,C,.029,.018,.007,.012,.016,.014,.026,.036,.037,.040,.044,.043,.036,.010,.005,.004,.004,.004,.009,.014,.019,.044,14
,EL CAJON LES,.002,.002,C,C,C,.002,.002,.003,M,.024,.029,.038,.043,.047,.037,.044,.036,.015,.009,.008,.006,.003,.003,.002,.017,.047,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.030,.031,C,C,.034,.031,.033,.033,.037,.036,.037,.041,.045,.046,.054,.051,.043,.035,.019,.025,.035,.030,.023,.027,.035,.054,14
,OTAY MESA DVN,.029,.026,C,C,.030,.029,.029,.023,.021,.028,.027,.039,.041,.046,.045,.045,.039,.038,.031,.031,.027,.023,.022,.033,.031,.046,13
,PENDLETON,.018,.019,C,C,.023,.026,.026,.026,.026,.032,.033,.034,.035,.036,.039,.040,.038,.031,.009,.021,.032,.023,.021,.023,.027,.040,15
02 NOX PPM,ALPINE,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,CARMEL MT RCH,.045,.030,C,C,.035,.054,.065,.080,.060,.037,.025,.035,.031,.022,.021,.024,.032,.036,.045,.046,.039,.042,.037,.024,.039,.080,07
,CHULA VISTA,.019,.013,C,C,.012,.011,.014,.023,.045,.020,.015,.007,.007,.005,.005,.007,.008,.011,.033,.036,.034,.034,.029,.027,.019,.045,08
,DOWNTOWN SES,.029,.016,C,C,.008,.017,.032,.034,.040,.051,.033,.018,.015,.014,.011,.011,.015,.039,.051,.062,.058,.054,.040,.033,.031,.062,19
,EL CAJON LES,.043,.044,C,C,C,.049,.058,.061,M,.028,.022,.014,.012,.008,.017,.012,.016,.031,.035,.034,.037,.049,.050,.049,.033,.061,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.009,.007,C,C,.005,.009,.008,.010,.008,.013,.014,.011,.010,.009,.005,.007,.011,.016,.029,.023,.015,.014,.019,.015,.012,.029,18
,OTAY MESA DVN,.011,.010,C,C,.010,.013,.009,.019,.028,.024,.024,.012,.008,.006,.006,.006,.008,.008,.014,.013,.016,.020,.018,.007,.013,.028,08
,PENDLETON,.016,.014,C,C,.009,.008,.009,.011,.011,.008,.009,.010,.010,.010,.009,.009,.009,.012,.035,.023,.011,.016,.015,.012,.013,.035,18
03 NO2 PPM,ALPINE,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,CARMEL MT RCH,.035,.027,C,C,.029,.037,.038,.040,.031,.022,.015,.022,.020,.015,.014,.016,.024,.029,.038,.042,.035,.037,.029,.022,.028,.042,19
,CHULA VISTA,.019,.013,C,C,.012,.011,.014,.019,.025,.014,.011,.006,.005,.004,.004,.006,.008,.011,.029,.034,.032,.031,.028,.025,.016,.034,19
,DOWNTOWN SES,.025,.016,C,C,.008,.016,.026,.024,.025,.031,.022,.014,.012,.011,.009,.010,.015,.036,.041,.041,.040,.040,.034,.027,.024,.041,18
,EL CAJON LES,.030,.029,C,C,C,.026,.026,.025,M,.019,.017,.011,.009,.006,.015,.011,.015,.028,.033,.031,.031,.032,.031,.031,.023,.033,18
