Current Date:,3/15/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
3/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.025,.026,.027,.028,.03,.033,.035,.038,.039,.041,.042,.042,.042,.04,.039,.039,.038,.038,.037,.037,.037,.039,.041,.042,0.036,0.042,10
,CHULA VISTA,,,,,,,,,.041,.04,.04,.04,.039,.039,.038,.038,.037,.037,.037,.037,.037,.038,.038,.039,0.038,0.041,08
,EL CAJON LES,,,.027,.029,.031,.033,.036,.039,.041,.042,.043,.043,.042,.04,.039,.038,.037,.036,.035,.035,.035,,,,0.036,0.043,10
,KEARNY MESA,.021,.024,.026,.028,.031,.034,.037,.039,.041,.042,.042,.041,.04,.039,.038,.038,.037,.037,.037,.038,.038,.038,.038,.038,0.035,0.042,09
,OTAY MESA DVN,.017,.018,.021,.024,.026,.03,.033,.036,.039,.041,.041,.04,.039,.038,.036,.034,.033,.032,.032,.031,.031,.033,.035,.035,0.032,0.041,09
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
