Current Date:,3/26/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
3/25/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.042,.043,.043,.044,.046,.047,.049,.051,.052,.053,.053,.052,.051,.049,.048,.046,.045,.043,.042,.042,.042,.04,.04,.037,0.045,0.053,09
,CHULA VISTA,.02,.023,.026,.029,.033,.037,.042,.046,.047,.047,.047,.046,.046,.045,.045,.044,.042,.04,.038,.037,.037,.034,.03,.026,0.037,0.047,08
,EL CAJON LES,,,.034,.036,.038,.042,.046,.049,.051,.051,.051,.05,.049,.048,.047,.046,.044,.043,.042,.041,.041,,,,0.044,0.051,08
,KEARNY MESA,.021,.024,.027,.031,.034,.039,.044,.049,.05,.05,.05,.049,.047,.046,.044,.041,.039,.036,.034,.032,.03,.027,.024,.023,0.037,0.05,08
,OTAY MESA DVN,.026,.029,.031,.034,.036,.04,.044,.047,.049,.05,.049,.049,.048,.047,.046,.045,.043,.042,.042,.041,.041,.041,.039,.037,0.041,0.05,09
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
