Current Date:,3/18/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
3/17/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.037,.037,.037,.038,.039,.04,.041,.043,.044,.044,.044,.044,.044,.044,.043,.042,.041,.04,.04,.039,.039,.039,.038,.038,0.04,0.044,08
,CHULA VISTA,.024,.027,.03,.032,.033,.035,.037,.04,.041,.043,.044,.044,.043,.043,.042,.041,.039,.038,.037,.036,.033,.029,.024,.02,0.035,0.044,10
,EL CAJON LES,,,,.033,.034,.035,.037,.039,.041,.043,.044,.044,.044,.043,.041,.039,.036,.032,.03,.028,,,,,0.037,0.044,10
,KEARNY MESA,.025,.027,.029,.031,.033,.036,.038,.041,.043,.045,.045,.045,.044,.042,.04,.038,.035,.032,.031,.029,.026,.024,.022,.02,0.034,0.045,09
,OTAY MESA DVN,.034,.034,.033,.033,.034,.035,.036,.038,.04,.042,.043,.044,.044,.044,.043,.042,.04,.039,.038,.037,.036,.035,.032,.032,0.037,0.044,11
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
