Current Date:,3/22/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
3/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.054,.055,.055,.055,.054,.052,.049,.048,.05,.049,.047,.045,.043,.042,.042,.04,.038,.036,.035,.034,.034,.033,.031,.028,0.043,0.055,01
,CHULA VISTA,.01,.012,.016,.018,.022,.028,.034,.04,.044,.046,.047,.048,.047,.043,.037,.031,.026,.023,.019,.015,.011,.01,.012,.013,0.027,0.048,11
,EL CAJON LES,,,,.022,.028,.032,.039,.046,.051,.055,.057,.056,.053,.05,.046,.04,.035,.031,.026,.024,.021,,,,0.039,0.057,10
,KEARNY MESA,.019,.019,.021,.024,.029,.035,.042,.049,.054,.057,.058,.058,.058,.056,.052,.048,.044,.04,.036,.032,.027,.023,.021,.019,0.038,0.058,10
,OTAY MESA DVN,.025,.026,.027,.031,.034,.038,.042,.046,.052,.056,.057,.055,.051,.046,.042,.038,.033,.028,.024,.022,.022,.021,.02,.018,0.035,0.057,10
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
