Current Date:,8/3/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
8/2/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.021,.023,.028,.032,.036,.041,.045,.049,.051,.053,.053,.05,.046,.04,.036,.031,.028,.025,.024,.022,.021,.022,.024,.025,0.034,0.053,09
,CHULA VISTA,.019,.019,.021,.023,.024,.027,.03,.031,.032,.032,.032,.031,.03,.028,.027,.026,.024,.023,.022,.022,.021,.02,.018,.017,0.024,0.032,08
,EL CAJON LES,,,,,,,,,,,,,,,.024,.023,.022,.02,.018,.017,.017,,,,0.02,0.024,14
,KEARNY MESA,.016,.017,.02,.02,.022,.025,.028,.03,.031,.031,.03,.03,.028,.027,.025,.023,.02,.018,.016,.015,.014,.011,.008,.007,0.021,0.031,08
,OTAY MESA DVN,.018,.019,.021,.023,.024,.027,.03,.032,.032,.033,.032,.031,.029,.028,.026,.025,.024,.022,.02,.019,.019,.017,.014,.012,0.024,0.033,09
,PENDLETON,.018,.018,.021,.022,.024,.027,.03,.031,.032,.032,.031,.031,.03,.029,.029,.027,.025,.023,.021,.02,.018,.014,.011,.01,0.023,0.032,08
