Current Date:,8/16/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
8/15/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.01,.011,.014,.017,.021,.028,.035,.04,.045,.049,.05,.05,.047,.043,.039,.035,.03,.026,.022,.021,.019,.017,.014,.013,0.029,0.05,10
,CHULA VISTA,.018,.018,.018,.019,.02,.021,.023,.025,.027,.028,.028,.028,.028,.028,.028,.028,.027,.026,.025,.025,.025,.024,.023,.022,0.024,0.028,09
,EL CAJON LES,,,,,,,,,,,.039,.037,.036,.035,.033,.031,.029,.027,.026,.025,.024,,,,0.031,0.039,10
,KEARNY MESA,.014,.015,.016,.018,.019,.023,.025,.027,.029,.03,.031,.031,.031,.03,.029,.028,.026,.025,.024,.023,.022,.021,.02,.02,0.024,0.031,10
,OTAY MESA DVN,.017,.017,.018,.019,.021,.024,.026,.028,.03,.031,.032,.032,.03,.029,.028,.027,.026,.025,.024,.024,.023,.023,.022,.021,0.024,0.032,10
,PENDLETON,.022,.022,.023,.023,.024,.024,.024,.025,.025,.025,.025,.025,.025,.026,.027,.027,.027,.027,.027,.027,.027,.026,.025,.025,0.025,0.027,14
