Current Date:,8/18/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,70.3,70.0,70.0,70.1,70.9,71.3,73.0,75.4,78.3,80.3,81.9,82.2,82.2,81.4,81.1,80.1,78.7,76.3,74.0,73.2,72.7,72.7,72.5,72.5,75.5,82.2,11
,OTAY MESA DVN,69.5,69.2,69.0,69.2,69.2,69.6,70.2,72.6,76.3,79.8,80.8,81.6,81.9,81.0,80.4,78.8,77.0,75.5,73.2,72.0,71.6,71.8,71.8,71.6,74.3,81.9,12
,PENDLETON,73.1,72.9,73.0,72.6,72.5,72.8,73.2,74.2,75.3,77.2,78.3,78.7,79.2,79.1,77.6,77.3,76.9,75.7,75.2,75.1,74.9,74.8,74.6,74.3,75.4,79.2,12
17 RELHUM %,ALPINE,96,97,97,97,97,97,91,77,71,59,51,45,43,44,46,49,53,62,73,80,83,87,90,89,74,97,01
,EL CAJON LES,80,82,84,84,84,83,82,73,65,59,54,53,53,54,55,55,57,63,70,75,77,81,83,83,70,84,02
,KEARNY MESA,85,86,87,87,85,84,80,74,68,65,63,62,62,63,64,66,69,75,82,84,85,86,87,87,77,87,02
18 PRES mmHg,KEARNY MESA,749,749,749,749,749,750,750,750,750,750,750,749,749,749,749,749,748,748,749,749,750,750,750,750,749,750,05
19 SOLAR W/M2,KEARNY MESA,-3,-3,-3,-3,-3,16,188,376,550,707,820,878,872,804,688,529,339,140,10,-3,-3,-3,-3,-3,287,878,11
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.1,.1,.1,.1,.1,.2,.2,M,.2,.2,.2,.1,.1,.1,.1,.1,.1,.1,.1,.1,.2,10
29 CO Tr PPB,EL CAJON LES,M,C,C,C,C,C,M,M,M,M,C,C,M,236.1,258.5,233.5,247.5,241.8,237.6,226.3,252.1,223.2,231.8,227.1,237.7,258.5,14
