Current Date:,8/14/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
8/13/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.011,.008,C,C,.010,.013,.011,.019,.027,.036,.045,.052,.059,.058,.054,.050,.044,.035,.031,.026,.021,.016,.013,.013,.029,.059,12
,CHULA VISTA,.021,.021,C,C,.011,.008,.015,.021,.024,.027,.029,.029,.028,.025,.025,.025,.022,.019,.017,.018,.020,.018,.019,.017,.020,.029,10
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.021,.019,C,C,C,.016,.018,.021,.027,.032,.041,.041,.043,.047,.045,.039,.032,.028,.024,.018,.014,.014,.017,.019,.027,.047,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.019,.014,C,C,.008,.005,.015,.019,.023,.029,.033,.034,.035,.035,.032,.028,.026,.025,.019,.018,.019,.016,.015,.015,.021,.035,12
,OTAY MESA DVN,.021,.018,C,C,.016,.016,.017,.021,.025,.031,.036,.035,.035,.034,.032,.030,.026,.023,.019,.017,.015,.016,.017,.015,.023,.036,10
,PENDLETON,.018,.020,C,C,.008,.007,.012,.020,.024,.023,.025,.025,.026,.024,.023,.022,.024,.024,.028,.027,.025,.025,.019,.017,.021,.028,18
02 NOX PPM,ALPINE,.008,.010,C,C,.008,.006,.014,.008,.005,.004,.005,.004,.004,.004,.003,.003,.003,.003,.003,.003,.004,.004,.005,.004,.005,.014,06
,CARMEL MT RCH,.011,.014,.017,.015,.023,.033,.030,.031,.019,.027,.025,.020,.022,.024,.020,.014,.017,.017,.019,.013,.012,.012,.010,.009,.019,.033,05
,CHULA VISTA,.002,.002,C,C,.008,.014,.012,.006,.006,.005,.003,.003,.002,.002,.003,.002,.002,.002,.002,.002,.001,.002,.002,.003,.004,.014,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.003,C,C,C,.004,.004,.005,.007,.008,.007,.007,.005,.004,.003,.003,.004,.003,.004,.005,.005,.004,.003,.004,.005,.008,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.008,C,C,.013,.024,.010,.011,.011,.013,.005,.003,.003,.003,.002,.002,.003,.002,.003,.003,.002,.005,.004,.004,.006,.024,05
,OTAY MESA DVN,.001,.001,C,C,.002,.003,.004,.003,.003,.003,.003,.001,.002,.001,.001,.001,.000,.001,.001,.000,.001,.002,.002,.002,.002,.004,06
,PENDLETON,.006,.005,C,C,.015,.017,.011,.011,.005,.020,.005,.003,.005,.013,.011,.006,.001,.001,.001,.001,.001,.001,.005,.007,.007,.020,09
03 NO2 PPM,ALPINE,.008,.009,C,C,.007,.005,.009,.005,.004,.003,.004,.003,.003,.003,.003,.002,.002,.002,.003,.003,.004,.004,.005,.004,.004,.009,01
,CARMEL MT RCH,.008,.010,.010,.008,.010,.012,.012,.012,.010,.013,.013,.010,.011,.011,.009,.006,.007,.007,.008,.005,.006,.006,.005,.005,.009,.013,09
,CHULA VISTA,.002,.002,C,C,.007,.011,.008,.004,.004,.003,.002,.002,.002,.002,.002,.002,.001,.002,.001,.002,.001,.002,.002,.003,.003,.011,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.003,C,C,C,.004,.003,.004,.005,.006,.005,.005,.004,.003,.003,.002,.003,.002,.003,.004,.004,.004,.003,.003,.004,.006,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.008,C,C,.011,.014,.007,.008,.007,.009,.004,.003,.002,.002,.002,.002,.002,.002,.002,.003,.002,.005,.004,.004,.005,.014,05
,OTAY MESA DVN,.001,.001,C,C,.002,.003,.003,.002,.002,.002,.002,.001,.001,.001,.001,.000,.000,.000,.001,.000,.001,.002,.002,.002,.001,.003,05
,PENDLETON,.006,.004,C,C,.011,.010,.007,.005,.003,.006,.003,.002,.002,.005,.004,.002,.001,.001,.001,.001,.001,.001,.005,.006,.004,.011,04
04 NO PPM,ALPINE,.000,.000,C,C,.001,.001,.005,.003,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.005,06
,CARMEL MT RCH,.004,.004,.007,.007,.012,.020,.018,.019,.009,.014,.012,.011,.012,.013,.011,.008,.010,.010,.010,.007,.007,.006,.005,.004,.010,.020,05
,CHULA VISTA,.000,.000,C,C,.001,.003,.004,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.004,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
