Current Date:,8/8/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
8/7/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.055,.054,.056,.059,.062,.064,.067,.071,.074,.075,.074,.069,.064,.059,.054,.048,.043,.04,.038,.037,.037,.038,.037,.037,0.054,0.075,09
,CHULA VISTA,.01,.014,,.02,.022,.027,.03,.033,.036,.037,.037,.036,.035,.033,.032,.029,.027,.025,.022,.02,.019,.015,.013,.012,0.025,0.037,09
,EL CAJON LES,,,,.029,.034,.039,.046,.051,.055,.057,.056,.053,.05,.045,.04,.037,.034,.031,.028,.026,.024,,,,0.04,0.057,09
,KEARNY MESA,.006,.01,.014,.019,.022,.028,.034,.04,.044,.045,.046,.046,.044,.041,.037,.032,.028,.024,.021,.018,.016,.013,.01,.01,0.027,0.046,10
,OTAY MESA DVN,.012,.014,.018,.024,.028,.034,.04,.045,.048,.05,.048,.045,.042,.038,.034,.031,.028,.025,.023,.021,.02,.018,.015,.014,0.029,0.05,09
,PENDLETON,.016,.018,.021,.023,.025,.03,.035,.038,.04,.041,.041,.041,.04,.039,.037,.034,.03,.029,.026,.024,.023,.019,.016,.015,0.029,0.041,09
