Current Date:,3/25/2022,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/24/2022
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.059,.061,C,C,.062,.064,.061,.042,.056,.064,.067,.071,.071,.073,.069,.068,.065,.058,.050,.043,.049,.048,.051,.056,.059,.073,13
,CHULA VISTA,.020,.025,C,C,.032,.025,.009,M,M,M,M,M,M,.057,.063,.062,.056,.053,.047,.044,.039,.037,.035,.034,.039,.063,14
,DOWNTOWN SES,.018,.013,C,C,.026,.004,.003,.016,.022,.024,.037,.042,.046,.052,.057,.054,.049,.051,.033,.031,.033,.038,.036,.030,.032,.057,14
,EL CAJON LES,.022,.016,C,C,C,.003,.006,.012,.029,C,C,.064,C,C,.064,.060,.050,.044,.038,.028,.027,.025,.023,.016,.031,.064,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.039,.037,C,C,.032,.029,.018,.014,.028,.044,.052,.057,.056,.062,.061,.052,.054,.057,.047,.044,.035,.025,.020,.014,.039,.062,13
,OTAY MESA DVN,.022,.018,C,C,.017,.005,.005,.011,.022,.036,.046,.049,.060,M,.061,.060,.057,.051,.045,.040,.026,.030,.025,.019,.033,.061,14
,PENDLETON,.037,.031,C,C,.016,.014,.017,.026,.028,.028,.034,.040,.047,.057,.060,.061,.059,.053,.051,.048,.047,.047,.042,.038,.040,.061,15
02 NOX PPM,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CARMEL MT RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 NO2 PPB,ALPINE,.6,.6,C,C,3.1,3.2,7.9,14.5,6.4,2.0,2.4,2.8,3.4,2.4,1.8,1.5,1.7,3.0,3.4,7.7,2.6,3.1,1.7,1.2,3.5,14.5,07
,CARMEL MT RCH,39.2,34.0,C,C,41.1,37.2,27.6,27.6,34.9,30.5,24.5,20.7,17.7,17.0,17.2,15.9,15.1,18.0,23.2,36.2,27.3,32.5,40.8,37.2,27.9,41.1,04
,CHULA VISTA,20.5,19.6,C,C,10.6,18.7,32.6,M,M,M,M,M,M,7.9,6.8,5.6,7.0,5.0,5.4,3.4,3.6,3.8,3.8,3.9,9.8,32.6,06
,DOWNTOWN SES,22.8,24.5,C,C,15.0,35.3,37.2,30.1,31.4,35.4,14.7,13.7,12.8,10.8,10.6,13.0,15.3,12.1,22.5,22.1,13.2,7.8,5.4,7.8,18.7,37.2,06
,EL CAJON LES,13.2,14.2,C,C,C,22.9,22.7,27.5,21.3,C,C,6.9,C,C,3.4,3.6,2.7,3.4,7.9,13.8,15.4,15.4,12.1,13.0,12.9,27.5,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,9.9,9.9,C,C,11.2,15.2,26.8,34.0,25.9,16.0,8.9,6.2,5.9,4.7,4.4,4.8,5.5,7.9,11.2,14.9,21.0,24.5,28.1,30.4,14.8,34.0,07
,OTAY MESA DVN,21.0,24.1,C,C,25.9,40.8,44.3,42.3,34.8,23.6,21.8,13.2,5.4,M,4.6,4.9,3.7,5.0,4.4,6.0,15.2,6.5,7.0,15.2,17.6,44.3,06
,PENDLETON,7.0,7.8,C,C,17.9,20.7,17.4,10.9,9.7,9.8,6.5,6.0,4.6,3.1,2.6,.8,.8,.5,1.5,.5,.5,.8,3.3,4.1,6.2,20.7,05
04 NO PPB,ALPINE,.030,.017,C,C,.204,.507,1.631,4.355,1.725,.388,.464,.579,.675,.441,.283,.232,.185,.151,.014,.179,.028,.168,.016,.023,.559,4.355,07
,CARMEL MT RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,.262,-.069,C,C,11.424,29.733,60.107,53.370,19.578,8.687,5.912,3.477,.928,M,.690,.665,.298,.103,-.064,.611,1.193,.214,.579,.260,9.427,60.107,06
,PENDLETON,.289,-.131,C,C,.695,2.342,3.574,4.952,9.171,9.210,3.907,4.012,1.487,.559,.338,-.084,-.070,-.153,.342,-.151,-.141,-.146,-.139,-.132,1.806,9.210,09
06 CO PPM,CARMEL MT RCH,.5,.5,C,C,.9,.6,.5,.6,.6,.5,.5,.7,.6,.6,.5,.5,.6,.6,.8,.9,.7,.7,.7,.7,.6,.9,04
10 INTMP °C,ALPINE,26,26,26,27,26,26,26,25,25,25,25,25,25,24,25,25,25,25,25,25,25,26,26,26,25,27,03
,CARMEL MT RCH,25,25,26,26,26,26,26,26,25,25,25,24,25,25,24,24,24,25,25,25,25,25,25,26,25,26,02
,CHULA VISTA,27,27,27,27,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,00
,DOWNTOWN SES,25,25,25,25,25,25,26,26,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,26,06
,EL CAJON LES,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,24,24,24,24,25,26,26,26,26,25,26,00
,PENDLETON,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,00
11 PM2.5 µg/M3,ALPINE,.5,.6,3.7,4.0,3.6,3.6,2.3,1.5,.4,M,M,M,M,4.1,8.0,6.4,3.3,3.8,2.9,1.2,.8,3.7,4.2,2.2,3.0,8.0,14
,DOWNTOWN SES,9.6,9.8,6.4,5.2,5.1,3.6,14.2,8.9,10.7,11.0,7.6,10.4,9.4,12.4,9.3,8.7,9.7,13.8,12.3,13.7,10.5,8.5,5.6,11.1,9.4,14.2,06
,EL CAJON LES,3.0,4.1,3.6,5.7,7.0,6.3,9.7,12.9,8.7,6.0,2.4,3.6,9.0,4.5,3.1,4.7,3.2,2.9,5.6,11.4,11.8,13.3,9.4,10.6,6.7,13.3,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,24.9,20.1,13.3,19.7,16.6,24.3,22.9,21.8,23.6,10.4,8.1,12.5,8.3,4.3,3.8,6.5,6.6,5.7,7.8,9.8,13.8,13.0,12.1,10.4,13.3,24.9,00
,PENDLETON,5.8,3.7,3.7,4.1,6.1,5.9,4.5,9.0,7.8,7.2,5.5,6.5,9.5,11.7,10.8,7.5,9.2,7.5,6.6,6.1,6.1,15.3,12.7,9.2,7.5,15.3,21
12 VWDR °,ALPINE,82,68,37,91,62,20,12,129,278,289,285,283,253,276,265,286,281,283,332,105,62,15,91,101,0,332,18
,CHULA VISTA,66,84,82,111,78,56,32,3,346,295,274,273,263,267,259,255,259,236,206,201,208,185,175,189,0,346,08
,DOWNTOWN SES,38,44,35,43,26,274,94,299,221,276,307,314,310,291,301,291,276,294,300,339,345,62,102,95,0,345,20
,EL CAJON LES,237,270,169,228,205,221,106,284,311,309,288,253,243,262,312,299,299,277,260,143,95,108,101,96,0,312,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,57,52,50,57,61,54,75,199,215,260,294,304,309,309,308,310,305,290,294,294,306,281,354,18,0,354,22
,OTAY MESA DVN,291,169,119,118,165,137,154,147,204,312,300,293,294,292,288,294,287,315,330,350,132,348,14,51,0,350,19
,PENDLETON,52,62,53,42,55,63,37,11,270,270,275,279,281,264,249,255,265,239,195,177,233,264,99,106,0,281,12
13 SIGTHETA °,ALPINE,15,35,30,20,39,13,38,44,37,38,31,33,30,31,31,28,27,24,50,15,12,44,50,21,31,50,18
,CHULA VISTA,51,26,30,14,31,18,12,21,28,35,20,20,21,21,21,18,20,21,20,18,25,33,52,46,26,52,22
,DOWNTOWN SES,26,52,35,31,42,43,42,<,52,39,23,29,<,28,25,23,16,21,18,21,14,24,17,39,30,52,01
,EL CAJON LES,64,57,50,29,62,44,49,60,43,48,35,34,23,20,24,26,21,19,22,52,24,25,17,25,36,64,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,9,5,8,7,8,7,14,26,34,39,19,16,14,13,14,16,12,9,7,9,8,43,43,20,17,43,21
,OTAY MESA DVN,33,32,43,42,65,21,35,41,50,39,21,11,12,12,13,13,12,13,17,48,44,22,17,19,28,65,04
,PENDLETON,16,20,20,14,8,9,33,19,16,14,17,17,17,17,17,15,14,16,13,17,25,22,46,31,19,46,22
14 VWSP MPH,ALPINE,1.7,1.0,.4,1.0,.9,2.6,2.2,1.1,2.1,2.9,4.0,4.0,5.0,5.7,5.3,4.8,3.8,2.8,.7,1.9,1.9,.3,.3,1.6,.0,5.7,13
,CHULA VISTA,.5,1.6,2.3,2.3,1.9,1.8,1.1,1.4,1.7,2.4,5.3,6.2,6.1,6.1,6.2,6.9,5.0,3.6,2.4,2.0,2.1,1.4,.7,.5,.0,6.9,15
,DOWNTOWN SES,1.7,.7,3.6,2.5,2.4,.6,.4,.4,1.5,3.8,5.6,5.3,7.5,5.6,6.4,5.2,5.9,4.0,3.0,2.8,3.3,2.2,1.8,1.0,.0,7.5,12
,EL CAJON LES,.7,.2,.2,.4,.2,.3,.6,.3,.6,1.8,3.0,4.5,6.3,7.9,7.0,6.1,6.9,5.4,2.2,.8,1.1,1.4,1.1,.6,.0,7.9,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,4.1,4.9,5.8,6.2,5.6,5.4,2.7,1.5,2.1,3.0,6.5,7.4,10.6,11.7,10.2,9.4,8.1,5.8,3.5,3.4,2.7,1.8,.3,.5,.0,11.7,13
,OTAY MESA DVN,.4,1.0,.4,1.3,.8,2.3,1.5,1.4,.7,2.3,5.9,10.1,9.5,9.6,9.8,9.6,8.3,5.8,3.5,2.1,.7,1.7,2.4,1.0,.0,10.1,11
,PENDLETON,5.2,3.7,5.7,3.5,3.5,3.6,1.5,2.0,2.8,3.4,4.7,5.3,5.1,5.8,5.5,5.6,4.6,3.5,2.9,2.6,1.4,1.3,.4,.7,.0,5.8,13
15 SWSP MPH,ALPINE,1.8,1.5,1.1,1.3,1.3,2.7,2.6,1.6,3.0,3.6,4.6,5.0,5.9,6.7,6.2,5.4,4.3,3.1,1.0,2.0,2.0,.4,.5,1.6,2.9,6.7,13
,CHULA VISTA,.8,1.8,2.4,2.4,2.1,1.9,1.2,1.5,1.9,3.1,5.6,6.7,6.5,6.5,6.6,7.3,5.4,3.9,2.6,2.1,2.3,1.8,1.0,.8,3.3,7.3,15
,DOWNTOWN SES,1.8,1.1,3.7,2.8,3.1,.8,.8,.9,2.0,4.3,6.3,6.1,7.9,6.2,7.0,5.7,6.2,4.4,3.3,3.2,3.4,2.5,1.9,1.4,3.6,7.9,12
,EL CAJON LES,1.1,.4,.6,.5,.5,.3,.7,.8,1.2,2.3,3.6,5.2,6.9,8.4,7.7,7.2,7.5,5.7,2.5,1.3,1.2,1.5,1.2,.7,2.9,8.4,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.2,4.9,5.9,6.2,5.7,5.4,2.8,1.8,2.7,3.6,6.9,7.7,10.9,12.1,10.4,9.8,8.4,5.9,3.7,3.5,2.8,2.5,.4,.6,5.4,12.1,13
,OTAY MESA DVN,.7,1.5,1.5,1.8,1.2,2.4,2.0,1.7,1.5,2.8,6.4,10.3,9.7,9.9,10.1,9.9,8.5,6.0,3.7,2.6,1.3,1.9,2.5,1.8,4.2,10.3,11
,PENDLETON,5.4,3.8,6.0,3.6,3.6,3.6,1.6,3.2,2.9,3.6,5.0,5.6,5.4,6.0,5.8,5.9,4.8,3.6,3.2,2.7,1.9,1.4,1.7,1.6,3.8,6.0,02
16 AMBTEMP °F,ALPINE,66.6,66.2,65.3,65.2,65.4,67.3,69.3,69.8,75.3,77.1,79.0,80.7,82.1,82.3,81.4,79.0,77.0,74.0,70.2,67.5,67.6,66.6,66.1,66.3,72.0,82.3,13
,CARMEL MT RCH,60.9,60.1,59.6,58.3,58.5,57.3,58.9,67.0,72.6,76.4,79.5,80.3,79.0,78.0,79.7,79.2,76.8,73.0,69.5,67.3,64.6,62.6,59.7,58.6,68.2,80.3,11
,CHULA VISTA,60.9,61.3,61.3,58.5,59.9,60.0,59.1,65.2,71.2,76.5,77.5,76.6,75.5,76.1,77.2,74.1,70.1,67.1,62.9,61.3,60.5,60.4,59.8,59.5,66.4,77.5,10
,DOWNTOWN SES,63.2,61.4,62.4,62.3,62.3,60.6,61.5,66.7,71.6,74.6,72.6,73.7,72.5,75.8,76.5,74.4,72.1,70.9,69.0,65.4,63.2,61.4,60.4,60.0,67.3,76.5,14
,EL CAJON LES,58.7,57.3,55.7,54.3,53.3,52.6,54.6,61.4,69.9,78.6,83.8,85.9,86.6,86.9,86.6,85.3,82.5,79.0,74.7,70.5,67.1,64.3,61.6,60.1,69.6,86.9,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,63.2,62.3,61.4,61.1,60.4,60.8,61.8,68.4,73.0,77.7,80.9,80.7,78.7,76.8,78.5,78.2,75.8,71.1,68.2,64.8,63.2,60.2,59.7,57.9,68.5,80.9,10
,OTAY MESA DVN,63.6,62.0,61.2,60.0,60.1,59.3,60.7,66.1,74.2,79.2,82.5,80.8,80.0,79.3,80.1,77.0,74.4,69.2,64.3,62.3,62.2,59.0,58.4,58.7,68.1,82.5,10
,PENDLETON,64.0,61.5,60.0,57.5,57.0,56.7,58.2,63.1,61.8,63.5,61.8,62.2,62.5,63.8,66.7,66.1,65.3,63.8,61.3,61.1,61.0,60.3,60.1,59.7,61.6,66.7,14
17 RELHUM %,ALPINE,19,22,22,22,25,25,24,29,21,19,19,18,15,16,18,17,18,21,25,30,28,30,30,30,23,30,19
,EL CAJON LES,47,51,54,57,60,63,58,46,33,24,19,19,22,18,18,18,17,20,25,36,54,64,73,77,41,77,23
,KEARNY MESA,37,37,38,38,37,36,37,32,28,24,26,27,34,30,25,25,32,42,42,61,68,82,84,86,42,86,23
18 PRES mmHg,EL CAJON LES,751,751,751,750,750,750,750,750,750,750,750,750,749,749,749,748,749,749,749,749,750,750,750,750,750,751,00
,KEARNY MESA,752,752,752,751,751,751,751,751,752,752,751,751,751,750,750,750,750,750,750,751,751,751,751,751,751,752,00
19 SOLAR W/M2,EL CAJON LES,-2,-1,-1,-1,-1,3,90,324,543,726,856,921,916,841,693,500,280,69,-4,-4,-2,-2,-2,-1,281,921,11
,KEARNY MESA,-1,0,0,0,0,3,116,347,559,753,878,944,936,863,732,547,327,100,1,0,0,0,0,1,296,944,11
25 NOY,EL CAJON LES,12.84,13.82,14.29,16.97,21.04,C,C,47.29,29.87,25.11,13.72,9.51,7.75,5.93,5.38,5.34,3.93,4.02,7.83,13.11,14.58,15.14,12.26,13.19,14.22,47.29,07
26 NOY-NO,EL CAJON LES,12.58,13.64,14.21,16.69,20.17,C,C,24.20,19.72,18.47,11.36,8.17,6.91,5.21,4.75,4.64,3.55,3.76,7.59,12.95,14.57,15.13,12.25,13.07,11.98,24.20,07
