,KEARNY MESA,17.2,18.3,14.3,12.9,12.5,13.5,11.5,20.7,15.2,15.5,21.6,26.5,25.9,24.3,20.8,17.5,17.8,21.2,20.5,18.8,17.5,18.1,19.5,20.5,18.4,26.5,11
,OTAY MESA DVN,44.9,48.2,22.2,22.8,34.2,23.2,26.5,29.3,36.6,46.3,46.7,38.7,34.2,29.6,27.8,26.5,23.2,22.3,23.3,28.8,24.6,29.5,44.6,52.9,32.7,52.9,23
,PENDLETON,18.4,16.9,14.2,15.5,15.7,14.7,13.2,12.9,11.3,13.0,20.3,22.1,23.6,24.4,23.3,23.1,23.0,22.7,22.8,28.2,26.6,26.7,26.5,23.9,20.1,28.2,19
,SAN YSIDRO,23.5,33.5,40.6,54.4,70.3,55.0,55.3,54.1,42.9,34.9,36.4,31.4,27.2,28.1,23.0,20.6,22.6,27.2,30.2,29.1,23.6,21.3,24.2,30.6,35.0,70.3,04
12 VWDR °,ALPINE,20,83,122,102,90,92,347,76,9,296,304,285,313,277,277,302,315,346,14,3,65,19,291,313,0,347,06
,CHULA VISTA,61,90,47,72,38,68,76,82,95,81,299,271,265,265,256,258,251,254,68,69,102,161,94,126,0,299,10
,DOWNTOWN SES,62,44,41,36,347,35,73,61,74,104,120,235,235,225,215,222,226,263,133,26,60,349,74,12,0,349,21
,EL CAJON LES,167,104,212,120,159,229,109,M,M,M,M,282,272,272,212,234,213,194,184,317,200,169,135,96,0,317,19
,KEARNY MESA,83,50,33,60,58,6,90,110,92,100,14,295,310,260,242,267,298,299,11,62,71,90,122,76,0,310,12
,OTAY MESA DVN,122,98,42,124,92,359,15,352,249,193,274,280,295,283,267,284,306,0,16,14,69,161,176,163,0,359,05
,PENDLETON,67,67,70,60,73,58,79,75,77,84,249,259,248,246,254,268,274,302,34,88,38,41,52,74,0,302,17
13 SIGTHETA °,ALPINE,20,43,53,44,47,21,22,25,29,56,32,32,40,42,30,24,31,20,27,26,40,36,30,54,34,56,09
,CHULA VISTA,20,22,21,63,59,25,17,45,15,26,61,25,27,22,25,23,17,40,13,16,24,43,38,12,29,63,03
,DOWNTOWN SES,25,25,22,28,50,33,25,15,32,21,57,25,30,22,20,19,19,34,45,26,20,48,43,36,30,57,10
,EL CAJON LES,46,51,54,32,35,27,41,M,M,M,M,36,50,52,39,23,16,16,27,17,27,11,17,12,31,54,02
,KEARNY MESA,16,26,18,12,57,30,12,17,40,65,41,32,48,37,25,12,7,11,8,15,10,39,47,13,27,65,09
,OTAY MESA DVN,59,22,23,27,49,29,13,18,39,42,38,30,28,24,19,11,11,12,12,20,12,28,21,12,25,59,00
,PENDLETON,15,18,13,15,18,32,15,9,9,41,27,22,15,12,11,14,14,14,19,7,9,8,11,12,16,41,09
14 VWSP MPH,ALPINE,1.7,.5,.1,1.4,.8,2.3,2.2,.9,1.1,.9,2.3,2.5,2.6,2.0,2.4,2.9,1.3,1.5,.6,.7,.8,.7,1.1,.5,.0,2.9,15
,CHULA VISTA,1.1,3.1,1.5,1.1,.1,1.0,1.3,.9,2.2,1.8,.6,3.5,3.2,4.2,3.6,4.2,3.3,.5,.6,.6,1.3,.3,.5,1.3,.0,4.2,13
,DOWNTOWN SES,1.4,1.5,2.0,2.4,1.5,.9,2.9,3.2,2.8,3.1,.7,4.2,4.3,4.8,5.4,5.2,4.0,1.5,.6,1.9,1.9,.2,.9,.9,.0,5.4,14
,EL CAJON LES,.2,1.2,.4,1.1,.5,.9,1.9,M,M,M,M,2.7,2.5,1.9,2.6,4.1,4.8,2.4,1.2,2.9,.4,3.4,2.5,2.6,.0,4.8,16
,KEARNY MESA,2.0,2.6,3.0,4.3,1.8,1.3,2.7,1.7,1.7,1.0,1.3,3.7,2.5,4.3,5.1,7.4,6.3,2.9,2.2,2.6,3.6,1.4,1.2,1.2,.0,7.4,15
,OTAY MESA DVN,.8,1.4,2.2,2.7,1.6,2.7,4.4,2.2,1.4,1.9,1.8,3.3,2.9,4.3,4.4,5.9,3.8,3.0,3.0,1.9,2.6,1.1,2.0,2.0,.0,5.9,15
,PENDLETON,4.6,3.8,4.5,4.1,3.5,2.9,4.3,5.7,5.2,1.4,2.1,2.0,3.1,3.2,4.5,4.4,3.9,2.2,1.0,3.4,4.3,4.8,4.4,4.7,.0,5.7,07
15 SWSP MPH,ALPINE,1.9,1.2,.3,1.5,1.3,2.5,2.9,1.4,1.3,1.3,2.8,3.1,3.2,2.7,3.0,3.2,1.5,1.6,.7,.8,1.2,1.1,1.5,1.2,1.8,3.2,12
,CHULA VISTA,1.2,3.5,1.6,1.7,1.2,1.1,1.3,1.1,2.3,2.0,1.6,3.9,3.5,4.6,3.9,4.5,3.4,1.0,.6,.7,1.4,.7,.6,1.3,2.0,4.6,13
,DOWNTOWN SES,1.8,2.2,2.2,3.1,2.0,1.4,3.0,3.3,3.1,3.4,2.5,4.6,5.1,5.2,5.7,5.5,4.3,1.9,1.0,2.1,2.1,.7,1.2,1.1,2.9,5.7,14
,EL CAJON LES,.8,1.6,.7,2.2,1.7,1.2,2.5,M,M,M,M,3.2,3.3,2.6,3.3,4.4,5.0,2.6,1.7,3.0,1.2,3.5,2.7,2.7,2.5,5.0,16
,KEARNY MESA,2.2,3.3,3.5,4.4,2.3,2.1,2.8,1.9,2.0,1.8,2.3,4.3,3.2,5.1,5.7,7.8,6.3,3.0,2.3,2.6,3.7,1.8,1.7,1.3,3.2,7.8,15
,OTAY MESA DVN,1.0,2.1,2.4,3.2,2.2,3.3,4.6,2.6,2.0,2.3,2.3,3.8,3.3,4.7,4.7,6.1,4.0,3.2,3.1,2.2,2.7,1.3,2.4,2.1,3.0,6.1,15
,PENDLETON,4.8,4.0,4.6,4.2,3.6,3.3,4.6,5.8,5.3,1.7,2.3,2.4,3.2,3.3,4.7,4.5,4.0,2.3,1.9,3.5,4.4,4.8,4.4,4.9,3.9,5.8,07
16 AMBTEMP °F,ALPINE,59.3,57.9,59.0,58.2,58.1,57.8,57.0,56.1,58.0,62.5,62.8,65.0,63.4,65.0,65.4,63.7,59.6,55.2,52.9,51.7,49.9,49.4,49.1,48.8,57.7,65.4,14
,CARMEL MT RCH,51.0,50.8,50.3,49.9,50.0,50.2,49.2,50.2,51.8,55.2,57.8,60.2,63.0,66.1,68.1,64.4,59.4,57.3,57.2,56.8,56.0,55.9,56.3,56.4,56.0,68.1,14
,CHULA VISTA,51.2,52.3,50.9,50.9,49.5,49.1,49.2,51.0,54.7,56.8,60.1,62.8,63.4,63.7,64.4,62.4,60.9,59.5,58.6,58.9,59.1,58.7,58.0,58.1,56.8,64.4,14
,DOWNTOWN SES,53.8,52.6,52.2,51.9,51.5,51.2,52.3,54.5,56.2,58.3,62.0,63.3,63.9,64.4,65.0,63.2,61.0,59.9,59.9,59.5,59.1,58.4,57.7,56.6,57.9,65.0,14
,EL CAJON LES,48.7,48.1,47.6,46.5,46.5,46.0,46.1,46.8,50.6,54.8,60.2,63.8,65.3,67.0,68.2,67.0,62.2,59.3,58.6,59.0,58.5,57.8,57.0,56.7,55.9,68.2,14
,KEARNY MESA,51.7,50.9,51.4,51.0,50.5,49.6,50.6,53.4,55.4,56.1,57.6,62.7,65.6,66.5,66.0,63.3,59.9,58.3,57.8,56.3,56.1,57.3,57.2,56.2,56.7,66.5,13
,OTAY MESA DVN,52.6,52.2,53.0,52.5,54.2,53.0,53.7,52.9,53.1,53.9,58.3,62.3,63.3,64.9,64.5,62.0,58.7,56.7,56.3,56.6,56.7,56.7,56.8,57.0,56.7,64.9,13
,PENDLETON,51.5,51.3,51.6,49.8,49.7,49.6,49.6,50.2,52.4,55.7,57.5,58.1,59.6,60.7,60.9,60.4,60.0,59.7,59.4,58.0,55.4,54.9,56.2,56.4,55.4,60.9,14
,SAN YSIDRO,51.7,51.4,51.2,51.7,51.3,50.3,49.6,52.6,56.1,58.9,61.8,64.5,64.6,64.2,64.5,62.8,61.1,60.0,59.2,59.9,59.1,58.3,57.4,55.9,57.4,64.6,12
17 RELHUM %,ALPINE,28,29,26,29,26,24,24,27,28,26,29,28,39,39,41,52,67,86,96,99,100,100,97,100,52,100,20
,EL CAJON LES,94,93,95,95,96,96,95,93,83,71,63,61,60,55,56,64,78,85,88,87,88,89,89,90,82,96,04
,KEARNY MESA,100,100,98,96,93,95,94,99,100,100,100,81,67,66,68,75,85,93,94,94,94,90,90,91,90,100,00
18 PRES mmHg,EL CAJON LES,752,752,752,752,751,752,752,753,753,753,753,753,752,751,751,751,751,752,752,752,752,752,752,752,752,753,07
,KEARNY MESA,753,753,753,752,752,752,753,753,754,754,754,753,752,752,752,752,752,752,752,752,752,752,753,753,753,754,08
19 SOLAR W/M2,EL CAJON LES,-2,-1,-1,-2,-1,-1,0,44,123,289,441,405,468,394,308,165,24,-2,-1,0,0,0,-1,0,110,468,12
,KEARNY MESA,1,1,1,1,1,1,2,22,74,141,361,515,559,504,337,178,29,0,1,1,1,1,0,1,114,559,12
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,0,3,9,17,24,24,26,21,16,8,2,0,0,0,0,0,0,0,6,26,12
25 NOY,EL CAJON LES,16.53,13.35,17.47,15.13,20.65,C,C,M,M,M,M,22.26,12.86,13.77,16.42,22.72,16.75,16.81,17.05,13.03,13.91,12.84,10.52,10.98,15.72,22.72,15
26 NOY-NO,EL CAJON LES,14.67,12.14,14.55,13.07,14.72,C,C,M,M,M,M,16.43,11.16,12.36,14.95,20.90,16.23,16.07,16.31,12.89,13.82,12.62,10.47,10.92,14.12,20.90,15
27 NO Trace,EL CAJON LES,1.86,1.21,2.92,2.06,5.92,C,C,M,M,M,M,5.76,1.69,1.40,1.47,1.81,.51,.73,.74,.13,.08,.22,.04,.05,1.58,5.92,04
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,M,M,M,.2,.1,.1,.1,.1,.2,.1,.1,.1,.1,.0,.0,.0,.0,.0,.2,10
29 CO Tr PPB,EL CAJON LES,496.3,372.9,C,C,C,497.1,476.0,M,M,M,C,511.1,381.0,401.8,426.1,517.5,438.7,465.6,444.1,437.6,412.9,417.9,364.2,347.4,435.7,517.5,15
BCarbon ug/m3,10TH AVE MARINE TERM,<,1.48,<,<,1.31,1.67,<,<,1.98,1.51,.97,1.17,1.03,1.03,.75,<,1.05,.96,<,<,1.78,1.79,<,3.49,1.46,3.49,23
,BOSTON AVE,1.92,2.08,1.60,1.49,1.22,1.52,2.29,1.55,1.74,1.09,.92,1.07,.93,.77,.66,.76,.88,1.14,1.42,2.33,2.16,2.26,3.20,3.46,1.60,3.46,23
,CHICANO PARK,<,1.25,<,<,.98,1.23,1.58,2.10,1.47,1.00,.89,<,1.12,.89,.77,.96,1.13,1.13,.91,1.27,<,<,<,2.29,1.23,2.29,23
,DOWNTOWN SES,1.05,.97,.97,.79,.98,1.06,1.32,1.25,1.06,.77,.74,1.07,.99,<,.66,.71,.77,.69,1.50,1.05,1.34,1.31,1.53,<,1.03,1.53,22
,OCEANVIEW BLVD,1.45,1.55,2.21,<,1.09,1.21,2.93,1.90,<,.78,.64,.77,<,.80,.65,<,<,.93,1.00,1.23,1.67,2.15,2.74,2.55,1.49,2.93,06
,SAN YSIDRO,2.94,4.95,<,9.31,11.46,8.97,9.16,<,<,<,1.93,1.27,<,<,.74,<,.93,1.21,1.55,<,1.54,1.29,1.52,2.95,3.86,11.46,04
PM10 STD,ALPINE,8.0,6.6,6.6,7.7,6.5,6.4,6.9,6.6,6.8,10.3,11.3,10.2,16.5,19.5,17.2,26.6,38.3,49.9,50.1,39.4,40.8,38.7,29.1,43.2,20.9,50.1,18
,CARMEL MT RCH,28.7,27.8,22.7,28.7,19.5,21.1,17.9,19.9,21.2,23.1,35.2,37.3,41.8,41.0,45.3,32.4,26.6,26.7,27.9,27.6,30.0,31.8,32.5,32.6,29.1,45.3,14
,CHULA VISTA,25.8,56.0,51.2,29.4,25.6,20.7,20.3,33.2,43.3,46.8,53.9,46.3,49.6,57.3,48.5,40.6,38.3,35.4,32.0,33.9,40.6,40.6,41.5,39.1,39.5,57.3,13
,DOWNTOWN SES,39.7,36.2,33.0,27.4,28.0,26.4,26.5,41.5,75.6,58.8,51.2,58.7,66.5,58.1,48.3,44.8,42.7,41.6,45.6,50.5,56.3,52.0,56.8,60.2,46.9,75.6,08
,EL CAJON LES,23.4,20.6,25.2,19.4,22.8,20.8,20.2,20.6,22.0,25.3,26.9,32.9,36.4,36.9,43.4,56.9,46.5,46.5,45.0,44.3,43.6,41.8,42.6,45.7,33.7,56.9,15
,KEARNY MESA,26.8,26.5,22.2,20.2,20.7,28.4,20.0,39.3,24.0,23.5,36.8,51.8,56.2,52.5,42.6,35.5,34.6,38.8,40.1,32.4,28.7,30.8,31.9,32.0,33.1,56.2,12
,OTAY MESA DVN,78.4,80.4,44.3,40.1,57.0,39.2,47.4,56.0,59.5,81.0,85.6,75.3,63.6,60.0,57.2,52.8,41.6,38.9,39.9,230.5,71.6,56.3,89.4,103.4,68.7,230.5,19
,PENDLETON,28.7,25.3,21.5,23.1,24.4,22.9,21.2,20.2,20.4,24.8,40.9,42.3,47.6,49.7,41.8,44.3,44.4,48.1,39.7,45.2,40.6,40.6,39.7,36.5,34.7,49.7,13
,SAN YSIDRO,45.4,57.8,70.0,89.4,112.0,81.2,81.8,90.9,72.4,58.8,63.4,54.6,48.3,49.1,43.7,39.6,44.6,59.9,55.6,51.0,40.1,36.3,40.5,54.5,60.0,112.0,04
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
