Current Date:,3/2/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
3/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.016,.019,C,C,.027,.036,.029,.027,.028,M,M,M,M,M,M,.043,.038,.034,.031,.026,.019,.026,.025,.030,.028,.043,15
,CHULA VISTA,.015,.016,C,C,.007,.008,.000,.004,.011,.021,.026,.028,.034,.034,.033,.030,.030,.031,.024,.023,.022,.021,.015,.012,.020,.034,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.008,.018,C,C,C,.015,.008,.008,.021,.025,.031,.036,.037,.040,.041,.038,.036,.034,.034,.033,.023,.017,.012,.007,.024,.041,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.023,.024,C,C,.009,.008,.006,.012,.023,.027,.028,M,M,M,.031,.032,.028,.030,.030,.029,.027,.018,.018,.011,.021,.032,15
,OTAY MESA DVN,.017,.018,C,C,.015,.019,.018,.018,.019,.025,.029,.030,.029,.032,.032,.029,.027,.026,.027,.023,.015,.011,.011,.003,.021,.032,13
,PENDLETON,.029,.028,C,C,.020,.018,.016,.019,.018,.024,.026,.028,.033,.035,.037,.041,.041,.039,.037,.036,.036,.036,.029,.020,.029,.041,15
02 NOX PPM,ALPINE,.009,.006,C,C,.003,.004,.009,.010,.005,M,M,M,M,M,M,.004,.005,.007,.009,.010,.013,.008,.008,.005,.007,.013,20
,CARMEL MT RCH,.007,.005,.005,.007,.010,.034,.045,.041,.029,.039,.024,.028,.027,.027,.026,.025,.027,.026,.025,.024,.033,.024,.022,.026,.024,.045,06
,CHULA VISTA,.011,.008,C,C,.014,.013,.037,.033,.022,.013,.013,.012,.006,.006,.006,.011,.008,.007,.014,.014,.013,.011,.014,.016,.014,.037,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.014,.003,C,C,C,.005,.012,.019,.010,.008,.006,.005,.005,.004,.004,.004,.005,.006,.005,.006,.010,.014,.013,.015,.008,.019,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.002,C,C,.011,.012,.017,.017,.007,.005,.007,M,M,M,.005,.005,.007,.005,.006,.006,.008,.010,.010,.011,.008,.017,06
,OTAY MESA DVN,.004,.003,C,C,.010,.005,.002,.005,.008,.006,.005,.008,.009,.005,.005,.005,.004,.005,.004,.005,.011,.011,.006,.022,.007,.022,23
,PENDLETON,.001,.001,C,C,.003,.005,.007,.004,.004,.003,.002,.002,.001,.001,.002,.001,.002,.002,.001,.000,.000,.001,.005,.008,.003,.008,23
03 NO2 PPM,ALPINE,.008,.006,C,C,.003,.003,.007,.007,.003,M,M,M,M,M,M,.004,.005,.006,.008,.009,.013,.008,.007,.005,.006,.013,20
,CARMEL MT RCH,.006,.004,.004,.004,.008,.015,.017,.017,.014,.017,.011,.011,.011,.011,.012,.013,.014,.014,.015,.015,.019,.016,.014,.020,.013,.020,23
,CHULA VISTA,.010,.007,C,C,.011,.011,.019,.017,.013,.009,.008,.007,.004,.004,.004,.007,.006,.005,.013,.013,.012,.010,.013,.015,.010,.019,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.013,.003,C,C,C,.004,.010,.011,.006,.005,.004,.004,.003,.003,.003,.003,.004,.005,.004,.005,.010,.013,.013,.014,.007,.014,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.002,C,C,.010,.010,.012,.013,.006,.004,.005,M,M,M,.003,.004,.006,.005,.006,.006,.008,.009,.009,.011,.007,.013,07
,OTAY MESA DVN,.004,.003,C,C,.008,.004,.002,.004,.006,.004,.004,.006,.006,.004,.003,.003,.004,.005,.004,.005,.011,.011,.006,.020,.006,.020,23
,PENDLETON,.000,.000,C,C,.003,.004,.007,.004,.003,.002,.001,.001,.001,.000,.001,.001,.002,.001,.001,.000,.000,.000,.004,.008,.002,.008,23
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.002,.003,.001,M,M,M,M,M,M,.001,.001,.000,.000,.001,.001,.000,.000,.000,.001,.003,07
,CARMEL MT RCH,.001,.001,.001,.003,.002,.019,.028,.024,.015,.022,.013,.017,.017,.016,.014,.012,.013,.012,.010,.009,.013,.008,.008,.006,.012,.028,06
,CHULA VISTA,.001,.001,C,C,.002,.002,.018,.016,.008,.003,.005,.005,.002,.002,.003,.003,.002,.001,.001,.001,.001,.001,.001,.001,.004,.018,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.000,.003,.008,.004,.002,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.008,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.001,.002,.005,.005,.001,.001,.002,M,M,M,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.001,.005,06
,OTAY MESA DVN,.000,.000,C,C,.002,.001,.000,.001,.002,.002,.001,.002,.003,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.001,.003,12
,PENDLETON,.000,.000,C,C,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.000,.002,.001,.001,.002,22
06 CO PPM,CARMEL MT RCH,.2,.2,.2,.2,.2,.6,.7,.7,.4,.5,C,.4,.5,.5,.5,.4,.5,.5,.6,.6,.7,.6,.6,.7,.5,.7,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,26,26,24,24,24,24,24,24,24,24,24,25,26,26,26,26,26,25,26,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,25,26,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,26,27,27,27,26,26,25,26,26,26,24,25,25,26,27,26,26,26,26,26,26,26,26,27,03
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,26,26,26,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,00
,OTAY MESA DVN,27,27,27,27,28,28,27,27,27,27,27,27,27,27,26,26,26,26,27,27,27,27,27,27,27,28,04
