,EL CAJON LES,.010,.007,C,C,C,.004,.004,.005,.004,.008,.006,.004,.003,.003,.002,.003,.002,.002,.002,.004,.003,.001,.000,.000,.004,.010,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.009,.011,C,C,.018,.015,.012,.008,.006,.005,.005,.005,.006,.005,.004,.004,.003,.003,.003,.004,.002,.002,.002,.002,.006,.018,04
,OTAY MESA DVN,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,.006,.004,C,C,.008,.007,.007,.006,.008,.009,.005,.003,.014,.003,.003,.005,.001,.001,.002,.001,.002,.007,.008,.008,.005,.014,12
03 NO2 PPM,ALPINE,.006,.005,C,C,.011,.013,.013,.006,.007,.007,.006,.005,.004,.003,.003,.003,.003,.004,.004,.003,.007,.004,.005,.004,.006,.013,05
,CARMEL MT RCH,.007,.008,C,C,C,.013,.018,.010,.018,.014,.014,M,M,.016,.012,.008,.008,.009,.009,.008,.007,.005,.006,.007,.010,.018,06
,CHULA VISTA,.013,.014,C,C,.009,.013,.014,.009,.005,.006,.007,.004,.005,.004,.003,.003,.004,.005,.006,.003,.005,.005,.004,.003,.007,.014,01
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.010,.008,C,C,C,.005,.004,.005,.004,.007,.005,.004,.003,.003,.003,.003,.003,.003,.003,.004,.004,.002,.001,.001,.004,.010,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.011,C,C,.016,.014,.011,.007,.004,.004,.004,.004,.004,.004,.003,.003,.002,.002,.002,.004,.002,.002,.002,.002,.005,.016,04
,OTAY MESA DVN,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,.006,.004,C,C,.007,.007,.006,.005,.005,.005,.004,.003,.006,.002,.002,.002,.001,.001,.003,.001,.003,.007,.008,.008,.004,.008,22
04 NO PPM,ALPINE,.000,.000,C,C,.001,.001,.005,.003,.004,.003,.002,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.005,06
,CARMEL MT RCH,.001,.002,C,C,C,.011,.011,.006,.018,.013,.014,M,M,.012,.011,.007,.008,.007,.008,.008,.006,.004,.004,.006,.008,.018,08
,CHULA VISTA,.001,.001,C,C,.001,.002,.003,.002,.002,.002,.003,.002,.002,.002,.002,.002,.002,.002,.001,.001,.001,.001,.001,.001,.002,.003,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,-.001,-.001,C,C,C,-.001,-.001,.000,.000,.001,.000,.000,.000,-.001,.000,.000,.000,-.001,-.001,.000,-.001,-.001,-.001,-.001,.000,.001,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.002,04
,OTAY MESA DVN,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,.001,.000,C,C,.000,.000,.001,.002,.003,.003,.002,.001,.008,.001,.001,.003,.000,.000,.000,.000,.000,.000,.000,.000,.001,.008,12
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,C,.5,.5,.3,.4,.4,.4,C,M,.5,.4,.3,.4,.5,.5,.4,.3,.3,.2,.3,.4,.5,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,26,27,26,26,26,26,26,25,24,24,24,24,24,24,24,25,25,26,26,26,26,26,25,27,03
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,CHULA VISTA,25,24,24,25,25,24,24,24,25,26,26,26,26,26,26,25,26,26,26,26,26,25,25,26,25,26,09
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,26,26,26,M,26,26,26,26,26,26,26,26,26,26,26,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,25,25,25,25,25,25,25,26,25,25,25,26,26,26,26,26,26,25,26,26,26,27,27,27,26,27,21
,PENDLETON,25,25,25,25,25,25,25,25,24,24,24,24,24,23,23,24,24,24,24,24,25,25,25,25,24,25,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,8.3,6.5,5.4,6.9,7.9,5.8,5.1,4.5,9.9,11.3,16.3,12.7,12.5,8.8,12.4,8.2,9.9,8.0,5.5,5.0,3.5,2.7,3.2,5.2,7.7,16.3,10
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,14.9,15.1,11.7,15.8,14.8,16.6,18.5,16.2,16.6,14.5,13.7,9.6,11.4,9.0,8.0,8.7,6.7,4.8,1.7,-.8,1.8,2.3,2.3,4.0,9.9,18.5,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,9.1,10.2,12.1,19.4,11.5,15.1,11.0,9.3,9.3,7.4,11.4,16.2,10.0,8.5,5.2,6.1,9.4,9.5,7.3,9.1,5.6,2.6,7.6,5.3,9.5,19.4,03
,PENDLETON,2.5,3.7,4.6,3.2,2.8,6.8,7.9,7.2,6.6,10.0,6.6,5.2,4.6,3.2,2.5,3.9,4.3,4.7,4.7,3.6,3.8,2.5,.6,2.8,4.5,10.0,09
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,349,9,44,12,283,67,326,311,230,255,283,280,274,280,273,281,285,287,294,315,222,181,142,227,230,349,00
,CHULA VISTA,50,51,50,52,72,66,62,64,15,357,283,296,290,278,285,291,292,295,316,331,355,20,358,344,203,358,22
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,103,132,95,357,93,104,99,103,114,53,331,311,319,319,326,297,297,307,297,298,301,355,2,317,222,357,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,22,44,88,47,43,30,340,313,316,301,298,287,289,287,298,296,303,328,333,333,337,295,220,340,08
,OTAY MESA DVN,74,19,354,55,64,96,66,340,327,335,320,322,304,318,288,278,278,287,323,337,330,346,359,338,257,359,22
,PENDLETON,34,41,32,38,42,39,36,35,10,246,249,258,250,261,266,272,279,297,303,311,316,325,318,345,192,345,23
13 SIGTHETA °,ALPINE,28,52,32,36,40,34,77,59,50,44,27,35,34,43,31,37,27,31,30,30,36,37,26,38,38,77,06
,CHULA VISTA,34,16,13,14,16,18,23,22,28,36,25,24,18,23,21,19,20,17,16,19,19,22,21,20,21,36,09
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,53,14,32,22,28,16,17,21,29,69,34,21,39,56,32,20,19,20,18,20,24,22,20,19,28,69,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,19,15,11,10,12,22,10,24,36,30,19,16,34,23,14,13,12,10,9,11,12,15,14,19,17,36,08
,OTAY MESA DVN,45,38,31,18,15,36,34,24,18,33,19,20,20,21,22,12,11,11,19,12,11,13,16,16,21,45,00
,PENDLETON,11,10,10,11,16,11,12,14,39,25,14,15,12,9,14,16,16,17,15,12,11,16,13,12,15,39,08
14 VWSP MPH,ALPINE,.7,.4,.7,.4,.2,1.6,.2,1.5,1.1,2.3,4.2,3.1,3.1,2.7,3.9,4.0,4.7,2.9,1.8,.9,.5,.3,.9,.8,1.8,4.7,16
,CHULA VISTA,.8,1.2,1.5,2.4,2.0,1.9,2.3,2.9,2.9,3.7,6.3,7.2,7.7,6.4,9.0,8.9,7.7,6.4,4.8,3.5,3.1,2.4,2.3,2.2,4.1,9.0,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.9,2.5,1.4,2.0,.9,3.3,3.3,2.6,2.5,1.3,4.3,5.6,3.6,2.7,4.8,7.3,7.0,6.7,7.0,3.8,3.9,3.5,3.1,2.9,3.6,7.3,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.3,1.7,1.8,1.9,2.2,2.4,3.5,2.4,3.1,4.9,7.3,7.5,4.8,8.1,11.5,10.2,10.0,8.7,8.2,6.2,4.1,3.4,4.3,4.3,5.2,11.5,14
,OTAY MESA DVN,1.3,1.7,1.4,3.0,3.1,2.6,2.9,1.4,3.4,3.5,6.8,7.4,8.5,7.0,10.3,12.3,10.4,8.2,4.2,5.1,5.1,5.5,4.5,3.4,5.1,12.3,15
,PENDLETON,5.0,3.8,4.8,5.0,3.2,4.9,6.2,5.7,1.6,3.7,4.4,3.9,6.8,8.4,5.6,4.6,3.9,5.6,6.8,7.2,8.7,5.8,4.4,4.6,5.2,8.7,20
15 SWSP MPH,ALPINE,.9,.7,1.4,1.1,.8,2.2,.9,1.9,2.1,2.8,4.8,4.0,4.0,3.8,4.7,4.8,5.2,3.3,2.0,1.2,.6,.9,1.0,1.0,2.3,5.2,16
,CHULA VISTA,1.0,1.3,1.6,2.5,2.1,2.0,2.5,3.1,3.3,4.3,6.9,7.9,8.1,6.9,9.8,9.4,8.2,6.6,5.3,3.7,3.3,2.5,2.5,2.4,4.5,9.8,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.0,2.5,1.8,2.2,2.4,3.5,3.5,2.8,3.1,3.7,4.9,6.1,4.4,3.8,5.9,7.9,7.6,7.1,7.4,4.1,4.3,4.0,3.6,3.2,4.2,7.9,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.6,1.8,1.8,2.0,2.4,2.6,3.6,3.3,3.5,5.6,7.7,7.9,5.5,8.5,11.9,10.5,10.3,8.8,8.3,6.3,4.2,3.5,4.5,4.6,5.5,11.9,14
,OTAY MESA DVN,1.9,2.0,1.5,3.3,3.3,3.3,3.2,1.7,3.5,4.2,7.2,8.1,9.4,7.5,11.4,12.6,10.6,8.4,4.5,5.2,5.2,5.7,4.7,3.5,5.5,12.6,15
,PENDLETON,5.1,3.9,4.9,5.1,3.4,5.0,6.4,5.9,2.7,4.0,4.5,4.1,7.0,8.5,5.7,4.8,4.1,5.8,7.0,7.3,8.8,6.0,4.5,4.8,5.4,8.8,20
16 AMBTEMP °F,ALPINE,51.6,50.3,50.3,49.3,47.7,47.0,48.0,48.9,53.2,58.9,M,60.5,62.2,64.3,67.7,67.5,64.8,60.5,55.0,52.6,51.8,52.3,52.8,52.5,55.2,67.7,14
,CARMEL MT RCH,52.9,52.9,53.0,53.2,52.9,53.1,53.9,55.1,57.4,59.4,60.7,62.6,66.3,68.2,66.7,65.6,64.3,61.6,58.6,58.1,58.3,58.0,57.4,56.6,58.6,68.2,13
,CHULA VISTA,54.6,54.6,55.1,55.4,55.4,54.9,55.3,56.7,59.3,62.3,63.4,65.0,65.3,66.6,66.7,65.6,64.8,63.6,61.4,60.1,60.2,60.6,60.9,60.8,60.4,66.7,14
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,53.7,54.3,53.7,53.8,54.2,53.7,53.9,55.3,57.3,60.7,63.9,65.3,66.8,69.6,72.0,71.1,68.3,64.6,61.1,59.2,59.3,60.2,60.1,60.1,60.5,72.0,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,53.0,52.8,52.4,52.7,52.6,53.0,54.4,56.6,58.6,61.1,61.7,62.2,64.1,66.2,64.7,64.2,63.0,61.4,58.9,59.1,59.5,59.7,60.0,59.4,58.8,66.2,13
,OTAY MESA DVN,54.4,54.1,53.9,53.7,54.1,53.7,54.1,55.6,57.3,60.2,62.6,64.4,64.6,66.6,67.1,64.8,63.5,61.4,59.8,57.8,57.3,57.9,59.0,58.9,59.0,67.1,14
,PENDLETON,53.1,53.7,54.4,54.7,55.0,54.8,54.8,56.6,58.8,60.5,60.9,61.4,63.2,63.4,63.6,63.3,62.7,62.0,60.6,60.3,60.2,59.4,58.7,57.6,58.9,63.6,14
17 RELHUM %,ALPINE,90,93,93,95,96,97,96,96,86,69,M,59,52,48,27,37,50,58,81,88,91,93,92,92,77,97,05
,EL CAJON LES,91,92,94,92,91,90,90,85,79,68,59,58,52,44,37,42,49,63,73,82,82,79,79,80,73,94,02
,KEARNY MESA,97,96,95,95,95,95,95,88,76,72,70,69,67,62,68,70,75,81,89,90,90,90,88,91,84,97,00
18 PRES mmHg,KEARNY MESA,747,747,747,747,748,748,748,749,749,749,749,749,749,749,748,748,748,748,749,749,750,751,751,751,749,751,21
19 SOLAR W/M2,KEARNY MESA,0,1,1,1,0,2,34,160,405,557,463,455,726,777,679,504,299,91,2,0,0,0,0,0,215,777,13
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.1,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,10
29 CO Tr PPB,EL CAJON LES,343.4,308.1,C,C,C,273.3,273.1,288.8,271.0,284.9,263.9,217.3,222.5,227.0,230.2,216.9,189.2,165.3,175.7,188.5,179.0,160.2,141.6,137.6,226.5,343.4,00
