Current Date:,3/5/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
3/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.036,.035,C,C,.032,.027,.026,.029,M,M,M,M,M,M,.043,.042,.036,.034,.033,.028,.026,.029,.025,.030,.031,.043,14
,CHULA VISTA,.033,.035,C,C,.031,.026,.021,.022,.028,.028,.029,.036,.038,.036,.037,.036,.035,.031,.031,.026,.019,.015,.011,.019,.028,.038,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.026,.025,C,C,C,.023,.021,.022,.027,.029,.032,.038,.038,.038,.038,.037,.036,.035,.035,.024,.013,.012,.010,.022,.027,.038,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.027,.028,C,C,.027,.026,.021,.023,.029,.030,.033,.035,.037,.035,.036,.036,.035,.034,.034,.028,.020,.016,.014,.018,.028,.037,12
,OTAY MESA DVN,.028,.027,C,C,.024,.024,.026,.026,.028,.029,.030,.031,.033,.034,.033,.033,.033,.031,.030,.029,.024,.022,.024,.027,.028,.034,13
,PENDLETON,.028,.029,C,C,.023,.028,.019,.020,.024,.030,.032,.034,.038,.037,.035,.036,.037,.038,.033,.020,.012,.013,.012,.011,.026,.038,12
02 NOX PPM,ALPINE,.001,.001,C,C,.001,.004,.005,.002,M,M,M,M,M,M,.003,.003,.004,.005,.004,.006,.006,.004,.005,.003,.004,.006,19
,CARMEL MT RCH,.008,.005,.018,.011,.027,.021,.031,.035,.024,.035,.027,M,M,M,.024,.021,.022,.018,.021,.023,.032,.026,.009,.007,.021,.035,07
,CHULA VISTA,.003,.002,C,C,.004,.006,.010,.011,.009,.010,.011,.005,.004,.004,.003,.004,.005,.009,.007,.010,.015,.016,.020,.012,.008,.020,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.003,C,C,C,.005,.010,.012,.007,.005,.005,.002,.004,.005,.004,.004,.005,.005,.004,.010,.016,.016,.014,.006,.007,.016,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.002,.003,.008,.008,.005,.005,.004,.003,.003,.004,.003,.004,.004,.004,.004,.008,.008,.013,.012,.009,.005,.013,21
,OTAY MESA DVN,.001,.001,C,C,.002,.002,.002,.001,.001,.002,.004,.004,.003,.002,.002,.001,.002,.004,.003,.002,.004,.003,.005,.003,.002,.005,22
,PENDLETON,.004,.003,C,C,.008,.005,.007,.006,.004,.002,.001,.000,.000,.001,.002,.002,.001,.001,.003,.013,.019,.012,.016,.011,.006,.019,20
03 NO2 PPM,ALPINE,.001,.001,C,C,.001,.003,.004,.002,M,M,M,M,M,M,.002,.003,.004,.004,.004,.005,.005,.003,.005,.003,.003,.005,19
,CARMEL MT RCH,.006,.003,.012,.009,.017,.014,.017,.016,.012,.016,.012,M,M,M,.011,.009,.010,.008,.012,.016,.019,.014,.006,.007,.012,.019,20
,CHULA VISTA,.002,.001,C,C,.003,.005,.008,.008,.006,.008,.008,.003,.002,.002,.002,.002,.004,.007,.005,.009,.013,.015,.018,.011,.006,.018,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.003,C,C,C,.004,.009,.010,.006,.004,.004,.002,.003,.004,.003,.003,.004,.004,.004,.009,.014,.014,.014,.005,.006,.014,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.002,.003,.007,.007,.004,.004,.003,.002,.002,.003,.003,.003,.003,.003,.004,.007,.008,.012,.012,.009,.005,.012,21
,OTAY MESA DVN,.001,.001,C,C,.002,.002,.001,.001,.001,.001,.003,.003,.002,.002,.001,.001,.002,.004,.003,.002,.003,.003,.005,.003,.002,.005,22
,PENDLETON,.003,.002,C,C,.008,.005,.005,.004,.002,.001,.001,.000,.000,.000,.001,.001,.001,.000,.003,.013,.017,.011,.015,.010,.005,.017,20
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.001,M,M,M,M,M,M,.001,.001,.000,.001,.000,.001,.000,.000,.000,.000,.000,.001,06
,CARMEL MT RCH,.003,.002,.006,.002,.010,.008,.014,.019,.012,.019,.015,M,M,M,.013,.012,.012,.010,.009,.007,.013,.012,.003,.001,.010,.019,07
,CHULA VISTA,.001,.001,C,C,.001,.001,.001,.002,.003,.002,.003,.002,.002,.002,.001,.002,.002,.002,.001,.001,.002,.001,.002,.001,.002,.003,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.001,.001,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.001,.002,.002,.001,.000,.001,.002,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.001,.001,.001,.000,.001,.001,06
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.000,.000,.000,.000,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,10
,PENDLETON,.000,.000,C,C,.000,.000,.001,.002,.002,.001,.001,.000,.000,.001,.001,.001,.001,.000,.000,.001,.002,.001,.001,.001,.001,.002,07
06 CO PPM,CARMEL MT RCH,.3,.2,.2,.2,.4,.4,.5,.5,.3,.3,.3,C,M,M,.5,.4,.4,.4,.5,.4,.6,.5,.3,.2,.4,.6,20
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,25,25,25,26,25,25,25,25,25,25,26,25,24,25,25,25,25,25,25,25,25,25,25,25,25,26,03
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,25,24,26,26,25,25,26,26,26,26,26,26,26,26,26,26,00
,CHULA VISTA,26,26,26,26,26,26,26,26,26,26,27,27,27,24,24,26,27,27,27,27,27,27,27,27,26,27,10
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,26,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,24,25,24,24,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,27,27,27,27,28,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,28,27,27,27,27,28,04
,PENDLETON,25,25,26,26,26,25,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,24,24,25,26,02
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,3.6,2.3,5.7,8.5,5.7,4.0,3.1,3.5,4.6,6.8,8.2,5.8,1.1,1.2,5.4,7.1,8.9,7.5,5.2,8.8,8.5,7.9,8.9,6.5,5.7,8.9,16
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,4.1,6.8,4.7,1.3,3.1,3.0,1.4,1.7,1.3,1.5,.2,2.1,3.4,2.3,1.0,.7,1.4,3.4,4.0,8.7,11.2,11.1,16.0,7.2,4.2,16.0,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,3.1,2.7,4.2,4.1,3.4,4.0,8.5,5.1,.8,.8,4.7,3.6,1.4,3.6,3.3,2.9,3.5,8.2,5.0,5.0,8.1,9.2,5.5,2.6,4.3,9.2,21
,PENDLETON,-4.3,-1.0,-1.3,-2.0,-2.5,-2.7,-.6,.1,.1,-.1,-.2,-1.2,M,.8,-.9,.3,-.6,.6,.8,-1.3,2.2,2.2,1.6,4.7,-.2,4.7,23
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,303,313,307,303,300,330,317,336,322,298,289,291,292,271,286,256,283,294,315,69,73,300,205,94,269,336,07
,CHULA VISTA,302,299,301,302,316,21,8,339,332,283,273,279,268,269,277,282,303,307,351,359,321,331,56,38,259,359,19
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,124,147,31,309,230,290,351,245,162,288,1,50,280,253,265,265,294,313,330,346,217,237,84,89,217,351,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,277,315,347,357,353,5,335,314,315,307,298,298,277,269,285,291,297,301,334,352,282,296,18,38,273,357,03
,OTAY MESA DVN,358,354,336,340,331,345,348,313,324,285,290,292,289,283,281,287,292,300,335,10,349,357,11,26,281,358,00
,PENDLETON,337,333,7,346,329,358,29,40,359,245,246,241,266,275,275,281,281,293,323,70,15,7,8,71,210,359,08
13 SIGTHETA °,ALPINE,22,27,23,21,22,34,31,42,55,37,52,27,28,37,44,25,27,22,20,37,38,18,41,46,32,55,08
,CHULA VISTA,24,15,18,17,16,18,19,27,56,26,33,19,22,21,19,18,20,19,21,16,13,24,19,16,22,56,08
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,15,21,54,27,32,39,54,43,50,56,33,55,43,26,33,19,19,18,20,39,18,34,33,16,33,56,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,10,11,11,17,15,48,16,18,33,28,17,20,20,16,16,13,11,10,9,12,18,7,14,7,17,48,05
,OTAY MESA DVN,15,14,19,12,18,18,15,15,20,27,15,22,16,13,12,12,12,12,12,13,52,17,13,18,17,52,20
,PENDLETON,15,16,16,13,14,20,15,14,29,16,14,18,14,17,16,17,17,17,13,13,13,13,20,12,16,29,08
14 VWSP MPH,ALPINE,2.5,1.3,1.4,1.8,1.6,.4,1.0,.8,.2,1.8,2.0,3.4,2.9,3.0,3.0,4.1,3.5,3.5,2.3,.5,1.2,1.7,.9,.7,1.9,4.1,15
,CHULA VISTA,2.9,4.4,3.0,2.6,2.7,1.6,2.1,1.9,.9,3.6,2.9,5.4,5.6,6.3,7.2,8.0,6.9,5.5,4.5,3.1,2.3,1.4,2.1,3.2,3.8,8.0,15
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.5,1.0,.6,1.5,.9,.4,1.0,1.0,1.1,.7,3.0,.5,2.0,4.0,4.1,5.9,5.5,6.1,4.9,1.2,1.6,1.8,2.6,2.9,2.3,6.1,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.7,4.3,1.7,1.1,2.1,.6,2.4,2.0,3.1,3.3,5.5,4.9,4.1,7.6,7.9,9.8,9.3,8.5,7.3,4.3,4.8,4.8,2.3,5.0,4.6,9.8,15
,OTAY MESA DVN,2.9,2.3,2.6,2.8,2.4,2.2,3.0,3.6,3.4,3.5,6.5,4.6,8.0,7.8,8.8,8.6,7.8,6.6,6.0,5.0,.5,3.0,4.7,4.8,4.6,8.8,14
,PENDLETON,3.9,2.0,2.4,2.1,3.0,1.6,3.6,4.3,1.0,2.8,3.8,5.6,5.6,5.1,4.8,5.4,5.0,6.4,4.6,2.2,2.7,3.3,2.1,3.6,3.6,6.4,17
15 SWSP MPH,ALPINE,2.6,1.5,1.5,2.0,1.9,.6,1.2,1.0,1.0,2.1,2.5,3.9,3.6,3.5,3.8,4.7,3.9,3.8,2.5,1.1,1.6,1.7,1.2,1.8,2.3,4.7,15
,CHULA VISTA,3.4,4.5,3.2,2.7,3.0,1.7,2.2,2.2,1.7,3.9,3.6,5.7,6.0,6.7,7.7,8.5,7.4,5.9,5.0,3.2,2.4,1.5,2.2,3.3,4.1,8.5,15
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.6,1.1,1.5,1.7,1.1,1.6,1.3,1.3,1.6,2.8,3.4,2.2,3.6,4.6,4.8,6.4,6.0,6.4,5.2,1.5,2.3,2.0,2.8,3.0,2.9,6.4,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.8,4.7,1.7,1.5,2.4,.6,2.6,2.1,3.6,3.9,5.8,5.2,4.7,8.0,8.3,10.1,9.4,8.7,7.4,4.4,5.2,4.8,3.4,5.0,4.9,10.1,15
,OTAY MESA DVN,3.0,2.4,2.8,3.0,2.6,2.4,3.1,3.8,3.6,3.9,6.9,5.0,8.3,8.0,9.0,8.8,8.0,7.0,6.4,5.6,1.3,3.1,4.9,5.4,4.9,9.0,14
,PENDLETON,4.1,2.2,2.5,2.3,3.1,1.7,3.7,4.4,3.0,2.9,3.9,5.9,5.8,5.4,5.0,5.7,5.2,6.7,5.1,2.5,2.9,3.4,2.3,4.0,3.9,6.7,17
16 AMBTEMP °F,ALPINE,47.7,47.8,47.7,47.7,47.6,47.2,47.4,47.6,50.0,51.8,54.3,56.0,56.9,57.5,58.1,57.1,53.8,51.6,50.1,48.2,46.9,46.6,47.3,46.9,50.6,58.1,14
