Current Date:,3/24/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/23/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.030,.034,C,C,.034,.036,.033,.029,.037,.041,.049,.052,.053,.056,.055,.053,.049,.046,.042,.040,.038,.034,.034,.035,.041,.056,13
,CHULA VISTA,.019,.008,C,C,.012,.005,.005,.021,.040,.039,.043,.047,.047,.044,.042,.041,.042,.041,.037,.030,.031,.029,.034,.031,.031,.047,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.015,.014,C,C,C,.003,.004,.012,.038,.039,.044,.048,.052,.053,.051,.050,.048,.044,.040,.037,.039,.035,.031,.029,.034,.053,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.024,.014,C,C,.015,.006,.005,.027,.039,.040,.045,.046,.048,.046,.043,.045,.042,.038,.033,.032,.030,.023,.025,.026,.031,.048,12
,OTAY MESA DVN,.023,.027,C,C,.018,.018,.025,.029,.035,.041,.041,.040,.045,.043,.041,.039,.037,.036,.034,.031,.028,.030,.032,.026,.032,.045,12
,PENDLETON,.020,.020,C,C,.017,.013,.008,.016,.029,.040,.042,.042,.043,.042,.042,.041,.040,.040,.038,.036,.034,.035,.040,.034,.032,.043,12
02 NOX PPM,ALPINE,.003,.004,C,C,.002,.003,.005,.009,.006,.004,.003,.003,.003,.002,.002,.002,.002,.002,.002,.003,.003,.004,.003,.002,.003,.009,07
,CARMEL MT RCH,.018,.016,C,C,C,.024,.024,.022,.016,.017,.017,.018,.016,.014,.014,.014,.013,.012,.013,.014,.012,.003,.005,.004,.015,.024,05
,CHULA VISTA,.010,.015,C,C,.011,.019,.032,.015,.004,.008,.006,.004,.003,.002,.003,.003,.002,.002,.004,.007,.006,.006,.004,.004,.008,.032,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.011,.009,C,C,C,.018,.025,.013,.005,.007,.005,.004,.002,.001,.002,.001,.002,.002,.002,.003,.002,.004,.004,.002,.006,.025,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.005,.006,C,C,.009,.020,.030,.012,.004,.005,.002,.002,.002,.002,.002,.002,.002,.003,.003,.002,.003,.004,.003,.004,.006,.030,06
,OTAY MESA DVN,.005,.003,C,C,.008,.008,.003,.002,.002,.002,.003,.006,.003,.001,.001,.000,.001,.000,.001,.002,.002,.002,.000,.001,.003,.008,04
,PENDLETON,.007,.005,C,C,.005,.009,.013,.012,.004,.002,.002,.001,.001,.001,.000,.001,.001,.001,.001,.002,.001,.003,.002,.003,.004,.013,06
03 NO2 PPM,ALPINE,.003,.003,C,C,.002,.003,.004,.007,.004,.003,.003,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.003,.002,.003,.007,07
,CARMEL MT RCH,.015,.014,C,C,C,.018,.017,.015,.010,.010,.009,.009,.009,.008,.007,.008,.007,.007,.009,.010,.009,.003,.004,.003,.010,.018,05
,CHULA VISTA,.009,.014,C,C,.010,.014,.015,.010,.003,.005,.004,.003,.002,.001,.001,.001,.001,.001,.003,.006,.005,.005,.003,.003,.005,.015,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.010,.008,C,C,C,.012,.012,.009,.004,.006,.004,.004,.002,.001,.001,.001,.001,.002,.002,.003,.002,.004,.005,.003,.005,.012,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.005,C,C,.008,.017,.016,.008,.004,.004,.002,.001,.001,.001,.001,.002,.001,.003,.003,.002,.002,.003,.003,.003,.004,.017,05
,OTAY MESA DVN,.005,.002,C,C,.008,.007,.002,.002,.001,.001,.002,.004,.002,.001,.000,.000,.000,.000,.000,.001,.002,.001,.000,.001,.002,.008,04
,PENDLETON,.006,.005,C,C,.005,.009,.009,.005,.003,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.002,.001,.003,.002,.003,.003,.009,05
04 NO PPM,ALPINE,.000,.001,C,C,.000,.000,.002,.003,.002,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.003,07
,CARMEL MT RCH,.003,.002,C,C,C,.006,.008,.007,.006,.007,.007,.008,.007,.006,.007,.007,.006,.005,.004,.004,.003,.000,.001,.000,.005,.008,06
,CHULA VISTA,.001,.001,C,C,.001,.006,.017,.005,.002,.003,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.017,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.001,.000,C,C,C,.006,.014,.004,.001,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.014,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.001,C,C,.001,.003,.014,.004,.001,.001,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.014,06
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.000,.000,.000,.000,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,10
