Current Date:,4/1/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/31/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.053,C,C,.057,.054,.052,.046,.049,.053,.056,.058,.059,.058,.059,.065,.076,.072,.069,.068,.057,.059,.063,.063,.060,.059,.076,15
,CHULA VISTA,.021,C,C,.028,.029,.022,.017,.034,.044,.047,.045,.058,.064,.067,.068,.069,.068,.068,.064,.052,.034,.024,.021,.022,.043,.069,15
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.017,C,C,C,.007,.006,.010,.016,.029,.044,.057,.062,.066,.074,.076,.075,.078,.076,.066,.055,.051,.044,.030,.031,.046,.078,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.038,C,C,.036,.034,.029,.021,.033,.042,.052,.055,.062,.068,.070,.073,.074,.075,.072,.060,.048,.042,.044,.046,.046,.050,.075,16
,OTAY MESA DVN,.024,C,C,.037,.029,.027,.034,.037,.040,.046,.050,.056,.060,.063,.064,.063,.061,.059,.055,.053,.050,.033,.041,.029,.045,.064,14
,PENDLETON,.031,C,C,.031,.030,.022,.025,.026,.035,.033,.039,.052,.059,.057,.058,.056,.060,.050,.055,.054,.052,.039,.038,.036,.042,.060,16
02 NOX PPM,ALPINE,.002,C,C,.001,.002,.002,.003,.003,.002,.002,.002,.002,.001,.002,.002,.003,.003,.004,.006,.006,.004,.002,.002,.002,.003,.006,18
,CARMEL MT RCH,.023,C,C,C,.023,.029,.020,.026,.026,.021,.018,.015,.014,.014,.012,.014,.017,.023,.032,.023,.025,.024,.027,.022,.021,.032,18
,CHULA VISTA,.019,C,C,.009,.008,.018,.017,.009,.006,.005,.015,.010,.005,.004,.004,.004,.007,.010,.011,.016,.023,.026,.028,.022,.013,.028,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.015,C,C,C,.016,.019,.020,.024,.015,.008,.002,.000,.000,.003,.002,.002,.003,.003,.008,.010,.007,.008,.013,.009,.009,.024,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,C,C,.004,.005,.010,.015,.014,.005,.003,.004,.005,.004,.004,.003,.004,.003,.005,.011,.014,.016,.013,.011,.010,.008,.016,20
,OTAY MESA DVN,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,.009,C,C,.005,.006,.007,.009,.010,.006,.017,.012,.007,.004,.005,.003,.003,.003,.012,.008,.005,.005,.014,.013,.010,.008,.017,09
03 NO2 PPM,ALPINE,.001,C,C,.001,.001,.001,.002,.003,.001,.001,.001,.002,.001,.001,.002,.003,.002,.004,.005,.006,.004,.002,.002,.001,.002,.006,19
,CARMEL MT RCH,.022,C,C,C,.021,.025,.016,.017,.017,.014,.012,.011,.010,.010,.009,.011,.014,.019,.027,.021,.022,.022,.026,.022,.018,.027,18
,CHULA VISTA,.018,C,C,.008,.007,.012,.013,.007,.004,.004,.011,.007,.004,.003,.003,.003,.006,.009,.010,.015,.022,.026,.027,.021,.011,.027,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.016,C,C,C,.015,.017,.014,.015,.011,.006,.002,.001,.001,.003,.003,.003,.004,.004,.009,.011,.008,.009,.014,.010,.008,.017,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,C,C,.004,.005,.010,.012,.011,.004,.002,.003,.004,.004,.003,.003,.003,.003,.004,.010,.013,.015,.013,.010,.010,.007,.015,20
,OTAY MESA DVN,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,.009,C,C,.005,.006,.007,.008,.007,.005,.012,.009,.006,.004,.004,.003,.003,.003,.011,.008,.005,.005,.014,.013,.010,.007,.014,21
04 NO PPM,ALPINE,.000,C,C,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,CARMEL MT RCH,.001,C,C,C,.003,.005,.004,.009,.009,.007,.006,.004,.004,.004,.004,.004,.003,.004,.005,.002,.003,.001,.001,.001,.004,.009,07
,CHULA VISTA,.001,C,C,.001,.001,.006,.004,.003,.002,.001,.004,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.006,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,-.001,C,C,C,.000,.002,.006,.009,.004,.001,.000,-.001,-.001,.000,.000,-.001,-.001,-.001,.000,-.001,-.001,-.001,-.001,-.001,.001,.009,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,C,C,.000,.000,.001,.003,.003,.001,.000,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.003,06
,OTAY MESA DVN,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,.000,C,C,.000,.000,.000,.001,.003,.001,.005,.003,.001,.000,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.001,.005,09
