Current Date:,11/4/2020,4:17 PM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
11/3/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.054,.054,C,C,.040,.041,.045,.045,M,.053,M,M,M,M,M,.065,.054,.043,.045,.041,.040,.049,.047,.055,.048,.065,15
,CHULA VISTA,.025,.022,C,C,.005,.002,.003,.007,.014,.032,.040,.051,.052,.055,.054,.052,.046,.039,.031,.019,.011,.006,.012,.004,.026,.055,13
,DOWNTOWN SES,.024,.022,C,C,.015,.010,.005,.010,.032,.037,.045,.049,.051,.054,.062,.053,.046,.043,.038,.033,.023,.013,.005,.004,.030,.062,14
,EL CAJON LES,.010,.009,C,C,C,.002,.002,.007,.018,.032,.040,.049,.063,.062,.053,.054,.049,.037,.034,.030,.022,.012,.012,.007,.028,.063,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.024,.017,C,C,.006,.002,.004,.010,.032,.035,.045,.050,.056,.050,.055,.055,.049,.037,.033,.025,.020,.007,.009,.013,.028,.056,12
,OTAY MESA DVN,.008,.003,C,C,.016,.015,.017,.020,M,M,M,M,M,.060,.059,.057,.046,.041,.033,.028,.022,.016,.006,.015,.027,.060,13
,PENDLETON,.023,.025,C,C,.015,.012,.012,.009,.023,.041,.042,.046,.045,.045,.044,.041,.045,.046,.036,.022,.018,.020,.006,.007,.028,.046,11
02 NOX PPM,ALPINE,.004,.003,C,C,.002,.002,.004,.007,M,.006,M,M,M,M,M,.007,.007,.011,.010,.011,.010,.005,.007,.003,.006,.011,17
,CARMEL MT RCH,.011,.026,C,C,.046,.070,.075,.070,M,M,.030,.029,.036,.028,.024,.025,.025,.022,.023,.021,.038,.038,.031,.041,.035,.075,06
,CHULA VISTA,.006,.005,C,C,.010,.014,.017,.024,.026,.010,.007,.007,.007,.004,.005,.004,.005,.005,.008,.012,.018,.026,.014,.018,.011,.026,08
,DOWNTOWN SES,.008,.008,C,C,.009,.012,.021,.026,.011,.008,.007,.008,.008,.008,.007,.008,.005,.006,.007,.009,.015,.022,.027,.028,.012,.028,23
,EL CAJON LES,.011,.011,C,C,C,.017,.024,.032,.028,.019,.014,.012,.009,.008,.008,.008,.014,.016,.012,.012,.013,.015,.013,.015,.015,.032,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,.006,C,C,.016,.024,.041,.041,.010,.013,.011,.010,.010,.007,.007,.007,.007,.007,.007,.009,.013,.019,.016,.016,.014,.041,06
,OTAY MESA DVN,.022,.028,C,C,.026,.019,.024,.021,M,M,M,M,M,.008,.009,.008,.007,.004,.006,.009,.011,.014,.028,.016,.015,.028,01
,PENDLETON,.005,.004,C,C,.008,.014,.018,.022,.013,.008,.009,.001,.001,.002,.005,.009,.004,.002,.010,.020,.019,.015,.024,.018,.011,.024,22
03 NO2 PPM,ALPINE,.004,.003,C,C,.002,.002,.004,.006,M,.005,M,M,M,M,M,.006,.007,.010,.010,.011,.010,.005,.006,.003,.006,.011,19
,CARMEL MT RCH,.010,.020,C,C,.028,.033,.031,.032,M,M,.015,.018,.023,.017,.016,.016,.016,.014,.015,.017,.027,.027,.021,.027,.021,.033,05
,CHULA VISTA,.006,.006,C,C,.009,.011,.012,.015,.017,.009,.006,.007,.006,.004,.005,.003,.004,.005,.008,.012,.017,.024,.014,.017,.010,.024,21
,DOWNTOWN SES,.008,.008,C,C,.009,.012,.014,.016,.009,.007,.006,.007,.008,.007,.007,.008,.005,.006,.007,.010,.015,.021,.024,.022,.011,.024,22
,EL CAJON LES,.011,.010,C,C,C,.013,.014,.018,.018,.014,.012,.010,.008,.007,.007,.008,.013,.015,.012,.011,.012,.015,.013,.014,.012,.018,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,.006,C,C,.013,.017,.021,.020,.009,.010,.009,.009,.009,.006,.007,.007,.007,.007,.007,.010,.013,.016,.015,.016,.011,.021,06
,OTAY MESA DVN,.021,.024,C,C,.021,.016,.018,.017,M,M,M,M,M,.007,.009,.008,.007,.004,.006,.008,.011,.014,.026,.015,.014,.026,22
,PENDLETON,.005,.005,C,C,.007,.013,.014,.016,.009,.005,.005,.002,.001,.002,.004,.004,.004,.002,.010,.019,.018,.013,.020,.016,.009,.020,22
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.001,M,.001,M,M,M,M,M,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.001,06
,CARMEL MT RCH,.001,.006,C,C,.018,.037,.045,.038,M,M,.015,.010,.013,.011,.009,.009,.008,.008,.008,.004,.011,.011,.010,.015,.014,.045,06
,CHULA VISTA,.000,.000,C,C,.001,.003,.005,.009,.009,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.002,.000,.001,.002,.009,07
,DOWNTOWN SES,.000,.000,C,C,.000,.001,.007,.010,.002,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.003,.005,.002,.010,07
,EL CAJON LES,.000,.000,C,C,C,.003,.010,.014,.009,.004,.003,.002,.001,.001,.001,.001,.000,.001,.000,.001,.000,.000,.000,.000,.002,.014,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.003,.007,.020,.021,.002,.003,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.003,.001,.000,.003,.021,07
,OTAY MESA DVN,.002,.004,C,C,.004,.002,.006,.004,M,M,M,M,M,.001,.001,.000,.000,.000,.000,.001,.000,.001,.002,.001,.002,.006,06
,PENDLETON,.000,.000,C,C,.001,.001,.003,.007,.004,.003,.004,.000,.000,.000,.001,.005,.001,.000,.000,.000,.001,.001,.004,.001,.002,.007,07
06 CO PPM,CARMEL MT RCH,.5,.6,C,C,C,1.2,1.1,1.1,M,M,C,.5,.6,.6,.7,.7,.7,.6,.6,.6,.8,.8,.6,.9,.7,1.2,05
10 INTMP °C,ALPINE,26,26,26,26,26,27,26,26,24,24,24,24,24,24,24,24,24,24,25,25,26,26,26,26,25,27,05
,CARMEL MT RCH,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,00
,CHULA VISTA,25,25,25,25,25,24,24,24,25,25,25,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,DOWNTOWN SES,25,25,24,25,25,25,25,25,25,24,24,23,23,23,23,23,24,24,24,25,24,25,25,25,24,25,00
,EL CAJON LES,25,26,25,26,25,26,26,26,26,26,26,26,25,26,26,25,25,25,25,25,25,25,26,26,26,26,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,26,25,26,26,25,26,26,25,25,24,24,24,24,25,25,25,25,25,25,25,26,25,25,26,02
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,24,25,25,25,25,26,26,26,25,26,00
,PENDLETON,26,26,26,26,26,27,27,26,26,25,25,25,24,24,24,25,25,25,25,26,26,26,26,26,26,27,05
