,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.018,.029,.007,.008,.003,.001,.003,.001,.002,.001,.000,.000,.001,.001,.000,.001,.000,.001,.004,.029,07
,OTAY MESA DVN,.003,.002,C,C,.005,.009,.009,.006,.002,.002,.007,M,M,.003,.002,.001,.000,.001,,.002,.004,.000,.001,.000,.003,.009,05
,PENDLETON,.002,.001,C,C,.001,.001,.003,.006,.007,.003,.005,.002,.000,.016,.013,.007,.000,.000,.000,.000,.000,.002,.003,.000,.003,.016,13
06 CO PPM,CARMEL MT RCH,.8,.4,C,C,C,1.0,.9,.5,1.3,.4,.2,.5,.6,.6,.7,.8,.9,1.1,.9,.8,.7,.8,.7,.7,.7,1.3,08
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,26,25,24,24,24,24,24,24,24,23,24,25,25,26,26,26,26,25,26,00
,CARMEL MT RCH,26,26,26,27,26,26,26,26,25,25,24,25,25,25,25,24,24,25,26,26,26,26,26,26,26,27,03
,CHULA VISTA,24,24,24,24,23,23,23,24,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,08
,DOWNTOWN SES,25,25,25,25,25,26,26,25,24,24,23,23,23,23,22,22,23,24,24,24,24,25,25,25,24,26,05
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,25,25,25,26,25,25,25,25,26,26,26,26,26,26,26,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,26,25,26,26,25,25,24,24,24,24,24,25,25,25,25,25,25,26,26,26,25,26,00
,OTAY MESA DVN,26,26,26,27,26,26,27,26,26,26,26,25,25,24,24,24,24,24,,25,26,26,26,26,26,27,03
,PENDLETON,27,27,27,27,27,26,26,26,25,25,24,24,24,24,24,25,25,25,26,26,26,26,26,26,26,27,00
11 PM2.5 µg/M3,ALPINE,-.5,-1.9,2.3,2.1,.2,2.0,3.1,1.2,-5.8,-7.3,-4.3,-2.3,4.2,4.7,2.6,5.3,1.7,10.9,8.4,11.3,9.5,10.3,6.3,4.6,2.8,11.3,19
,DOWNTOWN SES,12.1,8.0,10.5,17.8,11.3,8.0,6.9,6.7,13.0,15.2,10.7,9.4,7.7,8.0,11.8,12.4,11.9,13.9,15.7,24.5,22.7,14.4,11.1,16.5,12.5,24.5,19
,EL CAJON LES,M,M,M,M,M,M,M,M,M,M,M,4.0,4.6,6.7,6.1,5.9,7.5,16.7,15.2,16.6,22.4,19.6,16.5,16.0,12.1,22.4,20
,ESCONDIDO,985.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0,4.0,4.6,6.7,6.1,5.9,7.5,16.7,15.2,16.6,22.4,19.6,16.5,16.0,458.0,985.0,00
,OTAY MESA DVN,22.4,14.1,13.3,14.9,25.0,17.3,13.0,16.0,9.0,6.5,6.7,14.9,17.2,5.9,4.8,5.0,9.0,10.3,23.9,33.6,13.1,13.1,10.9,12.8,13.8,33.6,19
,PENDLETON,7.4,5.5,2.6,3.5,3.1,.3,1.0,1.3,3.9,4.2,4.3,8.1,6.0,10.1,7.0,7.7,5.4,4.8,8.1,6.8,6.8,6.7,6.7,7.8,5.3,10.1,13
12 VWDR °,ALPINE,99,11,147,146,153,115,171,173,327,M,M,M,M,286,273,268,278,82,65,95,91,90,75,2,0,327,08
,CHULA VISTA,94,83,92,87,76,93,91,45,7,353,130,240,270,229,223,211,203,183,238,123,138,132,344,112,0,353,09
,DOWNTOWN SES,19,18,41,78,33,46,33,67,232,226,171,252,273,302,311,272,281,176,114,135,124,78,325,331,0,331,23
,EL CAJON LES,290,169,313,265,229,174,305,153,340,157,156,19,331,314,327,315,252,165,185,168,188,314,230,155,0,340,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,38,18,59,54,52,45,57,48,317,188,145,207,242,251,298,311,304,294,332,84,109,292,343,16,0,343,22
,OTAY MESA DVN,100,105,95,110,132,120,125,9,326,325,157,163,252,289,303,301,319,12,,40,13,337,355,17,0,355,22
,PENDLETON,55,65,59,59,48,56,60,38,327,344,260,282,298,285,290,286,261,278,335,43,323,35,31,32,0,344,09
13 SIGTHETA °,ALPINE,34,39,13,11,16,33,20,25,34,M,M,M,M,31,30,27,36,41,20,16,17,51,29,30,28,51,21
,CHULA VISTA,25,32,24,20,38,26,21,29,23,49,35,40,19,22,24,18,24,30,19,23,17,24,43,21,27,49,09
,DOWNTOWN SES,37,25,18,69,59,36,22,35,36,32,19,20,21,25,27,19,33,14,38,44,17,22,46,31,31,69,03
,EL CAJON LES,44,55,41,56,39,53,28,50,55,41,43,33,26,23,20,19,22,64,27,58,47,32,52,40,40,64,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,11,15,7,5,5,15,25,23,26,33,16,27,32,19,14,12,7,52,27,11,9,17,26,14,19,52,17
,OTAY MESA DVN,48,39,30,23,9,40,12,32,29,15,39,16,25,14,12,13,15,<,,40,20,59,25,37,27,59,21
,PENDLETON,10,6,7,10,8,9,7,12,19,33,13,18,18,18,20,18,12,17,67,50,25,27,22,19,19,67,18
14 VWSP MPH,ALPINE,.5,1.3,1.7,1.4,2.2,1.3,3.4,2.1,.7,M,M,M,M,4.1,4.1,4.7,2.3,.8,1.1,1.8,1.7,1.2,1.4,.8,.0,4.7,15
,CHULA VISTA,1.7,1.5,1.7,1.1,1.1,1.7,2.0,1.2,1.5,1.4,2.5,2.0,4.4,4.3,4.3,3.5,1.8,.8,1.1,1.0,1.2,1.2,.8,1.2,.0,4.4,12
,DOWNTOWN SES,1.4,1.9,1.7,.1,.8,1.7,1.9,.9,.9,1.7,3.7,3.8,4.5,4.3,4.2,3.0,.5,2.2,.8,.1,1.3,.9,2.8,.4,.0,4.5,12
,EL CAJON LES,.6,.9,.4,.1,.2,.8,.7,.2,.8,.9,1.0,2.5,4.3,4.8,6.3,5.2,2.7,.8,.8,.7,.5,.3,.2,1.2,.0,6.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,2.8,2.8,4.8,5.5,4.5,3.4,1.6,1.3,2.1,1.8,6.0,4.2,4.0,6.1,7.8,5.2,3.1,1.5,1.3,2.5,2.2,2.3,2.0,1.9,.0,7.8,14
,OTAY MESA DVN,1.1,1.6,.9,1.9,3.1,1.6,3.0,1.6,2.4,5.7,1.8,6.1,5.1,8.1,6.1,5.0,3.2,3.0,,1.6,1.2,.1,3.0,2.6,.0,8.1,13
,PENDLETON,5.7,6.9,7.2,6.1,7.2,6.1,7.1,5.4,4.1,.4,3.7,2.9,4.5,3.1,3.5,2.4,1.9,1.9,.6,.4,1.9,1.2,1.6,1.3,.0,7.2,02
15 SWSP MPH,ALPINE,2.0,1.5,1.7,1.4,2.3,2.2,3.6,2.2,1.6,M,M,M,M,4.6,5.0,5.3,2.7,.9,1.2,1.9,1.8,1.7,2.7,1.2,2.4,5.3,15
,CHULA VISTA,1.8,1.6,1.8,1.1,1.3,1.9,2.2,1.3,1.8,1.8,2.9,4.2,4.7,4.6,4.7,3.7,1.9,1.1,1.8,1.8,1.2,1.4,1.1,1.5,2.2,4.7,12
,DOWNTOWN SES,1.7,2.3,1.8,.8,1.0,2.0,2.3,1.3,1.3,2.4,3.9,4.3,4.8,4.7,4.6,3.4,2.1,2.3,.9,.6,1.4,2.0,3.0,.5,2.3,4.8,12
,EL CAJON LES,1.0,1.0,.5,.2,.4,1.4,.9,.3,1.0,1.2,2.0,2.9,4.8,5.2,6.7,5.5,3.3,1.2,1.2,.9,.6,.4,1.7,1.3,1.9,6.7,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.1,3.8,4.8,5.5,4.6,3.6,2.0,1.6,2.4,3.0,6.3,4.8,4.5,6.4,8.1,5.3,3.1,2.2,2.2,2.6,2.3,3.3,2.8,2.0,3.8,8.1,14
,OTAY MESA DVN,2.0,2.6,1.6,2.5,3.2,1.8,3.0,2.5,2.6,5.9,4.3,6.4,6.6,8.4,6.2,5.2,3.5,3.2,,2.0,1.3,.5,3.3,3.7,3.6,8.4,13
,PENDLETON,5.8,7.0,7.3,6.1,7.3,6.1,7.1,5.6,4.6,2.3,3.9,3.0,4.8,3.2,3.7,2.6,2.0,2.0,1.2,.8,2.2,1.5,1.8,1.4,3.9,7.3,02
16 AMBTEMP °F,ALPINE,69.2,67.4,67.5,68.9,67.4,67.1,66.4,69.4,73.3,73.1,76.5,80.3,80.6,79.8,79.5,76.6,72.2,69.0,68.5,65.9,66.4,65.9,65.2,63.6,70.8,80.6,12
,CARMEL MT RCH,60.3,59.7,57.7,57.9,58.2,58.3,57.3,62.1,66.0,72.6,77.6,81.7,82.9,81.3,80.2,78.7,73.3,70.4,67.0,64.0,62.7,62.0,58.2,57.8,67.0,82.9,12
,CHULA VISTA,59.7,58.0,59.2,57.4,57.3,56.5,56.8,62.2,68.1,73.2,78.2,80.8,77.5,74.2,71.2,69.1,67.8,65.8,62.4,61.4,59.7,58.7,58.4,58.3,64.7,80.8,11
,DOWNTOWN SES,59.5,59.5,59.2,57.3,57.3,57.8,59.8,62.5,67.6,72.0,75.9,77.0,77.8,77.6,74.9,72.8,70.8,65.5,63.9,63.1,61.9,60.7,59.3,58.4,65.5,77.8,12
,EL CAJON LES,51.8,50.7,49.8,48.7,47.8,47.2,47.6,52.3,59.9,68.2,77.2,82.5,85.6,86.1,84.4,81.9,76.2,70.4,66.3,63.1,60.4,58.6,56.7,54.7,63.7,86.1,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,62.4,59.2,59.0,60.8,61.8,61.3,58.9,66.2,71.4,75.4,78.4,81.2,82.8,83.3,80.0,76.4,72.4,68.5,65.4,62.2,59.9,59.0,54.9,55.4,67.3,83.3,13
,OTAY MESA DVN,64.1,64.0,64.7,61.9,60.1,60.7,61.3,63.5,67.8,72.6,77.3,81.6,85.0,80.7,78.2,74.3,71.4,68.0,,66.9,65.0,64.2,60.9,58.1,68.4,85.0,12
,PENDLETON,57.4,56.7,57.2,56.0,56.6,55.7,55.7,57.9,63.0,67.7,66.1,64.7,65.1,65.4,64.7,63.3,62.7,61.2,58.6,57.9,56.8,55.4,55.3,54.8,59.8,67.7,09
17 RELHUM %,ALPINE,12,13,13,11,12,13,16,18,14,12,10,11,12,12,13,16,18,24,22,25,25,26,26,28,17,28,23
,EL CAJON LES,67,68,70,74,77,79,77,65,47,30,18,12,11,13,14,13,27,45,50,53,53,56,59,63,48,79,05
,KEARNY MESA,35,41,39,34,31,31,34,29,21,19,16,14,16,16,29,33,35,36,42,47,50,56,90,73,36,90,22
18 PRES mmHg,EL CAJON LES,749,750,750,750,750,750,750,751,751,752,751,750,749,749,749,749,749,749,749,750,750,750,750,750,750,752,09
,KEARNY MESA,750,751,751,751,750,751,751,752,752,752,752,751,750,750,750,750,750,750,751,751,751,751,751,751,751,752,07
19 SOLAR W/M2,EL CAJON LES,-3,-3,-3,-3,-3,-2,11,160,274,512,613,650,622,524,374,191,25,-7,-5,-5,-4,-4,-4,-3,163,650,11
,KEARNY MESA,0,0,0,0,0,0,28,185,313,546,648,681,643,548,394,213,40,0,0,0,0,0,0,0,177,681,11
25 NOY,EL CAJON LES,33.64,33.62,30.42,32.87,35.35,C,C,54.36,45.58,24.15,11.91,6.91,7.42,14.03,10.54,7.92,15.87,25.44,25.06,28.16,24.90,29.49,32.86,30.43,25.49,54.36,07
26 NOY-NO,EL CAJON LES,26.61,26.54,24.14,23.47,23.44,C,C,23.38,24.66,15.92,9.01,5.72,5.94,11.46,9.02,7.18,15.29,24.53,24.38,26.25,23.88,28.10,31.03,28.56,19.93,31.03,22
27 NO Trace,EL CAJON LES,7.02,7.08,6.27,9.40,11.90,C,C,30.98,20.91,8.22,2.90,1.18,1.48,2.57,1.51,.73,.57,.91,.67,1.90,1.01,1.39,1.83,1.87,5.55,30.98,07
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.1,.1,.2,.2,.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.1,.2,07
29 CO Tr PPB,EL CAJON LES,618.4,591.1,C,C,C,533.3,636.6,720.8,610.8,388.1,C,C,M,M,M,M,C,C,M,M,M,M,C,C,585.5,720.8,07
BCarbon ug/m3,10TH AVE MARINE TERM,3.10,2.46,1.83,1.26,.95,1.31,1.50,2.74,4.16,3.49,2.77,1.78,1.49,1.38,1.38,1.46,2.05,1.33,1.12,1.27,1.06,1.14,1.04,.93,1.79,4.16,08
,ALPINE,.24,.18,.19,.19,.12,.12,.23,.35,.27,.20,.20,.16,.24,.29,.34,.61,.40,.91,.59,.48,.57,.72,.31,.42,.35,.91,17
,CHICANO PARK,1.23,1.01,.92,.75,.70,.95,1.91,2.68,2.53,2.68,2.00,1.47,1.17,1.16,1.36,1.16,1.12,1.02,1.51,1.45,1.25,1.50,1.01,1.06,1.40,2.68,07
,DOWNTOWN SES,1.47,1.01,3.31,6.40,2.75,1.46,1.36,1.80,2.83,2.79,2.33,1.66,1.39,1.57,1.77,1.16,1.42,1.45,1.74,2.49,2.00,1.65,1.23,2.09,2.05,6.40,03
,OCEANVIEW BLVD,1.22,.90,.75,.65,.70,1.05,1.49,1.67,1.63,1.37,2.41,1.71,1.17,1.29,1.30,1.37,1.52,1.31,2.49,2.34,1.83,1.63,1.39,1.34,1.44,2.49,18
,SAN YSIDRO,8.36,8.02,6.39,4.38,4.81,4.17,4.36,4.24,4.25,1.66,1.33,2.33,1.44,1.16,1.09,1.11,1.32,1.48,1.39,2.39,2.47,2.81,1.65,1.36,3.08,8.36,00
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
