Current Date:,11/24/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
11/23/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.047,.044,C,C,.056,.046,.042,.028,.038,.036,.042,.048,.049,.050,.045,.042,.038,.036,.033,.032,.029,.031,.027,.023,.039,.056,04
,CHULA VISTA,.011,.020,C,C,.016,.012,.010,.010,.014,.037,.040,.043,.042,.041,.041,.040,.040,.037,.032,.026,.019,.012,.012,.006,.025,.043,11
,DOWNTOWN SES,.025,.029,C,C,.023,.019,.010,.011,.016,.029,M,.044,.042,.040,.042,.040,.039,.036,.039,.029,.025,.015,.010,.011,.027,.044,11
,EL CAJON LES,.006,.010,C,C,C,.011,.012,.021,.023,.034,.043,.043,.046,.044,.041,.038,.037,.036,.034,.028,.024,.020,.017,.016,.027,.046,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.010,.021,C,C,.021,.016,.013,.015,.026,.040,.040,.043,.044,.042,.041,.039,.038,.034,.032,.023,.017,.019,.015,.014,.027,.044,12
,OTAY MESA DVN,.020,.017,C,C,.009,.011,.016,.023,.027,.027,.035,.042,.041,.040,.038,.036,.032,.027,.022,.012,.016,.017,.029,.020,.025,.042,11
,PENDLETON,.015,.017,C,C,.023,.020,.016,.015,.011,.019,.032,M,.045,.045,M,.044,.043,.040,.028,.008,.014,.017,.018,.017,.024,.045,12
02 NOX PPM,ALPINE,.005,.004,C,C,.004,.005,.005,.026,.008,.008,.006,.006,.010,.008,.004,.003,.004,.004,.005,.004,.006,.005,.006,.006,.006,.026,07
,CARMEL MT RCH,.025,.008,C,C,.016,.010,.006,.009,.006,.019,.036,.041,.040,.030,M,.048,.038,.031,.032,.027,.034,.013,.015,.009,.023,.048,15
,CHULA VISTA,.012,.008,C,C,.012,.013,.017,.024,.031,.010,.010,.004,.003,.003,.002,.002,.002,.004,.007,.011,.018,.024,.024,.031,.012,.031,08
,DOWNTOWN SES,.009,.006,C,C,.009,.011,.020,.023,.022,.016,M,.004,.004,.005,.003,.003,.004,.007,.004,.011,.013,.020,.026,.023,.012,.026,22
,EL CAJON LES,.015,.012,C,C,C,.011,.010,.008,.013,.010,.008,.010,.005,.004,.004,.004,.005,.004,.005,.008,.009,.010,.010,.009,.008,.015,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.012,.007,C,C,.009,.012,.017,.015,.012,.008,.008,.007,.005,.005,.004,.005,.005,.007,.009,.016,.017,.012,.016,.017,.010,.017,06
,OTAY MESA DVN,.013,.014,C,C,.026,.030,.031,.029,.030,.034,.028,.015,.012,.009,.008,.007,.009,.012,.019,.033,.023,.026,.007,.014,.020,.034,09
,PENDLETON,.007,.008,C,C,.005,.007,.009,.010,.065,.023,.008,M,.004,.005,M,.005,.002,.002,.010,.031,.020,.017,.014,.011,.013,.065,08
03 NO2 PPM,ALPINE,.005,.004,C,C,.003,.004,.004,.016,.006,.007,.005,.005,.008,.006,.003,.003,.003,.004,.005,.004,.006,.005,.006,.006,.005,.016,07
,CARMEL MT RCH,.017,.007,C,C,.011,.008,.006,.007,.005,.012,.019,.023,.022,.017,M,.025,.021,.019,.019,.021,.028,.012,.013,.008,.015,.028,20
,CHULA VISTA,.013,.008,C,C,.012,.012,.016,.019,.023,.009,.009,.004,.003,.003,.002,.002,.002,.004,.007,.011,.018,.024,.024,.031,.012,.031,23
,DOWNTOWN SES,.009,.007,C,C,.009,.011,.019,.019,.018,.014,M,.004,.004,.004,.003,.003,.004,.007,.004,.011,.013,.019,.025,.022,.011,.025,22
,EL CAJON LES,.014,.012,C,C,C,.011,.010,.007,.011,.008,.006,.008,.004,.003,.003,.003,.005,.004,.005,.008,.009,.010,.010,.009,.008,.014,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.012,.007,C,C,.009,.012,.015,.013,.011,.007,.008,.006,.005,.004,.004,.005,.005,.007,.010,.016,.017,.012,.016,.017,.010,.017,20
,OTAY MESA DVN,.011,.011,C,C,.020,.021,.019,.018,.018,.025,.022,.012,.010,.008,.007,.007,.009,.012,.016,.025,.020,.019,.007,.013,.015,.025,09
,PENDLETON,.007,.006,C,C,.005,.007,.007,.008,.018,.015,.007,M,.004,.005,M,.004,.002,.003,.010,.028,.019,.015,.013,.010,.010,.028,19
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.010,.001,.002,.001,.001,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.010,07
,CARMEL MT RCH,.008,.000,C,C,.005,.001,.001,.002,.001,.007,.017,.018,.018,.013,M,.023,.017,.012,.013,.006,.006,.001,.002,.000,.008,.023,15
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.005,.008,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.008,08
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.001,.004,.003,.002,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.001,.004,07
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.001,.002,.002,.001,.002,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.002,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.002,.002,.001,.000,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,06
,OTAY MESA DVN,.002,.003,C,C,.006,.009,.012,.012,.012,.009,.007,.003,.002,.002,.002,.001,.000,.000,.004,.008,.003,.007,.000,.001,.005,.012,06
,PENDLETON,.000,.001,C,C,.000,.000,.001,.002,.047,.009,.001,M,.000,.000,M,.002,.000,.000,.000,.003,.001,.002,.001,.001,.004,.047,08
06 CO PPM,CARMEL MT RCH,.5,.2,C,C,C,.3,.3,.3,.3,.4,.5,.5,.6,.6,.7,.9,.8,.7,.6,.6,.7,.4,.3,.3,.5,.9,15
10 INTMP °C,ALPINE,27,27,28,27,27,28,28,28,27,25,25,25,25,25,25,25,26,27,26,26,27,27,27,27,26,28,02
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,25,26,25,26,25,25,25,26,26,26,26,26,26,26,26,26,00
,CHULA VISTA,24,24,24,24,23,23,26,25,24,24,25,25,25,25,25,25,25,25,25,25,25,25,24,24,25,26,06
,DOWNTOWN SES,25,25,25,25,25,25,26,26,25,25,24,23,23,23,22,22,23,24,23,24,24,24,24,25,24,26,06
,EL CAJON LES,27,27,27,27,27,27,27,27,27,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,26,25,26,26,26,26,26,00
,OTAY MESA DVN,30,31,32,32,33,33,33,34,32,25,26,26,26,25,25,25,25,26,26,26,26,26,26,26,28,34,07
,PENDLETON,26,27,26,26,26,26,26,26,27,26,26,26,25,25,25,25,25,26,26,26,26,26,27,27,26,27,01
11 PM2.5 µg/M3,ALPINE,15.4,6.5,13.0,8.5,6.3,7.3,6.3,13.4,7.5,4.2,9.6,8.3,14.3,9.7,6.5,8.5,10.3,10.7,8.0,6.7,11.2,10.3,15.3,5.4,9.3,15.4,00
,DOWNTOWN SES,12.2,7.8,11.0,10.9,17.6,18.5,20.6,23.3,22.0,13.2,9.4,10.9,11.0,10.8,7.2,10.1,10.7,9.7,13.3,13.1,19.8,19.2,22.2,19.4,14.3,23.3,07
