Current Date:,3/18/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/17/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.040,.041,C,C,.040,.033,.030,.031,.037,.036,.041,M,M,.053,.057,.054,.055,.051,.042,.037,.032,.040,.040,.040,.041,.057,14
,CHULA VISTA,.016,.020,C,C,.015,.005,.009,.019,M,.039,.039,.043,M,.052,.052,.052,.057,.054,.047,.039,.033,.018,.019,.012,.032,.057,16
,DOWNTOWN SES,.017,.023,C,C,.017,.004,.006,.017,.032,.042,.038,.045,.050,.051,.050,.052,.052,.050,.047,.041,.032,.032,.018,.014,.033,.052,15
,EL CAJON LES,.017,.017,C,C,C,.002,.004,.014,.021,.037,M,M,M,M,.052,.051,.050,.046,.044,.041,.038,.029,.020,.014,.029,.052,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.023,.022,.018,.017,.014,.009,.011,.022,.036,.045,.044,.047,.049,.050,.051,.050,.049,.046,.041,.038,.034,.020,.016,.020,.032,.051,14
,OTAY MESA DVN,.034,.028,C,C,.015,.002,.004,.007,.019,.029,.038,.042,.044,.048,.051,.049,.048,.051,.048,.045,.027,.035,.028,.023,.032,.051,14
,PENDLETON,.020,.021,C,C,.016,.015,.012,.013,.021,.036,.042,.044,.046,.045,.045,.045,.049,.046,.044,.042,.030,.020,.028,.026,.032,.049,16
02 NOX PPM,ALPINE,.002,.002,C,C,.002,.007,.015,.009,.006,.006,.005,M,M,.003,.003,.004,.004,.006,.008,.011,.012,.006,.004,.004,.006,.015,06
,CARMEL MT RCH,.026,.035,C,C,.041,.039,.028,.015,.021,.028,.025,.020,.020,.022,.022,.022,.016,.016,.015,.018,.015,.017,.020,.019,.023,.041,04
,CHULA VISTA,.013,.010,C,C,.013,.026,.027,.016,M,.005,.009,.009,M,.004,.004,.004,.004,.003,.005,.007,.009,.021,.018,.019,.011,.027,06
,DOWNTOWN SES,.017,.010,C,C,.010,.031,.033,.021,.010,.005,.011,.007,.005,.004,.005,.004,.004,.004,.004,.007,.012,.013,.020,.020,.012,.033,06
,EL CAJON LES,.005,.004,C,C,C,.030,.027,.016,.019,.009,M,M,M,M,.004,.005,.006,.007,.006,.007,.007,.009,.011,.011,.011,.030,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.005,.005,.005,.006,.008,.013,.015,.008,.004,.005,.005,.005,.004,.004,.003,.004,.005,.004,.004,.006,.007,.014,.015,.008,.007,.015,06
,OTAY MESA DVN,.002,.005,C,C,.010,.029,.046,.050,.024,.012,.005,.005,.008,.005,.004,.005,.004,.004,.003,.003,.009,.005,.005,.007,.011,.050,07
,PENDLETON,.007,.003,C,C,.009,.009,.014,.017,.007,.005,.004,.004,.004,.004,.004,.007,.002,.003,.001,.004,.014,.020,.006,.009,.007,.020,21
03 NO2 PPM,ALPINE,.002,.002,C,C,.002,.006,.009,.007,.004,.004,.004,M,M,.002,.003,.004,.004,.006,.008,.011,.011,.006,.004,.004,.005,.011,19
,CARMEL MT RCH,.019,.023,C,C,.019,.019,.015,.009,.012,.016,.014,.011,.011,.011,.012,.013,.010,.009,.010,.012,.011,.014,.018,.017,.014,.023,01
,CHULA VISTA,.013,.010,C,C,.012,.022,.019,.011,M,.004,.007,.006,M,.003,.003,.004,.003,.003,.005,.007,.009,.021,.018,.018,.010,.022,05
,DOWNTOWN SES,.017,.010,C,C,.010,.020,.019,.013,.007,.004,.008,.006,.004,.004,.005,.004,.004,.004,.004,.007,.012,.012,.020,.020,.010,.020,05
,EL CAJON LES,.005,.004,C,C,C,.015,.014,.009,.011,.006,M,M,M,M,.004,.004,.005,.006,.006,.007,.007,.009,.010,.011,.008,.015,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.005,.005,.005,.006,.007,.012,.012,.006,.003,.004,.004,.004,.003,.003,.003,.004,.004,.004,.004,.006,.007,.014,.015,.008,.006,.015,22
,OTAY MESA DVN,.002,.004,C,C,.008,.018,.024,.022,.014,.008,.004,.004,.006,.004,.004,.004,.004,.004,.003,.003,.007,.004,.005,.006,.007,.024,06
,PENDLETON,.006,.003,C,C,.007,.008,.010,.008,.005,.004,.003,.003,.003,.003,.003,.004,.002,.002,.001,.004,.014,.020,.006,.007,.006,.020,21
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.006,.003,.001,.002,.001,M,M,.000,.000,.000,.000,.000,.000,.001,.001,.000,.000,.000,.001,.006,06
,CARMEL MT RCH,.007,.012,C,C,.022,.020,.013,.006,.009,.012,.011,.009,.009,.011,.010,.010,.006,.006,.005,.006,.004,.004,.002,.003,.009,.022,04
,CHULA VISTA,.000,.000,C,C,.001,.005,.007,.005,M,.001,.003,.002,M,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.007,06
,DOWNTOWN SES,.000,.000,C,C,.000,.012,.014,.008,.003,.001,.003,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.002,.014,06
,EL CAJON LES,.000,.000,C,C,C,.015,.013,.007,.008,.003,M,M,M,M,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.003,.015,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,.000,.000,.000,.002,.003,.002,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.003,06
,OTAY MESA DVN,.000,.000,C,C,.002,.011,.022,.028,.010,.004,.001,.001,.002,.001,.001,.001,.000,.000,.000,.000,.002,.000,.000,.000,.004,.028,07
,PENDLETON,.001,.000,C,C,.002,.001,.004,.009,.003,.001,.001,.001,.001,.001,.001,.002,.000,.000,.000,.000,.000,.000,.000,.001,.001,.009,07
06 CO PPM,CARMEL MT RCH,.4,.4,C,C,C,.6,.4,.3,.4,.5,.4,.4,.5,.5,.6,.6,.5,.4,.4,.5,.4,.5,.6,.5,.5,.6,05
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,26,25,24,24,23,23,24,24,24,24,24,24,25,25,26,26,26,25,26,00
