Current Date:,3/20/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/19/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.050,.053,C,C,.046,.052,.051,.040,.050,.055,.058,.059,.066,.063,.054,.051,.044,.038,.033,.026,.021,.015,.021,.028,.044,.066,12
,CHULA VISTA,.022,.015,.008,.015,.007,.007,.003,.016,.025,.026,.039,.050,.054,.050,.046,.038,.034,.031,.031,.028,.028,.028,.025,.028,.027,.054,12
,DOWNTOWN SES,.016,.024,C,C,.014,.006,.006,.019,M,M,M,.046,.052,.050,.043,.037,.035,.034,.031,.028,.033,.031,.031,.032,.029,.052,12
,EL CAJON LES,.012,.011,C,C,C,.002,.004,.011,.019,.034,.052,.062,.057,.052,.053,.045,.037,.035,.032,.029,.031,.030,.026,.021,.031,.062,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.021,.027,C,C,.015,.008,.010,.019,.033,.044,.048,.056,.059,.058,.051,.041,.038,.034,.029,.028,.034,.031,.027,.030,.033,.059,12
,OTAY MESA DVN,.021,.021,C,C,.015,.010,.012,.025,.022,M,M,M,M,M,.049,.038,.036,.032,.030,.027,.025,.022,.020,.015,.024,.049,14
,PENDLETON,.025,.017,C,C,.013,.007,.011,.014,.021,M,.038,.043,.047,.042,.043,.039,.044,.040,.035,.033,.032,.031,.027,.020,.029,.047,12
02 NOX PPM,ALPINE,.002,.002,C,C,.006,.002,.007,.017,.009,.005,.004,.005,.004,.003,.003,.003,.003,.002,.004,.009,.011,.014,.007,.003,.006,.017,07
,CARMEL MT RCH,.021,.031,C,C,.054,.050,.037,.089,.042,.031,.028,M,.023,.020,.022,.021,.017,.017,.017,.016,.014,.012,.009,.008,.028,.089,07
,CHULA VISTA,.010,.010,.016,.009,.015,.020,.041,.021,.016,.025,.015,.008,.006,.005,.005,.005,.006,.007,.005,.007,.006,.005,.006,.003,.011,.041,06
,DOWNTOWN SES,.017,.011,C,C,.018,.030,.032,.028,M,M,M,.010,.008,.007,.004,.004,.004,.004,.005,.007,.004,.003,.002,.001,.010,.032,06
,EL CAJON LES,.012,.011,C,C,C,.023,.035,.030,.025,.017,.006,.006,.003,.003,.003,.003,.002,.003,.004,.007,.004,.003,.005,.006,.010,.035,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.009,.007,C,C,.016,.023,.022,.022,.014,.011,.009,.008,.005,.006,.005,.002,.002,.002,.004,.004,.001,.002,.002,.001,.008,.023,05
,OTAY MESA DVN,.013,.015,C,C,.016,.035,.026,.008,.028,M,M,M,M,M,.005,.004,.004,.004,.003,.004,.005,.006,.006,.009,.011,.035,05
,PENDLETON,.006,.007,C,C,.009,.015,.035,.020,.013,M,.011,.005,.004,.005,.001,.001,.001,.001,.000,.001,.000,.001,.002,.003,.007,.035,06
03 NO2 PPM,ALPINE,.002,.002,C,C,.005,.002,.005,.012,.007,.004,.004,.004,.004,.003,.003,.003,.003,.002,.004,.008,.010,.013,.007,.003,.005,.013,21
,CARMEL MT RCH,.018,.024,C,C,.023,.022,.018,.032,.021,.018,.016,M,.014,.011,.012,.011,.008,.010,.011,.010,.009,.007,.006,.005,.015,.032,07
,CHULA VISTA,.010,.010,.015,.009,.013,.017,.020,.012,.008,.016,.011,.006,.005,.004,.004,.004,.005,.006,.004,.007,.006,.005,.006,.003,.009,.020,06
,DOWNTOWN SES,.017,.011,C,C,.017,.021,.020,.020,M,M,M,.008,.007,.006,.003,.003,.003,.004,.006,.008,.004,.003,.003,.002,.009,.021,05
,EL CAJON LES,.012,.011,C,C,C,.014,.015,.015,.014,.011,.005,.005,.002,.002,.003,.002,.001,.002,.003,.006,.004,.003,.005,.006,.007,.015,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.009,.007,C,C,.015,.020,.016,.014,.010,.009,.007,.006,.005,.005,.004,.002,.002,.002,.004,.004,.001,.002,.002,.001,.007,.020,05
,OTAY MESA DVN,.009,.010,C,C,.012,.016,.016,.006,.016,M,M,M,M,M,.004,.004,.004,.004,.003,.004,.005,.006,.006,.008,.008,.016,05
,PENDLETON,.006,.007,C,C,.008,.012,.016,.010,.008,M,.007,.004,.004,.004,.001,.001,.001,.001,.000,.001,.000,.001,.002,.003,.005,.016,06
04 NO PPM,ALPINE,.000,.000,C,C,.001,.000,.002,.005,.002,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.001,.001,.000,.000,.001,.005,07
,CARMEL MT RCH,.003,.006,C,C,.031,.029,.018,.057,.020,.013,.012,M,.010,.008,.010,.010,.008,.007,.006,.006,.005,.004,.003,.003,.013,.057,07
,CHULA VISTA,.000,.000,.001,.000,.002,.003,.022,.009,.011,.009,.004,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.003,.022,06
,DOWNTOWN SES,.000,.000,C,C,.001,.009,.012,.008,M,M,M,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.002,.012,06
,EL CAJON LES,.000,.000,C,C,C,.010,.020,.015,.011,.006,.001,.001,.001,.000,.001,.001,.000,.001,.000,.001,.000,.000,.000,.000,.003,.020,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.001,.003,.006,.008,.004,.002,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.008,07
,OTAY MESA DVN,.004,.005,C,C,.004,.019,.010,.003,.012,M,M,M,M,M,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.004,.019,05
,PENDLETON,.000,.000,C,C,.001,.004,.019,.010,.005,M,.004,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,.019,06
06 CO PPM,CARMEL MT RCH,.4,.5,C,C,C,.8,.6,1.2,.6,.5,.5,C,.5,.6,.6,.6,.6,.6,.6,.5,.4,.4,.3,.3,.6,1.2,07
10 INTMP °C,ALPINE,26,26,26,26,27,27,26,26,24,24,23,23,23,23,23,23,23,24,24,24,25,25,25,26,25,27,04
,CARMEL MT RCH,26,26,26,27,27,26,26,26,26,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,27,03
,CHULA VISTA,25,25,25,25,25,25,25,25,27,26,24,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,08
,DOWNTOWN SES,26,26,26,26,26,26,26,26,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,26,00
,EL CAJON LES,25,26,26,26,26,26,26,25,25,25,24,25,24,24,24,24,24,24,25,25,25,25,25,25,25,26,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,26,26,25,25,25,25,25,25,25,25,26,26,26,26,26,26,25,26,08
,OTAY MESA DVN,26,26,26,26,26,26,25,25,26,26,26,25,25,25,25,25,24,24,24,25,25,25,26,26,25,26,00
,PENDLETON,26,26,26,26,26,26,26,25,24,22,23,24,24,24,24,24,24,25,25,25,25,25,25,25,25,26,00
11 PM2.5 µg/M3,ALPINE,5.9,7.7,2.6,-1.0,3.6,3.9,2.0,4.7,2.9,.6,.7,3.4,5.4,4.7,4.9,3.8,3.3,1.4,.3,5.0,7.8,6.9,3.6,5.7,3.7,7.8,20
,DOWNTOWN SES,9.4,5.5,3.1,4.6,5.6,5.4,5.3,9.9,8.4,8.9,6.9,4.5,5.7,7.3,4.5,2.2,3.7,3.3,2.8,2.8,3.8,.3,-.1,.6,4.7,9.9,07
,EL CAJON LES,8.0,6.9,5.0,15.7,6.9,7.4,7.3,1.9,6.0,7.2,7.3,7.9,5.5,2.4,3.4,6.7,3.8,.2,.5,2.7,2.7,1.0,5.8,5.1,5.3,15.7,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,8.1,6.7,10.1,6.8,13.4,11.5,8.7,7.5,9.7,15.4,7.5,8.7,10.4,10.4,7.7,5.6,3.9,3.8,2.2,3.8,4.6,5.6,6.4,20.8,8.3,20.8,23
,PENDLETON,6.5,4.1,.8,2.8,3.4,4.9,5.9,3.7,4.9,7.2,6.2,6.0,6.8,8.1,5.5,2.1,1.2,1.3,.5,1.8,1.7,-.6,1.0,2.3,3.6,8.1,13
12 VWDR °,ALPINE,82,326,67,103,31,92,84,263,273,289,302,293,294,295,280,280,270,294,270,121,113,111,101,70,0,326,01
,CHULA VISTA,57,29,31,60,80,85,13,37,348,276,265,271,264,267,286,292,291,313,342,318,310,339,338,321,0,348,08
,DOWNTOWN SES,348,344,1,31,23,20,3,17,339,287,274,282,291,292,296,312,322,341,336,324,334,337,314,328,0,348,00
,EL CAJON LES,105,313,123,99,41,146,237,354,235,289,301,287,310,281,264,291,287,284,281,295,312,298,264,241,0,354,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,43,36,9,42,28,52,36,25,330,322,319,309,309,292,304,304,319,324,310,305,322,305,292,316,0,330,08
,OTAY MESA DVN,31,66,31,33,124,109,3,11,194,250,288,286,298,274,278,289,310,308,328,318,329,311,5,14,0,329,20
,PENDLETON,44,43,62,56,53,51,46,47,322,281,270,269,268,280,291,289,280,282,312,308,310,317,330,28,0,330,22
13 SIGTHETA °,ALPINE,35,21,37,39,32,13,14,47,40,37,24,26,28,50,29,29,33,26,35,19,25,24,14,25,29,50,13
