Current Date:,3/9/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/8/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.034,.034,C,C,.036,.040,.040,.042,.046,.049,.051,.055,.058,.058,.052,.050,.049,.048,.044,.044,.042,.040,.036,.037,.044,.058,12
,CHULA VISTA,.039,.038,C,C,.038,.032,.026,.028,.036,.042,.043,.044,.044,.045,.046,.047,.046,.044,.042,.043,.036,.029,.024,.011,.037,.047,15
,DOWNTOWN SES,.042,.042,C,C,.043,.041,.038,.034,M,.042,.043,.043,.043,.046,.046,.047,.046,.044,.043,.042,.041,.038,.024,.019,.040,.047,15
,EL CAJON LES,.038,.036,C,C,C,.034,M,M,M,M,M,M,M,M,M,.049,.048,.045,.042,.041,.041,.035,.024,.017,.037,.049,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.037,.035,C,C,.029,.020,.013,.023,.036,.040,.042,.047,.047,.048,.048,.048,.045,.042,.038,.036,.037,.021,.021,.018,.035,.048,13
,OTAY MESA DVN,.036,.035,C,C,.033,.031,.033,.030,.025,.030,.034,.044,.046,.045,.046,.045,.043,.040,.038,.035,.033,.033,.031,.031,.036,.046,12
,PENDLETON,.038,.038,C,C,.042,.043,.042,.028,.039,.041,.044,.045,.045,.043,.047,.047,.044,.042,.042,.043,.043,.033,.016,.019,.039,.047,14
02 NOX PPM,ALPINE,.003,.002,C,C,.002,.002,.002,.002,.003,.002,.002,.003,.004,.003,.003,.003,.003,.003,.003,.003,.003,.003,.003,.003,.003,.004,12
,CARMEL MT RCH,.003,.002,C,C,.011,.005,.006,.005,.005,.006,.003,.018,.020,.017,.021,.024,.021,.018,.017,.025,.020,.018,.021,.017,.014,.025,19
,CHULA VISTA,.001,.001,C,C,.002,.004,.012,.012,.007,.003,.002,.002,.003,.003,.001,.001,.002,.002,.003,.002,.006,.008,.010,.021,.005,.021,23
,DOWNTOWN SES,.000,.001,C,C,.002,.004,.006,.009,M,.004,.003,.003,.002,.003,.002,.002,.003,.003,.003,.004,.004,.006,.015,.017,.005,.017,23
,EL CAJON LES,.002,.002,C,C,C,.003,M,M,M,M,M,M,M,M,M,.002,.003,.004,.004,.004,.003,.006,.009,.012,.005,.012,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.007,.016,.020,.015,.008,.005,.005,.003,.002,.002,.002,.002,.002,.003,.003,.004,.004,.012,.007,.008,.006,.020,06
,OTAY MESA DVN,.003,.003,C,C,.003,.006,.009,.012,.021,.018,.012,.003,.002,.002,.002,.003,.004,.004,.003,.003,.004,.004,.005,.005,.006,.021,08
,PENDLETON,.001,.000,C,C,-.001,-.001,.000,.013,.003,.002,.002,.004,.001,.004,.005,.003,.001,.000,.000,.000,-.001,.006,.022,.018,.004,.022,22
03 NO2 PPM,ALPINE,.003,.003,C,C,.002,.002,.002,.002,.002,.002,.002,.003,.003,.003,.003,.003,.003,.003,.003,.003,.003,.003,.003,.003,.003,.003,00
,CARMEL MT RCH,.002,.002,C,C,.009,.004,.005,.005,.004,.004,.002,.011,.012,.009,.011,.012,.012,.010,.010,.016,.014,.013,.018,.016,.009,.018,22
,CHULA VISTA,.002,.002,C,C,.002,.004,.012,.012,.006,.002,.002,.001,.002,.002,.001,.001,.001,.002,.003,.002,.006,.008,.010,.020,.005,.020,23
,DOWNTOWN SES,.001,.001,C,C,.002,.004,.007,.009,M,.003,.003,.003,.002,.003,.002,.002,.003,.003,.004,.004,.004,.006,.015,.017,.005,.017,23
,EL CAJON LES,.002,.002,C,C,C,.003,M,M,M,M,M,M,M,M,M,.002,.003,.003,.004,.003,.003,.006,.009,.011,.004,.011,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.002,C,C,.007,.015,.018,.013,.007,.005,.004,.003,.002,.002,.001,.002,.002,.003,.003,.004,.005,.012,.007,.008,.006,.018,06
,OTAY MESA DVN,.003,.003,C,C,.003,.005,.007,.011,.017,.014,.009,.003,.002,.002,.002,.002,.003,.003,.003,.003,.004,.003,.004,.004,.005,.017,08
,PENDLETON,.001,.001,C,C,.000,.000,.001,.011,.003,.003,.003,.004,.002,.003,.004,.002,.002,.001,.000,.001,.000,.007,.019,.017,.004,.019,22
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
,CARMEL MT RCH,.000,.000,C,C,.002,.000,.001,.001,.001,.002,.001,.007,.008,.008,.010,.011,.010,.008,.007,.009,.006,.005,.003,.001,.005,.011,15
,CHULA VISTA,.000,.000,C,C,.000,.000,.000,.001,.001,.000,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.000,.001,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,EL CAJON LES,.000,.000,C,C,C,.000,M,M,M,M,M,M,M,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.001,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.002,.002,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,06
,OTAY MESA DVN,.000,.000,C,C,.000,.001,.001,.001,.004,.003,.003,.001,.001,.001,.001,.001,.001,.001,.000,.000,.001,.001,.001,.001,.001,.004,08
,PENDLETON,-.001,-.001,C,C,-.001,-.001,.000,.002,.000,.000,.000,.000,-.001,.001,.001,.000,-.001,-.001,-.001,-.001,-.001,-.001,.003,.000,.000,.003,22
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.2,.2,.2,.2,.2,.2,.3,.4,.4,.4,.5,.5,.5,.5,.5,.5,.5,.5,.4,.4,.5,15
10 INTMP °C,ALPINE,25,26,26,26,25,26,26,26,25,24,24,24,23,23,23,24,24,24,25,25,25,25,26,26,25,26,01
,CARMEL MT RCH,26,26,26,27,26,27,26,26,26,26,26,25,25,26,25,25,26,26,26,26,26,27,27,27,26,27,03
,CHULA VISTA,24,24,24,24,24,24,24,24,24,24,25,26,26,26,26,26,26,26,26,25,24,24,23,24,25,26,11
,DOWNTOWN SES,26,26,26,26,26,26,26,26,25,25,25,25,25,24,25,25,25,25,25,25,25,26,26,26,25,26,00
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,25,24,25,25,24,24,24,24,24,25,25,25,25,25,25,25,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,27,27,27,26,26,26,26,26,27,26,26,25,25,25,25,25,25,26,26,25,26,26,26,26,26,27,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,00
,PENDLETON,26,26,25,25,25,25,25,25,23,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,26,00
11 PM2.5 µg/M3,ALPINE,6.0,3.3,3.6,1.5,.5,2.1,2.7,4.3,3.6,-.5,-1.9,.4,1.2,1.0,.9,3.2,2.9,3.6,5.0,6.1,6.0,4.8,5.3,3.5,2.8,6.1,19
,DOWNTOWN SES,6.4,5.7,5.1,8.0,5.8,3.2,7.0,7.8,7.1,6.6,4.2,M,3.9,5.7,5.8,2.8,3.4,4.6,5.6,7.0,6.7,5.3,5.5,9.7,5.7,9.7,23
,EL CAJON LES,8.5,8.5,5.2,4.9,7.5,4.5,4.7,10.8,6.2,3.6,5.8,3.4,10.3,10.8,7.3,4.6,4.6,4.1,5.1,6.0,5.3,8.3,5.5,1.6,6.1,10.8,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,4.6,11.0,8.0,5.4,6.4,8.6,8.8,8.7,13.4,11.5,7.2,6.1,6.7,6.7,3.2,5.5,4.9,2.8,3.1,4.0,4.9,4.8,6.8,7.5,6.6,13.4,08
,PENDLETON,6.1,7.1,4.7,4.2,8.0,4.7,3.6,8.9,8.4,7.5,5.5,5.3,6.9,4.1,5.0,7.2,5.9,6.7,4.2,4.9,5.3,3.6,5.1,5.3,5.7,8.9,07
12 VWDR °,ALPINE,164,214,153,154,214,218,231,208,193,217,256,216,233,269,266,272,275,282,283,265,318,176,174,246,0,318,20
,CHULA VISTA,175,187,233,235,173,139,129,131,155,221,247,267,272,279,272,278,280,284,291,296,16,50,104,116,0,296,19
,DOWNTOWN SES,174,177,243,237,220,217,208,178,192,205,242,264,268,283,281,294,291,293,304,329,333,349,112,63,0,349,21
,EL CAJON LES,186,189,190,209,203,137,86,118,183,185,186,205,233,253,250,260,280,270,289,277,324,248,234,108,0,324,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,166,157,146,237,153,160,95,125,136,145,159,206,249,270,287,293,289,300,300,300,319,67,85,84,0,319,20
,OTAY MESA DVN,159,168,169,265,246,200,126,153,187,207,222,270,275,279,280,279,275,278,280,309,8,3,17,25,0,309,19
,PENDLETON,159,146,152,208,190,215,204,136,174,176,210,230,254,270,285,286,276,290,288,296,312,326,3,350,0,350,23
13 SIGTHETA °,ALPINE,15,29,17,36,24,25,23,44,28,36,38,42,38,36,26,26,27,23,24,27,27,44,24,38,30,44,07
