,CARMEL MT RCH,35,34,34,34,33,33,33,34,35,37,39,40,41,42,42,43,43,43,43,42,41,41,40,39,38,43,15
,CHULA VISTA,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,00
,DOWNTOWN SES,24,24,25,24,24,24,24,25,24,24,24,23,23,24,24,24,24,24,23,23,24,24,24,24,24,25,02
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,25,25,26,28,29,29,29,29,30,29,28,26,25,25,26,30,18
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,24,25,25,25,24,25,25,24,25,25,26,27,28,28,29,29,29,29,28,27,26,26,25,25,26,29,14
,PENDLETON,24,24,24,24,24,24,24,24,24,24,25,25,26,26,26,P,27,26,25,24,24,24,24,24,25,27,16
,SAN YSIDRO,26,27,26,26,27,24,26,25,25,24,24,23,23,23,22,22,22,23,23,24,24,26,26,25,24,27,01
11 PM2.5 µg/M3,ALPINE,9.7,8.9,9.0,8.6,8.3,7.7,7.4,7.0,7.2,8.2,10.7,12.4,14.3,12.6,10.9,8.9,7.7,10.9,15.0,13.1,11.1,10.0,7.5,7.3,9.7,15.0,18
,CARMEL MT RCH,17.8,17.0,18.0,19.9,21.6,21.3,21.5,21.4,22.5,23.3,23.6,22.0,21.5,16.8,16.9,17.5,14.8,13.6,12.3,13.7,14.8,15.9,15.6,15.3,18.2,23.6,10
,CHULA VISTA,6.2,7.1,8.0,8.1,8.2,10.3,10.7,15.8,27.6,22.6,10.9,13.4,22.6,20.8,24.8,35.3,20.2,16.5,17.0,18.1,19.3,17.9,19.2,19.9,16.6,35.3,15
,DOWNTOWN SES,7.4,9.3,8.9,9.6,9.7,9.8,11.6,13.8,18.3,16.7,14.3,12.2,15.6,18.2,24.0,17.0,16.4,15.5,15.8,18.3,17.7,16.0,12.7,12.9,14.2,24.0,14
,EL CAJON LES,16.2,15.3,16.3,16.5,17.2,17.5,18.6,19.5,19.2,18.3,22.6,21.3,16.5,13.8,12.2,13.7,16.0,18.5,18.5,19.2,19.9,20.0,19.2,19.9,17.7,22.6,10
,KEARNY MESA,14.7,16.1,16.1,16.9,18.5,18.9,19.7,20.9,24.4,28.4,27.3,21.6,21.7,24.1,29.3,23.8,17.7,14.8,14.8,14.0,15.0,12.9,13.7,13.8,19.1,29.3,14
,OTAY MESA DVN,14.9,17.4,33.0,49.2,37.8,40.7,52.0,46.5,52.7,41.7,31.9,20.1,16.0,11.1,15.9,21.5,26.6,26.9,23.1,29.2,40.7,51.3,39.0,30.9,32.0,52.7,08
,PENDLETON,13.1,13.1,13.5,13.9,18.0,20.7,21.4,23.1,32.2,18.5,26.2,12.6,13.6,15.8,14.9,P,14.4,15.6,14.0,13.8,13.5,16.7,15.4,12.7,16.8,32.2,08
,SAN YSIDRO,8.4,8.1,8.2,8.5,12.4,14.6,12.7,14.6,27.4,26.4,9.8,8.0,13.3,18.3,19.9,29.9,25.6,18.8,17.3,19.0,17.4,17.2,15.9,15.8,16.1,29.9,15
12 VWDR °,ALPINE,81,15,31,316,351,94,64,311,283,288,311,310,269,204,128,20,290,301,9,22,65,110,88,358,0,358,23
,CHULA VISTA,6,2,336,151,129,347,35,8,242,256,256,261,240,239,262,238,240,233,196,187,218,282,104,139,0,347,05
,DOWNTOWN SES,105,352,324,128,128,312,349,141,194,196,194,193,221,249,294,288,277,312,230,128,314,322,348,327,0,352,01
,EL CAJON LES,125,225,218,138,115,217,258,355,287,276,257,254,252,219,231,254,243,231,129,118,119,148,82,251,0,355,07
,KEARNY MESA,293,343,346,10,5,180,148,123,193,218,224,230,251,285,298,304,301,317,337,16,303,306,351,318,0,351,22
,OTAY MESA DVN,330,337,74,96,122,24,112,321,260,277,284,287,275,256,283,281,284,311,325,88,136,124,345,105,0,345,22
,PENDLETON,45,19,45,41,26,34,33,343,252,246,262,264,273,274,221,P,305,280,298,319,328,306,319,322,0,343,07
13 SIGTHETA °,ALPINE,27,31,53,22,28,43,39,50,35,31,27,26,35,30,38,54,33,25,15,31,26,40,53,49,35,54,15
,CHULA VISTA,22,22,62,23,46,21,26,26,35,20,22,26,27,22,33,22,20,56,36,35,35,31,54,39,32,62,02
,DOWNTOWN SES,30,20,38,23,38,39,62,34,30,20,21,19,23,30,29,21,25,33,48,27,31,15,32,25,30,62,06
,EL CAJON LES,28,55,24,30,45,23,31,78,47,33,25,33,25,24,25,23,24,22,27,25,49,53,60,59,36,78,07
,KEARNY MESA,28,11,4,8,21,43,23,33,18,22,19,19,20,30,22,21,15,13,15,46,8,15,24,8,20,46,19
,OTAY MESA DVN,14,44,26,33,10,23,17,54,23,20,15,15,15,33,15,12,12,12,51,51,16,39,23,22,25,54,07
,PENDLETON,21,8,11,12,13,9,9,37,32,9,16,15,18,19,20,P,17,21,23,12,14,21,14,18,17,37,07
14 VWSP MPH,ALPINE,2.1,1.9,.9,1.6,.9,1.4,1.4,1.1,2.8,3.8,4.1,4.2,3.7,4.4,5.6,2.6,1.4,2.6,3.1,3.1,3.0,1.9,1.7,1.3,.0,5.6,14
,CHULA VISTA,1.7,1.7,.4,1.0,.6,1.5,.9,1.3,2.1,5.5,5.5,4.6,4.3,5.3,5.1,4.3,4.3,1.1,1.0,1.1,1.4,.5,.6,.7,.0,5.5,09
,DOWNTOWN SES,1.0,1.4,1.0,.9,.8,.2,.3,1.3,2.3,5.2,5.2,4.7,4.3,4.3,5.0,5.6,3.9,2.6,.4,1.1,.6,4.1,1.6,2.4,.0,5.6,15
,EL CAJON LES,1.1,.5,.6,.8,.8,.8,.8,.1,.3,3.4,4.9,4.9,5.3,6.4,4.8,4.8,5.0,3.7,1.6,1.8,.9,.6,.8,.7,.0,6.4,13
,KEARNY MESA,2.0,2.8,4.8,4.6,.5,.5,.9,1.3,4.8,5.1,5.9,6.6,7.3,5.8,6.0,6.6,8.5,4.6,4.2,1.3,7.1,5.3,2.4,5.5,.0,8.5,16
,OTAY MESA DVN,2.9,1.2,.6,1.3,3.0,2.6,2.3,.6,3.3,4.7,7.4,8.3,9.0,3.6,8.7,8.4,6.3,5.8,2.0,1.0,4.1,3.4,3.7,1.1,.0,9.0,12
,PENDLETON,1.7,3.8,4.7,3.8,3.9,5.4,3.0,.9,2.0,5.7,4.7,5.0,4.0,3.8,4.2,P,4.6,2.3,2.7,5.0,3.9,2.3,3.9,2.6,.0,5.7,09
15 SWSP MPH,ALPINE,2.3,2.4,1.3,1.8,1.3,1.7,1.9,1.5,3.3,4.5,4.7,4.6,4.8,5.1,6.2,3.6,4.4,2.8,3.2,3.5,3.6,2.3,2.3,2.1,3.1,6.2,14
,CHULA VISTA,1.9,1.8,1.1,1.1,1.1,1.7,1.3,1.7,2.6,5.8,5.9,5.2,4.7,5.7,5.8,4.7,4.9,2.4,1.3,1.4,1.8,1.7,.9,.9,2.8,5.9,10
,DOWNTOWN SES,1.6,1.5,1.1,1.0,.9,.7,.7,1.5,2.9,5.5,5.5,5.0,5.8,5.0,6.3,6.0,4.5,3.2,1.7,1.6,2.1,4.3,1.9,2.5,3.0,6.3,14
,EL CAJON LES,1.7,.9,.7,1.2,.9,.9,1.0,.8,1.5,3.9,5.6,5.7,5.9,7.1,5.8,5.9,5.9,4.3,2.5,2.1,1.2,2.1,1.4,1.2,2.9,7.1,13
,KEARNY MESA,2.2,3.2,4.9,4.7,1.1,.8,1.5,1.5,5.1,5.5,6.2,7.1,7.9,6.4,6.8,7.1,8.8,5.0,4.5,2.0,7.2,5.5,2.7,5.6,4.7,8.8,16
,OTAY MESA DVN,3.0,1.6,1.7,1.6,3.1,2.9,2.4,1.2,3.7,5.0,7.6,8.6,9.4,5.1,9.5,8.6,6.5,6.0,3.9,1.8,4.2,3.9,4.1,2.9,4.5,9.5,14
,PENDLETON,2.0,3.9,4.8,3.9,4.0,5.5,3.1,1.6,2.1,5.8,4.9,5.2,4.2,4.2,4.8,P,4.7,2.6,3.0,5.1,4.1,2.5,4.0,2.7,3.9,5.8,09
16 AMBTEMP °F,ALPINE,87.6,88.9,89.2,88.8,87.7,88.1,89.9,91.7,96.2,96.7,95.9,94.5,96.5,98.9,92.9,94.0,95.6,92.8,89.2,88.3,89.0,84.7,86.9,87.0,91.3,98.9,13
,CARMEL MT RCH,75.0,75.0,75.5,75.5,75.4,75.7,76.8,85.9,91.6,94.2,97.1,98.2,95.4,97.9,98.5,98.3,95.3,91.7,90.6,90.1,86.5,83.4,81.5,80.5,86.9,98.5,14
,CHULA VISTA,70.2,70.8,71.6,71.8,72.6,72.4,73.8,78.3,83.3,82.5,81.5,84.8,88.2,85.9,86.1,88.2,88.0,85.6,84.4,82.0,80.3,79.1,78.7,77.6,79.9,88.2,12
,DOWNTOWN SES,70.4,71.5,72.4,72.6,72.8,72.9,74.4,77.6,82.0,82.9,82.7,86.2,89.1,90.5,87.2,88.1,89.6,87.9,86.5,83.8,81.8,80.9,80.2,79.3,81.0,90.5,13
,EL CAJON LES,76.7,75.3,75.2,75.1,75.2,75.2,76.5,79.7,86.5,94.7,98.0,101.1,102.7,102.1,100.3,100.5,100.6,96.0,90.8,88.3,87.5,86.4,84.7,82.3,88.0,102.7,12
,KEARNY MESA,73.0,72.6,71.8,73.0,73.3,74.5,76.7,81.5,86.8,90.7,93.2,93.5,95.8,96.0,93.7,95.7,93.6,89.6,87.5,86.5,79.1,77.0,76.9,75.4,83.6,96.0,13
,OTAY MESA DVN,72.7,74.3,75.7,75.9,76.1,78.8,81.0,82.1,88.0,91.1,92.2,94.0,96.4,99.7,96.2,90.8,89.2,86.9,84.9,84.9,84.6,85.8,81.6,82.0,85.2,99.7,13
,PENDLETON,72.9,72.0,71.6,71.5,71.1,71.6,74.0,76.5,77.6,76.7,76.5,76.7,77.3,77.7,79.5,P,80.3,79.3,77.0,76.3,76.0,75.1,74.0,73.5,75.4,80.3,16
,SAN YSIDRO,70.6,70.5,71.3,71.6,73.3,73.4,73.3,76.9,83.2,84.3,84.2,85.6,87.9,89.4,86.7,84.8,84.0,81.6,80.0,80.0,77.8,76.6,76.1,76.0,79.1,89.4,13
17 RELHUM %,ALPINE,25,24,23,23,24,23,21,21,18,19,22,24,24,22,31,29,26,31,36,37,34,39,34,33,27,39,21
,EL CAJON LES,72,79,78,79,78,78,75,67,49,38,34,32,27,28,29,29,30,38,44,47,48,49,52,57,52,79,01
,KEARNY MESA,91,89,90,87,84,82,77,67,56,46,42,42,42,42,47,39,36,38,38,36,58,64,64,69,59,91,00
18 PRES mmHg,EL CAJON LES,745,745,744,744,744,744,744,744,744,744,744,744,743,743,743,742,742,742,742,743,743,743,743,743,743,745,00
,KEARNY MESA,746,745,745,745,745,745,745,745,745,745,745,745,744,744,744,743,743,743,743,743,744,744,744,744,744,746,00
19 SOLAR W/M2,EL CAJON LES,-1,-1,0,1,1,9,82,215,517,751,859,860,758,659,548,398,249,58,-3,-2,0,0,-1,-1,248,860,11
,KEARNY MESA,-1,-1,-1,-1,-1,8,78,312,531,737,851,912,909,741,640,486,277,74,0,-1,-1,-1,-1,-1,273,912,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,1,5,13,27,37,43,43,40,35,27,20,11,3,0,0,0,0,0,0,13,43,10
25 NOY,EL CAJON LES,10.56,12.56,14.57,13.99,12.94,C,C,23.91,15.66,13.88,14.63,12.52,9.65,8.51,7.41,8.09,8.02,9.85,10.54,11.74,13.07,13.79,12.66,13.92,12.38,23.91,07
26 NOY-NO,EL CAJON LES,10.57,12.55,14.45,13.85,12.90,C,C,19.34,13.62,12.83,14.02,12.11,9.36,8.25,7.18,7.74,7.68,9.73,10.57,11.77,13.02,13.79,12.67,13.86,11.90,19.34,07
27 NO Trace,EL CAJON LES,-.01,.00,.11,.13,.03,C,C,4.57,2.04,1.04,.60,.40,.28,.25,.23,.34,.34,.12,-.02,-.03,.05,.00,-.01,.05,.47,4.57,07
28 SO2 Tr PPB,EL CAJON LES,M,C,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
29 CO Tr PPB,EL CAJON LES,369.4,397.1,C,C,C,509.1,593.2,610.6,491.5,533.5,579.9,445.0,372.6,304.7,273.7,291.6,309.3,413.5,443.9,467.2,520.6,510.2,488.7,524.0,449.9,610.6,07
BCarbon ug/m3,10TH AVE MARINE TERM,<,.35,<,<,.26,.43,<,<,1.81,1.40,.91,.91,2.12,<,<,<,<,<,1.32,1.84,<,1.75,.81,<,1.16,2.12,12
,ALPINE,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
,BOSTON AVE,.25,.45,.60,.68,.55,.67,1.45,1.59,1.60,.88,.56,.84,.74,.87,.89,.89,.99,1.07,1.53,1.43,1.46,1.61,.90,.67,.97,1.61,21
,CHICANO PARK,.29,.60,.70,.70,.47,.73,1.03,<,1.88,.81,.59,.74,.92,.89,.83,<,.88,.96,1.16,1.40,<,1.53,.73,<,.89,1.88,08
,DOWNTOWN SES,.34,.46,.52,.55,.59,.66,.97,.98,<,1.16,.79,.66,.79,.89,<,.65,<,.77,<,1.23,1.46,1.27,.46,.48,.78,1.46,20
,OCEANVIEW BLVD,.25,<,.81,.79,.76,.84,1.16,1.14,1.26,<,1.00,<,<,.79,.74,.67,.90,2.70,1.02,1.26,1.22,1.42,<,.98,1.04,2.70,17
,OTAY MESA DVN,.60,.81,2.74,3.74,5.30,4.39,5.54,4.88,7.97,4.76,2.59,1.53,1.00,.62,.63,.57,.65,.62,.67,1.34,2.70,5.00,1.88,2.61,2.63,7.97,08
,SAN YSIDRO,.79,.69,.72,.87,<,<,2.13,1.85,3.62,1.71,.63,.32,.76,1.00,.71,.63,<,.45,<,1.02,.78,.87,<,.79,1.07,3.62,08
PM10 STD,ALPINE,26.5,23.3,25.1,24.7,23.8,24.0,24.1,23.5,26.6,27.6,38.1,40.4,42.2,44.7,50.1,27.8,22.7,29.1,36.7,31.8,30.1,26.7,24.5,23.2,29.8,50.1,14
,CARMEL MT RCH,37.9,37.5,40.4,42.0,45.2,44.0,48.6,59.6,61.1,63.2,67.5,59.6,56.4,46.5,44.5,46.6,40.7,39.5,31.7,35.6,38.5,39.5,35.8,37.9,45.8,67.5,10
,CHULA VISTA,11.6,13.0,14.3,13.8,15.1,20.7,24.3,44.9,86.4,69.3,30.0,39.7,65.9,59.5,59.7,69.7,50.0,43.1,41.3,43.3,46.3,44.6,43.2,44.5,41.4,86.4,08
,DOWNTOWN SES,12.1,17.8,20.9,19.0,18.0,20.5,26.6,34.1,53.0,57.2,51.6,36.9,48.8,45.7,52.9,46.4,46.2,40.3,41.9,47.5,48.3,44.3,38.1,36.1,37.6,57.2,09
,EL CAJON LES,41.0,37.0,38.1,35.4,37.0,39.7,44.4,45.0,56.3,53.5,70.1,62.1,49.5,44.1,39.5,37.0,44.3,47.3,47.2,49.0,49.6,46.1,45.1,43.1,45.8,70.1,10
,KEARNY MESA,36.2,38.9,36.8,37.9,39.4,41.0,46.3,49.6,67.2,77.6,73.5,61.2,53.8,58.9,72.1,60.8,46.3,42.8,38.6,36.5,39.3,36.2,38.0,36.6,48.5,77.6,09
,OTAY MESA DVN,36.9,51.5,150.9,286.3,162.7,168.6,200.3,164.6,225.3,159.4,110.9,77.7,60.2,55.0,76.0,63.1,65.7,91.5,98.5,137.0,218.4,238.0,197.8,123.3,134.1,286.3,03
,PENDLETON,30.0,30.1,28.6,29.2,33.9,36.6,37.3,43.3,103.2,43.1,52.8,31.4,33.2,41.4,41.1,P,45.1,63.6,43.3,38.5,37.9,49.6,39.1,29.0,41.7,103.2,08
,SAN YSIDRO,17.7,15.5,19.2,18.8,30.7,36.9,33.2,41.6,98.6,78.3,33.4,25.7,43.6,64.2,64.6,60.3,52.8,42.3,46.1,56.0,54.1,49.3,41.1,39.3,44.3,98.6,08
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
