,OTAY MESA DVN,5.3,7.2,9.5,9.7,9.4,11.7,12.3,11.9,11.8,M,8.4,3.4,2.4,3.6,3.3,3.9,2.4,3.0,3.7,3.5,5.6,8.7,8.2,4.3,6.6,12.3,06
,PENDLETON,4.6,3.8,C,C,4.2,6.2,8.7,6.4,4.2,2.8,2.4,2.2,1.7,1.8,1.1,1.4,1.1,1.1,1.5,1.4,1.5,3.4,5.2,4.2,3.2,8.7,06
,SAN YSIDRO,8.5,8.7,C,C,10.9,12.1,10.9,9.2,6.5,5.2,3.3,4.0,4.8,4.2,4.5,4.5,5.6,7.0,8.1,8.5,8.1,6.5,4.7,3.6,6.7,12.1,05
06 CO PPM,CARMEL MT RCH,.2,C,C,.2,.4,.3,.3,.2,M,M,C,C,M,C,C,C,C,C,C,C,M,M,C,C,.3,.4,04
,SAN YSIDRO,.2,.3,C,C,.3,.4,.3,.3,.2,.2,.2,.2,.3,.2,.2,.2,.2,.2,.3,.2,.2,.2,.2,.2,.2,.4,05
07 H2S PPB,IB PIER,8.5,7.2,3.7,1.4,2.5,1.6,.7,.4,.6,.2,.1,.1,.7,1.0,.8,1.5,2.0,1.8,1.9,2.0,1.4,.8,.9,1.1,1.7,8.5,00
,INTRNTL WWTP,4.6,2.8,2.6,3.1,4.7,6.9,3.8,3.5,1.6,1.0,.0,1.4,3.3,4.1,5.3,6.4,6.5,8.0,7.5,6.1,5.0,4.2,3.2,2.9,4.1,8.0,17
,SAN YSIDRO,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.9,.2,.0,.0,.0,.0,.9,19
,TJ RVR CMPGD,2.5,1.8,.6,.0,.0,.2,.0,.0,.0,.0,.0,.0,.2,1.5,3.3,5.3,6.0,5.6,4.6,4.5,3.1,2.3,.7,.1,1.7,6.0,16
10 INTMP °C,ALPINE,22,22,24,25,25,25,25,25,25,26,24,23,22,22,22,22,23,23,22,22,22,22,22,22,23,26,09
,CARMEL MT RCH,19,19,19,19,19,19,21,24,25,25,25,26,26,26,26,25,25,24,24,24,24,24,24,24,23,26,11
,CHULA VISTA,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,00
,DOWNTOWN SES,24,24,25,24,24,24,24,24,24,24,24,23,23,23,23,23,24,24,24,24,24,24,24,24,24,25,02
,EL CAJON LES,23,23,23,23,23,23,23,23,23,23,24,24,25,24,24,24,24,24,24,24,23,23,23,23,23,25,12
,KEARNY MESA,26,25,25,25,25,25,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,26,26,25,26,00
,OTAY MESA DVN,25,25,23,23,24,25,26,24,23,24,25,26,26,27,27,26,26,26,26,26,26,25,25,24,25,27,13
,PENDLETON,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,00
,SAN YSIDRO,25,25,25,26,24,25,25,23,23,23,22,22,22,22,22,21,22,23,23,25,23,25,25,25,24,26,03
11 PM2.5 µg/M3,ALPINE,7.0,6.7,5.4,6.1,6.5,7.8,7.8,10.9,17.4,16.0,16.8,16.0,12.7,9.8,9.6,9.1,8.5,7.9,7.5,7.5,8.1,7.5,6.0,6.8,9.3,17.4,08
,CARMEL MT RCH,9.7,10.6,10.9,11.6,13.4,14.3,14.5,13.2,13.7,13.9,15.2,14.2,11.4,10.9,11.1,10.6,9.9,9.1,7.4,7.3,7.1,8.1,9.3,9.9,11.1,15.2,10
,CHULA VISTA,15.3,16.3,13.7,8.7,15.2,15.7,11.0,10.1,13.4,10.9,9.9,10.5,10.9,9.9,8.7,9.4,8.8,7.5,6.6,6.6,7.6,7.6,8.8,8.7,10.4,16.3,01
,DOWNTOWN SES,10.5,11.7,7.6,11.5,11.1,9.5,12.3,10.6,8.9,8.0,7.6,8.5,8.4,7.7,8.2,8.1,7.7,6.6,6.1,6.3,7.0,7.1,7.1,8.0,8.5,12.3,06
,EL CAJON LES,10.2,11.0,13.3,13.4,12.3,11.7,13.7,17.0,21.1,17.3,14.2,12.4,10.4,10.5,9.1,8.3,8.5,8.1,7.1,6.9,7.3,8.2,9.2,11.4,11.3,21.1,08
,KEARNY MESA,11.6,11.2,10.3,11.5,11.9,11.6,11.1,12.0,12.9,12.1,12.6,11.1,11.2,11.2,9.9,9.3,8.8,7.8,7.0,7.2,7.8,7.8,7.9,9.5,10.2,12.9,08
,OTAY MESA DVN,18.4,21.2,23.7,24.8,25.9,24.7,22.7,23.3,28.5,18.5,16.8,15.1,16.0,14.1,14.2,11.6,11.1,9.8,9.2,8.7,9.3,12.1,16.8,11.5,17.0,28.5,08
,PENDLETON,7.5,8.0,8.6,8.3,7.5,8.5,9.0,8.2,9.1,8.6,8.3,7.8,13.1,8.7,7.1,7.6,7.5,7.6,7.8,7.5,6.9,7.0,7.7,7.9,8.1,13.1,12
,SAN YSIDRO,15.8,15.7,10.0,18.7,14.6,10.0,8.6,11.8,11.4,10.2,10.9,13.1,12.2,10.7,9.7,9.4,8.7,7.9,6.8,6.7,8.3,8.7,8.4,7.7,10.6,18.7,03
12 VWDR °,ALPINE,335,323,290,66,209,315,291,213,237,228,237,259,270,262,252,237,247,278,282,328,340,323,286,217,0,340,20
,CHULA VISTA,174,193,156,164,164,170,168,162,194,241,261,261,250,243,237,245,244,225,228,208,208,215,195,196,0,261,10
,DOWNTOWN SES,129,106,184,103,113,125,125,M,M,201,203,211,207,219,223,213,208,212,207,221,206,194,181,172,0,223,14
,EL CAJON LES,113,47,182,138,101,77,89,116,248,318,254,242,221,222,232,219,224,224,214,193,177,188,168,141,0,318,09
,KEARNY MESA,122,198,146,129,140,162,134,128,136,210,208,216,206,229,216,211,201,201,192,170,172,175,166,163,0,229,13
,OTAY MESA DVN,241,255,294,327,173,176,182,164,199,185,211,272,271,262,265,262,283,290,312,313,327,237,163,190,0,327,03
,PENDLETON,53,75,90,71,98,89,91,92,154,181,193,212,215,231,221,211,204,188,164,171,166,150,117,132,0,231,13
13 SIGTHETA °,ALPINE,25,50,39,39,71,39,60,53,41,36,47,41,39,30,32,27,28,32,21,24,30,29,56,59,40,71,04
,CHULA VISTA,32,29,39,27,31,20,21,50,50,43,35,28,23,21,23,21,21,22,21,22,22,19,21,18,27,50,07
,DOWNTOWN SES,24,24,23,21,19,22,21,M,M,32,21,23,22,26,23,25,23,21,18,20,21,19,13,17,22,32,09
,EL CAJON LES,52,55,48,32,19,24,23,44,47,56,60,48,31,22,23,22,22,21,21,19,17,25,27,25,33,60,10
,KEARNY MESA,27,36,32,19,29,26,18,19,38,62,45,27,22,17,18,18,22,14,16,13,14,16,13,14,24,62,09
,OTAY MESA DVN,25,16,29,51,16,15,12,44,27,44,44,38,16,25,17,19,16,16,15,14,23,35,24,13,25,51,03
,PENDLETON,13,9,11,21,12,10,11,15,31,14,13,13,14,15,14,16,21,15,13,13,12,15,19,20,15,31,08
14 VWSP MPH,ALPINE,1.5,.8,1.4,.8,.1,1.4,1.0,1.7,2.7,3.4,2.7,4.2,4.5,5.6,5.7,5.2,4.1,2.6,2.1,1.4,.8,1.2,.6,1.0,.0,5.7,14
,CHULA VISTA,2.5,2.1,1.4,2.3,2.9,3.4,4.2,2.5,2.7,3.8,4.4,5.7,7.7,8.9,7.5,6.8,5.9,4.9,4.8,3.8,3.6,4.0,4.1,5.1,.0,8.9,13
,DOWNTOWN SES,3.6,2.9,2.8,3.9,4.1,3.9,4.7,M,M,4.4,7.2,7.4,7.6,7.7,7.6,6.1,5.6,5.9,5.8,4.4,4.6,5.2,6.7,6.5,.0,7.7,13
,EL CAJON LES,1.8,.9,2.0,2.2,4.2,2.4,3.3,2.0,2.5,2.2,2.3,3.0,5.9,8.4,7.4,7.6,6.5,5.7,4.2,3.2,2.9,2.6,3.0,3.0,.0,8.4,13
,KEARNY MESA,3.1,2.7,2.1,4.7,3.6,4.1,5.6,5.8,4.1,2.8,3.9,7.7,8.5,10.2,9.6,8.4,7.5,7.8,6.6,6.1,6.3,5.6,6.5,6.4,.0,10.2,13
,OTAY MESA DVN,1.9,2.2,1.5,1.7,4.3,6.0,6.4,3.9,3.5,3.0,3.6,6.0,9.4,8.1,10.6,7.7,8.3,6.1,4.2,3.8,3.1,.9,4.7,6.0,.0,10.6,14
,PENDLETON,3.7,4.7,4.7,4.4,6.0,6.3,6.0,5.6,4.1,6.2,8.1,8.8,8.6,8.2,8.2,7.1,5.5,5.1,5.2,5.6,6.9,6.1,4.7,5.2,.0,8.8,11
15 SWSP MPH,ALPINE,1.7,1.4,1.8,1.8,.8,1.7,1.9,2.3,3.4,4.1,3.8,5.1,5.6,6.3,6.7,5.8,4.6,3.0,2.2,1.7,.9,1.4,1.3,1.7,3.0,6.7,14
,CHULA VISTA,3.0,2.4,1.9,2.6,3.5,3.9,4.5,3.4,3.5,4.7,5.1,6.4,8.3,9.4,8.0,7.3,6.4,5.2,5.1,4.0,4.0,4.2,4.5,5.3,4.9,9.4,13
,DOWNTOWN SES,4.0,3.1,3.2,4.3,4.4,4.2,5.0,M,M,5.0,7.8,8.0,8.2,8.6,8.2,6.9,6.1,6.4,6.1,4.7,5.0,5.5,6.9,6.8,5.8,8.6,13
,EL CAJON LES,2.7,2.1,2.6,3.2,4.4,2.8,3.5,2.9,3.6,3.5,4.0,4.3,6.9,9.1,7.9,8.4,7.0,6.0,4.5,3.4,3.1,3.0,3.4,3.4,4.4,9.1,13
,KEARNY MESA,3.6,3.3,2.9,5.2,4.4,4.8,5.9,6.2,5.1,4.4,5.2,8.6,9.2,10.8,10.5,9.2,8.1,8.1,6.8,6.3,6.5,5.9,6.7,6.7,6.4,10.8,13
,OTAY MESA DVN,2.1,2.2,2.3,2.7,4.5,6.3,6.6,4.6,4.3,4.0,4.6,7.1,9.8,9.3,11.1,8.4,8.7,6.3,4.6,4.2,3.3,2.4,5.0,6.2,5.4,11.1,14
,PENDLETON,3.9,4.7,4.8,4.9,6.1,6.4,6.1,5.8,5.2,6.4,8.4,9.0,8.9,8.5,8.5,7.3,5.8,5.4,5.3,5.8,7.0,6.5,5.2,5.8,6.3,9.0,11
16 AMBTEMP °F,ALPINE,54.7,55.6,54.4,53.9,52.9,52.6,52.3,54.2,59.2,64.3,69.1,72.5,74.5,75.9,74.2,72.7,70.2,66.5,62.5,60.2,59.4,58.2,57.3,57.2,61.9,75.9,13
,CARMEL MT RCH,62.3,61.6,62.2,62.4,62.5,62.5,63.1,64.1,66.1,69.8,73.9,77.4,78.0,76.5,76.2,76.1,73.9,70.1,66.9,65.0,64.6,64.8,64.7,64.6,67.9,78.0,12
,CHULA VISTA,65.0,65.1,65.1,65.2,65.1,64.8,65.1,66.5,69.5,71.4,72.1,73.3,74.1,74.1,73.5,72.2,70.3,69.0,67.5,67.2,67.1,66.6,66.6,66.6,68.5,74.1,12
,DOWNTOWN SES,65.3,65.0,65.3,65.0,65.1,65.2,65.4,66.4,68.0,70.5,71.4,72.1,72.9,72.3,70.9,70.3,68.6,67.5,66.3,65.8,66.1,65.9,65.9,66.1,67.6,72.9,12
,EL CAJON LES,62.5,63.1,63.2,62.9,62.4,62.3,63.2,64.6,66.8,70.9,74.6,77.9,79.0,77.2,75.6,73.4,71.7,68.9,66.5,65.4,64.5,65.3,65.4,65.4,68.0,79.0,12
,KEARNY MESA,64.5,64.3,64.5,64.5,64.0,64.2,64.7,65.6,66.7,69.4,72.9,74.7,75.4,74.9,73.5,71.9,70.7,67.8,66.6,66.0,65.8,65.9,65.7,65.4,67.9,75.4,12
,OTAY MESA DVN,61.4,61.9,62.2,62.6,62.3,62.2,62.4,63.5,67.3,71.0,74.2,75.5,76.1,76.6,75.0,73.3,70.4,67.4,65.2,64.6,64.5,64.7,64.9,64.5,67.2,76.6,13
,PENDLETON,64.1,64.8,65.4,65.3,65.4,65.1,66.0,67.3,69.0,69.9,71.1,72.1,72.5,72.7,72.4,71.6,70.3,68.8,68.5,68.7,67.9,67.5,67.5,67.5,68.4,72.7,13
,SAN YSIDRO,65.4,65.3,65.3,65.2,65.0,64.9,65.4,66.6,68.6,71.9,74.0,75.8,76.1,75.3,73.8,72.9,71.4,69.0,67.3,66.8,66.9,66.9,66.8,66.6,68.9,76.1,12
17 RELHUM %,ALPINE,100,89,100,100,100,64,100,100,85,63,51,45,41,42,50,55,62,71,83,91,94,97,100,100,78,100,00
,EL CAJON LES,89,87,85,85,85,84,81,78,71,61,51,45,47,53,58,63,67,75,81,85,87,84,84,83,74,89,00
,KEARNY MESA,86,85,84,84,84,83,81,77,74,67,59,58,57,62,66,69,72,80,84,85,86,86,85,84,77,86,00
18 PRES mmHg,EL CAJON LES,742,742,742,742,742,743,743,744,744,744,743,743,743,742,742,742,742,742,743,743,743,743,744,744,743,744,07
,KEARNY MESA,743,743,743,743,743,743,744,744,744,744,744,744,743,743,743,743,743,743,743,743,744,744,744,744,743,744,06
19 SOLAR W/M2,EL CAJON LES,1,2,2,2,1,7,56,124,382,770,893,953,938,849,694,492,261,55,-1,-2,-1,2,2,2,270,953,11
,KEARNY MESA,-1,-1,-1,-1,-1,4,62,166,303,727,870,927,913,830,690,502,273,61,0,-1,-1,-1,-1,-1,263,927,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,3,7,21,40,47,50,49,44,36,24,12,3,0,0,0,0,0,0,14,50,11
25 NOY,EL CAJON LES,2.84,2.97,4.80,4.81,4.35,C,C,8.69,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.74,8.69,07
26 NOY-NO,EL CAJON LES,2.86,3.00,4.82,4.82,4.36,C,C,7.77,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.60,7.77,07
27 NO Trace,EL CAJON LES,-.01,-.02,-.01,.00,-.01,C,C,.92,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.14,.92,07
28 SO2 Tr PPB,EL CAJON LES,M,C,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
29 CO Tr PPB,EL CAJON LES,158.9,163.6,C,C,C,190.7,214.5,238.0,251.9,234.8,C,201.5,168.9,159.4,152.3,151.3,154.0,149.8,159.7,159.5,165.7,165.5,172.1,205.1,180.8,251.9,08
BCarbon ug/m3,10TH AVE MARINE TERM,<,.27,.28,.31,<,<,<,<,<,<,<,<,<,.13,.12,<,.13,<,<,<,.08,.10,<,.13,.17,.31,03
,ALPINE,.36,<,<,.18,.20,.23,.17,<,.86,.82,<,<,<,.35,<,.25,.19,<,.16,.15,<,.16,.13,<,.30,.86,08
,BOSTON AVE,.45,.51,.30,.78,.37,1.43,.70,.73,.64,.55,.23,.27,.29,.21,.17,.17,.24,.27,.22,.15,.34,.29,.28,.18,.41,1.43,05
,CHICANO PARK,.47,.46,.22,.65,.55,.70,.79,<,.48,.26,<,.38,<,.26,.27,.23,<,.19,.10,.14,<,.12,.11,<,.35,.79,06
,DOWNTOWN SES,<,.45,.20,<,.42,.44,.56,.41,.31,.19,.15,.18,.18,.12,.13,.10,.08,.08,.07,.07,<,.09,<,<,.22,.56,06
,OCEANVIEW BLVD,<,<,.59,.71,.42,.62,.93,.48,.35,<,<,.29,.41,.27,.23,.23,<,<,.13,.14,.12,.10,.27,.24,.36,.93,06
,OTAY MESA DVN,.61,1.00,1.36,1.64,1.89,1.71,1.46,1.79,1.98,1.14,1.02,.94,.65,.42,.59,.38,.23,.20,.28,.22,.31,.64,.92,.41,.91,1.98,08
,SAN YSIDRO,1.72,1.17,.97,2.36,1.11,.61,.63,.72,.73,<,<,<,.40,.35,.39,.29,.28,.32,.31,.31,.68,.69,.33,.23,.70,2.36,03
PM10 STD,ALPINE,17.3,16.3,7.6,8.4,9.2,12.3,14.9,24.0,38.6,40.8,43.7,40.7,41.3,36.4,34.2,35.0,29.9,26.6,28.6,23.8,24.1,20.9,11.5,12.6,24.9,43.7,10
,CARMEL MT RCH,21.9,25.2,25.3,31.0,32.6,32.8,35.8,33.8,32.2,33.2,38.6,36.5,43.7,44.5,41.8,35.5,31.3,31.0,25.5,24.0,23.1,24.1,26.9,31.1,31.7,44.5,13
,CHULA VISTA,40.3,40.2,32.3,21.7,34.0,34.8,28.0,30.4,39.0,33.6,28.6,32.4,30.1,31.3,30.5,29.9,29.3,28.1,23.6,22.9,25.0,24.3,28.0,26.7,30.2,40.3,00
,DOWNTOWN SES,30.0,33.0,20.2,30.2,29.4,24.5,29.8,28.7,27.0,21.3,28.9,24.6,22.7,28.4,38.1,26.8,28.7,26.8,21.5,22.4,22.1,22.0,22.7,27.5,26.5,38.1,14
,EL CAJON LES,24.4,27.5,34.7,32.4,28.8,26.8,34.0,44.7,52.5,50.8,44.3,40.4,35.1,35.7,32.5,26.7,30.1,30.5,26.8,24.6,25.2,27.5,28.5,37.2,33.4,52.5,08
,KEARNY MESA,29.3,30.3,29.7,30.0,31.8,30.0,28.8,28.3,30.1,30.2,34.9,33.7,36.7,35.6,33.9,31.6,29.1,28.9,25.3,25.4,27.8,25.6,25.6,29.4,30.0,36.7,12
,OTAY MESA DVN,45.8,54.9,61.7,62.5,62.8,66.6,61.8,78.3,83.6,69.2,77.4,59.5,62.1,82.0,72.0,61.7,43.4,37.8,35.5,32.8,33.4,42.3,52.9,37.5,57.3,83.6,08
,PENDLETON,17.8,19.1,21.7,18.6,17.9,21.6,27.0,24.9,26.0,26.4,36.7,38.0,125.4,47.6,19.9,22.0,22.7,23.7,29.7,32.0,26.2,27.1,25.9,26.0,30.1,125.4,12
,SAN YSIDRO,36.0,35.8,23.9,39.7,30.9,26.1,26.0,36.5,34.7,36.0,33.8,42.2,50.3,50.3,41.0,32.6,34.1,30.9,26.4,25.4,26.1,25.4,25.4,24.3,33.0,50.3,12
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
