,SAN YSIDRO,16.4,10.4,4.8,17.0,98.3,67.0,16.9,11.5,.1,.0,.0,.0,.0,.0,.0,.0,.0,2.8,8.9,5.3,7.2,17.6,2.3,1.0,11.9,98.3,04
,TJ RVR CMPGD,4.0,3.8,3.8,7.7,8.8,8.7,8.7,10.4,.4,.0,.0,.0,.0,.0,.0,.0,2.3,5.6,8.9,8.8,8.0,9.1,7.2,8.3,4.7,10.4,07
10 INTMP °C,ALPINE,24,23,23,23,23,23,22,22,22,24,25,26,27,27,28,29,29,29,28,27,26,25,24,24,25,29,15
,CARMEL MT RCH,39,39,38,37,37,37,36,37,38,39,40,42,42,43,43,43,43,43,42,41,40,39,38,37,40,43,13
,CHULA VISTA,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,00
,DOWNTOWN SES,24,24,24,24,24,24,24,24,25,25,26,26,26,27,27,27,27,27,26,25,24,23,23,24,25,27,13
,EL CAJON LES,24,24,24,24,24,24,24,24,25,25,26,27,29,29,30,31,32,31,30,27,25,24,24,24,26,32,16
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,25,24,24,24,24,24,24,25,25,27,28,29,29,30,30,30,30,29,28,26,25,24,24,24,26,30,13
,PENDLETON,24,24,24,24,24,24,24,24,24,25,26,27,27,27,26,26,25,24,24,24,24,24,24,24,25,27,11
,SAN YSIDRO,25,26,26,25,26,24,26,25,25,24,24,23,23,23,22,22,22,22,23,24,25,24,26,26,24,26,01
11 PM2.5 µg/M3,ALPINE,6.9,7.0,6.8,6.9,6.6,6.1,6.0,5.9,6.7,7.1,8.0,11.4,10.4,11.8,26.2,34.4,39.3,21.2,12.8,10.9,13.2,15.2,15.6,14.9,12.9,39.3,16
,CARMEL MT RCH,20.1,19.6,19.1,17.5,16.3,16.3,17.8,16.6,16.9,16.4,13.9,13.6,19.0,28.2,44.7,23.3,7.5,7.8,7.9,7.2,7.4,7.6,7.7,7.6,15.8,44.7,14
,CHULA VISTA,17.8,18.0,18.1,19.1,18.2,18.7,19.2,18.9,18.3,18.5,18.5,18.2,16.1,14.5,15.3,16.0,10.8,9.8,9.8,9.9,11.0,12.6,12.2,11.9,15.4,19.2,06
,DOWNTOWN SES,13.3,15.6,15.7,14.7,14.2,13.5,15.7,17.2,15.5,15.2,16.8,16.4,14.2,15.3,17.5,19.2,4.6,7.6,7.7,6.8,6.5,8.3,8.4,8.2,12.8,19.2,15
,EL CAJON LES,<,<,<,<,<,<,<,<,<,13.9,13.9,16.1,15.5,25.1,41.8,64.1,40.7,4.8,5.4,5.6,6.0,6.0,6.2,6.5,18.1,64.1,15
,KEARNY MESA,15.5,30.0,22.3,38.4,24.0,17.0,18.3,15.2,18.2,16.5,20.5,14.4,16.7,23.2,30.2,10.9,5.2,5.4,6.8,7.3,7.6,7.6,10.2,10.0,16.3,38.4,03
,OTAY MESA DVN,34.9,37.5,26.3,22.1,31.9,31.1,36.4,32.9,27.7,23.2,22.8,22.3,19.1,17.4,19.6,21.2,22.7,9.7,8.4,8.7,5.9,7.7,9.9,11.3,21.2,37.5,01
,PENDLETON,13.1,9.7,16.8,26.3,11.8,10.2,13.1,17.9,13.6,12.7,11.6,11.0,11.1,11.4,11.4,11.1,10.9,9.3,8.2,9.8,11.2,15.7,12.1,10.1,12.5,26.3,03
,SAN YSIDRO,12.0,12.1,13.9,14.8,12.9,12.6,12.0,20.0,20.8,15.3,14.8,14.7,13.2,13.3,13.3,13.0,9.3,9.2,8.9,9.7,10.0,10.7,10.9,10.6,12.8,20.8,08
12 VWDR °,ALPINE,79,71,81,88,116,108,106,118,263,302,291,262,276,280,288,283,273,273,194,106,85,96,99,101,0,302,09
,CHULA VISTA,174,111,338,213,13,42,177,235,239,251,253,227,225,233,234,211,217,262,257,222,217,237,194,158,0,338,02
,DOWNTOWN SES,10,101,107,333,329,355,152,212,226,265,258,276,267,270,278,313,306,292,304,306,326,302,317,333,0,355,05
,EL CAJON LES,149,134,141,124,229,235,253,279,293,247,233,253,241,268,277,299,296,264,252,265,83,152,154,154,0,299,15
,KEARNY MESA,352,62,120,309,344,3,8,251,311,315,291,299,299,309,318,318,321,329,331,340,334,294,324,314,0,352,00
,OTAY MESA DVN,140,85,42,79,122,93,345,270,284,281,280,281,278,282,278,283,289,293,309,319,313,310,308,340,0,345,06
,PENDLETON,350,9,180,316,346,99,30,289,263,264,273,281,283,293,302,309,305,246,255,258,150,262,309,349,0,350,00
13 SIGTHETA °,ALPINE,55,42,67,28,10,15,16,19,30,25,24,28,26,25,26,23,28,28,45,31,25,27,52,13,30,67,02
,CHULA VISTA,46,40,31,67,52,22,25,24,28,25,23,22,22,22,27,23,23,22,25,31,26,21,22,31,29,67,03
,DOWNTOWN SES,61,16,45,23,18,31,39,23,37,22,17,27,25,28,22,22,27,29,32,27,33,26,31,21,28,61,00
,EL CAJON LES,49,55,41,46,37,52,26,41,63,30,19,22,22,26,33,22,20,24,18,25,52,49,32,28,35,63,08
,KEARNY MESA,18,36,19,18,7,8,39,37,18,19,15,11,12,13,15,12,9,10,10,10,12,10,12,22,16,39,06
,OTAY MESA DVN,23,44,29,47,10,58,49,47,P,13,15,12,12,13,14,13,13,10,11,11,54,45,26,12,25,58,05
,PENDLETON,14,15,57,19,55,38,24,32,15,16,16,17,17,17,14,11,18,41,30,22,36,32,17,36,25,57,02
14 VWSP MPH,ALPINE,1.0,1.0,.8,1.2,2.5,2.2,2.5,2.5,2.7,4.7,5.9,7.1,7.3,7.2,5.8,6.1,4.4,2.6,.5,1.8,1.4,1.6,.7,1.6,.0,7.3,12
,CHULA VISTA,.6,1.2,.4,.1,.8,1.0,1.1,2.4,3.5,3.7,4.9,5.4,6.2,5.7,5.1,4.5,4.6,3.5,2.2,1.4,1.6,2.6,1.5,1.1,.0,6.2,12
,DOWNTOWN SES,.7,1.9,1.0,1.9,2.4,1.3,.9,2.4,2.3,4.0,5.4,5.2,6.5,6.1,5.5,7.1,6.6,4.0,2.6,2.9,2.0,2.6,2.3,2.8,.0,7.1,15
,EL CAJON LES,.6,.7,.7,.6,1.0,.4,1.0,1.2,1.1,4.2,6.4,7.3,7.6,7.4,4.6,6.9,5.8,4.8,4.2,1.3,.3,.6,1.2,1.5,.0,7.6,12
,KEARNY MESA,2.1,1.0,1.4,2.9,4.7,4.4,2.3,1.4,5.3,7.1,8.6,11.6,13.8,13.2,11.3,13.2,15.4,10.3,6.6,6.1,4.7,4.8,2.9,2.7,.0,15.4,16
,OTAY MESA DVN,1.8,.9,1.6,1.4,2.7,.1,1.1,1.5,4.4,7.0,8.4,9.2,10.0,9.3,8.8,9.0,9.2,6.9,5.4,6.1,.9,1.0,1.7,2.9,.0,10.0,12
,PENDLETON,3.9,3.2,.5,1.7,.7,.8,1.2,1.3,2.7,3.1,3.4,4.0,4.8,5.5,7.8,11.7,7.9,2.3,3.1,2.5,2.1,2.1,3.9,2.1,.0,11.7,15
15 SWSP MPH,ALPINE,1.6,1.5,1.4,1.6,2.5,2.3,2.6,2.7,3.4,5.3,6.4,7.9,7.9,7.7,6.3,6.6,4.9,2.9,1.4,2.1,1.6,1.7,.9,1.7,3.5,7.9,11
,CHULA VISTA,1.1,1.5,1.3,.6,1.1,1.3,1.5,2.7,3.9,4.0,5.3,5.8,6.7,6.1,5.8,4.9,5.1,3.8,2.4,1.6,1.9,3.0,1.7,1.4,3.1,6.7,12
,DOWNTOWN SES,1.2,2.0,1.1,2.0,2.5,1.9,1.2,2.6,3.3,4.3,5.7,5.8,7.0,6.7,6.5,7.7,7.3,4.5,3.0,3.2,2.8,2.8,2.6,2.9,3.8,7.7,15
,EL CAJON LES,1.0,1.0,1.0,.9,1.1,.7,1.1,1.5,1.7,4.8,6.8,7.9,8.3,8.2,6.9,7.5,6.1,5.2,4.4,3.0,1.1,.9,1.5,1.7,3.5,8.3,12
,KEARNY MESA,2.4,1.3,1.5,3.6,4.8,4.5,2.5,2.6,5.5,7.5,8.9,11.9,14.2,13.6,11.9,13.5,15.7,10.4,6.8,6.3,5.2,4.9,3.0,2.8,6.9,15.7,16
,OTAY MESA DVN,2.2,1.4,2.2,2.4,2.8,1.1,1.8,1.9,4.6,7.2,8.7,9.4,10.2,9.6,9.0,9.2,9.6,7.0,5.5,6.3,1.9,1.4,1.9,3.0,5.0,10.2,12
,PENDLETON,4.1,3.3,1.1,2.0,.9,1.2,1.9,2.1,2.8,3.3,3.5,4.2,5.1,5.7,8.0,11.9,8.2,2.9,4.1,2.7,2.7,2.9,5.6,2.4,3.9,11.9,15
16 AMBTEMP °F,ALPINE,85.2,84.9,84.5,84.9,82.0,82.5,83.5,91.2,95.2,96.9,98.2,98.7,99.0,98.9,97.4,96.5,94.4,91.2,87.4,85.3,85.9,85.6,85.4,84.1,90.0,99.0,12
,CARMEL MT RCH,81.8,81.2,80.8,81.2,82.0,80.7,81.2,87.6,91.6,94.4,97.9,98.9,96.7,95.3,94.2,93.5,91.7,86.1,81.6,79.9,79.6,77.9,75.8,74.0,86.1,98.9,11
,CHULA VISTA,77.0,76.7,75.8,75.2,74.8,75.1,77.7,80.5,82.5,85.9,88.3,89.4,88.5,89.0,88.2,88.9,88.2,82.6,79.3,77.8,76.9,75.0,74.1,73.6,80.9,89.4,11
,DOWNTOWN SES,79.3,78.3,77.7,77.0,76.7,76.8,78.9,82.4,85.9,88.2,90.5,91.9,90.1,88.1,90.1,93.8,91.9,84.7,82.1,81.7,81.7,79.1,77.7,76.8,83.4,93.8,15
,EL CAJON LES,81.5,80.3,78.8,77.7,77.1,77.0,79.6,85.8,94.1,98.2,99.9,102.2,103.5,103.6,101.6,100.6,99.1,94.6,88.4,85.9,84.0,82.0,79.7,77.5,88.9,103.6,13
,KEARNY MESA,77.6,77.7,77.2,76.4,75.5,76.3,82.6,89.4,91.5,95.1,97.6,97.6,96.2,91.4,91.4,92.1,89.5,84.5,81.2,79.5,77.9,75.3,74.2,72.3,84.2,97.6,10
,OTAY MESA DVN,82.2,82.0,82.8,81.2,81.2,82.6,83.0,88.2,90.1,92.1,94.4,95.1,94.5,93.3,93.1,92.8,89.5,85.3,81.2,80.7,81.3,79.7,75.9,74.3,85.7,95.1,11
,PENDLETON,73.5,74.3,73.7,72.7,72.7,72.8,73.8,76.0,75.2,76.7,76.7,76.0,76.1,77.0,77.2,77.4,75.5,76.0,76.2,75.3,74.0,73.4,71.3,70.9,74.8,77.4,15
,SAN YSIDRO,75.8,75.3,75.3,75.0,73.8,73.5,75.7,80.4,81.6,84.0,86.2,86.5,86.3,86.3,86.0,85.0,82.8,79.8,77.2,76.8,76.1,75.0,74.5,74.0,79.3,86.5,11
17 RELHUM %,ALPINE,31,31,31,30,26,1,1,0,0,3,20,22,20,20,20,19,19,20,23,25,24,24,24,7,18,31,00
,EL CAJON LES,49,51,55,57,57,57,52,42,31,28,30,29,25,23,24,24,23,24,30,35,37,40,44,50,38,57,03
,KEARNY MESA,62,56,56,61,72,66,49,38,39,34,30,29,32,38,35,27,29,39,47,50,54,60,65,69,47,72,04
18 PRES mmHg,EL CAJON LES,744,744,744,744,744,744,745,745,745,745,745,744,744,744,744,743,744,744,744,744,745,745,745,745,744,745,06
,KEARNY MESA,744,744,744,744,745,745,745,745,746,746,746,745,745,745,745,745,745,745,745,745,746,746,746,746,745,746,08
19 SOLAR W/M2,EL CAJON LES,-1,0,0,0,0,12,102,359,563,732,864,925,918,817,654,453,249,60,-2,-2,-2,-1,-2,-2,279,925,11
,KEARNY MESA,-1,-1,-1,-1,-1,13,144,352,555,726,847,906,885,806,665,491,279,73,0,-1,-1,-1,-1,-1,281,906,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,1,6,17,27,36,43,46,46,39,30,19,10,3,0,0,0,0,0,0,13,46,11
25 NOY,EL CAJON LES,12.67,11.28,10.37,10.35,12.56,C,C,32.63,16.06,17.17,13.17,9.07,6.94,6.40,7.93,8.90,7.23,5.90,5.64,6.37,7.57,7.35,7.22,6.05,10.40,32.63,07
26 NOY-NO,EL CAJON LES,12.65,11.30,10.38,10.36,12.49,C,C,24.84,13.78,15.26,12.23,8.61,6.45,6.05,7.66,8.74,7.01,5.59,5.57,6.30,7.51,7.33,7.20,6.04,9.69,24.84,07
27 NO Trace,EL CAJON LES,.02,-.02,-.01,.00,.07,C,C,7.78,2.28,1.91,.94,.45,.49,.34,.26,.16,.21,.31,.06,.07,.06,.01,.01,.00,.70,7.78,07
28 SO2 Tr PPB,EL CAJON LES,M,C,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
29 CO Tr PPB,EL CAJON LES,476.2,420.9,C,C,C,520.2,648.6,609.7,326.4,471.8,440.4,323.0,283.3,303.5,430.9,512.7,394.3,184.2,200.6,211.2,211.6,225.4,255.8,203.7,364.4,648.6,06
BCarbon ug/m3,10TH AVE MARINE TERM,.63,<,<,.51,.73,<,1.09,<,.74,.68,.70,1.24,<,.37,.93,.35,<,.19,<,.53,.73,.37,.36,.53,.63,1.24,11
,ALPINE,<,<,<,.15,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,.15,.15,03
,BOSTON AVE,1.20,.71,.61,.86,1.09,2.91,1.66,4.39,1.76,1.49,1.39,1.08,.87,.89,.92,.84,.48,.74,.48,.53,.74,.81,.62,.40,1.14,4.39,07
,CHICANO PARK,<,<,.69,.78,<,1.04,<,2.24,1.60,1.06,<,.98,.60,.64,.77,.58,<,.30,<,.29,.58,.59,<,.65,.84,2.24,07
,DOWNTOWN SES,.85,<,<,.69,.61,.67,1.03,1.53,<,<,<,.93,.58,.52,<,.37,.20,.38,<,.18,.19,.49,.34,<,.60,1.53,07
,OCEANVIEW BLVD,.85,.64,.59,<,<,1.59,<,1.58,1.75,1.48,1.22,1.12,.67,.65,.68,.71,.19,.21,.40,.20,<,<,.62,.30,.81,1.75,08
,OTAY MESA DVN,4.49,4.72,1.99,1.44,3.08,2.64,2.35,3.60,2.35,1.48,1.36,1.08,.88,.57,.60,.59,.63,.23,.19,.18,.15,.19,.27,.27,1.47,4.72,01
,SAN YSIDRO,<,.48,.97,<,<,.76,.63,1.37,<,.58,.47,<,.48,<,.37,.45,<,<,.33,.31,.64,.31,.26,.31,.55,1.37,07
PM10 STD,ALPINE,22.2,22.8,19.8,21.9,21.7,16.7,19.1,17.3,19.7,25.6,27.7,36.2,34.1,38.9,51.7,59.1,58.4,35.3,26.7,24.7,27.7,27.4,29.6,27.5,29.6,59.1,15
,CARMEL MT RCH,50.2,45.7,44.8,44.0,44.3,43.7,47.8,52.8,63.5,55.9,56.5,63.5,91.7,82.2,82.5,51.2,25.9,25.4,25.1,21.6,20.7,23.6,21.9,20.7,46.0,91.7,12
,CHULA VISTA,42.2,42.0,38.5,41.6,37.9,41.0,50.1,51.6,51.2,45.7,51.3,51.6,45.1,39.2,41.6,45.8,34.0,27.4,29.5,27.0,27.9,32.9,29.2,27.3,39.6,51.6,07
,DOWNTOWN SES,39.8,39.0,38.5,36.0,37.2,41.5,43.1,54.6,53.5,51.0,54.3,50.6,56.0,56.3,49.0,45.5,21.8,21.5,21.1,18.1,16.7,24.2,24.7,24.9,38.2,56.3,13
,EL CAJON LES,<,<,<,<,<,<,<,<,<,61.2,53.9,57.5,60.6,74.2,76.9,102.1,71.7,24.0,20.2,19.1,18.8,21.8,19.6,20.4,46.8,102.1,15
,KEARNY MESA,57.1,169.7,55.4,252.0,159.2,58.8,57.2,49.0,58.1,58.9,81.2,52.0,50.2,59.1,65.7,34.5,29.3,20.7,21.9,24.0,25.6,23.7,47.2,48.2,64.9,252.0,03
,OTAY MESA DVN,133.0,121.9,84.7,83.3,102.4,141.4,210.9,189.8,129.0,91.5,96.6,84.7,73.1,72.5,68.4,60.0,57.1,38.4,31.9,34.8,23.6,43.2,40.6,44.1,85.7,210.9,06
,PENDLETON,46.5,26.2,60.8,86.6,32.1,28.6,37.8,65.4,44.2,39.3,34.4,30.5,29.4,41.0,58.7,68.9,51.7,32.6,26.4,32.3,41.6,67.3,50.6,33.5,44.4,86.6,03
,SAN YSIDRO,29.3,34.9,32.5,38.6,32.2,32.6,35.0,57.0,63.1,49.5,45.1,49.1,38.8,44.2,37.2,36.6,27.5,28.0,25.0,32.6,26.6,26.5,24.6,23.3,36.2,63.1,08
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
