Current Date:,1/7/2024,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
1/6/2024
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.040,.043,C,C,.042,.039,.043,.040,.033,.041,.045,.045,.046,.047,.048,.052,.051,.046,.042,.040,.045,.042,.038,.039,.043,.052,15
,CHULA VISTA,.014,.018,C,C,.017,.018,.015,.015,.017,.023,.026,.031,.042,.044,.043,.047,.045,.039,.026,.021,.021,.037,.036,.037,.028,.047,15
,DOWNTOWN SES,.010,.019,C,C,.011,.004,.003,.005,.011,.019,.030,.035,.038,.042,.044,.047,.043,.038,.041,.045,.039,.035,.034,.036,.028,.047,15
,EL CAJON LES,.009,.002,C,C,C,.002,.001,.003,.006,.011,.020,.035,.041,.045,.046,.048,.044,.039,.035,.033,.022,.019,.027,.026,.024,.048,15
,KEARNY MESA,.020,.020,C,C,.025,.022,.021,.020,.027,.029,.035,.041,.044,.048,.050,.050,.046,.044,.026,.023,.036,.036,.035,.037,.033,.050,14
,OTAY MESA DVN,.019,.017,C,C,.017,.020,.024,.010,.012,.022,.034,.043,.045,.049,.049,.049,.046,.041,.030,.024,.033,.030,.029,.024,.030,.049,13
,PENDLETON,.020,.017,C,C,.016,.016,.017,.019,.021,.024,P,P,.042,.044,.044,.048,.048,.049,.051,.041,.041,.041,.041,.040,.034,.051,18
03 NO2 PPB,ALPINE,2.1,.9,C,C,1.0,2.6,1.7,2.2,6.5,2.8,1.2,1.6,1.8,2.3,3.4,2.3,3.4,4.7,6.3,7.8,5.3,4.2,3.2,1.4,3.1,7.8,19
,CARMEL MT RCH,22.3,20.2,C,C,15.4,24.7,24.2,29.6,25.4,8.0,5.6,9.2,11.0,10.4,10.7,11.5,16.1,19.5,8.1,11.8,21.1,14.1,11.8,14.7,15.7,29.6,07
,CHULA VISTA,14.2,9.3,C,C,8.5,9.0,12.6,13.2,14.8,15.2,17.8,14.0,5.7,2.9,4.4,4.2,7.1,9.7,16.8,21.1,19.9,1.9,2.1,2.0,10.2,21.1,19
,DOWNTOWN SES,18.1,10.4,C,C,12.6,18.2,20.1,20.1,17.9,13.8,9.0,8.5,7.3,3.9,4.2,6.2,9.9,11.7,10.4,3.6,3.3,5.5,6.5,3.8,10.2,20.1,06
,EL CAJON LES,12.2,15.8,C,C,C,12.7,13.5,13.2,15.5,17.4,13.3,6.9,4.4,4.0,3.9,3.3,6.2,8.2,9.7,9.9,17.9,17.2,7.3,5.7,10.3,17.9,20
,KEARNY MESA,6.8,6.4,C,C,3.9,6.6,9.2,10.6,7.3,7.6,4.8,3.6,3.8,2.8,2.8,3.3,6.7,7.0,19.7,21.0,4.8,2.9,3.5,2.1,6.6,21.0,19
,OTAY MESA DVN,16.2,16.8,C,C,13.0,10.4,9.0,23.7,24.2,17.9,8.5,4.3,5.1,2.4,1.5,2.1,3.8,6.2,15.0,23.3,13.3,9.9,6.1,12.4,11.1,24.2,08
,PENDLETON,8.0,9.4,C,C,7.2,7.4,7.0,7.6,6.1,5.5,P,P,4.1,3.5,4.5,5.3,6.7,5.2,3.1,2.2,2.2,2.3,2.7,2.0,5.1,9.4,01
,SAN YSIDRO,32.1,31.0,C,C,21.4,23.1,24.4,20.2,23.8,26.4,22.9,13.3,9.6,7.3,7.4,8.8,15.3,21.1,35.5,38.5,38.0,5.6,10.3,5.6,20.0,38.5,19
04 NO PPB,ALPINE,.1,.1,C,C,.0,.1,.1,.8,2.4,1.1,.3,.4,.5,.6,.8,.3,.2,.1,.3,.1,.1,.1,.1,.1,.3,2.4,08
