,KEARNY MESA,6.3,6.1,C,C,7.2,13.1,18.8,12.8,M,M,M,M,M,M,M,M,5.9,6.7,11.6,7.8,7.5,5.4,2.9,2.0,8.1,18.8,06
,OTAY MESA DVN,18.8,24.0,C,C,15.7,18.4,26.7,30.3,30.5,30.6,16.4,6.1,C,C,C,C,C,C,6.8,12.7,14.6,8.6,4.6,2.2,16.6,30.6,09
,PENDLETON,10.6,8.5,8.9,6.4,9.0,9.0,11.1,23.1,10.5,9.1,11.5,4.5,5.7,8.4,13.1,10.6,7.5,6.7,7.3,2.7,15.5,25.2,11.6,1.9,9.9,25.2,21
,SAN YSIDRO,32.2,31.2,C,C,22.2,21.4,25.4,26.8,28.1,30.5,31.5,30.8,9.6,6.4,6.3,7.1,9.7,13.3,13.4,13.9,13.8,7.5,3.8,2.7,17.6,32.2,00
04 NO PPB,ALPINE,.1,.1,C,C,.1,.3,.2,.3,2.4,C,C,C,C,C,C,.4,.3,.1,.1,.1,.2,.1,.1,.1,.3,2.4,08
,OTAY MESA DVN,1.9,2.1,C,C,.3,2.0,26.3,59.1,58.2,43.1,10.9,3.1,C,C,C,C,C,C,.6,.2,.2,.3,.6,.1,13.0,59.1,07
,PENDLETON,.4,1.9,.3,.4,1.1,1.6,3.1,46.3,4.8,4.0,13.3,1.1,1.4,2.8,4.9,2.6,.6,.2,.2,.2,.3,3.0,.6,.2,3.9,46.3,07
06 CO PPM,CARMEL MT RCH,.5,.5,C,C,.3,.5,.8,.9,.9,.3,.2,.3,.4,.6,.6,.6,.5,.5,.6,.7,.6,.6,.6,.4,.5,.9,07
,SAN YSIDRO,1.0,.7,C,C,.5,.5,.6,.7,.8,.8,.7,.7,.3,.3,.3,.3,.3,.4,.4,.4,.4,.3,.2,.2,.5,1.0,00
07 H2S PPB,SAN YSIDRO,1.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,1.1,00
10 INTMP °C,ALPINE,25,24,24,24,24,24,24,24,24,24,25,26,26,25,25,25,25,25,26,25,25,26,26,26,25,26,11
,CARMEL MT RCH,24,24,24,24,24,24,24,24,24,24,24,25,24,24,25,24,24,25,25,25,25,25,25,25,24,25,11
,CHULA VISTA,24,24,24,25,24,24,24,25,24,25,24,25,26,26,25,25,26,26,25,25,24,24,24,24,25,26,12
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,26,26,26,26,26,26,26,26,26,00
,EL CAJON LES,25,25,26,26,25,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,02
,KEARNY MESA,24,23,23,23,24,23,23,24,23,24,23,23,22,23,23,23,24,25,25,24,24,24,24,24,24,25,17
,OTAY MESA DVN,25,26,25,25,26,25,26,25,26,25,26,25,25,25,25,25,25,25,24,25,25,25,25,26,25,26,01
,PENDLETON,24,24,25,24,24,24,24,24,25,24,24,25,25,25,24,25,25,25,25,26,25,26,26,26,25,26,19
,SAN YSIDRO,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,24,03
11 PM2.5 µg/M3,ALPINE,3.3,3.2,3.5,3.4,3.6,3.4,3.2,3.2,3.3,2.9,2.9,3.1,3.5,4.4,6.3,4.9,4.9,5.9,6.9,8.3,8.3,6.8,6.2,5.7,4.6,8.3,19
,CARMEL MT RCH,5.1,5.2,4.9,4.1,3.6,3.9,4.3,4.6,4.8,4.0,3.5,3.6,4.8,6.7,5.7,5.5,4.5,4.7,4.8,6.4,6.9,6.0,6.8,6.7,5.0,6.9,20
,CHULA VISTA,8.9,5.8,4.8,8.5,8.2,6.8,5.3,6.8,10.1,14.6,12.2,11.4,8.3,6.6,6.7,6.8,6.0,7.4,10.5,8.6,6.8,7.9,6.7,6.8,8.0,14.6,09
,DOWNTOWN SES,9.6,7.2,5.9,5.3,4.9,4.8,4.8,6.4,12.2,5.8,7.4,9.0,7.5,5.7,5.9,5.2,4.6,4.9,5.5,5.6,6.3,6.9,5.6,5.9,6.3,12.2,08
,EL CAJON LES,12.3,11.1,9.3,7.6,7.5,7.5,7.5,7.9,9.1,9.4,7.5,5.7,6.2,6.5,5.2,5.1,5.4,5.8,6.1,8.1,8.5,8.2,7.7,6.0,7.5,12.3,00
,KEARNY MESA,5.1,4.7,4.6,4.3,3.8,3.7,3.6,3.7,3.6,M,M,5.1,6.6,5.5,4.9,4.8,4.8,4.6,6.2,6.1,6.4,6.5,6.2,6.4,5.0,6.6,12
,OTAY MESA DVN,16.1,15.3,19.8,16.4,14.2,13.5,16.3,15.8,18.7,14.6,8.1,6.3,10.3,9.4,6.0,5.8,5.7,6.2,6.9,7.5,8.4,7.6,7.4,5.5,10.9,19.8,02
,PENDLETON,6.4,5.4,5.6,4.6,4.8,4.5,4.0,3.6,3.1,3.1,4.4,5.0,5.7,7.1,7.3,6.2,7.0,5.9,7.2,6.8,7.3,6.5,9.1,9.2,5.8,9.2,23
,SAN YSIDRO,55.4,44.4,38.4,28.1,26.7,22.9,21.2,20.4,21.6,25.3,24.4,21.0,10.1,M,M,6.1,5.6,7.1,7.2,6.8,7.7,8.5,6.5,6.9,19.1,55.4,00
12 VWDR °,ALPINE,112,1,97,125,130,129,131,120,126,146,200,238,259,261,261,260,254,251,246,252,253,253,257,272,0,272,23
,CHULA VISTA,100,93,100,100,100,102,103,97,116,117,134,158,218,249,248,253,258,256,255,268,254,275,262,274,0,275,21
,DOWNTOWN SES,40,41,50,55,53,43,69,57,75,102,136,167,188,188,199,239,253,261,257,258,257,268,258,268,0,268,21
,EL CAJON LES,230,268,214,254,248,249,239,242,255,214,354,177,208,218,222,237,221,232,228,198,202,208,207,211,0,354,10
,KEARNY MESA,73,77,76,70,73,74,78,75,105,115,146,173,219,216,240,250,249,268,254,227,254,253,258,265,0,268,17
,OTAY MESA DVN,106,99,134,122,136,127,138,131,140,170,174,167,212,234,261,257,287,278,279,233,240,230,261,271,0,287,16
,PENDLETON,62,53,61,56,60,60,64,62,54,70,131,175,184,192,214,225,256,275,286,283,3,345,259,262,0,345,21
13 SIGTHETA °,ALPINE,41,38,27,16,23,25,28,32,16,22,37,48,37,32,27,31,24,24,26,24,29,24,25,27,28,48,11
,CHULA VISTA,13,13,12,10,10,11,12,12,15,15,17,20,26,21,22,19,17,16,17,19,17,20,17,17,16,26,12
,DOWNTOWN SES,31,16,15,40,47,61,43,35,21,18,24,15,20,17,24,22,22,20,22,18,24,20,20,23,26,61,05
,EL CAJON LES,54,48,24,35,20,23,24,20,54,33,56,78,25,20,24,21,17,21,17,14,14,12,17,20,29,78,11
,KEARNY MESA,5,6,3,4,6,4,4,10,13,12,16,16,20,18,18,12,15,8,10,10,10,9,8,9,10,20,12
,OTAY MESA DVN,49,31,19,15,13,14,13,12,27,14,11,15,24,25,19,10,11,11,10,19,22,36,23,14,19,49,00
,PENDLETON,11,10,12,9,10,11,11,11,14,14,18,13,12,15,10,10,13,14,15,16,31,40,62,11,16,62,22
14 VWSP MPH,ALPINE,.7,1.1,1.1,2.4,1.2,1.5,.6,1.5,3.8,3.0,1.6,2.4,3.6,3.1,3.6,3.7,5.1,4.2,4.1,3.7,3.8,4.0,2.9,3.4,.0,5.1,16
,CHULA VISTA,5.6,5.8,5.9,7.3,7.2,7.0,6.6,7.3,4.2,5.8,5.4,4.9,5.0,7.4,5.9,5.8,5.3,3.9,2.5,2.9,3.1,3.6,6.0,7.1,.0,7.4,13
,DOWNTOWN SES,2.4,4.1,4.5,1.6,1.2,.9,2.4,1.9,2.5,4.2,4.6,7.4,6.5,7.4,6.5,6.3,5.4,4.7,3.6,4.1,4.0,3.8,5.7,5.2,.0,7.4,11
,EL CAJON LES,.2,.3,.6,.8,.6,.3,.9,.7,.8,.6,.6,1.1,5.1,4.8,4.9,5.3,5.9,3.8,2.5,2.8,3.6,3.8,3.1,3.6,.0,5.9,16
,KEARNY MESA,5.9,4.8,5.8,6.1,5.5,4.7,5.1,4.0,3.8,5.3,6.5,6.7,6.9,7.7,8.3,9.7,7.3,6.3,4.6,5.3,5.3,4.7,7.5,8.5,.0,9.7,15
,OTAY MESA DVN,1.1,.4,2.4,2.6,2.8,2.8,3.6,3.6,2.6,4.9,7.0,6.1,5.6,5.4,8.7,7.8,7.0,4.6,3.4,1.8,2.4,1.1,2.2,4.3,.0,8.7,14
,PENDLETON,5.7,6.4,5.8,6.5,6.5,6.1,7.4,6.1,6.0,4.9,4.4,7.2,7.7,7.3,7.8,7.6,6.8,5.0,2.6,3.8,1.6,.7,4.8,11.2,.0,11.2,23
15 SWSP MPH,ALPINE,.8,1.2,1.4,2.5,1.3,1.6,.7,1.7,3.9,3.2,2.4,3.2,4.6,3.7,4.2,4.4,5.5,4.6,4.7,4.0,4.3,4.4,3.2,3.8,3.1,5.5,16
,CHULA VISTA,5.7,6.0,6.1,7.5,7.4,7.1,6.7,7.5,4.4,6.1,5.7,5.3,6.2,8.0,6.3,6.3,5.5,4.0,2.6,3.1,3.2,3.8,6.2,7.4,5.8,8.0,13
,DOWNTOWN SES,2.6,4.2,4.6,2.0,1.4,1.3,2.7,2.3,2.6,4.5,5.0,7.7,7.1,7.8,6.9,6.9,5.8,5.0,3.8,4.4,4.4,4.0,6.0,5.6,4.5,7.8,13
,EL CAJON LES,.6,.5,.6,.9,.6,.4,1.0,.7,1.0,.7,.8,2.4,5.6,5.1,5.3,5.7,6.1,4.2,2.7,2.9,3.7,3.9,3.3,3.9,2.6,6.1,16
,KEARNY MESA,5.9,4.8,5.8,6.1,5.5,4.7,5.2,4.1,4.1,5.4,6.7,7.5,7.4,8.0,8.8,9.9,7.6,6.3,4.8,5.5,5.5,4.8,7.7,8.7,6.3,9.9,15
,OTAY MESA DVN,1.7,1.4,2.6,2.7,2.9,2.9,3.7,3.8,2.8,5.1,7.1,6.3,6.5,6.0,9.2,8.2,7.1,4.8,3.4,1.9,2.7,1.6,2.6,4.4,4.2,9.2,14
,PENDLETON,5.8,6.5,6.0,6.6,6.6,6.2,7.6,6.2,6.2,5.1,5.4,7.4,7.8,7.6,7.9,7.8,7.2,5.2,2.7,3.9,2.1,1.0,5.3,11.4,6.1,11.4,23
16 AMBTEMP °F,ALPINE,44.5,43.9,43.0,42.7,43.0,42.9,42.8,43.5,46.0,48.1,50.0,51.4,52.4,52.1,52.5,53.0,51.2,48.4,47.7,47.2,46.7,46.4,46.1,46.1,47.2,53.0,15
,CARMEL MT RCH,43.5,42.3,41.7,42.0,42.8,43.5,44.4,45.7,48.9,52.4,55.7,57.7,58.6,58.5,60.0,59.1,56.2,54.8,53.9,52.4,52.7,52.3,50.5,51.1,50.9,60.0,14
,CHULA VISTA,46.9,46.3,46.0,45.6,45.6,46.2,46.1,47.4,51.0,54.6,57.6,60.7,62.4,62.5,61.7,60.0,58.7,56.9,56.0,56.0,55.5,56.0,56.6,56.8,53.9,62.5,13
,DOWNTOWN SES,47.3,47.1,47.1,45.1,44.9,45.1,45.3,47.5,50.3,54.2,58.3,59.5,61.1,61.2,61.1,60.8,59.3,57.4,56.8,56.5,56.6,56.5,56.9,57.0,53.9,61.2,13
,EL CAJON LES,39.5,38.4,37.4,36.9,36.2,37.4,37.1,39.1,43.2,46.7,52.9,57.8,59.8,59.9,60.2,59.8,57.2,56.0,55.0,53.4,53.3,53.2,53.3,54.1,49.1,60.2,14
,KEARNY MESA,44.4,44.1,43.4,42.9,43.7,44.9,44.8,46.0,50.8,55.2,57.3,58.6,59.4,61.0,61.4,59.8,57.8,55.9,54.7,54.7,54.1,53.6,54.4,54.8,52.4,61.4,14
,OTAY MESA DVN,45.4,44.1,42.6,41.9,41.6,41.5,41.8,44.2,47.1,51.3,55.0,56.6,59.3,61.2,60.8,59.0,56.0,53.0,53.0,52.6,51.8,51.9,52.3,52.5,50.7,61.2,13
,PENDLETON,45.0,44.1,43.4,42.9,42.2,41.6,42.8,44.9,48.4,53.3,57.5,58.7,59.3,60.2,60.4,60.3,59.3,58.0,57.6,57.5,55.0,54.3,55.4,57.7,52.5,60.4,14
,SAN YSIDRO,46.8,47.8,47.7,47.4,47.3,47.2,47.1,47.6,50.0,52.6,56.1,58.2,62.0,62.1,61.3,61.3,58.8,57.1,55.8,55.2,54.6,55.8,56.4,57.0,53.9,62.1,13
17 RELHUM %,ALPINE,40,45,46,40,40,41,45,68,72,64,65,66,65,69,68,66,75,90,93,96,96,96,97,97,68,97,22
,EL CAJON LES,87,88,88,86,88,85,87,82,72,65,52,58,61,60,59,61,73,79,82,86,83,82,82,82,76,88,01
,KEARNY MESA,67,67,70,70,67,65,65,64,59,58,60,64,67,62,59,64,74,79,82,79,81,79,77,80,69,82,18
18 PRES mmHg,EL CAJON LES,751,751,750,750,750,750,750,750,751,751,750,749,749,748,748,748,748,748,748,748,749,749,748,748,749,751,00
,KEARNY MESA,751,751,751,751,750,750,751,751,751,751,751,750,749,749,749,749,749,749,749,749,749,749,749,749,750,751,00
19 SOLAR W/M2,EL CAJON LES,-3,-3,-3,-3,-2,0,0,29,87,178,272,310,354,251,222,140,20,-1,-2,-3,-1,-2,-1,-2,77,354,12
,KEARNY MESA,0,1,1,1,1,1,2,62,115,219,260,354,366,626,456,218,47,1,1,1,1,1,1,1,114,626,13
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,0,4,6,12,18,20,20,17,15,9,3,0,0,0,0,0,0,0,5,20,11
25 NOY,EL CAJON LES,26.15,33.09,30.00,25.21,28.01,C,C,59.48,69.72,66.30,38.39,14.62,8.93,6.86,3.96,4.66,5.43,8.61,10.23,13.53,10.80,8.27,7.02,4.05,21.96,69.72,08
26 NOY-NO,EL CAJON LES,20.70,21.80,20.44,19.61,19.25,C,C,20.24,24.80,27.04,21.99,10.22,7.10,5.57,3.26,3.96,5.07,8.09,9.59,13.03,10.31,8.01,6.80,3.96,13.22,27.04,09
27 NO Trace,EL CAJON LES,5.45,11.28,9.56,5.60,8.75,C,C,39.23,44.91,39.26,16.40,4.40,1.83,1.28,.69,.70,.36,.51,.64,.49,.49,.26,.21,.09,8.74,44.91,08
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.2,.2,.3,.4,.4,.3,.2,.2,.1,.1,.1,.1,.1,.0,.1,.1,.0,.0,.0,.1,.4,08
29 CO Tr PPB,EL CAJON LES,555.5,562.6,C,C,C,540.9,627.9,860.9,942.5,882.7,631.9,282.6,238.5,216.3,193.7,187.3,196.4,268.4,262.0,325.7,295.0,252.0,247.0,182.4,416.7,942.5,08
BCarbon ug/m3,10TH AVE MARINE TERM,2.27,1.34,1.33,1.00,1.22,1.17,1.41,1.68,1.89,2.03,2.14,2.01,.31,.16,.17,.20,.18,<,.47,.42,.22,.16,.09,.03,.95,2.27,00
,BOSTON AVE,1.60,1.02,.82,.84,.85,1.14,1.50,1.73,1.60,<,<,1.51,.63,.32,.25,.36,.27,.42,.58,.39,.24,.40,.27,.12,.77,1.73,07
,CHICANO PARK,1.24,.78,<,.66,.69,.91,<,<,1.32,1.11,1.50,2.00,<,.15,.21,.58,<,.55,<,<,<,.20,.09,.08,.75,2.00,11
,DOWNTOWN SES,.97,.61,.48,.50,<,.67,.75,1.09,<,.77,.95,<,.36,.11,<,.18,.18,.32,<,<,.19,.30,<,.05,.50,1.09,07
,OCEANVIEW BLVD,1.22,.74,<,.57,<,.65,.83,1.26,<,<,.94,.92,<,.15,.18,.26,<,.71,<,<,.40,.16,.10,.05,.57,1.26,07
,SAN YSIDRO,8.71,6.42,5.29,4.24,4.14,<,2.60,2.75,<,3.87,<,2.89,.59,<,.20,.26,.33,.25,.34,.35,.35,.18,.07,.06,2.19,8.71,00
PM10 STD,ALPINE,10.1,9.9,10.0,9.7,10.3,9.9,8.7,8.6,9.7,7.3,7.1,7.7,9.2,12.9,18.3,13.2,14.3,14.4,15.4,16.1,15.6,14.4,14.8,14.5,11.7,18.3,14
,CARMEL MT RCH,11.3,11.2,9.6,9.5,8.5,8.5,12.5,13.5,14.9,11.5,9.3,10.3,16.8,24.9,20.4,21.5,15.4,13.6,12.3,14.7,15.3,15.1,17.2,21.7,14.1,24.9,13
,CHULA VISTA,15.9,13.7,13.9,23.7,23.7,20.5,15.5,25.3,52.1,80.0,66.7,51.2,29.6,18.9,18.9,19.4,16.1,21.9,22.0,19.9,18.8,24.5,23.6,21.9,27.4,80.0,09
,DOWNTOWN SES,18.7,15.4,14.2,11.8,12.0,13.3,13.8,17.6,26.8,23.8,34.7,39.0,25.5,18.5,17.5,13.5,11.6,12.7,13.3,14.6,18.1,21.6,17.0,18.3,18.4,39.0,11
,EL CAJON LES,20.4,17.9,17.4,15.2,14.6,16.2,16.2,19.4,30.0,31.6,25.4,16.3,20.9,22.2,16.1,17.1,15.7,16.2,14.3,16.2,17.9,18.3,18.8,16.0,18.7,31.6,09
,KEARNY MESA,11.9,9.9,10.8,9.4,8.8,9.4,9.6,9.2,10.4,M,M,20.4,23.6,17.3,13.0,13.3,12.7,12.2,14.5,14.7,16.0,17.7,17.9,19.1,13.7,23.6,12
,OTAY MESA DVN,47.3,50.6,61.8,50.8,45.5,48.1,108.7,110.4,132.7,114.2,60.3,41.7,44.0,33.9,21.4,19.5,17.5,27.6,27.2,24.2,30.1,27.8,25.2,16.3,49.4,132.7,08
,PENDLETON,11.7,10.3,9.8,7.8,8.5,8.2,8.5,7.1,7.2,9.2,17.4,19.2,21.0,22.9,25.1,20.2,23.5,19.7,25.5,27.4,26.2,19.5,31.2,35.1,17.5,35.1,23
,SAN YSIDRO,117.8,93.7,77.8,60.0,58.0,50.9,50.6,65.0,73.8,99.8,95.8,75.0,38.0,M,M,21.5,17.9,29.8,26.2,25.6,27.5,30.1,22.4,23.3,53.6,117.8,00
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
