Current Date:,10/28/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
10/27/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.044,.046,.046,.046,.047,.046,.042,.041,.040,.044,.045,.047,.051,.055,.057,.056,.054,.050,.049,.051,.053,.052,.050,.050,.048,.057,14
,CHULA VISTA,.008,.011,C,C,.005,.003,.002,.010,.015,.021,.031,.044,.044,.043,.044,.040,.033,.020,.017,.014,.001,.001,.001,.002,.018,.044,11
,DOWNTOWN SES,.012,.009,C,C,.003,.002,.003,.011,.015,.022,.025,.026,.035,.039,.049,.047,.048,.041,.018,.009,.004,.003,.003,.003,.019,.049,14
,EL CAJON LES,.011,.006,C,C,C,.002,.002,.005,.010,.020,.035,.044,.047,.047,.048,.050,.049,.034,.019,.016,.010,.006,.006,.004,.022,.050,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.016,.015,C,C,.006,.007,.011,.018,.025,.032,.037,.041,.044,.045,.051,.052,.047,.037,.023,.014,.015,.019,.018,.023,.027,.052,15
,OTAY MESA DVN,.017,.016,C,C,.017,.017,.010,.010,.012,.021,.032,.040,.042,.044,.042,.041,.040,.030,.023,.008,.013,.013,.022,.021,.024,.044,13
,PENDLETON,.011,.010,C,C,.009,.007,.006,.011,.016,.025,.029,.033,.035,.036,.026,.025,.024,.021,.021,.009,.015,.011,.008,.009,.018,.036,13
02 NOX PPM,ALPINE,.001,.001,.001,.001,.001,.001,.003,.002,.007,.003,.003,.003,.004,.004,.006,.006,.005,.008,.006,.004,.003,.002,.002,.002,.003,.008,17
,CARMEL MT RCH,.022,.038,C,C,.031,.039,.054,M,M,M,M,M,M,.026,.024,.027,.025,.045,.056,.062,.054,.046,.034,.034,.039,.062,19
,CHULA VISTA,.015,.011,C,C,.018,.024,.041,.036,.027,.026,.023,.013,.012,.011,.013,.022,.027,.034,.032,.030,.051,.051,.047,.039,.027,.051,20
,DOWNTOWN SES,.018,.016,C,C,.023,.033,.052,.044,.035,.033,.043,.040,.025,.019,.013,.015,.015,.019,.038,.046,.059,.064,.069,.065,.036,.069,22
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.008,C,C,.019,.022,.019,.014,.014,.013,.012,.010,.008,.009,.008,.009,.013,.018,.026,.030,.029,.022,.023,.016,.016,.030,19
,OTAY MESA DVN,.014,.013,C,C,.020,.023,.044,.071,.071,.055,.028,.021,.018,.013,.014,.015,.015,.018,.026,.054,.037,.037,.027,.019,.030,.071,07
,PENDLETON,.011,.012,C,C,.012,.020,.020,.037,.018,.016,.010,.008,.011,.024,.048,.044,.027,.025,.024,.035,.028,.028,.027,.026,.023,.048,14
03 NO2 PPM,ALPINE,.001,.001,.001,.001,.001,.001,.002,.002,.005,.002,.002,.003,.003,.003,.005,.005,.005,.007,.006,.003,.003,.002,.002,.001,.003,.007,17
,CARMEL MT RCH,.018,.023,C,C,.018,.020,.024,M,M,M,M,M,M,.014,.015,.017,.018,.033,.044,.047,.041,.036,.031,.029,.027,.047,19
,CHULA VISTA,.015,.011,C,C,.015,.018,.021,.019,.016,.016,.016,.010,.009,.009,.010,.019,.025,.034,.032,.030,.041,.038,.036,.030,.021,.041,20
,DOWNTOWN SES,.017,.014,C,C,.018,.019,.023,.020,.019,.020,.026,.026,.018,.014,.011,.013,.014,.018,.036,.043,.045,.042,.042,.040,.024,.045,20
,EL CAJON LES,.007,.009,C,C,C,.011,.013,.016,.020,.019,.010,.005,.007,.008,.005,.004,.006,.016,.024,.022,.024,.023,.020,.020,.014,.024,18
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.008,C,C,.017,.019,.016,.010,.010,.010,.009,.008,.006,.007,.007,.008,.012,.018,.026,.030,.028,.022,.023,.016,.015,.030,19
,OTAY MESA DVN,.013,.012,C,C,.013,.016,.026,.026,.031,.030,.020,.016,.014,.010,.011,.013,.014,.017,.024,.043,.032,.034,.023,.018,.021,.043,19
,PENDLETON,.011,.011,C,C,.010,.013,.013,.016,.010,.009,.007,.006,.007,.016,.029,.030,.024,.024,.024,.033,.027,.028,.026,.024,.018,.033,19
04 NO PPM,ALPINE,.000,.000,.000,.001,.000,.001,.001,.001,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.001,.002,08
,CARMEL MT RCH,.005,.015,C,C,.013,.019,.031,M,M,M,M,M,M,.012,.009,.010,.007,.012,.012,.016,.014,.009,.004,.005,.012,.031,06
,CHULA VISTA,.000,.000,C,C,.003,.006,.020,.017,.011,.010,.007,.003,.002,.002,.002,.003,.002,.000,.000,.000,.010,.013,.012,.009,.006,.020,06
,DOWNTOWN SES,.001,.002,C,C,.006,.014,.029,.024,.015,.013,.017,.014,.007,.005,.002,.002,.001,.000,.002,.003,.014,.022,.027,.025,.011,.029,06
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.002,.003,.004,.004,.004,.004,.003,.002,.002,.002,.001,.001,.001,.000,.000,.001,.001,.000,.000,.000,.002,.004,06
,OTAY MESA DVN,.001,.001,C,C,.007,.007,.018,.045,.039,.025,.008,.005,.004,.003,.003,.002,.001,.001,.002,.011,.005,.004,.004,.001,.009,.045,07
,PENDLETON,.000,.001,C,C,.002,.007,.007,.021,.008,.007,.003,.002,.004,.008,.018,.014,.003,.001,.000,.002,.001,.001,.001,.002,.005,.021,07
06 CO PPM,CARMEL MT RCH,.5,.7,C,C,C,.5,.8,M,M,M,C,C,M,.7,.5,.5,.5,1.1,1.3,1.5,1.3,.9,.8,.8,.8,1.5,19
10 INTMP °C,ALPINE,28,27,27,27,27,27,27,26,25,24,24,24,24,24,24,24,24,25,25,25,25,25,26,26,25,28,00
,CARMEL MT RCH,26,26,27,27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,26,26,26,26,26,27,02
,CHULA VISTA,23,23,23,23,22,22,22,23,25,25,24,24,24,25,24,24,24,24,24,24,24,25,25,25,24,25,08
,DOWNTOWN SES,24,24,24,24,24,24,24,24,23,22,22,22,21,21,22,22,22,23,23,23,23,23,23,24,23,24,00
,EL CAJON LES,24,24,24,24,24,25,24,25,25,25,27,24,24,24,23,24,24,24,24,24,24,24,24,24,24,27,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,20,20,20,20,20,19,19,20,22,24,25,24,24,24,24,24,24,25,25,25,25,24,24,23,23,25,10
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,25,25,24,24,24,23,23,23,24,24,25,25,25,25,25,26,00
,PENDLETON,24,24,24,24,24,23,23,25,25,25,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,07
11 PM2.5 µg/M3,ALPINE,5.9,1.1,-2.6,-2.8,-1.8,1.5,1.2,-1.7,-4.8,-5.3,-5.8,-4.6,-2.5,-2.0,4.1,3.5,2.5,3.8,3.3,4.9,4.3,1.7,-.3,-.1,.1,5.9,00
,DOWNTOWN SES,8.2,9.0,11.0,8.7,9.3,7.8,6.9,6.1,5.1,6.9,6.4,9.9,14.1,9.9,9.4,10.1,6.6,6.3,9.3,8.4,17.7,16.7,18.5,15.4,9.9,18.5,22
,EL CAJON LES,8.1,8.3,5.4,3.7,6.3,6.0,5.8,10.4,8.9,9.6,8.3,5.0,2.0,6.1,4.5,1.9,5.1,4.8,8.6,9.3,7.8,10.9,9.3,8.3,6.8,10.9,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,10.6,18.8,19.2,10.3,9.0,3.9,9.3,22.9,14.1,13.3,7.5,6.4,5.4,4.4,3.9,4.5,8.9,10.5,9.9,25.2,14.4,12.4,7.5,11.5,10.9,25.2,19
,PENDLETON,M,M,M,M,M,M,M,M,M,11.5,8.9,6.3,9.1,10.1,14.8,12.9,13.1,14.9,13.3,11.7,13.7,11.2,10.4,11.9,11.5,14.9,17
12 VWDR °,ALPINE,107,96,101,75,47,86,93,114,153,199,237,252,293,282,268,270,304,26,92,85,88,90,99,12,0,304,16
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
,DOWNTOWN SES,52,19,255,14,349,331,86,76,224,251,260,272,277,275,295,309,323,345,328,338,23,39,32,357,0,357,23
,EL CAJON LES,87,58,191,247,151,251,224,252,271,291,290,294,242,251,258,301,300,271,105,99,91,116,151,226,0,301,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,70,47,32,42,53,49,55,62,293,240,259,304,317,303,303,316,319,324,347,348,349,71,79,54,0,349,20
