Current Date:,10/7/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
10/6/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.031,.031,C,C,.024,.015,.016,.021,.029,M,.037,.043,.046,.048,.049,.046,.044,.039,.038,.035,.034,.032,.034,.034,.034,.049,14
,CHULA VISTA,.030,.030,C,C,.032,.028,.030,.038,.038,.037,.038,.042,.044,.042,.039,.040,.039,.038,.038,.034,.037,.035,.040,.038,.036,.044,12
,DOWNTOWN SES,.026,.026,C,C,.037,.038,.031,.029,.036,.040,.042,.043,.044,.043,.042,.041,.040,.040,.040,.040,.040,.039,.042,.039,.038,.044,12
,EL CAJON LES,.033,.034,C,C,C,.027,.026,.029,.031,M,M,.043,.045,.045,.043,.040,.038,.039,.038,.036,.036,.035,.034,.032,.036,.045,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.018,C,C,.026,.026,.027,.032,.036,.041,.042,.044,.044,.044,.042,.042,.041,.041,.038,.037,.039,.040,.036,.036,.035,.044,11
,OTAY MESA DVN,.025,.025,C,C,.016,.020,.021,.024,.026,.032,.034,.039,.042,.043,.040,.038,.036,.032,.031,.029,.029,.029,.029,.030,.030,.043,13
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 NOX PPM,ALPINE,.004,.005,C,C,.004,.008,.008,.007,.005,M,.005,.004,.003,.004,.003,.005,.005,.007,.006,.006,.005,.005,.004,.004,.005,.008,05
,CARMEL MT RCH,.017,.017,C,C,.022,.030,.029,.030,.027,.024,.024,.025,.021,.023,.022,.022,.020,.018,.014,.013,.014,.011,.013,.012,.020,.030,05
,CHULA VISTA,.007,.008,C,C,.004,.006,.008,.006,.005,.007,.006,.006,.004,.005,.006,.003,.004,.005,.004,.007,.004,.004,.001,.001,.005,.008,01
,DOWNTOWN SES,.011,.012,C,C,.006,.007,.017,.019,.012,.010,.008,.007,.006,.005,.006,.005,.006,.006,.005,.005,.005,.004,.002,.003,.008,.019,07
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.014,.011,C,C,.008,.010,.012,.009,.008,.005,.004,.004,.004,.003,.005,.004,.004,.003,.004,.004,.003,.002,.004,.003,.006,.014,00
