,DOWNTOWN SES,.016,.019,C,C,.009,.030,.043,.052,.024,.007,.007,.005,.003,.003,.003,.001,.001,.000,.000,.000,.000,.000,.000,.000,.010,.052,07
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.003,.005,.009,.010,.004,.004,.003,.001,.001,.001,.000,.000,.001,.002,.006,.001,.000,.000,.002,.010,09
,OTAY MESA DVN,.022,.024,C,C,.003,.011,.070,.042,.023,.020,.012,.003,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.002,.001,.011,.070,06
,PENDLETON,,,,,,,C,C,C,.008,.005,.004,.001,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.008,09
06 CO PPM,CARMEL MT RCH,.5,.6,C,C,C,.8,1.1,.7,.6,.7,.8,.8,.8,.8,.4,.4,.4,.9,1.0,1.1,.8,1.2,1.0,.6,.8,1.2,21
10 INTMP °C,ALPINE,26,26,25,26,26,26,26,25,24,24,24,24,24,24,24,24,24,24,25,25,25,26,26,26,25,26,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,CHULA VISTA,24,24,24,25,24,25,25,25,25,25,25,24,25,24,25,25,25,25,24,24,24,25,24,24,25,25,03
,DOWNTOWN SES,23,24,23,24,24,24,24,23,23,22,22,22,22,22,22,22,22,23,23,23,23,23,23,24,23,24,01
,EL CAJON LES,24,24,24,24,24,24,24,25,25,25,24,24,24,24,23,24,23,23,24,24,24,24,24,24,24,25,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,24,24,24,25,24,25,24,24,24,24,24,24,23,23,24,25,25,25,26,25,24,26,22
,OTAY MESA DVN,25,25,25,25,25,25,25,26,25,25,25,24,24,24,24,23,23,23,24,25,25,25,25,25,25,26,07
,PENDLETON,,,,,,,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,06
11 PM2.5 µg/M3,ALPINE,2.2,1.4,1.0,-1.2,.4,2.3,.7,-1.7,-2.0,-3.2,-.4,.5,3.2,3.4,6.1,6.0,4.8,5.9,7.3,6.5,6.2,6.8,9.3,6.6,3.0,9.3,22
,DOWNTOWN SES,15.8,10.2,9.6,6.4,4.0,8.2,6.8,7.3,14.8,17.1,21.0,9.4,8.7,7.2,7.8,5.9,6.9,6.9,6.2,5.9,8.1,8.0,6.9,12.3,9.2,21.0,10
,EL CAJON LES,10.9,8.3,6.7,5.8,4.4,5.2,8.3,15.5,6.2,6.1,7.9,10.8,8.6,7.3,9.0,8.4,10.2,8.8,9.2,12.6,13.9,17.1,8.9,9.4,9.1,17.1,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,30.9,27.7,8.6,5.9,24.4,20.9,26.5,20.5,13.8,15.0,15.6,10.2,11.7,8.8,6.0,4.7,7.5,6.1,4.5,6.2,5.0,5.5,8.4,6.0,12.5,30.9,00
,PENDLETON,,,,,5.6,2.3,3.1,2.0,5.6,7.3,7.8,7.7,6.9,7.3,7.0,4.6,5.5,6.0,3.9,4.5,3.4,2.5,4.6,4.4,5.1,7.8,10
12 VWDR °,ALPINE,73,108,95,78,86,94,93,111,173,254,283,289,268,274,269,295,287,340,44,99,95,77,42,81,0,340,17
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
,DOWNTOWN SES,360,87,40,340,301,67,24,206,209,208,203,207,212,206,200,203,221,185,207,218,199,159,208,154,0,360,00
,EL CAJON LES,243,243,208,120,236,149,127,283,289,296,253,208,218,229,225,253,228,167,130,117,99,95,164,146,0,296,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,45,62,58,58,55,51,57,75,175,196,198,209,M,M,M,240,246,178,157,155,133,140,167,111,0,246,16
,OTAY MESA DVN,129,128,2,27,132,143,137,160,164,287,297,298,294,296,295,291,296,334,325,206,357,352,341,337,0,357,20
,PENDLETON,,,,,,,67,65,258,182,207,250,230,182,186,176,176,176,161,168,175,176,166,148,0,258,08
13 SIGTHETA °,ALPINE,15,38,19,22,31,19,19,36,22,32,33,35,33,33,33,26,25,25,26,15,26,32,15,62,28,62,23
,CHULA VISTA,30,10,27,41,17,23,20,29,35,23,21,21,25,24,24,20,21,24,15,18,28,63,22,43,26,63,21
,DOWNTOWN SES,37,45,38,59,50,24,31,28,23,19,23,24,20,20,17,18,20,16,18,18,22,47,32,25,28,59,03
,EL CAJON LES,23,36,40,27,32,29,44,48,60,47,24,23,31,24,26,25,20,20,35,45,52,24,23,32,33,60,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,6,6,5,6,4,4,5,27,24,19,20,22,M,M,M,15,11,10,12,14,17,15,33,53,16,53,23
,OTAY MESA DVN,9,10,63,31,14,13,51,22,38,30,13,11,16,16,15,13,14,16,41,41,19,15,44,14,24,63,02
,PENDLETON,,,,,,,12,27,51,23,16,21,17,16,15,14,13,13,12,15,16,15,21,20,19,51,08
14 VWSP MPH,ALPINE,1.7,1.8,2.5,2.1,1.4,2.0,1.7,1.2,1.9,2.9,3.7,4.1,4.4,4.3,4.0,4.2,3.5,.8,.7,1.4,.4,.7,1.0,.3,.0,4.4,12
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.0,M,M
,DOWNTOWN SES,.8,.8,2.0,.7,.2,1.4,1.6,1.1,3.5,5.2,4.2,4.5,4.9,5.4,5.3,5.1,4.3,2.7,2.6,3.0,2.9,1.7,1.8,2.0,.0,5.4,13
,EL CAJON LES,.2,.2,.4,.8,1.0,.3,.4,.5,.4,1.7,4.3,5.0,4.2,4.4,4.5,4.6,4.5,2.5,.6,.6,.8,1.0,.2,.6,.0,5.0,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,5.0,3.8,4.5,4.8,5.3,5.8,4.9,1.1,3.7,5.9,6.8,6.4,M,M,M,7.1,6.0,3.1,3.5,2.3,1.6,2.5,.8,1.0,.0,7.1,15
,OTAY MESA DVN,3.7,3.4,1.1,.5,2.5,2.2,1.4,2.4,1.0,2.7,7.2,7.8,6.4,5.6,5.6,7.2,6.8,3.9,1.0,.1,2.6,2.0,1.4,2.5,.0,7.8,11
,PENDLETON,,,,,,,6.6,2.4,1.0,4.5,4.2,2.9,3.3,5.2,5.1,6.1,4.6,3.0,4.1,4.5,4.2,2.6,2.6,2.2,.0,6.6,06
15 SWSP MPH,ALPINE,1.8,2.0,2.7,2.3,1.8,2.2,1.8,1.4,2.6,3.3,4.3,5.0,5.4,5.0,4.8,4.5,3.8,1.0,.9,1.4,.4,.8,1.1,.4,2.5,5.4,12
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,DOWNTOWN SES,1.1,.9,2.2,.9,.4,1.5,2.1,1.4,3.8,5.5,4.5,5.0,5.2,5.7,5.6,5.4,4.6,2.8,2.8,3.1,3.2,2.5,2.6,2.3,3.1,5.7,13
,EL CAJON LES,.2,.3,1.1,1.3,1.0,.4,.5,.6,1.1,2.1,5.4,5.4,4.8,4.9,5.0,5.2,4.9,2.8,.7,.6,.9,1.0,.8,1.0,2.2,5.4,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.0,3.8,4.5,4.8,5.4,5.8,5.0,1.3,4.1,6.3,7.3,7.1,M,M,M,7.3,6.2,3.3,3.6,2.4,1.9,2.7,1.2,1.3,4.3,7.3,10
,OTAY MESA DVN,3.7,3.5,1.9,2.0,2.6,2.2,1.6,2.6,1.8,3.8,7.4,7.9,6.6,5.8,5.8,7.4,7.0,4.1,1.5,.4,2.8,2.1,1.5,2.5,3.7,7.9,11
,PENDLETON,,,,,,,6.8,3.2,1.4,5.0,4.7,3.0,3.7,5.4,5.3,6.2,4.7,3.0,4.2,4.7,4.3,2.7,2.9,2.5,4.1,6.8,06
16 AMBTEMP °F,ALPINE,71.6,68.5,68.9,71.2,69.7,69.6,69.2,73.9,78.7,79.9,80.8,81.5,81.6,80.6,79.4,77.5,74.1,69.5,68.0,66.8,67.5,67.9,68.4,67.4,73.0,81.6,12
,CARMEL MT RCH,66.0,64.0,62.5,62.7,63.2,61.1,62.1,66.7,75.5,80.0,81.7,82.2,83.2,83.1,81.7,79.6,75.7,70.7,67.9,66.0,64.0,61.8,59.9,57.3,69.9,83.2,12
,CHULA VISTA,63.0,62.7,62.5,62.8,63.1,63.0,64.0,68.8,70.8,72.1,72.0,71.5,73.1,74.4,75.2,71.3,67.2,65.6,64.7,63.8,63.0,62.0,61.5,60.9,66.6,75.2,14
,DOWNTOWN SES,64.5,63.7,63.3,62.0,61.0,62.3,63.8,67.5,70.6,70.0,71.8,72.3,73.0,74.0,71.8,69.8,68.2,66.3,65.0,63.8,62.9,61.9,61.4,61.0,66.3,74.0,13
,EL CAJON LES,59.5,58.5,56.6,55.9,54.9,53.9,54.6,60.1,67.8,76.7,80.9,81.4,82.3,83.0,82.8,82.2,76.3,69.5,67.2,65.1,63.7,61.8,60.1,58.8,67.2,83.0,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,67.0,64.2,64.6,64.7,64.4,64.8,67.0,73.9,77.1,77.5,77.2,78.6,79.1,79.9,80.5,78.0,71.3,68.2,66.2,64.1,62.1,62.2,62.0,61.5,69.8,80.5,14
,OTAY MESA DVN,68.1,66.9,66.0,64.6,64.2,63.9,64.5,68.2,75.1,81.3,80.0,78.0,78.2,78.4,78.1,76.5,70.7,65.1,63.1,62.8,62.2,60.5,59.9,56.9,68.9,81.3,09
,PENDLETON,,,,,,,62.5,67.2,69.7,70.1,70.4,70.4,72.1,71.2,71.1,69.3,67.6,66.2,65.4,64.1,62.9,62.3,61.9,61.9,67.0,72.1,12
17 RELHUM %,ALPINE,25,29,27,24,26,26,27,25,21,20,21,21,21,22,25,29,34,43,42,43,40,36,35,35,29,43,17
,EL CAJON LES,64,66,70,71,73,75,74,62,48,34,29,31,29,30,36,33,53,72,79,83,87,90,94,95,62,95,23
,KEARNY MESA,46,51,49,48,48,46,42,35,32,32,37,37,42,37,34,41,70,81,86,92,96,99,100,100,58,100,22
18 PRES mmHg,EL CAJON LES,748,748,747,747,747,747,748,748,748,748,748,747,747,746,746,746,746,747,747,747,747,748,747,748,747,748,00
,KEARNY MESA,748,748,748,748,748,748,748,748,749,749,748,748,748,747,747,747,747,747,748,748,748,748,748,748,748,749,08
19 SOLAR W/M2,EL CAJON LES,0,0,0,0,0,1,25,127,422,567,667,700,666,571,421,235,41,-3,-3,-2,-1,0,0,0,185,700,11
,KEARNY MESA,0,-1,0,0,0,0,52,227,408,548,633,656,626,543,412,244,70,1,0,0,0,0,0,0,184,656,11
25 NOY,EL CAJON LES,26.10,27.54,25.09,26.34,24.68,C,C,50.04,47.60,38.93,24.75,12.81,14.61,10.93,13.79,11.16,15.65,15.68,15.64,19.37,20.26,17.02,15.95,16.67,22.30,50.04,07
26 NOY-NO,EL CAJON LES,23.12,23.91,21.67,21.85,20.49,C,C,22.75,25.29,23.70,18.20,10.64,12.52,9.62,12.11,10.00,14.84,15.32,15.59,19.02,19.83,16.65,15.15,15.22,17.61,25.29,08
27 NO Trace,EL CAJON LES,2.97,3.62,3.41,4.49,4.18,C,C,27.29,22.30,15.23,6.54,2.16,2.09,1.31,1.68,1.16,.81,.35,.04,.34,.43,.36,.80,1.45,4.68,27.29,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.2,.2,.1,.3,.3,.3,.2,.3,.1,.1,.0,.0,.0,.0,.0,.0,.0,.1,.3,10
29 CO Tr PPB,EL CAJON LES,468.2,551.1,C,C,C,635.9,829.8,785.2,753.6,638.6,469.2,371.8,303.4,281.1,329.9,292.9,359.4,299.6,315.2,383.0,420.7,389.2,370.1,415.8,460.1,829.8,06
BCarbon ug/m3,10TH AVE MARINE TERM,2.30,2.24,1.08,1.40,1.28,1.19,1.79,1.87,1.52,2.36,1.86,1.02,1.00,.75,.73,.83,.62,.45,.39,.63,.43,.24,.28,.59,1.12,2.36,09
,ALPINE,.07,.07,.05,.04,.07,.07,.07,.12,.21,.12,.21,.29,.51,.47,.60,.54,.37,.36,.44,.52,.50,.28,.23,.20,.27,.60,14
,CHICANO PARK,2.02,1.61,.86,1.12,1.14,1.71,2.04,3.41,2.07,1.93,1.81,1.22,.86,.72,.77,.45,.43,.35,.34,.51,.39,.26,.56,1.20,1.16,3.41,07
,DOWNTOWN SES,1.52,1.29,.97,.65,.70,1.39,1.90,2.09,2.16,1.88,2.17,1.34,.81,.64,.70,.52,.46,.34,.35,.49,.42,.25,.46,.85,1.01,2.17,10
,OCEANVIEW BLVD,1.64,1.04,.95,1.09,1.14,1.12,1.67,2.47,2.66,1.74,2.02,1.45,.95,.86,.67,.49,.47,.46,.50,.38,.25,.28,.46,.75,1.06,2.66,08
,SAN YSIDRO,3.70,3.12,7.36,8.82,5.99,5.03,5.09,5.74,3.79,2.21,.97,.57,.41,.22,.22,.21,.21,.19,.31,.27,.50,.80,.84,.97,2.40,8.82,03
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
