Current Date:,9/27/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
9/26/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.03,,,.031,.031,,,,,,,,.063,.059,.057,.055,.053,.051,.05,.05,.051,.052,.049,.044,0.048,0.063,12
,CHULA VISTA,.028,.027,.025,.027,.029,.032,.035,.038,.041,.044,.047,.048,.048,.047,.045,.044,.042,.039,.036,.035,.034,.028,.025,.022,0.036,0.048,11
,EL CAJON LES,,,,.024,.027,.031,.037,.043,.048,.052,.054,.055,.054,.051,.047,.042,.038,.034,.03,.028,.026,,,,0.04,0.055,11
,KEARNY MESA,.036,.035,.035,.036,.037,.039,.042,.044,.047,.05,.051,.051,.051,.05,.049,.048,.046,.043,.04,.036,.034,.033,.031,.029,0.041,0.051,10
,OTAY MESA DVN,.022,.023,,,,,,,,,,,,.048,.047,.045,.041,.038,.035,.034,.032,.029,.025,.022,0.033,0.048,13
,PENDLETON,.022,.022,.023,.026,.028,.03,.031,,,,,,,.049,.049,.048,.047,.047,.046,.046,.046,.042,.039,.033,0.037,0.049,13
