Current Date:,9/15/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
9/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.041,.041,.041,.043,.047,.051,.055,.058,.06,.06,.06,.058,.053,.048,.043,.04,.038,.036,.035,.035,.035,.036,.038,.037,0.045,0.06,08
,CHULA VISTA,.004,.009,,.016,.02,.028,.035,.042,.046,.047,.045,.043,.041,.036,.032,.027,.023,.019,.017,.015,.013,.012,.012,.012,0.025,0.047,09
,EL CAJON LES,,,,.028,.034,.038,.045,.052,.057,.059,.058,.054,.049,.043,.037,.032,.027,.023,.019,.017,.015,,,,0.038,0.059,09
,KEARNY MESA,.011,.014,.018,.023,.027,.035,.042,.048,.052,.053,.052,.049,.045,.04,.035,.03,.025,.02,.016,.015,.012,.011,.01,.011,0.028,0.053,09
,OTAY MESA DVN,.011,.015,.02,.024,.028,.034,.041,.048,.052,.054,.053,.05,.046,.042,.035,.029,.023,.019,.016,.015,.013,.012,.012,.012,0.029,0.054,09
,PENDLETON,.013,.015,.019,.023,.026,.031,.037,.042,.046,.048,.048,.047,.046,.045,.041,.035,.031,.027,.024,.022,.019,.015,.015,.016,0.03,0.048,09
